       2.504e00 4.307E-09   1.377E-05   4.314E-02   6.500E-05   7.345E-01   1.821E-01   1.563E-06   3.001E-02   2.625E-03   1.896E-03   1.398E-04   3.933E-05   1.351E-05   2.262E-04
       2.200e00 4.881E-09   1.505E-05   1.623E-02   2.917E-05   8.493E-01   3.069E-02   1.052E-07   5.083E-02   5.536E-03   4.279E-02   3.942E-03   8.322E-05   9.322E-06   1.367E-04
       2.003e00 1.857E-07   2.354E-05   1.524E-04   1.940E-05   6.110E-01   1.546E-04   8.938E-10   6.377E-04   1.721E-04   2.087E-01   1.455E-01   2.585E-02   7.087E-03   1.921E-04
       1.957e00 1.992E-07   2.444E-05   1.549E-04   1.872E-05   5.573E-01   1.525E-04   1.043E-09   6.058E-04   1.983E-04   2.366E-01   1.638E-01   2.910E-02   1.077E-02   7.659E-04
       1.934e00 2.688E-07   2.358E-05   1.517E-04   1.598E-05   4.557E-01   1.431E-04   1.221E-09   5.598E-04   2.416E-04   2.917E-01   2.022E-01   3.282E-02   1.325E-02   2.557E-03
       1.904e00 6.908E-07   1.885E-05   1.463E-04   6.692E-06   1.612E-01   1.191E-04   1.825E-09   3.360E-04   3.587E-04   4.555E-01   3.103E-01   3.913E-02   1.807E-02   1.336E-02
       1.805e00 1.731E-06   9.655E-05   1.540E-06   2.324E-08   8.416E-06   1.789E-06   3.091E-10   1.536E-04   2.362E-04   3.352E-01   3.825E-01   6.515E-02   5.050E-02   3.676E-02 
stop
