   ILREP   N   L
   -----   -   -
             1.90E-17  1.08E-17  5.03E-18  2.03E-18  5.58E-19  2.03E-19  7.27E-20  1.85E-20  6.57E-21

   INREP
   -----
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.54E-27  9.85E-19  5.77E-16  1.51E-14  7.22E-14  8.02E-14
             5.42E-14  2.10E-14  8.63E-15  3.30E-15  8.74E-16  3.14E-16  1.12E-16  2.84E-17  1.01E-17
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.29E-27  9.00E-20  2.29E-16  1.53E-14  3.71E-14
             3.51E-14  1.62E-14  7.02E-15  2.75E-15  7.39E-16  2.67E-16  9.52E-17  2.42E-17  8.59E-18
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.24E-30  1.49E-21  2.80E-17  5.31E-15  1.76E-14
             1.93E-14  9.74E-15  4.34E-15  1.73E-15  4.68E-16  1.69E-16  6.06E-17  1.54E-17  5.47E-18
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.59E-32  2.36E-22  1.10E-17  3.41E-15  1.32E-14
             1.55E-14  8.16E-15  3.69E-15  1.47E-15  4.02E-16  1.46E-16  5.21E-17  1.33E-17  4.71E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.19E-33  9.16E-23  6.92E-18  2.81E-15  1.17E-14
             1.44E-14  7.70E-15  3.50E-15  1.40E-15  3.83E-16  1.39E-16  4.97E-17  1.27E-17  4.49E-18
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.83E-33  5.15E-23  5.27E-18  2.55E-15  1.13E-14
             1.43E-14  7.77E-15  3.55E-15  1.43E-15  3.90E-16  1.42E-16  5.07E-17  1.29E-17  4.58E-18
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.60E-34  3.19E-23  3.93E-18  2.12E-15  9.71E-15
             1.25E-14  6.86E-15  3.14E-15  1.27E-15  3.46E-16  1.26E-16  4.50E-17  1.15E-17  4.07E-18
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.04E-34  2.28E-23  3.23E-18  1.89E-15  8.94E-15
             1.16E-14  6.45E-15  2.97E-15  1.20E-15  3.28E-16  1.19E-16  4.26E-17  1.09E-17  3.85E-18
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.60E-34  1.84E-23  2.93E-18  1.84E-15  8.85E-15
             1.16E-14  6.50E-15  2.99E-15  1.21E-15  3.31E-16  1.20E-16  4.31E-17  1.10E-17  3.89E-18
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.86E-34  1.57E-23  2.71E-18  1.79E-15  8.78E-15
             1.16E-14  6.53E-15  3.01E-15  1.22E-15  3.34E-16  1.21E-16  4.34E-17  1.11E-17  3.93E-18
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.42E-34  1.37E-23  2.55E-18  1.75E-15  8.71E-15
             1.16E-14  6.55E-15  3.03E-15  1.22E-15  3.36E-16  1.22E-16  4.37E-17  1.11E-17  3.95E-18
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.14E-34  1.24E-23  2.42E-18  1.72E-15  8.65E-15
             1.16E-14  6.56E-15  3.03E-15  1.23E-15  3.37E-16  1.22E-16  4.38E-17  1.12E-17  3.96E-18
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.58E-35  1.13E-23  2.32E-18  1.69E-15  8.59E-15
             1.16E-14  6.56E-15  3.04E-15  1.23E-15  3.37E-16  1.23E-16  4.39E-17  1.12E-17  3.97E-18
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.28E-35  1.05E-23  2.24E-18  1.67E-15  8.54E-15
             1.15E-14  6.55E-15  3.04E-15  1.23E-15  3.37E-16  1.23E-16  4.39E-17  1.12E-17  3.97E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.31E-35  9.90E-24  2.17E-18  1.65E-15  8.46E-15
             1.15E-14  6.52E-15  3.02E-15  1.22E-15  3.36E-16  1.22E-16  4.37E-17  1.12E-17  3.95E-18
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.65E-35  9.49E-24  2.14E-18  1.65E-15  8.50E-15
             1.15E-14  6.57E-15  3.05E-15  1.23E-15  3.39E-16  1.23E-16  4.41E-17  1.13E-17  3.99E-18
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.03E-35  9.00E-24  2.07E-18  1.62E-15  8.38E-15
             1.14E-14  6.50E-15  3.02E-15  1.22E-15  3.36E-16  1.22E-16  4.37E-17  1.11E-17  3.95E-18
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.61E-35  8.70E-24  2.04E-18  1.61E-15  8.38E-15
             1.14E-14  6.52E-15  3.03E-15  1.23E-15  3.36E-16  1.22E-16  4.38E-17  1.12E-17  3.96E-18
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.21E-35  8.34E-24  1.99E-18  1.59E-15  8.28E-15
             1.13E-14  6.46E-15  3.00E-15  1.21E-15  3.34E-16  1.21E-16  4.34E-17  1.11E-17  3.93E-18
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.87E-35  8.03E-24  1.94E-18  1.56E-15  8.17E-15
             1.12E-14  6.39E-15  2.97E-15  1.20E-15  3.30E-16  1.20E-16  4.30E-17  1.10E-17  3.89E-18
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.59E-35  7.75E-24  1.90E-18  1.54E-15  8.07E-15
             1.11E-14  6.32E-15  2.94E-15  1.19E-15  3.27E-16  1.19E-16  4.26E-17  1.09E-17  3.85E-18
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.34E-35  7.49E-24  1.85E-18  1.51E-15  7.96E-15
             1.09E-14  6.25E-15  2.90E-15  1.18E-15  3.23E-16  1.18E-16  4.21E-17  1.07E-17  3.81E-18
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-35  2.21E-24  5.65E-19  4.71E-16  2.49E-15
             3.41E-15  1.95E-15  9.06E-16  3.67E-16  1.01E-16  3.66E-17  1.31E-17  3.35E-18  1.19E-18
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.01E-36  1.74E-24  4.57E-19  3.86E-16  2.05E-15
             2.82E-15  1.62E-15  7.52E-16  3.05E-16  8.37E-17  3.04E-17  1.09E-17  2.78E-18  9.86E-19
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.17E-36  1.43E-24  3.82E-19  3.26E-16  1.74E-15
             2.40E-15  1.38E-15  6.41E-16  2.60E-16  7.15E-17  2.60E-17  9.31E-18  2.37E-18  8.42E-19
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-36  2.98E-25  7.83E-20  6.62E-17  3.52E-16
             4.85E-16  2.78E-16  1.29E-16  5.24E-17  1.44E-17  5.23E-18  1.87E-18  4.78E-19  1.69E-19
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.84E-37  1.97E-25  5.23E-20  4.45E-17  2.37E-16
             3.28E-16  1.89E-16  8.79E-17  3.57E-17  9.80E-18  3.56E-18  1.28E-18  3.26E-19  1.16E-19
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.47E-37  1.31E-25  3.50E-20  2.99E-17  1.60E-16
             2.23E-16  1.29E-16  6.00E-17  2.44E-17  6.70E-18  2.44E-18  8.73E-19  2.23E-19  7.90E-20
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.37E-37  8.92E-26  2.38E-20  2.05E-17  1.10E-16
             1.54E-16  8.96E-17  4.19E-17  1.70E-17  4.68E-18  1.70E-18  6.10E-19  1.56E-19  5.52E-20
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.44E-37  5.00E-26  1.34E-20  1.16E-17  6.31E-17
             8.91E-17  5.23E-17  2.45E-17  9.99E-18  2.75E-18  1.00E-18  3.59E-19  9.16E-20  3.25E-20
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.06E-38  3.02E-26  8.11E-21  7.05E-18  3.89E-17
             5.55E-17  3.29E-17  1.55E-17  6.32E-18  1.74E-18  6.35E-19  2.28E-19  5.81E-20  2.06E-20
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.79E-26  4.82E-21  4.23E-18  2.36E-17
             3.41E-17  2.04E-17  9.66E-18  3.95E-18  1.09E-18  3.98E-19  1.43E-19  3.64E-20  1.29E-20
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.98E-27  2.69E-21  2.37E-18  1.34E-17
             1.97E-17  1.19E-17  5.68E-18  2.33E-18  6.44E-19  2.35E-19  8.42E-20  2.15E-20  7.62E-21
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.45E-27  1.47E-21  1.31E-18  7.50E-18
             1.11E-17  6.82E-18  3.25E-18  1.34E-18  3.70E-19  1.35E-19  4.84E-20  1.24E-20  4.38E-21
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.00E-27  8.09E-22  7.24E-19  4.20E-18
             6.29E-18  3.88E-18  1.85E-18  7.63E-19  2.11E-19  7.71E-20  2.77E-20  7.07E-21  2.51E-21
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.82E-27  4.91E-22  4.42E-19  2.58E-18
             3.88E-18  2.40E-18  1.15E-18  4.73E-19  1.31E-19  4.79E-20  1.72E-20  4.39E-21  1.56E-21
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.78E-28  2.64E-22  2.38E-19  1.40E-18
             2.11E-18  1.31E-18  6.28E-19  2.59E-19  7.18E-20  2.62E-20  9.40E-21  2.40E-21  8.52E-22
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.54E-28  1.50E-22  1.35E-19  7.95E-19
             1.21E-18  7.50E-19  3.60E-19  1.48E-19  4.12E-20  1.50E-20  5.39E-21  1.38E-21  4.88E-22
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.15E-28  8.52E-23  7.71E-20  4.54E-19
             6.89E-19  4.29E-19  2.06E-19  8.49E-20  2.36E-20  8.59E-21  3.08E-21  7.88E-22  2.79E-22
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.76E-28  4.76E-23  4.31E-20  2.54E-19
             3.86E-19  2.40E-19  1.15E-19  4.76E-20  1.32E-20  4.82E-21  1.73E-21  4.41E-22  1.57E-22
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-28  2.93E-23  2.65E-20  1.56E-19
             2.38E-19  1.48E-19  7.12E-20  2.94E-20  8.15E-21  2.97E-21  1.07E-21  2.72E-22  9.66E-23

                                                                                     --------------------------
                                                                                     PRTF= 2  CFGPRT= (   19.5)
   ILREP
   -----
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.92E-26  1.24E-19  9.61E-17  2.82E-15  5.59E-15
             5.08E-15  2.36E-15  1.03E-15  4.05E-16  1.09E-16  3.95E-17  1.41E-17  3.60E-18  1.27E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.68E-24  9.41E-19  3.12E-16  8.06E-15  1.64E-14
             1.47E-14  6.64E-15  2.86E-15  1.12E-15  3.00E-16  1.08E-16  3.87E-17  9.85E-18  3.49E-18
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-28  7.62E-21  4.10E-17  4.84E-15  1.54E-14
             1.71E-14  8.70E-15  3.89E-15  1.55E-15  4.21E-16  1.53E-16  5.46E-17  1.39E-17  4.93E-18
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.55E-34  6.40E-25  3.52E-20  1.76E-17  8.61E-17
             1.19E-16  7.07E-17  3.34E-17  1.37E-17  3.78E-18  1.38E-18  4.94E-19  1.26E-19  4.47E-20
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.73E-33  9.06E-24  5.10E-19  1.74E-16  6.87E-16
             8.16E-16  4.28E-16  1.93E-16  7.72E-17  2.10E-17  7.61E-18  2.72E-18  6.94E-19  2.46E-19
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.87E-34  5.76E-25  5.00E-20  2.53E-17  1.16E-16
             1.49E-16  8.27E-17  3.80E-17  1.53E-17  4.19E-18  1.52E-18  5.45E-19  1.39E-19  4.93E-20
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.45E-36  7.48E-26  1.88E-20  1.72E-17  9.53E-17
             1.35E-16  7.89E-17  3.69E-17  1.50E-17  4.13E-18  1.50E-18  5.39E-19  1.37E-19  4.87E-20

   INREP
   -----
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.54E-29  8.79E-21  2.28E-17  1.41E-15  2.40E-14  5.06E-14
             4.75E-14  2.23E-14  9.72E-15  3.82E-15  1.03E-15  3.73E-16  1.33E-16  3.39E-17  1.20E-17
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-33  9.71E-24  5.79E-19  2.16E-16  8.98E-16
             1.10E-15  5.90E-16  2.68E-16  1.07E-16  2.93E-17  1.06E-17  3.81E-18  9.71E-19  3.44E-19

                                                                                     --------------------------
                                                                                     PRTF= 3  CFGPRT= (   29.5)
   ILREP
   -----
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.12E-29  1.30E-21  5.07E-18  6.26E-16  2.03E-15
             2.24E-15  1.13E-15  5.06E-16  2.01E-16  5.46E-17  1.98E-17  7.07E-18  1.80E-18  6.38E-19
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.77E-24  2.40E-19  5.60E-17  8.18E-16  1.36E-15
             1.16E-15  5.24E-16  2.27E-16  8.91E-17  2.40E-17  8.66E-18  3.10E-18  7.88E-19  2.79E-19

   INREP
   -----
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.81E-31  1.88E-20  5.61E-17  1.97E-15  1.20E-14  1.68E-14
             1.31E-14  5.50E-15  2.32E-15  8.97E-16  2.40E-16  8.62E-17  3.08E-17  7.83E-18  2.77E-18



 --------------------------
 PRTI= 4  LVLPRT= (1D  2.0)

   INDX TE=  1.60E+02  3.20E+02  8.00E+02  1.60E+03  3.20E+03  8.00E+03  1.60E+04  3.20E+04  8.00E+04  1.60E+05
   ---- ---  3.20E+05  8.00E+05  1.60E+06  3.20E+06  8.00E+06  1.60E+07  3.20E+07  8.00E+07  1.60E+08
     1       0.00E+00  0.00E+00  0.00E+00  2.19E-34  1.83E-23  3.12E-17  2.08E-15  1.02E-14  1.33E-14  9.20E-15
             5.08E-15  1.81E-15  7.32E-16  2.77E-16  7.33E-17  2.63E-17  9.37E-18  2.38E-18  8.43E-19
     2       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.18E-28  6.56E-19  7.48E-16  1.67E-14  5.37E-14  4.71E-14
             2.76E-14  9.76E-15  3.89E-15  1.46E-15  3.84E-16  1.38E-16  4.89E-17  1.24E-17  4.40E-18
     3       0.00E+00  0.00E+00  0.00E+00  4.37E-34  3.04E-23  4.65E-17  3.01E-15  1.56E-14  3.43E-14  3.40E-14
             2.19E-14  8.22E-15  3.34E-15  1.27E-15  3.35E-16  1.20E-16  4.28E-17  1.09E-17  3.85E-18
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.65E-30  3.24E-20  1.31E-16  5.74E-15  3.17E-14  3.55E-14
             2.34E-14  8.82E-15  3.58E-15  1.36E-15  3.58E-16  1.28E-16  4.57E-17  1.16E-17  4.11E-18
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.80E-30  1.41E-20  1.79E-17  5.27E-16  4.27E-15  6.96E-15
             5.77E-15  2.52E-15  1.08E-15  4.20E-16  1.13E-16  4.06E-17  1.45E-17  3.69E-18  1.31E-18
     6       0.00E+00  0.00E+00  0.00E+00  2.92E-36  2.15E-25  3.40E-19  2.42E-17  5.24E-16  6.49E-15  1.01E-14
             8.04E-15  3.41E-15  1.44E-15  5.59E-16  1.49E-16  5.38E-17  1.92E-17  4.88E-18  1.73E-18
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.89E-28  7.25E-22  4.69E-20  8.85E-19  2.76E-17  5.75E-17
             5.09E-17  2.27E-17  9.69E-18  3.77E-18  1.01E-18  3.64E-19  1.30E-19  3.31E-20  1.17E-20
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.10E-29  7.44E-20  7.93E-17  1.87E-15  1.02E-14  1.38E-14
             1.03E-14  4.21E-15  1.75E-15  6.73E-16  1.79E-16  6.44E-17  2.30E-17  5.84E-18  2.07E-18
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.69E-32  1.23E-22  2.00E-19  3.71E-17  2.10E-15  5.30E-15
             5.27E-15  2.54E-15  1.12E-15  4.42E-16  1.20E-16  4.32E-17  1.54E-17  3.93E-18  1.39E-18
    10       0.00E+00  0.00E+00  0.00E+00  1.46E-37  1.23E-26  2.10E-20  2.29E-18  1.58E-16  2.31E-15  4.13E-15
             3.61E-15  1.62E-15  7.00E-16  2.74E-16  7.36E-17  2.65E-17  9.48E-18  2.41E-18  8.55E-19

                                                                                     --------------------------
                                                                                     PRTF= 1  CFGPRT= (    7.0)
   ILREP
   -----
     7       0.00E+00  0.00E+00  0.00E+00  2.19E-34  1.83E-23  3.12E-17  2.08E-15  1.01E-14  1.26E-14  8.07E-15
             4.16E-15  1.42E-15  5.64E-16  2.13E-16  5.60E-17  2.01E-17  7.15E-18  1.82E-18  6.43E-19
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.18E-28  6.56E-19  7.48E-16  1.67E-14  5.34E-14  4.65E-14
             2.70E-14  9.50E-15  3.78E-15  1.42E-15  3.72E-16  1.33E-16  4.74E-17  1.20E-17  4.26E-18
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.66E-24  1.94E-18  6.56E-16  1.06E-14  1.55E-14
             1.16E-14  4.67E-15  1.94E-15  7.44E-16  1.98E-16  7.12E-17  2.54E-17  6.45E-18  2.28E-18
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.92E-26  1.77E-19  1.85E-16  5.76E-15  1.04E-14
             8.44E-15  3.57E-15  1.50E-15  5.80E-16  1.55E-16  5.57E-17  1.99E-17  5.05E-18  1.79E-18
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.38E-26  7.32E-20  4.42E-17  9.97E-16  1.63E-15
             1.27E-15  5.23E-16  2.19E-16  8.40E-17  2.24E-17  8.04E-18  2.87E-18  7.29E-19  2.58E-19
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.93E-26  1.37E-19  1.55E-16  5.10E-15  9.35E-15
             7.66E-15  3.24E-15  1.36E-15  5.25E-16  1.40E-16  5.04E-17  1.80E-17  4.57E-18  1.62E-18
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.35E-28  1.20E-20  3.83E-17  2.34E-15  5.40E-15
             5.11E-15  2.40E-15  1.05E-15  4.15E-16  1.12E-16  4.05E-17  1.45E-17  3.69E-18  1.31E-18
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.93E-28  1.52E-20  8.22E-17  6.83E-15  1.68E-14
             1.57E-14  7.16E-15  3.08E-15  1.20E-15  3.23E-16  1.16E-16  4.16E-17  1.06E-17  3.75E-18
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-28  1.33E-20  9.12E-17  8.65E-15  2.20E-14
             2.09E-14  9.59E-15  4.13E-15  1.61E-15  4.33E-16  1.56E-16  5.57E-17  1.42E-17  5.03E-18
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.93E-30  3.68E-22  1.76E-18  1.38E-16  3.45E-16
             3.34E-16  1.57E-16  6.88E-17  2.71E-17  7.30E-18  2.64E-18  9.42E-19  2.40E-19  8.50E-20
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.51E-29  2.81E-21  1.81E-17  1.68E-15  4.36E-15
             4.27E-15  2.01E-15  8.78E-16  3.45E-16  9.31E-17  3.36E-17  1.20E-17  3.06E-18  1.08E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.58E-30  5.23E-22  5.82E-18  7.65E-16  2.39E-15
             2.75E-15  1.48E-15  6.83E-16  2.76E-16  7.58E-17  2.75E-17  9.87E-18  2.52E-18  8.93E-19
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.01E-30  1.22E-21  1.83E-17  2.81E-15  8.45E-15
             8.78E-15  4.25E-15  1.87E-15  7.37E-16  1.99E-16  7.20E-17  2.57E-17  6.55E-18  2.32E-18
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.30E-30  1.19E-21  2.14E-17  3.62E-15  1.12E-14
             1.17E-14  5.69E-15  2.50E-15  9.85E-16  2.66E-16  9.61E-17  3.44E-17  8.75E-18  3.10E-18
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.45E-31  9.04E-22  1.66E-17  2.85E-15  8.84E-15
             9.27E-15  4.50E-15  1.98E-15  7.79E-16  2.10E-16  7.60E-17  2.72E-17  6.92E-18  2.45E-18
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.26E-32  2.70E-23  3.73E-19  5.50E-17  1.69E-16
             1.82E-16  9.13E-17  4.08E-17  1.62E-17  4.41E-18  1.60E-18  5.71E-19  1.46E-19  5.16E-20
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.23E-31  2.95E-22  4.72E-18  7.55E-16  2.34E-15
             2.50E-15  1.24E-15  5.52E-16  2.19E-16  5.93E-17  2.15E-17  7.68E-18  1.96E-18  6.93E-19
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.39E-32  1.14E-22  2.57E-18  5.14E-16  1.82E-15
             2.20E-15  1.22E-15  5.68E-16  2.30E-16  6.34E-17  2.31E-17  8.26E-18  2.11E-18  7.48E-19
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-31  2.96E-22  8.18E-18  1.81E-15  6.15E-15
             6.79E-15  3.42E-15  1.52E-15  6.04E-16  1.64E-16  5.93E-17  2.12E-17  5.40E-18  1.91E-18
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.15E-32  2.35E-22  7.55E-18  1.81E-15  6.29E-15
             6.97E-15  3.51E-15  1.56E-15  6.18E-16  1.67E-16  6.06E-17  2.17E-17  5.52E-18  1.96E-18
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.11E-32  9.26E-23  3.02E-18  7.30E-16  2.54E-15
             2.82E-15  1.42E-15  6.31E-16  2.50E-16  6.78E-17  2.45E-17  8.78E-18  2.24E-18  7.92E-19
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.96E-33  6.71E-24  1.68E-19  3.55E-17  1.22E-16
             1.37E-16  7.04E-17  3.16E-17  1.26E-17  3.43E-18  1.24E-18  4.44E-19  1.13E-19  4.01E-20
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.15E-32  8.24E-23  2.21E-18  4.79E-16  1.63E-15
             1.82E-15  9.25E-16  4.14E-16  1.65E-16  4.47E-17  1.62E-17  5.79E-18  1.47E-18  5.23E-19
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-32  4.23E-23  1.50E-18  3.92E-16  1.46E-15
             1.75E-15  9.49E-16  4.35E-16  1.75E-16  4.80E-17  1.74E-17  6.25E-18  1.59E-18  5.65E-19
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.94E-32  1.29E-22  5.26E-18  1.46E-15  5.38E-15
             6.15E-15  3.16E-15  1.42E-15  5.63E-16  1.53E-16  5.54E-17  1.98E-17  5.05E-18  1.79E-18
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.72E-32  1.05E-22  4.92E-18  1.48E-15  5.54E-15
             6.38E-15  3.28E-15  1.47E-15  5.84E-16  1.59E-16  5.75E-17  2.06E-17  5.24E-18  1.86E-18
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.38E-33  4.65E-23  2.21E-18  6.70E-16  2.52E-15
             2.90E-15  1.49E-15  6.69E-16  2.66E-16  7.23E-17  2.62E-17  9.36E-18  2.39E-18  8.45E-19
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.20E-34  3.07E-24  1.14E-19  3.05E-17  1.13E-16
             1.31E-16  6.86E-17  3.10E-17  1.24E-17  3.37E-18  1.22E-18  4.38E-19  1.12E-19  3.95E-20
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.87E-33  4.02E-23  1.54E-18  4.14E-16  1.51E-15
             1.74E-15  9.02E-16  4.05E-16  1.62E-16  4.40E-17  1.59E-17  5.70E-18  1.45E-18  5.15E-19
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.74E-33  2.32E-23  1.12E-18  3.51E-16  1.39E-15
             1.72E-15  9.47E-16  4.37E-16  1.77E-16  4.84E-17  1.76E-17  6.30E-18  1.61E-18  5.70E-19
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.86E-33  7.46E-23  3.98E-18  1.30E-15  5.06E-15
             5.95E-15  3.11E-15  1.40E-15  5.59E-16  1.52E-16  5.51E-17  1.97E-17  5.02E-18  1.78E-18
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.40E-33  6.57E-23  4.00E-18  1.41E-15  5.55E-15
             6.56E-15  3.42E-15  1.54E-15  6.15E-16  1.67E-16  6.06E-17  2.17E-17  5.52E-18  1.96E-18
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.97E-33  3.15E-23  1.94E-18  6.86E-16  2.71E-15
             3.21E-15  1.68E-15  7.55E-16  3.01E-16  8.19E-17  2.97E-17  1.06E-17  2.71E-18  9.59E-19
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.83E-34  1.83E-24  8.95E-20  2.81E-17  1.10E-16
             1.31E-16  6.98E-17  3.17E-17  1.27E-17  3.46E-18  1.26E-18  4.50E-19  1.15E-19  4.06E-20
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.69E-33  2.48E-23  1.22E-18  3.81E-16  1.46E-15
             1.73E-15  9.07E-16  4.10E-16  1.64E-16  4.47E-17  1.62E-17  5.79E-18  1.48E-18  5.23E-19
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.15E-33  9.10E-24  4.82E-19  1.56E-16  6.05E-16
