SEQ='P '     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  87181251.1    NPRNT= 6
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2 3P2             (3)1( 0.0)        0.0 
     2          3S2 3P2             (3)1( 1.0)      299.1 
     3          3S2 3P2             (3)1( 2.0)      855.7 
     4          3S2 3P2             (1)2( 2.0)    14486.5 
     5          3S2 3P2             (1)0( 0.0)    43550.0 
     6          3S1 3P3             (5)0( 2.0)    52344.0 

   PARENT CONFG INDEXING                BWNP=  87173173.9    NPRNT= 2
   ---------------------
   INDP         CODE                       WI        WNP
   ----         ----                 --------  ----------
     1          3S2 3P2             (     7.0)        0.0 
     2          3S1 3P3             (    19.5)    96766.0 

   IC AVERAGED CONFG INDEXING           BWNR=  87248893.3   NCFG=   6
   --------------------------
   INDX  INDP   CODE                       WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 --------  ----------      -----------
     1     1    3S2 3P2 4S1         (    14.5)        0.0      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     2     1    3S2 3P2 4P1         (    44.5)    18975.7      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     3     1    3S2 3P2 4D1         (    69.5)    39950.6      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     4     2    3S1 3P3 4S1         (     4.5)    43872.4      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     5     1    3S2 3P2 4F1         (    97.5)    45619.5      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     6     2    3S1 3P3 4P1         (    14.5)    61600.2      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00

   NL-SHELL INDEXING & AUGER RATES                     NLREP=203
   -------------------------------
   ILREP   N   L

   INREP
   -----
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.19E-28  3.99E-22  1.02E-17  3.94E-16
             1.57E-15  1.78E-15  1.05E-15  4.78E-16  1.41E-16  5.25E-17  1.91E-17  4.90E-18  1.74E-18



 --------------------------
 PRTI= 2  LVLPRT= (3P  1.0)

   INDX TE=  4.00E+01  8.00E+01  2.00E+02  4.00E+02  8.00E+02  2.00E+03  4.00E+03  8.00E+03  2.00E+04  4.00E+04
   ---- ---  8.00E+04  2.00E+05  4.00E+05  8.00E+05  2.00E+06  4.00E+06  8.00E+06  2.00E+07  4.00E+07
     1       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.81E-32  1.10E-22  5.13E-18  1.64E-15  8.11E-15
             1.34E-14  9.45E-15  4.79E-15  2.03E-15  5.74E-16  2.11E-16  7.59E-17  1.94E-17  6.89E-18
     2       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.03E-37  1.53E-24  1.53E-18  3.13E-15  2.46E-14
             4.47E-14  3.20E-14  1.62E-14  6.88E-15  1.94E-15  7.14E-16  2.57E-16  6.57E-17  2.33E-17
     3       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-34  7.07E-25  4.75E-20  9.27E-16  2.07E-14
             5.87E-14  5.20E-14  2.79E-14  1.22E-14  3.50E-15  1.29E-15  4.66E-16  1.19E-16  4.23E-17
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.44E-28  3.57E-22  9.67E-18  3.65E-16
             1.41E-15  1.54E-15  8.93E-16  4.05E-16  1.19E-16  4.42E-17  1.60E-17  4.11E-18  1.46E-18
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.41E-27  1.27E-20  5.15E-16  1.54E-14
             5.12E-14  5.01E-14  2.79E-14  1.24E-14  3.59E-15  1.33E-15  4.80E-16  1.23E-16  4.37E-17
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.10E-29  9.93E-24  5.78E-19  2.70E-17
             1.53E-16  2.30E-16  1.51E-16  7.26E-17  2.22E-17  8.34E-18  3.04E-18  7.85E-19  2.79E-19

                                                                                     --------------------------
                                                                                     PRTF= 1  CFGPRT= (    7.0)
   ILREP
   -----
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.81E-32  1.10E-22  5.13E-18  1.54E-15  5.82E-15
             6.90E-15  3.72E-15  1.71E-15  6.92E-16  1.90E-16  6.91E-17  2.48E-17  6.32E-18  2.24E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.03E-37  1.53E-24  1.53E-18  3.10E-15  2.31E-14
             3.84E-14  2.50E-14  1.21E-14  5.04E-15  1.40E-15  5.12E-16  1.84E-16  4.70E-17  1.67E-17
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.81E-29  1.34E-20  8.68E-16  1.96E-14
             5.57E-14  4.94E-14  2.65E-14  1.16E-14  3.32E-15  1.22E-15  4.42E-16  1.13E-16  4.02E-17
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.03E-30  3.01E-21  4.64E-16  1.40E-14
             4.57E-14  4.41E-14  2.44E-14  1.08E-14  3.12E-15  1.15E-15  4.17E-16  1.07E-16  3.80E-17
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-28  1.18E-20  3.22E-16  5.44E-15
             1.33E-14  1.08E-14  5.66E-15  2.43E-15  6.92E-16  2.54E-16  9.17E-17  2.35E-17  8.33E-18
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.52E-29  1.03E-20  5.90E-16  1.27E-14
             3.54E-14  3.10E-14  1.66E-14  7.23E-15  2.07E-15  7.64E-16  2.76E-16  7.07E-17  2.51E-17
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-30  2.47E-21  4.95E-16  1.62E-14
             5.52E-14  5.44E-14  3.03E-14  1.34E-14  3.89E-15  1.44E-15  5.21E-16  1.34E-16  4.75E-17
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.94E-31  1.76E-21  4.47E-16  1.58E-14
             5.62E-14  5.67E-14  3.18E-14  1.42E-14  4.11E-15  1.52E-15  5.51E-16  1.41E-16  5.02E-17
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.18E-31  4.56E-22  1.22E-16  4.40E-15
             1.57E-14  1.59E-14  8.93E-15  3.98E-15  1.16E-15  4.28E-16  1.55E-16  3.98E-17  1.41E-17
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.54E-31  8.06E-22  1.20E-16  3.57E-15
             1.16E-14  1.11E-14  6.13E-15  2.71E-15  7.83E-16  2.89E-16  1.05E-16  2.68E-17  9.53E-18
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.46E-31  1.18E-21  2.52E-16  8.46E-15
             2.93E-14  2.93E-14  1.64E-14  7.31E-15  2.12E-15  7.86E-16  2.84E-16  7.30E-17  2.59E-17
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.39E-32  3.90E-22  1.52E-16  6.20E-15
             2.37E-14  2.52E-14  1.44E-14  6.46E-15  1.89E-15  7.00E-16  2.53E-16  6.50E-17  2.31E-17
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.25E-32  2.11E-22  9.62E-17  4.14E-15
             1.62E-14  1.73E-14  9.86E-15  4.43E-15  1.30E-15  4.81E-16  1.74E-16  4.47E-17  1.59E-17
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.36E-32  2.39E-22  1.14E-16  4.98E-15
             1.96E-14  2.10E-14  1.20E-14  5.41E-15  1.58E-15  5.86E-16  2.12E-16  5.45E-17  1.94E-17
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.51E-33  6.69E-23  3.21E-17  1.41E-15
             5.54E-15  5.95E-15  3.41E-15  1.53E-15  4.48E-16  1.66E-16  6.02E-17  1.55E-17  5.49E-18
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.01E-32  1.78E-22  6.16E-17  2.42E-15
             9.05E-15  9.44E-15  5.36E-15  2.40E-15  7.00E-16  2.59E-16  9.39E-17  2.41E-17  8.56E-18
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.84E-32  2.34E-22  9.88E-17  4.15E-15
             1.61E-14  1.72E-14  9.84E-15  4.43E-15  1.30E-15  4.81E-16  1.74E-16  4.47E-17  1.59E-17
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-32  1.74E-22  1.03E-16  4.85E-15
             2.00E-14  2.23E-14  1.30E-14  5.88E-15  1.73E-15  6.42E-16  2.33E-16  5.98E-17  2.12E-17
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-32  1.76E-22  1.15E-16  5.58E-15
             2.31E-14  2.56E-14  1.48E-14  6.71E-15  1.97E-15  7.31E-16  2.65E-16  6.80E-17  2.42E-17
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.44E-33  1.53E-22  1.03E-16  5.07E-15
             2.11E-14  2.35E-14  1.36E-14  6.16E-15  1.81E-15  6.71E-16  2.43E-16  6.24E-17  2.22E-17
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.78E-33  5.11E-23  3.47E-17  1.71E-15
             7.12E-15  7.92E-15  4.59E-15  2.08E-15  6.09E-16  2.26E-16  8.20E-17  2.11E-17  7.48E-18
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.25E-33  8.15E-23  4.52E-17  2.08E-15
             8.41E-15  9.19E-15  5.30E-15  2.39E-15  7.01E-16  2.60E-16  9.43E-17  2.42E-17  8.60E-18
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.46E-33  1.20E-22  7.54E-17  3.62E-15
             1.50E-14  1.67E-14  9.68E-15  4.39E-15  1.29E-15  4.79E-16  1.73E-16  4.45E-17  1.58E-17
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.60E-33  1.05E-22  8.11E-17  4.19E-15
             1.81E-14  2.08E-14  1.22E-14  5.56E-15  1.64E-15  6.10E-16  2.21E-16  5.68E-17  2.02E-17
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.29E-33  1.35E-22  1.12E-16  5.86E-15
             2.53E-14  2.87E-14  1.68E-14  7.61E-15  2.24E-15  8.31E-16  3.01E-16  7.74E-17  2.75E-17
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.27E-33  1.13E-22  9.56E-17  5.06E-15
             2.19E-14  2.49E-14  1.45E-14  6.60E-15  1.94E-15  7.21E-16  2.61E-16  6.71E-17  2.39E-17
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-33  4.10E-23  3.50E-17  1.85E-15
             8.03E-15  9.13E-15  5.33E-15  2.42E-15  7.12E-16  2.65E-16  9.59E-17  2.46E-17  8.75E-18
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.35E-33  5.01E-23  3.73E-17  1.89E-15
             8.03E-15  9.05E-15  5.27E-15  2.39E-15  7.02E-16  2.61E-16  9.46E-17  2.43E-17  8.63E-18
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.18E-33  7.79E-23  6.32E-17  3.30E-15
             1.43E-14  1.63E-14  9.53E-15  4.34E-15  1.28E-15  4.75E-16  1.72E-16  4.42E-17  1.57E-17
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.42E-33  7.47E-23  6.95E-17  3.82E-15
             1.70E-14  1.99E-14  1.18E-14  5.38E-15  1.59E-15  5.92E-16  2.15E-16  5.52E-17  1.96E-17
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.27E-33  1.09E-22  1.06E-16  5.88E-15
             2.61E-14  3.01E-14  1.77E-14  8.04E-15  2.37E-15  8.81E-16  3.19E-16  8.20E-17  2.91E-17
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.65E-33  9.09E-23  9.00E-17  5.02E-15
             2.23E-14  2.57E-14  1.51E-14  6.88E-15  2.02E-15  7.53E-16  2.73E-16  7.01E-17  2.49E-17
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-33  3.47E-23  3.45E-17  1.93E-15
             8.56E-15  9.89E-15  5.80E-15  2.64E-15  7.78E-16  2.89E-16  1.05E-16  2.70E-17  9.58E-18
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.22E-33  3.61E-23  3.27E-17  1.77E-15
             7.76E-15  8.91E-15  5.22E-15  2.38E-15  6.99E-16  2.60E-16  9.43E-17  2.42E-17  8.61E-18
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.78E-33  5.81E-23  5.59E-17  3.09E-15
             1.38E-14  1.60E-14  9.41E-15  4.30E-15  1.27E-15  4.71E-16  1.71E-16  4.39E-17  1.56E-17
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-33  5.90E-23  6.24E-17  3.58E-15
             1.63E-14  1.93E-14  1.15E-14  5.27E-15  1.56E-15  5.81E-16  2.11E-16  5.41E-17  1.92E-17
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.29E-33  9.27E-23  1.01E-16  5.83E-15
             2.64E-14  3.08E-14  1.81E-14  8.27E-15  2.44E-15  9.08E-16  3.29E-16  8.46E-17  3.01E-17
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.88E-33  7.77E-23  8.59E-17  4.97E-15
             2.25E-14  2.63E-14  1.55E-14  7.05E-15  2.08E-15  7.74E-16  2.81E-16  7.21E-17  2.56E-17
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.32E-34  3.04E-23  3.38E-17  1.96E-15
             8.87E-15  1.04E-14  6.10E-15  2.78E-15  8.20E-16  3.05E-16  1.11E-16  2.84E-17  1.01E-17
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.70E-34  2.86E-23  2.96E-17  1.68E-15
             7.54E-15  8.78E-15  5.17E-15  2.36E-15  6.95E-16  2.59E-16  9.38E-17  2.41E-17  8.56E-18
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.18E-33  4.72E-23  5.12E-17  2.95E-15
             1.34E-14  1.58E-14  9.31E-15  4.26E-15  1.26E-15  4.68E-16  1.70E-16  4.37E-17  1.55E-17
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-33  4.96E-23  5.77E-17  3.41E-15
             1.58E-14  1.89E-14  1.13E-14  5.18E-15  1.54E-15  5.72E-16  2.08E-16  5.34E-17  1.90E-17
    53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.76E-33  8.18E-23  9.73E-17  5.77E-15
             2.64E-14  3.11E-14  1.84E-14  8.40E-15  2.48E-15  9.23E-16  3.35E-16  8.60E-17  3.06E-17
    54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-33  6.89E-23  8.28E-17  4.92E-15
             2.26E-14  2.66E-14  1.57E-14  7.17E-15  2.12E-15  7.87E-16  2.86E-16  7.34E-17  2.61E-17
    55       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.74E-34  2.74E-23  3.30E-17  1.97E-15
             9.02E-15  1.06E-14  6.27E-15  2.87E-15  8.46E-16  3.15E-16  1.14E-16  2.93E-17  1.04E-17
    57       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.50E-34  2.40E-23  2.75E-17  1.61E-15
             7.35E-15  8.65E-15  5.11E-15  2.33E-15  6.89E-16  2.56E-16  9.30E-17  2.39E-17  8.49E-18
    58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.72E-34  4.04E-23  4.80E-17  2.85E-15
             1.31E-14  1.56E-14  9.23E-15  4.23E-15  1.25E-15  4.65E-16  1.69E-16  4.34E-17  1.54E-17
    59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.64E-34  4.35E-23  5.43E-17  3.29E-15
             1.54E-14  1.86E-14  1.11E-14  5.11E-15  1.51E-15  5.65E-16  2.05E-16  5.27E-17  1.87E-17
    60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-33  7.41E-23  9.40E-17  5.69E-15
             2.64E-14  3.13E-14  1.85E-14  8.47E-15  2.50E-15  9.31E-16  3.38E-16  8.68E-17  3.08E-17
    61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-33  6.27E-23  8.02E-17  4.87E-15
             2.26E-14  2.67E-14  1.58E-14  7.24E-15  2.14E-15  7.95E-16  2.89E-16  7.41E-17  2.63E-17
    62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.74E-34  2.50E-23  3.22E-17  1.95E-15
             9.06E-15  1.07E-14  6.35E-15  2.91E-15  8.58E-16  3.19E-16  1.16E-16  2.98E-17  1.06E-17
    64       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.25E-34  2.10E-23  2.60E-17  1.56E-15
             7.20E-15  8.53E-15  5.05E-15  2.31E-15  6.82E-16  2.54E-16  9.21E-17  2.37E-17  8.41E-18
    65       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.93E-34  3.59E-23  4.56E-17  2.77E-15
             1.29E-14  1.54E-14  9.16E-15  4.20E-15  1.24E-15  4.63E-16  1.68E-16  4.31E-17  1.53E-17
    66       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.12E-34  3.93E-23  5.18E-17  3.20E-15
             1.51E-14  1.83E-14  1.09E-14  5.04E-15  1.49E-15  5.57E-16  2.02E-16  5.20E-17  1.85E-17
    67       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-33  6.84E-23  9.12E-17  5.62E-15
             2.63E-14  3.13E-14  1.85E-14  8.49E-15  2.51E-15  9.34E-16  3.39E-16  8.71E-17  3.09E-17
    68       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-33  5.81E-23  7.81E-17  4.82E-15
             2.25E-14  2.68E-14  1.59E-14  7.27E-15  2.15E-15  8.00E-16  2.90E-16  7.45E-17  2.65E-17
    69       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.04E-34  2.32E-23  3.12E-17  1.93E-15
             9.02E-15  1.07E-14  6.36E-15  2.91E-15  8.60E-16  3.20E-16  1.16E-16  2.99E-17  1.06E-17
    71       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.48E-34  1.89E-23  2.47E-17  1.51E-15
             7.05E-15  8.40E-15  4.98E-15  2.28E-15  6.74E-16  2.51E-16  9.11E-17  2.34E-17  8.32E-18
    72       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.79E-34  3.27E-23  4.37E-17  2.70E-15
             1.27E-14  1.53E-14  9.08E-15  4.17E-15  1.23E-15  4.60E-16  1.67E-16  4.29E-17  1.52E-17
    73       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.07E-34  3.60E-23  4.95E-17  3.09E-15
             1.47E-14  1.78E-14  1.07E-14  4.91E-15  1.46E-15  5.43E-16  1.97E-16  5.07E-17  1.80E-17
    74       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-33  6.37E-23  8.84E-17  5.52E-15
             2.59E-14  3.10E-14  1.84E-14  8.44E-15  2.49E-15  9.29E-16  3.37E-16  8.66E-17  3.08E-17
    75       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.99E-34  5.46E-23  7.62E-17  4.76E-15
             2.24E-14  2.68E-14  1.59E-14  7.28E-15  2.15E-15  8.01E-16  2.90E-16  7.46E-17  2.65E-17
    76       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.54E-34  2.16E-23  3.03E-17  1.89E-15
             8.90E-15  1.06E-14  6.32E-15  2.89E-15  8.55E-16  3.18E-16  1.15E-16  2.97E-17  1.05E-17
    78       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.98E-34  1.74E-23  2.38E-17  1.48E-15
             6.93E-15  8.30E-15  4.93E-15  2.26E-15  6.68E-16  2.49E-16  9.02E-17  2.32E-17  8.24E-18
    79       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.02E-34  3.04E-23  4.23E-17  2.65E-15
             1.25E-14  1.51E-14  9.02E-15  4.14E-15  1.23E-15  4.57E-16  1.66E-16  4.26E-17  1.52E-17
    80       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.35E-34  3.36E-23  4.79E-17  3.03E-15
             1.44E-14  1.76E-14  1.05E-14  4.85E-15  1.44E-15  5.36E-16  1.95E-16  5.00E-17  1.78E-17
    81       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.48E-34  6.02E-23  8.62E-17  5.44E-15
             2.57E-14  3.09E-14  1.83E-14  8.41E-15  2.49E-15  9.26E-16  3.36E-16  8.63E-17  3.07E-17
    82       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.09E-34  5.17E-23  7.45E-17  4.71E-15
             2.22E-14  2.67E-14  1.58E-14  7.26E-15  2.15E-15  7.99E-16  2.90E-16  7.45E-17  2.65E-17
    83       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.15E-34  2.02E-23  2.92E-17  1.85E-15
             8.74E-15  1.05E-14  6.22E-15  2.85E-15  8.43E-16  3.14E-16  1.14E-16  2.93E-17  1.04E-17
    85       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.59E-34  1.61E-23  2.28E-17  1.43E-15
             6.76E-15  8.11E-15  4.82E-15  2.21E-15  6.54E-16  2.44E-16  8.84E-17  2.27E-17  8.08E-18
    86       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.47E-34  2.86E-23  4.11E-17  2.60E-15
             1.24E-14  1.50E-14  8.95E-15  4.11E-15  1.22E-15  4.54E-16  1.65E-16  4.23E-17  1.50E-17
    87       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.73E-34  3.11E-23  4.56E-17  2.91E-15
             1.40E-14  1.71E-14  1.02E-14  4.71E-15  1.40E-15  5.21E-16  1.89E-16  4.87E-17  1.73E-17
    88       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.62E-34  5.71E-23  8.40E-17  5.35E-15
             2.54E-14  3.05E-14  1.82E-14  8.33E-15  2.46E-15  9.18E-16  3.33E-16  8.56E-17  3.04E-17
    89       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.38E-34  4.93E-23  7.28E-17  4.64E-15
             2.20E-14  2.65E-14  1.57E-14  7.21E-15  2.13E-15  7.94E-16  2.88E-16  7.40E-17  2.63E-17
    90       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.83E-34  1.90E-23  2.82E-17  1.80E-15
             8.53E-15  1.03E-14  6.09E-15  2.79E-15  8.26E-16  3.08E-16  1.12E-16  2.87E-17  1.02E-17
    92       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.25E-34  1.46E-23  2.13E-17  1.35E-15
             6.42E-15  7.74E-15  4.61E-15  2.11E-15  6.25E-16  2.33E-16  8.45E-17  2.17E-17  7.72E-18
    93       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.03E-34  2.69E-23  3.98E-17  2.54E-15
             1.22E-14  1.48E-14  8.82E-15  4.06E-15  1.20E-15  4.48E-16  1.63E-16  4.18E-17  1.48E-17
    94       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.32E-34  2.96E-23  4.43E-17  2.85E-15
             1.37E-14  1.68E-14  1.01E-14  4.65E-15  1.38E-15  5.15E-16  1.87E-16  4.80E-17  1.71E-17
    95       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.22E-34  5.65E-23  8.50E-17  5.45E-15
             2.60E-14  3.13E-14  1.86E-14  8.55E-15  2.53E-15  9.42E-16  3.42E-16  8.79E-17  3.12E-17
    96       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.83E-34  4.72E-23  7.13E-17  4.57E-15
             2.18E-14  2.62E-14  1.56E-14  7.16E-15  2.12E-15  7.89E-16  2.86E-16  7.35E-17  2.61E-17
    97       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.58E-34  1.79E-23  2.71E-17  1.74E-15
             8.28E-15  9.98E-15  5.93E-15  2.72E-15  8.05E-16  3.00E-16  1.09E-16  2.79E-17  9.93E-18
    99       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-34  1.34E-23  2.01E-17  1.28E-15
             6.12E-15  7.40E-15  4.41E-15  2.02E-15  5.98E-16  2.23E-16  8.09E-17  2.08E-17  7.39E-18
   100       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.70E-34  2.57E-23  3.88E-17  2.50E-15
             1.20E-14  1.46E-14  8.72E-15  4.01E-15  1.19E-15  4.43E-16  1.61E-16  4.13E-17  1.47E-17
   101       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.02E-34  2.83E-23  4.33E-17  2.81E-15
             1.36E-14  1.66E-14  9.99E-15  4.61E-15  1.37E-15  5.10E-16  1.85E-16  4.76E-17  1.69E-17
   102       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.64E-34  5.41E-23  8.29E-17  5.34E-15
             2.55E-14  3.09E-14  1.84E-14  8.44E-15  2.50E-15  9.30E-16  3.38E-16  8.68E-17  3.08E-17
   103       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.38E-34  4.55E-23  6.98E-17  4.50E-15
             2.15E-14  2.60E-14  1.55E-14  7.09E-15  2.10E-15  7.82E-16  2.84E-16  7.29E-17  2.59E-17
