SEQ='P '     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  87181251.1    NPRNT= 6
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2 3P2             (3)1( 0.0)        0.0 
     2          3S2 3P2             (3)1( 1.0)      299.1 
     3          3S2 3P2             (3)1( 2.0)      855.7 
     4          3S2 3P2             (1)2( 2.0)    14486.5 
     5          3S2 3P2             (1)0( 0.0)    43550.0 
     6          3S1 3P3             (5)0( 2.0)    52344.0 

   PARENT CONFG INDEXING                BWNP=  87173173.9    NPRNT= 2
   ---------------------
   INDP         CODE                       WI        WNP
   ----         ----                 --------  ----------
     1          3S2 3P2             (     7.0)        0.0 
     2          3S1 3P3             (    19.5)    96766.0 

   IC AVERAGED CONFG INDEXING           BWNR=  87248893.3   NCFG=   6
   --------------------------
   INDX  INDP   CODE                       WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 --------  ----------      -----------
     1     1    3S2 3P2 4S1         (    14.5)        0.0      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     2     1    3S2 3P2 4P1         (    44.5)    18975.7      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     3     1    3S2 3P2 4D1         (    69.5)    39950.6      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     4     2    3S1 3P3 4S1         (     4.5)    43872.4      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     5     1    3S2 3P2 4F1         (    97.5)    45619.5      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     6     2    3S1 3P3 4P1         (    14.5)    61600.2      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00

   NL-SHELL INDEXING & AUGER RATES                     NLREP=203
   -------------------------------
   ILREP   N   L
                                                                                     PRTF= 1  CFGPRT= (    7.0)
   ILREP
   -----
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-27  9.07E-21  9.79E-19  6.06E-18  1.07E-17  6.86E-17
             2.10E-16  2.03E-16  1.13E-16  4.99E-17  1.45E-17  5.35E-18  1.93E-18  4.96E-19  1.76E-19
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-37  6.16E-23  2.99E-18  3.94E-16  3.49E-15  4.10E-15
             2.77E-15  1.14E-15  4.93E-16  1.95E-16  5.30E-17  1.92E-17  6.87E-18  1.75E-18  6.21E-19
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.20E-33  3.39E-23  1.43E-18  4.13E-16  1.56E-15
             1.88E-15  1.05E-15  4.92E-16  2.02E-16  5.59E-17  2.04E-17  7.32E-18  1.87E-18  6.63E-19
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.48E-35  2.26E-24  3.80E-19  2.56E-16  1.46E-15
             2.61E-15  2.03E-15  1.07E-15  4.65E-16  1.33E-16  4.92E-17  1.78E-17  4.55E-18  1.62E-18
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.57E-32  2.31E-24  1.71E-20  1.94E-18  9.97E-18
             2.03E-17  1.64E-17  8.66E-18  3.75E-18  1.07E-18  3.95E-19  1.42E-19  3.65E-20  1.29E-20
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.77E-32  6.76E-23  1.72E-18  3.57E-16  1.19E-15
             1.29E-15  6.45E-16  2.87E-16  1.14E-16  3.08E-17  1.12E-17  3.99E-18  1.02E-18  3.60E-19
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.61E-36  8.32E-25  1.76E-19  1.31E-16  6.65E-16
             8.93E-16  5.05E-16  2.33E-16  9.45E-17  2.59E-17  9.42E-18  3.37E-18  8.61E-19  3.05E-19
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.53E-37  4.79E-26  1.50E-20  1.41E-17  7.81E-17
             1.11E-16  6.53E-17  3.08E-17  1.26E-17  3.47E-18  1.27E-18  4.54E-19  1.16E-19  4.11E-20
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.17E-28  1.09E-22  1.09E-19  6.46E-19
             1.04E-18  7.49E-19  3.92E-19  1.70E-19  4.89E-20  1.81E-20  6.52E-21  1.67E-21  5.94E-22
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-37  5.97E-27  7.76E-22  4.63E-19  3.17E-18
             7.19E-18  6.53E-18  3.63E-18  1.62E-18  4.70E-19  1.74E-19  6.31E-20  1.62E-20  5.75E-21
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.71E-36  6.96E-25  1.60E-19  1.25E-16  6.46E-16
             8.75E-16  4.98E-16  2.31E-16  9.37E-17  2.57E-17  9.36E-18  3.35E-18  8.55E-19  3.03E-19
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.02E-27  3.83E-21  5.50E-18  3.56E-17
             5.72E-17  3.86E-17  1.93E-17  8.20E-18  2.32E-18  8.51E-19  3.07E-19  7.84E-20  2.78E-20
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-27  1.64E-21  2.77E-18  1.85E-17
             2.86E-17  1.78E-17  8.55E-18  3.53E-18  9.81E-19  3.58E-19  1.29E-19  3.28E-20  1.16E-20
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.17E-29  6.39E-23  1.13E-19  7.96E-19
             1.38E-18  1.01E-18  5.26E-19  2.28E-19  6.54E-20  2.41E-20  8.70E-21  2.23E-21  7.92E-22
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.74E-30  3.27E-24  5.71E-21  4.09E-20
             7.79E-20  6.97E-20  4.05E-20  1.87E-20  5.57E-21  2.08E-21  7.57E-22  1.95E-22  6.93E-23
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.91E-28  1.56E-22  2.21E-19  2.08E-18
             5.59E-18  5.57E-18  3.19E-18  1.44E-18  4.22E-19  1.57E-19  5.68E-20  1.46E-20  5.18E-21
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-38  4.63E-26  3.35E-20  5.18E-17  3.35E-16
             5.10E-16  3.12E-16  1.48E-16  6.09E-17  1.69E-17  6.14E-18  2.20E-18  5.63E-19  1.99E-19
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.02E-27  6.42E-21  1.40E-17  1.03E-16
             1.68E-16  1.10E-16  5.39E-17  2.25E-17  6.29E-18  2.30E-18  8.28E-19  2.12E-19  7.50E-20
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-27  2.23E-21  5.42E-18  4.09E-17
             6.74E-17  4.35E-17  2.11E-17  8.75E-18  2.44E-18  8.89E-19  3.20E-19  8.16E-20  2.90E-20
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.77E-29  4.42E-23  1.11E-19  8.76E-19
             1.58E-18  1.16E-18  5.95E-19  2.56E-19  7.29E-20  2.68E-20  9.67E-21  2.48E-21  8.79E-22
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.57E-30  2.45E-24  6.07E-21  4.83E-20
             8.96E-20  6.88E-20  3.65E-20  1.60E-20  4.61E-21  1.70E-21  6.15E-22  1.58E-22  5.60E-23
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.62E-29  6.39E-23  1.39E-19  1.54E-18
             4.52E-18  4.71E-18  2.72E-18  1.23E-18  3.63E-19  1.35E-19  4.89E-20  1.26E-20  4.46E-21
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.16E-26  1.64E-20  3.78E-17  2.80E-16
             4.55E-16  2.89E-16  1.39E-16  5.76E-17  1.60E-17  5.84E-18  2.10E-18  5.36E-19  1.90E-19
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.80E-27  5.62E-21  1.61E-17  1.28E-16
             2.19E-16  1.46E-16  7.16E-17  2.99E-17  8.38E-18  3.07E-18  1.10E-18  2.82E-19  1.00E-19
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.32E-28  1.89E-21  5.80E-18  4.74E-17
             8.14E-17  5.38E-17  2.63E-17  1.09E-17  3.05E-18  1.12E-18  4.01E-19  1.03E-19  3.64E-20
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.47E-29  3.43E-23  1.08E-19  9.20E-19
             1.73E-18  1.29E-18  6.67E-19  2.87E-19  8.19E-20  3.02E-20  1.09E-20  2.79E-21  9.90E-22
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.55E-31  1.95E-24  6.05E-21  5.16E-20
             9.75E-20  7.36E-20  3.84E-20  1.66E-20  4.75E-21  1.75E-21  6.32E-22  1.62E-22  5.74E-23
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.07E-29  3.84E-23  1.12E-19  1.35E-18
             4.11E-18  4.37E-18  2.54E-18  1.16E-18  3.41E-19  1.27E-19  4.60E-20  1.18E-20  4.20E-21
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.83E-27  1.04E-20  3.08E-17  2.48E-16
             4.21E-16  2.75E-16  1.34E-16  5.54E-17  1.54E-17  5.64E-18  2.03E-18  5.17E-19  1.84E-19
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.75E-27  4.76E-21  1.64E-17  1.39E-16
             2.43E-16  1.64E-16  8.08E-17  3.38E-17  9.47E-18  3.46E-18  1.25E-18  3.18E-19  1.13E-19
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.36E-28  1.59E-21  5.75E-18  4.96E-17
             8.76E-17  5.89E-17  2.90E-17  1.21E-17  3.38E-18  1.24E-18  4.45E-19  1.14E-19  4.03E-20
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.48E-30  2.86E-23  1.05E-19  9.44E-19
             1.82E-18  1.38E-18  7.18E-19  3.10E-19  8.87E-20  3.27E-20  1.18E-20  3.02E-21  1.07E-21
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.55E-31  1.64E-24  5.94E-21  5.34E-20
             1.04E-19  7.98E-20  4.20E-20  1.82E-20  5.22E-21  1.92E-21  6.95E-22  1.78E-22  6.32E-23
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-29  2.74E-23  9.67E-20  1.23E-18
             3.84E-18  4.14E-18  2.42E-18  1.10E-18  3.25E-19  1.21E-19  4.38E-20  1.13E-20  4.00E-21
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.66E-27  7.60E-21  2.69E-17  2.29E-16
             4.00E-16  2.66E-16  1.30E-16  5.41E-17  1.51E-17  5.52E-18  1.98E-18  5.07E-19  1.80E-19
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.23E-27  4.14E-21  1.62E-17  1.43E-16
             2.55E-16  1.74E-16  8.59E-17  3.60E-17  1.01E-17  3.69E-18  1.33E-18  3.39E-19  1.20E-19
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.85E-28  1.38E-21  5.62E-18  5.04E-17
             9.07E-17  6.18E-17  3.05E-17  1.28E-17  3.58E-18  1.31E-18  4.70E-19  1.20E-19  4.26E-20
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.89E-30  2.51E-23  1.03E-19  9.59E-19
             1.88E-18  1.44E-18  7.53E-19  3.26E-19  9.34E-20  3.44E-20  1.24E-20  3.18E-21  1.13E-21
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.03E-31  1.43E-24  5.81E-21  5.42E-20
             1.08E-19  8.39E-20  4.43E-20  1.93E-20  5.54E-21  2.04E-21  7.38E-22  1.89E-22  6.72E-23
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.68E-30  2.16E-23  8.71E-20  1.16E-18
             3.68E-18  4.01E-18  2.35E-18  1.08E-18  3.18E-19  1.18E-19  4.29E-20  1.10E-20  3.92E-21
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.74E-27  6.10E-21  2.44E-17  2.16E-16
             3.85E-16  2.59E-16  1.27E-16  5.32E-17  1.49E-17  5.43E-18  1.95E-18  4.99E-19  1.77E-19
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.35E-28  3.69E-21  1.58E-17  1.44E-16
             2.62E-16  1.80E-16  8.91E-17  3.73E-17  1.05E-17  3.83E-18  1.38E-18  3.52E-19  1.25E-19
    53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.98E-28  1.24E-21  5.47E-18  5.05E-17
             9.22E-17  6.34E-17  3.14E-17  1.32E-17  3.69E-18  1.35E-18  4.86E-19  1.24E-19  4.40E-20
    54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.42E-30  2.26E-23  1.01E-19  9.66E-19
             1.92E-18  1.48E-18  7.76E-19  3.36E-19  9.63E-20  3.55E-20  1.28E-20  3.28E-21  1.17E-21
    55       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.16E-31  1.29E-24  5.66E-21  5.43E-20
             1.10E-19  8.63E-20  4.58E-20  2.00E-20  5.74E-21  2.12E-21  7.66E-22  1.96E-22  6.97E-23
    57       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.76E-30  1.81E-23  8.07E-20  1.11E-18
             3.57E-18  3.93E-18  2.31E-18  1.06E-18  3.13E-19  1.17E-19  4.23E-20  1.09E-20  3.86E-21
    58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-27  5.19E-21  2.27E-17  2.07E-16
             3.75E-16  2.54E-16  1.25E-16  5.23E-17  1.46E-17  5.35E-18  1.92E-18  4.92E-19  1.74E-19
    59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.58E-28  3.37E-21  1.55E-17  1.45E-16
             2.66E-16  1.83E-16  9.09E-17  3.82E-17  1.07E-17  3.92E-18  1.41E-18  3.60E-19  1.28E-19
    60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.45E-28  1.13E-21  5.32E-18  5.02E-17
             9.27E-17  6.42E-17  3.19E-17  1.34E-17  3.75E-18  1.37E-18  4.94E-19  1.26E-19  4.48E-20
    61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.50E-30  2.09E-23  9.91E-20  9.69E-19
             1.94E-18  1.50E-18  7.90E-19  3.42E-19  9.81E-20  3.62E-20  1.31E-20  3.35E-21  1.19E-21
    62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.60E-31  1.18E-24  5.51E-21  5.40E-20
             1.10E-19  8.71E-20  4.63E-20  2.02E-20  5.82E-21  2.15E-21  7.77E-22  1.99E-22  7.07E-23
    64       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.68E-30  1.58E-23  7.60E-20  1.07E-18
             3.49E-18  3.87E-18  2.28E-18  1.05E-18  3.09E-19  1.15E-19  4.18E-20  1.07E-20  3.82E-21
    65       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-27  4.59E-21  2.14E-17  2.00E-16
             3.66E-16  2.50E-16  1.24E-16  5.17E-17  1.45E-17  5.29E-18  1.90E-18  4.87E-19  1.73E-19
    66       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.42E-28  3.13E-21  1.52E-17  1.45E-16
             2.68E-16  1.85E-16  9.21E-17  3.87E-17  1.09E-17  3.97E-18  1.43E-18  3.65E-19  1.30E-19
    67       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.08E-28  1.05E-21  5.18E-18  4.97E-17
             9.24E-17  6.42E-17  3.19E-17  1.34E-17  3.76E-18  1.38E-18  4.95E-19  1.27E-19  4.49E-20
    68       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.88E-30  1.95E-23  9.73E-20  9.64E-19
             1.94E-18  1.50E-18  7.87E-19  3.41E-19  9.77E-20  3.60E-20  1.30E-20  3.33E-21  1.18E-21
    69       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.22E-31  1.09E-24  5.35E-21  5.27E-20
             1.06E-19  8.31E-20  4.40E-20  1.92E-20  5.51E-21  2.03E-21  7.34E-22  1.88E-22  6.68E-23
    71       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.01E-30  1.42E-23  7.22E-20  1.03E-18
             3.39E-18  3.78E-18  2.23E-18  1.02E-18  3.03E-19  1.13E-19  4.10E-20  1.05E-20  3.74E-21
    72       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.42E-28  4.17E-21  2.05E-17  1.95E-16
             3.60E-16  2.47E-16  1.22E-16  5.12E-17  1.43E-17  5.24E-18  1.89E-18  4.82E-19  1.71E-19
    73       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.60E-28  2.93E-21  1.49E-17  1.43E-16
             2.67E-16  1.86E-16  9.23E-17  3.88E-17  1.09E-17  3.99E-18  1.43E-18  3.67E-19  1.30E-19
    74       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.81E-28  9.72E-22  5.01E-18  4.86E-17
             9.09E-17  6.32E-17  3.14E-17  1.32E-17  3.70E-18  1.36E-18  4.88E-19  1.25E-19  4.42E-20
    75       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.45E-30  1.85E-23  9.57E-20  9.56E-19
             1.92E-18  1.47E-18  7.71E-19  3.33E-19  9.54E-20  3.51E-20  1.27E-20  3.25E-21  1.15E-21
    76       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.94E-31  1.02E-24  5.18E-21  5.13E-20
             1.03E-19  7.94E-20  4.19E-20  1.82E-20  5.23E-21  1.93E-21  6.97E-22  1.79E-22  6.34E-23
    78       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.54E-30  1.29E-23  6.84E-20  9.71E-19
             3.16E-18  3.51E-18  2.08E-18  9.52E-19  2.82E-19  1.05E-19  3.81E-20  9.79E-21  3.48E-21
    79       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.26E-28  3.85E-21  1.97E-17  1.90E-16
             3.53E-16  2.44E-16  1.21E-16  5.06E-17  1.42E-17  5.18E-18  1.86E-18  4.76E-19  1.69E-19
    80       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.01E-28  2.78E-21  1.46E-17  1.42E-16
             2.66E-16  1.86E-16  9.24E-17  3.88E-17  1.09E-17  3.99E-18  1.44E-18  3.67E-19  1.30E-19
    81       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.62E-28  9.16E-22  4.88E-18  4.78E-17
             8.99E-17  6.28E-17  3.13E-17  1.31E-17  3.69E-18  1.35E-18  4.86E-19  1.24E-19  4.41E-20
    82       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.12E-30  1.76E-23  9.41E-20  9.50E-19
             1.92E-18  1.48E-18  7.73E-19  3.34E-19  9.57E-20  3.53E-20  1.27E-20  3.26E-21  1.16E-21
    83       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.73E-31  9.53E-25  5.01E-21  5.02E-20
             1.01E-19  7.90E-20  4.18E-20  1.82E-20  5.25E-21  1.94E-21  7.00E-22  1.79E-22  6.37E-23
    85       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.21E-30  1.19E-23  6.53E-20  9.24E-19
             2.99E-18  3.31E-18  1.96E-18  8.97E-19  2.65E-19  9.89E-20  3.59E-20  9.23E-21  3.28E-21
    86       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.44E-28  3.61E-21  1.91E-17  1.86E-16
             3.48E-16  2.41E-16  1.19E-16  5.00E-17  1.40E-17  5.13E-18  1.85E-18  4.72E-19  1.67E-19
    87       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.87E-28  2.82E-21  1.53E-17  1.50E-16
             2.82E-16  1.97E-16  9.82E-17  4.13E-17  1.16E-17  4.24E-18  1.53E-18  3.90E-19  1.38E-19
    88       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-28  8.60E-22  4.70E-18  4.65E-17
             8.79E-17  6.16E-17  3.07E-17  1.29E-17  3.63E-18  1.33E-18  4.78E-19  1.22E-19  4.33E-20
    89       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.86E-30  1.69E-23  9.24E-20  9.41E-19
             1.91E-18  1.47E-18  7.73E-19  3.35E-19  9.58E-20  3.53E-20  1.27E-20  3.26E-21  1.16E-21
    90       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-31  8.68E-25  4.68E-21  4.74E-20
             9.66E-20  7.65E-20  4.08E-20  1.79E-20  5.16E-21  1.91E-21  6.89E-22  1.77E-22  6.27E-23
    92       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.80E-30  1.02E-23  5.79E-20  8.50E-19
             2.83E-18  3.18E-18  1.89E-18  8.67E-19  2.57E-19  9.57E-20  3.47E-20  8.93E-21  3.17E-21
    93       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.79E-28  3.39E-21  1.84E-17  1.81E-16
             3.40E-16  2.36E-16  1.17E-16  4.92E-17  1.38E-17  5.05E-18  1.81E-18  4.64E-19  1.65E-19
    94       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.45E-28  2.68E-21  1.48E-17  1.47E-16
             2.78E-16  1.94E-16  9.69E-17  4.08E-17  1.14E-17  4.19E-18  1.51E-18  3.86E-19  1.37E-19
    95       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-28  8.76E-22  4.89E-18  4.88E-17
             9.26E-17  6.52E-17  3.26E-17  1.37E-17  3.86E-18  1.41E-18  5.08E-19  1.30E-19  4.61E-20
    96       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.65E-30  1.62E-23  9.07E-20  9.31E-19
             1.89E-18  1.47E-18  7.70E-19  3.34E-19  9.55E-20  3.52E-20  1.27E-20  3.26E-21  1.16E-21
    97       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-31  8.35E-25  4.60E-21  4.69E-20
             9.59E-20  7.60E-20  4.05E-20  1.77E-20  5.11E-21  1.89E-21  6.83E-22  1.75E-22  6.22E-23
    99       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.64E-30  9.67E-24  5.61E-20  8.34E-19
             2.80E-18  3.16E-18  1.88E-18  8.63E-19  2.56E-19  9.54E-20  3.46E-20  8.90E-21  3.16E-21
   100       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.31E-28  3.23E-21  1.80E-17  1.78E-16
             3.35E-16  2.33E-16  1.16E-16  4.86E-17  1.36E-17  4.99E-18  1.80E-18  4.59E-19  1.63E-19
   101       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.12E-28  2.56E-21  1.45E-17  1.44E-16
             2.73E-16  1.92E-16  9.57E-17  4.02E-17  1.13E-17  4.14E-18  1.49E-18  3.81E-19  1.35E-19
   102       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-28  8.31E-22  4.73E-18  4.74E-17
             9.04E-17  6.37E-17  3.19E-17  1.34E-17  3.78E-18  1.38E-18  4.98E-19  1.27E-19  4.52E-20
   103       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.48E-30  1.56E-23  8.91E-20  9.20E-19
             1.88E-18  1.46E-18  7.67E-19  3.32E-19  9.52E-20  3.51E-20  1.27E-20  3.25E-21  1.15E-21
   104       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.30E-31  7.95E-25  4.46E-21  4.58E-20
             9.41E-20  7.49E-20  4.00E-20  1.75E-20  5.05E-21  1.87E-21  6.75E-22  1.73E-22  6.14E-23
   106       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-30  9.20E-24  5.45E-20  8.19E-19
             2.77E-18  3.14E-18  1.86E-18  8.58E-19  2.54E-19  9.48E-20  3.44E-20  8.85E-21  3.14E-21
   107       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.94E-28  3.10E-21  1.76E-17  1.75E-16
             3.31E-16  2.31E-16  1.15E-16  4.81E-17  1.35E-17  4.94E-18  1.78E-18  4.54E-19  1.61E-19
   108       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.85E-28  2.46E-21  1.41E-17  1.42E-16
             2.69E-16  1.89E-16  9.43E-17  3.97E-17  1.12E-17  4.08E-18  1.47E-18  3.76E-19  1.33E-19
   109       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.22E-28  7.91E-22  4.57E-18  4.61E-17
             8.80E-17  6.22E-17  3.11E-17  1.31E-17  3.69E-18  1.35E-18  4.87E-19  1.24E-19  4.41E-20
   110       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.48E-30  1.60E-23  9.27E-20  9.63E-19
             1.97E-18  1.54E-18  8.12E-19  3.52E-19  1.01E-19  3.73E-20  1.35E-20  3.45E-21  1.22E-21
   111       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-31  7.51E-25  4.28E-21  4.42E-20
             9.13E-20  7.31E-20  3.91E-20  1.72E-20  4.95E-21  1.83E-21  6.62E-22  1.70E-22  6.03E-23
   113       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-30  8.78E-24  5.29E-20  8.03E-19
             2.73E-18  3.11E-18  1.85E-18  8.50E-19  2.52E-19  9.40E-20  3.41E-20  8.78E-21  3.12E-21
   114       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.64E-28  2.99E-21  1.72E-17  1.72E-16
