SEQ='SI'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  63529903.3   NPRNTI= 5   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2 3P1             (2)1( 0.5)        0.0 
     2          3S2 3P1             (2)1( 1.5)      276.8 
     3          3S1 3P2             (4)1( 0.5)    35412.3 
     4          3S1 3P2             (4)1( 1.5)    35509.5 
     5          3S1 3P2             (4)1( 2.5)    35669.3 

   IC RESOLVED LEVEL INDEXING           BWNR=  63523229.5   NLVL= 298
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.96E-27  2.87E-21
             2.12E-18  6.11E-17  1.22E-16  1.11E-16  5.15E-17  2.24E-17  8.83E-18  2.38E-18  8.60E-19
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.72E-28  6.89E-22
             4.98E-19  1.30E-17  2.38E-17  2.05E-17  9.19E-18  3.97E-18  1.55E-18  4.17E-19  1.51E-19
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.99E-28  1.51E-21
             1.12E-18  3.18E-17  6.43E-17  5.99E-17  2.83E-17  1.24E-17  4.91E-18  1.33E-18  4.80E-19
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-27  2.20E-21
             1.60E-18  4.43E-17  8.54E-17  7.63E-17  3.50E-17  1.52E-17  5.99E-18  1.61E-18  5.83E-19
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.84E-27  4.06E-21
             3.14E-18  1.07E-16  2.34E-16  2.22E-16  1.06E-16  4.64E-17  1.83E-17  4.95E-18  1.79E-18
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-27  1.52E-21
             1.09E-18  2.84E-17  5.22E-17  4.52E-17  2.03E-17  8.76E-18  3.43E-18  9.21E-19  3.32E-19
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.71E-28  5.45E-22
             3.96E-19  1.05E-17  1.96E-17  1.72E-17  7.80E-18  3.38E-18  1.32E-18  3.57E-19  1.29E-19
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-27  3.02E-21
             2.26E-18  6.28E-17  1.21E-16  1.07E-16  4.89E-17  2.12E-17  8.31E-18  2.24E-18  8.08E-19
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.96E-29  1.27E-22
             9.13E-20  2.46E-18  4.66E-18  4.10E-18  1.86E-18  8.06E-19  3.16E-19  8.50E-20  3.07E-20
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.85E-28  8.80E-22
             6.45E-19  1.69E-17  3.06E-17  2.60E-17  1.15E-17  4.91E-18  1.91E-18  5.14E-19  1.85E-19
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.77E-27  2.30E-21
             1.56E-18  3.85E-17  6.65E-17  5.40E-17  2.30E-17  9.70E-18  3.75E-18  1.00E-18  3.61E-19
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.34E-45  1.35E-26  1.10E-20
             5.93E-18  1.26E-16  2.04E-16  1.58E-16  6.49E-17  2.71E-17  1.04E-17  2.76E-18  9.93E-19
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.00E-27  2.55E-21
             1.71E-18  4.15E-17  7.09E-17  5.71E-17  2.41E-17  1.02E-17  3.92E-18  1.05E-18  3.77E-19
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.24E-27  4.11E-21
             2.76E-18  6.73E-17  1.16E-16  9.46E-17  4.03E-17  1.71E-17  6.60E-18  1.76E-18  6.35E-19
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.29E-28  9.23E-22
             6.19E-19  1.50E-17  2.55E-17  2.04E-17  8.57E-18  3.60E-18  1.39E-18  3.70E-19  1.33E-19
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.99E-27  2.54E-21
             1.71E-18  4.17E-17  7.16E-17  5.78E-17  2.45E-17  1.03E-17  3.99E-18  1.07E-18  3.83E-19
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.20E-27  5.32E-21
             3.57E-18  9.23E-17  1.75E-16  1.54E-16  6.97E-17  3.01E-17  1.18E-17  3.16E-18  1.14E-18
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.38E-27  4.28E-21
             2.88E-18  7.08E-17  1.24E-16  1.01E-16  4.35E-17  1.84E-17  7.13E-18  1.90E-18  6.86E-19
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.46E-27  3.12E-21
             2.09E-18  5.02E-17  8.47E-17  6.74E-17  2.82E-17  1.19E-17  4.57E-18  1.22E-18  4.38E-19
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.57E-27  3.98E-21
             2.94E-18  7.39E-17  1.23E-16  9.52E-17  3.89E-17  1.62E-17  6.20E-18  1.65E-18  5.92E-19
    53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.37E-27  3.66E-21
             2.71E-18  6.80E-17  1.12E-16  8.67E-17  3.52E-17  1.46E-17  5.59E-18  1.48E-18  5.33E-19
    54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.95E-27  4.56E-21
             3.38E-18  8.42E-17  1.38E-16  1.06E-16  4.28E-17  1.77E-17  6.77E-18  1.79E-18  6.45E-19
    55       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.42E-27  5.29E-21
             3.92E-18  9.77E-17  1.60E-16  1.22E-16  4.93E-17  2.04E-17  7.78E-18  2.06E-18  7.41E-19
    56       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.27E-27  3.00E-21
             2.07E-18  5.39E-17  9.97E-17  8.55E-17  3.78E-17  1.62E-17  6.31E-18  1.69E-18  6.10E-19
    57       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.62E-28  8.25E-22
             6.69E-19  2.10E-17  4.56E-17  4.44E-17  2.15E-17  9.54E-18  3.78E-18  1.03E-18  3.71E-19
    58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.70E-28  1.37E-21
             1.09E-18  3.07E-17  5.93E-17  5.28E-17  2.41E-17  1.05E-17  4.11E-18  1.11E-18  3.99E-19
    59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-27  1.89E-21
             1.53E-18  4.56E-17  9.31E-17  8.63E-17  4.05E-17  1.78E-17  7.00E-18  1.89E-18  6.84E-19
    60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.98E-28  5.31E-22
             4.24E-19  1.19E-17  2.28E-17  2.02E-17  9.25E-18  4.02E-18  1.58E-18  4.25E-19  1.53E-19
    61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.22E-27  4.99E-21
             3.69E-18  9.22E-17  1.52E-16  1.17E-16  4.73E-17  1.96E-17  7.50E-18  1.99E-18  7.15E-19
    62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.01E-27  4.66E-21
             3.45E-18  8.62E-17  1.42E-16  1.09E-16  4.40E-17  1.82E-17  6.96E-18  1.85E-18  6.63E-19
    63       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.63E-27  4.08E-21
             3.02E-18  7.57E-17  1.26E-16  9.75E-17  3.99E-17  1.66E-17  6.36E-18  1.69E-18  6.07E-19
    64       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.44E-27  3.77E-21
             2.79E-18  7.01E-17  1.16E-16  9.01E-17  3.67E-17  1.52E-17  5.84E-18  1.55E-18  5.57E-19
    65       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.57E-27  3.85E-21
             2.80E-18  7.02E-17  1.18E-16  9.25E-17  3.82E-17  1.59E-17  6.12E-18  1.63E-18  5.85E-19
    66       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.32E-28  6.48E-22
             4.72E-19  1.18E-17  1.99E-17  1.57E-17  6.51E-18  2.72E-18  1.05E-18  2.79E-19  1.00E-19
    67       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.86E-27  4.43E-21
             3.28E-18  8.23E-17  1.37E-16  1.06E-16  4.32E-17  1.79E-17  6.88E-18  1.83E-18  6.56E-19
    68       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.20E-27  6.51E-21
             4.82E-18  1.20E-16  1.98E-16  1.52E-16  6.16E-17  2.55E-17  9.75E-18  2.59E-18  9.29E-19
    69       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.47E-27  2.33E-21
             1.75E-18  4.47E-17  7.59E-17  6.00E-17  2.49E-17  1.04E-17  4.01E-18  1.07E-18  3.83E-19
    70       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-27  2.35E-21
             1.74E-18  4.35E-17  7.24E-17  5.64E-17  2.32E-17  9.67E-18  3.72E-18  9.89E-19  3.55E-19
    71       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.50E-27  3.87E-21
             2.87E-18  7.21E-17  1.20E-16  9.33E-17  3.82E-17  1.59E-17  6.09E-18  1.62E-18  5.82E-19
    72       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.80E-28  1.05E-21
             7.83E-19  2.01E-17  3.47E-17  2.79E-17  1.18E-17  4.95E-18  1.91E-18  5.10E-19  1.83E-19
    73       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-27  1.70E-21
             1.24E-18  3.16E-17  5.41E-17  4.35E-17  1.84E-17  7.73E-18  2.99E-18  7.97E-19  2.87E-19
    74       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.83E-27  4.45E-21
             3.32E-18  8.46E-17  1.43E-16  1.13E-16  4.69E-17  1.96E-17  7.54E-18  2.01E-18  7.22E-19
    75       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.20E-28  9.39E-22
             7.59E-19  2.24E-17  4.59E-17  4.31E-17  2.05E-17  9.02E-18  3.57E-18  9.65E-19  3.49E-19
    76       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.69E-28  1.53E-21
             1.22E-18  3.54E-17  6.99E-17  6.36E-17  2.96E-17  1.29E-17  5.10E-18  1.38E-18  4.97E-19
    77       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-27  2.71E-21
             2.22E-18  7.10E-17  1.50E-16  1.41E-16  6.69E-17  2.94E-17  1.16E-17  3.14E-18  1.14E-18
    78       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.07E-28  1.08E-21
             8.56E-19  2.44E-17  4.83E-17  4.42E-17  2.06E-17  9.01E-18  3.55E-18  9.59E-19  3.46E-19
    79       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.45E-28  4.39E-22
             3.51E-19  1.00E-17  1.98E-17  1.82E-17  8.55E-18  3.75E-18  1.48E-18  4.00E-19  1.45E-19
    80       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-27  1.93E-21
             1.56E-18  4.46E-17  8.64E-17  7.72E-17  3.54E-17  1.54E-17  6.03E-18  1.63E-18  5.87E-19
    81       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.20E-29  1.09E-22
             8.65E-20  2.47E-18  5.17E-18  5.08E-18  2.52E-18  1.13E-18  4.49E-19  1.22E-19  4.42E-20
    82       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.53E-28  6.36E-22
             5.10E-19  1.43E-17  2.73E-17  2.41E-17  1.10E-17  4.75E-18  1.86E-18  5.01E-19  1.81E-19
    83       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-27  2.00E-21
             1.47E-18  3.76E-17  6.54E-17  5.32E-17  2.26E-17  9.54E-18  3.69E-18  9.86E-19  3.55E-19
    84       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.06E-27  3.25E-21
             2.44E-18  6.37E-17  1.13E-16  9.32E-17  4.00E-17  1.69E-17  6.57E-18  1.76E-18  6.32E-19
    85       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.14E-27  3.20E-21
             2.33E-18  5.92E-17  1.02E-16  8.25E-17  3.50E-17  1.48E-17  5.71E-18  1.53E-18  5.49E-19
    86       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.03E-27  6.41E-21
             4.81E-18  1.24E-16  2.13E-16  1.71E-16  7.16E-17  3.01E-17  1.16E-17  3.09E-18  1.11E-18
    87       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.61E-27  2.53E-21
             1.89E-18  4.79E-17  8.07E-17  6.33E-17  2.61E-17  1.09E-17  4.19E-18  1.11E-18  4.00E-19
    88       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.34E-28  1.42E-21
             1.04E-18  2.65E-17  4.56E-17  3.66E-17  1.54E-17  6.48E-18  2.50E-18  6.67E-19  2.40E-19
    89       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.53E-28  8.59E-22
             6.41E-19  1.69E-17  3.06E-17  2.58E-17  1.13E-17  4.83E-18  1.88E-18  5.05E-19  1.82E-19
    90       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.93E-27  4.40E-21
             3.21E-18  8.27E-17  1.46E-16  1.20E-16  5.13E-17  2.17E-17  8.41E-18  2.25E-18  8.09E-19
    91       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-28  2.28E-22
             1.71E-19  4.61E-18  8.64E-18  7.53E-18  3.39E-18  1.46E-18  5.72E-19  1.54E-19  5.55E-20
    92       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.57E-27  2.37E-21
             1.73E-18  4.36E-17  7.39E-17  5.85E-17  2.43E-17  1.02E-17  3.91E-18  1.04E-18  3.75E-19
    93       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-27  1.98E-21
             1.53E-18  4.06E-17  7.16E-17  5.87E-17  2.51E-17  1.06E-17  4.10E-18  1.10E-18  3.95E-19
    94       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-27  2.26E-21
             1.74E-18  4.55E-17  7.84E-17  6.28E-17  2.63E-17  1.11E-17  4.26E-18  1.14E-18  4.09E-19
    95       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.20E-27  3.70E-21
             2.86E-18  7.49E-17  1.30E-16  1.05E-16  4.44E-17  1.87E-17  7.22E-18  1.93E-18  6.93E-19
    96       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.65E-28  7.79E-22
             6.01E-19  1.57E-17  2.72E-17  2.19E-17  9.22E-18  3.88E-18  1.50E-18  3.99E-19  1.44E-19
    97       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-27  2.00E-21
             1.55E-18  4.12E-17  7.26E-17  5.95E-17  2.54E-17  1.07E-17  4.16E-18  1.11E-18  4.00E-19
    98       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.84E-28  5.79E-22
             4.99E-19  1.68E-17  3.96E-17  4.11E-17  2.08E-17  9.37E-18  3.74E-18  1.02E-18  3.69E-19
    99       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.18E-27  5.34E-21
             4.13E-18  1.13E-16  2.14E-16  1.86E-16  8.34E-17  3.59E-17  1.40E-17  3.76E-18  1.36E-18
   100       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.02E-28  8.13E-22
             6.92E-19  2.07E-17  4.26E-17  4.02E-17  1.92E-17  8.48E-18  3.35E-18  9.08E-19  3.28E-19
   101       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.64E-28  1.14E-21
             9.87E-19  3.24E-17  7.44E-17  7.62E-17  3.85E-17  1.73E-17  6.91E-18  1.88E-18  6.82E-19
   102       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.32E-27  3.89E-21
             3.00E-18  7.99E-17  1.42E-16  1.18E-16  5.07E-17  2.15E-17  8.33E-18  2.23E-18  8.02E-19
   103       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.81E-28  3.67E-22
             3.13E-19  9.90E-18  2.18E-17  2.14E-17  1.05E-17  4.66E-18  1.85E-18  5.02E-19  1.82E-19
   104       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-27  2.54E-21
             1.96E-18  5.09E-17  8.70E-17  6.93E-17  2.90E-17  1.21E-17  4.68E-18  1.25E-18  4.48E-19
   105       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.81E-28  9.03E-22
             7.36E-19  1.94E-17  3.23E-17  2.48E-17  9.98E-18  4.12E-18  1.57E-18  4.17E-19  1.50E-19
   106       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.80E-28  1.65E-21
             1.35E-18  3.55E-17  5.91E-17  4.54E-17  1.83E-17  7.55E-18  2.88E-18  7.64E-19  2.74E-19
   107       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.58E-28  1.05E-21
             8.54E-19  2.25E-17  3.74E-17  2.87E-17  1.16E-17  4.77E-18  1.82E-18  4.83E-19  1.73E-19
   108       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.11E-28  1.71E-21
             1.39E-18  3.67E-17  6.11E-17  4.69E-17  1.89E-17  7.79E-18  2.98E-18  7.89E-19  2.83E-19
   109       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.83E-27  3.43E-21
             2.80E-18  7.48E-17  1.29E-16  1.02E-16  4.26E-17  1.78E-17  6.87E-18  1.83E-18  6.58E-19
   110       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.82E-27  3.42E-21
             2.79E-18  7.52E-17  1.30E-16  1.04E-16  4.38E-17  1.84E-17  7.07E-18  1.88E-18  6.78E-19
   111       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.24E-27  4.20E-21
             3.42E-18  9.06E-17  1.53E-16  1.19E-16  4.86E-17  2.02E-17  7.75E-18  2.06E-18  7.40E-19
   112       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.55E-27  4.79E-21
             3.91E-18  1.03E-16  1.73E-16  1.34E-16  5.45E-17  2.26E-17  8.64E-18  2.29E-18  8.23E-19
   113       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.48E-28  3.28E-22
             2.28E-19  5.93E-18  1.08E-17  9.05E-18  3.94E-18  1.68E-18  6.51E-19  1.74E-19  6.28E-20
   114       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.41E-43  3.76E-26  2.38E-20
             1.84E-17  8.16E-16  2.45E-15  2.85E-15  1.53E-15  6.96E-16  2.80E-16  7.66E-17  2.78E-17
   115       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-27  2.45E-21
             1.92E-18  5.45E-17  1.05E-16  9.19E-17  4.13E-17  1.78E-17  6.95E-18  1.87E-18  6.74E-19
   116       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.52E-28  1.18E-21
             9.46E-19  2.60E-17  4.78E-17  4.05E-17  1.78E-17  7.59E-18  2.95E-18  7.92E-19  2.85E-19
   117       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.25E-28  9.67E-22
             7.83E-19  2.15E-17  3.89E-17  3.25E-17  1.41E-17  6.00E-18  2.33E-18  6.23E-19  2.25E-19
   118       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.04E-28  1.65E-21
             1.33E-18  3.68E-17  6.79E-17  5.77E-17  2.54E-17  1.08E-17  4.22E-18  1.13E-18  4.08E-19
   119       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.27E-28  7.74E-22
             6.22E-19  1.70E-17  3.08E-17  2.57E-17  1.12E-17  4.75E-18  1.85E-18  4.94E-19  1.78E-19
   120       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.05E-28  6.23E-22
             5.35E-19  1.71E-17  3.87E-17  3.95E-17  1.99E-17  8.93E-18  3.56E-18  9.70E-19  3.51E-19
   121       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.01E-28  5.55E-22
             4.49E-19  1.20E-17  2.04E-17  1.62E-17  6.79E-18  2.85E-18  1.10E-18  2.92E-19  1.05E-19
   122       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.84E-28  9.78E-22
             8.38E-19  2.70E-17  6.12E-17  6.23E-17  3.14E-17  1.41E-17  5.63E-18  1.53E-18  5.56E-19
   123       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.95E-28  1.61E-21
             1.41E-18  5.03E-17  1.24E-16  1.33E-16  6.95E-17  3.16E-17  1.27E-17  3.46E-18  1.26E-18
   124       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.46E-28  1.38E-21
             1.12E-18  3.01E-17  5.25E-17  4.25E-17  1.81E-17  7.62E-18  2.95E-18  7.88E-19  2.84E-19
   125       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.42E-28  6.92E-22
             5.88E-19  1.76E-17  3.67E-17  3.53E-17  1.71E-17  7.59E-18  3.01E-18  8.16E-19  2.95E-19
   126       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.60E-28  3.25E-22
             2.77E-19  8.73E-18  1.95E-17  1.96E-17  9.79E-18  4.38E-18  1.74E-18  4.74E-19  1.72E-19
   127       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.81E-28  1.19E-21
             1.03E-18  3.25E-17  7.17E-17  7.16E-17  3.56E-17  1.59E-17  6.34E-18  1.72E-18  6.24E-19
   128       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.78E-29  9.65E-23
             8.22E-20  2.70E-18  6.55E-18  7.01E-18  3.64E-18  1.65E-18  6.60E-19  1.80E-19  6.53E-20
   129       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.16E-28  4.43E-22
             3.79E-19  1.13E-17  2.31E-17  2.15E-17  1.02E-17  4.47E-18  1.76E-18  4.77E-19  1.72E-19
   130       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.48E-27  4.66E-21
             3.80E-18  1.01E-16  1.71E-16  1.34E-16  5.50E-17  2.29E-17  8.78E-18  2.33E-18  8.39E-19
   131       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.15E-27  4.04E-21
             3.29E-18  8.77E-17  1.49E-16  1.17E-16  4.81E-17  2.00E-17  7.70E-18  2.05E-18  7.35E-19
