SEQ='SI'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  63529903.3   NPRNTI= 5   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2 3P1             (2)1( 0.5)        0.0 
     2          3S2 3P1             (2)1( 1.5)      276.8 
     3          3S1 3P2             (4)1( 0.5)    35412.3 
     4          3S1 3P2             (4)1( 1.5)    35509.5 
     5          3S1 3P2             (4)1( 2.5)    35669.3 

   IC RESOLVED LEVEL INDEXING           BWNR=  63523229.5   NLVL= 298
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
    58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.64E-27  1.35E-20
             1.37E-17  4.43E-16  8.80E-16  7.89E-16  3.61E-16  1.56E-16  6.14E-17  1.65E-17  5.97E-18
    59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.47E-27  1.30E-20
             1.32E-17  4.28E-16  8.52E-16  7.66E-16  3.51E-16  1.52E-16  5.97E-17  1.61E-17  5.81E-18
    60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.27E-27  1.24E-20
             1.26E-17  4.10E-16  8.18E-16  7.37E-16  3.38E-16  1.47E-16  5.76E-17  1.55E-17  5.61E-18
    61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.10E-27  1.19E-20
             1.21E-17  3.94E-16  7.87E-16  7.10E-16  3.26E-16  1.42E-16  5.57E-17  1.50E-17  5.42E-18
    62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.86E-27  1.12E-20
             1.14E-17  3.72E-16  7.45E-16  6.73E-16  3.10E-16  1.35E-16  5.29E-17  1.43E-17  5.15E-18

                                                                                     --------------------------
                                                                                     PRTF= 2  LVLPRT= (2P  1.5)
   ILREP
   -----
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.77E-36  9.10E-24  1.59E-19
             6.56E-17  1.71E-15  3.13E-15  2.63E-15  1.14E-15  4.87E-16  1.89E-16  5.07E-17  1.83E-17
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.23E-37  2.98E-23  2.81E-18
             1.83E-15  5.18E-14  8.96E-14  7.03E-14  2.87E-14  1.19E-14  4.56E-15  1.21E-15  4.35E-16
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.78E-38  1.96E-25  1.27E-19
             1.87E-16  9.47E-15  2.16E-14  2.04E-14  9.48E-15  4.13E-15  1.62E-15  4.37E-16  1.58E-16
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.67E-41  8.93E-26  6.12E-20
             3.39E-17  7.29E-16  1.17E-15  9.02E-16  3.68E-16  1.53E-16  5.86E-17  1.56E-17  5.60E-18
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.57E-44  1.13E-26  5.19E-21
             2.14E-18  3.98E-17  6.43E-17  5.15E-17  2.20E-17  9.31E-18  3.61E-18  9.65E-19  3.47E-19
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.63E-44  3.76E-26  2.80E-20
             1.45E-17  3.07E-16  5.14E-16  4.14E-16  1.75E-16  7.40E-17  2.86E-17  7.64E-18  2.75E-18
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.47E-27  1.39E-20
             1.03E-17  3.04E-16  6.12E-16  5.58E-16  2.59E-16  1.13E-16  4.45E-17  1.20E-17  4.34E-18
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-26  2.26E-20
             1.68E-17  4.30E-16  7.46E-16  6.03E-16  2.55E-16  1.07E-16  4.14E-17  1.11E-17  3.98E-18
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.24E-26  3.47E-20
             2.57E-17  6.42E-16  1.06E-15  8.21E-16  3.34E-16  1.39E-16  5.31E-17  1.41E-17  5.06E-18
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.14E-46  4.91E-27  5.06E-21
             3.06E-18  7.06E-17  1.20E-16  9.79E-17  4.18E-17  1.77E-17  6.84E-18  1.83E-18  6.58E-19
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-26  1.86E-20
             1.25E-17  3.15E-16  5.65E-16  4.75E-16  2.08E-16  8.85E-17  3.44E-17  9.22E-18  3.32E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.25E-27  9.37E-21
             7.57E-18  2.25E-16  4.52E-16  4.16E-16  1.95E-16  8.54E-17  3.37E-17  9.09E-18  3.29E-18
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.13E-27  9.34E-21
             7.53E-18  2.13E-16  4.04E-16  3.54E-16  1.59E-16  6.83E-17  2.67E-17  7.17E-18  2.59E-18
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-26  3.13E-20
             2.56E-17  6.85E-16  1.18E-15  9.34E-16  3.88E-16  1.62E-16  6.25E-17  1.66E-17  5.98E-18
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.59E-27  1.05E-20
             8.56E-18  2.26E-16  3.76E-16  2.88E-16  1.16E-16  4.79E-17  1.83E-17  4.85E-18  1.74E-18
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.69E-27  4.06E-21
             2.97E-18  7.61E-17  1.33E-16  1.08E-16  4.63E-17  1.96E-17  7.59E-18  2.03E-18  7.31E-19
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.86E-27  1.66E-20
             1.29E-17  3.48E-16  6.36E-16  5.37E-16  2.35E-16  1.00E-16  3.90E-17  1.05E-17  3.77E-18
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.93E-27  5.96E-21
             5.14E-18  1.67E-16  3.82E-16  3.90E-16  1.97E-16  8.86E-17  3.54E-17  9.64E-18  3.49E-18
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.59E-27  3.23E-21
             2.76E-18  9.25E-17  2.14E-16  2.14E-16  1.05E-16  4.66E-17  1.85E-17  5.01E-18  1.81E-18
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-26  2.90E-20
             2.51E-17  6.92E-16  1.19E-15  9.46E-16  3.92E-16  1.64E-16  6.30E-17  1.68E-17  6.03E-18
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.17E-27  1.09E-20
             9.43E-18  2.57E-16  4.34E-16  3.35E-16  1.35E-16  5.59E-17  2.14E-17  5.67E-18  2.03E-18
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.62E-29  3.42E-23
             3.02E-20  1.30E-18  3.95E-18  4.58E-18  2.44E-18  1.11E-18  4.46E-19  1.22E-19  4.42E-20
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-27  3.51E-21
             2.84E-18  7.69E-17  1.35E-16  1.10E-16  4.72E-17  2.00E-17  7.73E-18  2.07E-18  7.44E-19
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.10E-27  1.59E-20
             1.33E-17  3.76E-16  6.92E-16  5.86E-16  2.56E-16  1.09E-16  4.25E-17  1.14E-17  4.11E-18
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.49E-28  2.11E-21
             1.93E-18  7.84E-17  2.28E-16  2.70E-16  1.48E-16  6.84E-17  2.76E-17  7.58E-18  2.76E-18
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.62E-28  1.03E-21
             9.55E-19  4.61E-17  1.44E-16  1.67E-16  8.86E-17  4.03E-17  1.62E-17  4.41E-18  1.60E-18
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-26  2.73E-20
             2.45E-17  6.97E-16  1.23E-15  9.92E-16  4.17E-16  1.75E-16  6.74E-17  1.80E-17  6.46E-18
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.42E-27  1.01E-20
             9.02E-18  2.52E-16  4.27E-16  3.31E-16  1.34E-16  5.55E-17  2.12E-17  5.63E-18  2.02E-18
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.22E-29  5.05E-23
             4.54E-20  1.35E-18  2.58E-18  2.26E-18  1.02E-18  4.39E-19  1.71E-19  4.61E-20  1.66E-20
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-27  3.18E-21
             2.74E-18  7.63E-17  1.34E-16  1.10E-16  4.67E-17  1.98E-17  7.66E-18  2.05E-18  7.37E-19
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.20E-27  1.34E-20
             1.17E-17  3.41E-16  6.34E-16  5.40E-16  2.38E-16  1.02E-16  3.95E-17  1.06E-17  3.82E-18
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.84E-28  1.38E-21
             1.32E-18  6.68E-17  2.27E-16  2.84E-16  1.59E-16  7.38E-17  2.99E-17  8.21E-18  2.98E-18
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.79E-28  2.08E-21
             1.94E-18  7.48E-17  1.96E-16  2.10E-16  1.07E-16  4.83E-17  1.93E-17  5.24E-18  1.90E-18
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-26  2.58E-20
             2.38E-17  7.02E-16  1.29E-15  1.08E-15  4.64E-16  1.97E-16  7.63E-17  2.04E-17  7.35E-18
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.73E-27  8.93E-21
             8.22E-18  2.33E-16  3.98E-16  3.09E-16  1.26E-16  5.20E-17  1.99E-17  5.28E-18  1.90E-18
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.21E-29  5.30E-23
             4.89E-20  1.47E-18  2.79E-18  2.42E-18  1.08E-18  4.64E-19  1.81E-19  4.86E-20  1.75E-20
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-27  2.98E-21
             2.67E-18  7.62E-17  1.36E-16  1.12E-16  4.79E-17  2.03E-17  7.88E-18  2.11E-18  7.59E-19
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.21E-27  9.98E-21
             9.18E-18  2.77E-16  5.31E-16  4.63E-16  2.07E-16  8.89E-17  3.47E-17  9.32E-18  3.36E-18
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.61E-28  2.36E-21
             2.26E-18  9.27E-17  2.67E-16  3.13E-16  1.71E-16  7.84E-17  3.17E-17  8.68E-18  3.15E-18
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-27  4.62E-21
             4.32E-18  1.42E-16  3.08E-16  2.95E-16  1.41E-16  6.21E-17  2.45E-17  6.63E-18  2.40E-18
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.89E-27  2.46E-20
             2.31E-17  6.84E-16  1.25E-15  1.03E-15  4.43E-16  1.87E-16  7.25E-17  1.94E-17  6.97E-18
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.15E-27  7.82E-21
             7.34E-18  2.10E-16  3.60E-16  2.80E-16  1.14E-16  4.71E-17  1.80E-17  4.78E-18  1.72E-18
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.99E-29  4.94E-23
             4.65E-20  1.61E-18  4.24E-18  4.89E-18  2.66E-18  1.23E-18  4.96E-19  1.36E-19  4.93E-20

   INREP
   -----
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.91E-36  3.92E-23  3.16E-18
             2.11E-15  6.37E-14  1.16E-13  9.42E-14  3.97E-14  1.67E-14  6.43E-15  1.71E-15  6.17E-16
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.20E-44  9.54E-26  1.04E-19
             6.94E-17  1.72E-15  3.00E-15  2.45E-15  1.05E-15  4.42E-16  1.71E-16  4.58E-17  1.65E-17
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.14E-46  5.21E-26  8.42E-20
             6.48E-17  1.73E-15  3.09E-15  2.57E-15  1.11E-15  4.70E-16  1.82E-16  4.88E-17  1.76E-17
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.60E-26  6.98E-20
             5.83E-17  1.63E-15  2.99E-15  2.53E-15  1.11E-15  4.76E-16  1.85E-16  4.97E-17  1.79E-17
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.78E-26  5.99E-20
             5.26E-17  1.53E-15  2.86E-15  2.46E-15  1.09E-15  4.69E-16  1.83E-16  4.91E-17  1.77E-17
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.37E-26  5.48E-20
             4.98E-17  1.50E-15  2.88E-15  2.53E-15  1.14E-15  4.93E-16  1.93E-16  5.18E-17  1.87E-17
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.14E-26  5.24E-20
             4.89E-17  1.48E-15  2.85E-15  2.50E-15  1.13E-15  4.85E-16  1.90E-16  5.10E-17  1.84E-17
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.22E-26  5.58E-20
             5.28E-17  1.62E-15  3.11E-15  2.73E-15  1.23E-15  5.30E-16  2.07E-16  5.57E-17  2.01E-17
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.16E-26  5.55E-20
             5.31E-17  1.63E-15  3.15E-15  2.76E-15  1.24E-15  5.36E-16  2.09E-16  5.63E-17  2.03E-17
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.07E-26  5.41E-20
             5.23E-17  1.62E-15  3.13E-15  2.76E-15  1.24E-15  5.36E-16  2.10E-16  5.64E-17  2.03E-17
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-26  5.26E-20
             5.12E-17  1.60E-15  3.10E-15  2.73E-15  1.23E-15  5.33E-16  2.09E-16  5.61E-17  2.02E-17
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-26  5.09E-20
             4.98E-17  1.56E-15  3.04E-15  2.68E-15  1.21E-15  5.24E-16  2.05E-16  5.52E-17  1.99E-17
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.82E-26  4.96E-20
             4.88E-17  1.53E-15  3.00E-15  2.66E-15  1.21E-15  5.23E-16  2.05E-16  5.52E-17  1.99E-17
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.77E-26  4.84E-20
             4.78E-17  1.51E-15  2.95E-15  2.62E-15  1.19E-15  5.14E-16  2.01E-16  5.42E-17  1.96E-17
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.70E-26  4.69E-20
             4.65E-17  1.47E-15  2.89E-15  2.58E-15  1.17E-15  5.09E-16  1.99E-16  5.37E-17  1.94E-17
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.65E-26  4.57E-20
             4.55E-17  1.45E-15  2.90E-15  2.61E-15  1.20E-15  5.21E-16  2.04E-16  5.51E-17  1.99E-17
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.58E-26  4.39E-20
             4.38E-17  1.41E-15  2.82E-15  2.55E-15  1.17E-15  5.11E-16  2.00E-16  5.40E-17  1.95E-17
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-26  4.23E-20
             4.22E-17  1.36E-15  2.73E-15  2.47E-15  1.14E-15  4.95E-16  1.94E-16  5.23E-17  1.89E-17
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-26  4.06E-20
             4.07E-17  1.32E-15  2.66E-15  2.42E-15  1.12E-15  4.86E-16  1.91E-16  5.15E-17  1.86E-17
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-26  3.99E-20
             4.01E-17  1.30E-15  2.63E-15  2.40E-15  1.11E-15  4.83E-16  1.90E-16  5.12E-17  1.85E-17
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.39E-26  3.93E-20
             3.95E-17  1.29E-15  2.61E-15  2.38E-15  1.10E-15  4.80E-16  1.89E-16  5.09E-17  1.84E-17
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.37E-26  3.88E-20
             3.90E-17  1.27E-15  2.58E-15  2.36E-15  1.09E-15  4.76E-16  1.87E-16  5.05E-17  1.82E-17
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-26  3.83E-20
             3.86E-17  1.26E-15  2.55E-15  2.33E-15  1.08E-15  4.70E-16  1.84E-16  4.97E-17  1.80E-17
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-26  3.78E-20
             3.81E-17  1.25E-15  2.53E-15  2.31E-15  1.07E-15  4.67E-16  1.83E-16  4.95E-17  1.79E-17
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.31E-26  3.73E-20
             3.77E-17  1.24E-15  2.53E-15  2.32E-15  1.08E-15  4.70E-16  1.85E-16  4.99E-17  1.80E-17
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.29E-26  3.69E-20
             3.73E-17  1.23E-15  2.51E-15  2.32E-15  1.08E-15  4.71E-16  1.85E-16  5.00E-17  1.81E-17
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-26  3.65E-20
             3.69E-17  1.21E-15  2.50E-15  2.31E-15  1.08E-15  4.70E-16  1.85E-16  4.99E-17  1.80E-17
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.26E-26  3.61E-20
             3.65E-17  1.20E-15  2.48E-15  2.29E-15  1.07E-15  4.69E-16  1.84E-16  4.98E-17  1.80E-17
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-26  3.57E-20
             3.62E-17  1.19E-15  2.47E-15  2.28E-15  1.07E-15  4.67E-16  1.84E-16  4.96E-17  1.79E-17
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.23E-26  3.53E-20
             3.58E-17  1.18E-15  2.45E-15  2.27E-15  1.06E-15  4.66E-16  1.83E-16  4.95E-17  1.79E-17
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.22E-26  3.50E-20
             3.54E-17  1.17E-15  2.43E-15  2.26E-15  1.06E-15  4.64E-16  1.83E-16  4.94E-17  1.78E-17
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-26  3.46E-20
             3.51E-17  1.16E-15  2.42E-15  2.25E-15  1.06E-15  4.62E-16  1.82E-16  4.92E-17  1.78E-17
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-26  3.42E-20
             3.48E-17  1.15E-15  2.40E-15  2.24E-15  1.05E-15  4.60E-16  1.81E-16  4.90E-17  1.77E-17
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.18E-26  3.39E-20
             3.44E-17  1.14E-15  2.38E-15  2.22E-15  1.05E-15  4.58E-16  1.80E-16  4.87E-17  1.76E-17
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.16E-26  3.36E-20
             3.41E-17  1.13E-15  2.37E-15  2.21E-15  1.04E-15  4.55E-16  1.79E-16  4.85E-17  1.75E-17
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.15E-26  3.32E-20
             3.37E-17  1.12E-15  2.35E-15  2.19E-15  1.03E-15  4.52E-16  1.78E-16  4.81E-17  1.74E-17
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.14E-26  3.29E-20
             3.34E-17  1.11E-15  2.32E-15  2.17E-15  1.02E-15  4.48E-16  1.77E-16  4.77E-17  1.73E-17
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-26  3.26E-20
             3.31E-17  1.10E-15  2.30E-15  2.15E-15  1.01E-15  4.45E-16  1.75E-16  4.74E-17  1.71E-17
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.12E-26  3.23E-20
             3.28E-17  1.09E-15  2.29E-15  2.14E-15  1.01E-15  4.43E-16  1.75E-16  4.72E-17  1.70E-17
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-26  3.20E-20
             3.25E-17  1.09E-15  2.28E-15  2.14E-15  1.01E-15  4.42E-16  1.74E-16  4.71E-17  1.70E-17
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-26  3.17E-20
             3.22E-17  1.08E-15  2.27E-15  2.13E-15  1.01E-15  4.42E-16  1.74E-16  4.71E-17  1.70E-17
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-26  3.14E-20
             3.19E-17  1.07E-15  2.26E-15  2.12E-15  1.00E-15  4.41E-16  1.74E-16  4.70E-17  1.70E-17
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-26  3.11E-20
             3.17E-17  1.06E-15  2.24E-15  2.11E-15  1.00E-15  4.40E-16  1.74E-16  4.69E-17  1.70E-17
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-26  3.08E-20
             3.14E-17  1.05E-15  2.23E-15  2.10E-15  9.98E-16  4.38E-16  1.73E-16  4.68E-17  1.69E-17
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-26  3.06E-20
             3.11E-17  1.05E-15  2.22E-15  2.10E-15  9.95E-16  4.37E-16  1.72E-16  4.66E-17  1.69E-17
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-26  3.03E-20
             3.09E-17  1.04E-15  2.20E-15  2.09E-15  9.91E-16  4.35E-16  1.72E-16  4.65E-17  1.68E-17
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.04E-26  3.01E-20
             3.06E-17  1.03E-15  2.19E-15  2.08E-15  9.87E-16  4.34E-16  1.71E-16  4.63E-17  1.67E-17
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-26  2.98E-20
             3.04E-17  1.02E-15  2.18E-15  2.07E-15  9.82E-16  4.32E-16  1.71E-16  4.61E-17  1.67E-17
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-26  2.96E-20
             3.01E-17  1.02E-15  2.17E-15  2.06E-15  9.78E-16  4.30E-16  1.70E-16  4.59E-17  1.66E-17
    53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-26  2.93E-20
             2.99E-17  1.01E-15  2.15E-15  2.05E-15  9.74E-16  4.28E-16  1.69E-16  4.58E-17  1.65E-17
    54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-26  2.91E-20
