SEQ='C '     NUCCHG= 8                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  15626082.5   NPRNTI= 5   NPRNTF= 8
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P1             (2)1( 0.5)        0.0 
     2          2S2 2P1             (2)1( 1.5)      345.6 
     3          2S1 2P2             (4)1( 0.5)    66324.9 
     4          2S1 2P2             (4)1( 1.5)    66445.7 
     5          2S1 2P2             (4)1( 2.5)    66645.8 
     6          2S1 2P2             (2)2( 1.5)   130918.0*
     7          2S1 2P2             (2)2( 2.5)   130919.1*
     8          2S1 2P2             (2)1( 0.5)   168711.6*

   IC RESOLVED LEVEL INDEXING           BWNR=  15798840.8   NLVL= 941
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
             2.47E-18  4.55E-18  3.13E-18  1.55E-18  4.79E-19  1.81E-19  6.62E-20  1.71E-20  6.08E-21
   455       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.33E-42  9.20E-29  3.14E-21  6.05E-19
             5.16E-18  8.97E-18  6.05E-18  2.96E-18  9.09E-19  3.43E-19  1.25E-19  3.23E-20  1.15E-20
   456       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.49E-43  3.00E-30  2.81E-22  1.13E-19
             1.43E-18  3.12E-18  2.27E-18  1.15E-18  3.61E-19  1.37E-19  5.03E-20  1.30E-20  4.63E-21
   457       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.91E-41  3.66E-28  1.95E-20  5.61E-18
             6.19E-17  1.26E-16  9.01E-17  4.52E-17  1.41E-17  5.36E-18  1.96E-18  5.07E-19  1.81E-19
   458       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-40  8.55E-28  4.83E-20  1.46E-17
             1.65E-16  3.41E-16  2.44E-16  1.23E-16  3.84E-17  1.46E-17  5.34E-18  1.38E-18  4.91E-19
   459       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.06E-41  5.14E-28  3.92E-20  1.41E-17
             1.71E-16  3.68E-16  2.66E-16  1.34E-16  4.21E-17  1.60E-17  5.87E-18  1.52E-18  5.40E-19
   460       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-41  1.90E-28  1.01E-20  2.56E-18
             2.64E-17  5.26E-17  3.73E-17  1.87E-17  5.83E-18  2.21E-18  8.10E-19  2.09E-19  7.45E-20
   461       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.83E-43  5.02E-30  1.71E-21  8.48E-19
             1.14E-17  2.56E-17  1.88E-17  9.54E-18  3.00E-18  1.14E-18  4.19E-19  1.08E-19  3.86E-20
   462       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.04E-43  1.03E-29  3.12E-21  1.53E-18
             2.05E-17  4.61E-17  3.38E-17  1.72E-17  5.41E-18  2.06E-18  7.54E-19  1.95E-19  6.94E-20
   463       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.07E-43  8.80E-30  1.76E-21  8.21E-19
             1.09E-17  2.42E-17  1.77E-17  9.02E-18  2.84E-18  1.08E-18  3.96E-19  1.02E-19  3.64E-20
   464       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.17E-43  7.74E-30  1.37E-21  6.28E-19
             8.26E-18  1.84E-17  1.35E-17  6.84E-18  2.15E-18  8.19E-19  3.00E-19  7.76E-20  2.76E-20
   465       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.70E-43  6.63E-31  2.66E-22  1.37E-19
             1.86E-18  4.22E-18  3.10E-18  1.58E-18  4.97E-19  1.89E-19  6.93E-20  1.79E-20  6.39E-21
   466       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.87E-43  4.21E-30  2.97E-22  9.88E-20
             1.17E-18  2.49E-18  1.80E-18  9.08E-19  2.85E-19  1.08E-19  3.96E-20  1.02E-20  3.65E-21
   467       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.93E-43  6.47E-30  4.97E-22  1.75E-19
             2.12E-18  4.57E-18  3.31E-18  1.68E-18  5.26E-19  2.00E-19  7.33E-20  1.89E-20  6.74E-21
   468       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.74E-43  3.88E-30  3.32E-22  1.26E-19
             1.56E-18  3.41E-18  2.48E-18  1.26E-18  3.95E-19  1.50E-19  5.51E-20  1.42E-20  5.07E-21
   469       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.81E-43  1.01E-29  4.63E-22  9.96E-20
             9.15E-19  1.69E-18  1.17E-18  5.79E-19  1.80E-19  6.79E-20  2.48E-20  6.42E-21  2.28E-21
   470       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.97E-41  8.32E-28  4.80E-20  1.35E-17
             1.47E-16  3.00E-16  2.14E-16  1.07E-16  3.35E-17  1.27E-17  4.65E-18  1.20E-18  4.28E-19
   471       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-40  7.99E-28  4.94E-20  1.48E-17
             1.67E-16  3.48E-16  2.49E-16  1.25E-16  3.93E-17  1.49E-17  5.46E-18  1.41E-18  5.02E-19
   472       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.85E-41  1.93E-28  2.72E-20  1.22E-17
             1.60E-16  3.59E-16  2.62E-16  1.33E-16  4.20E-17  1.60E-17  5.86E-18  1.51E-18  5.39E-19
   473       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.58E-41  1.55E-28  7.19E-21  1.62E-18
             1.54E-17  2.88E-17  2.00E-17  9.94E-18  3.08E-18  1.17E-18  4.27E-19  1.10E-19  3.92E-20
   474       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.26E-40  3.86E-28  1.95E-20  5.10E-18
             5.35E-17  1.07E-16  7.58E-17  3.80E-17  1.19E-17  4.49E-18  1.65E-18  4.25E-19  1.51E-19
   475       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.55E-40  3.18E-28  2.03E-20  6.84E-18
             8.16E-17  1.75E-16  1.26E-16  6.39E-17  2.01E-17  7.62E-18  2.79E-18  7.22E-19  2.57E-19
   476       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.48E-42  1.13E-28  5.97E-21  1.26E-18
             1.09E-17  1.87E-17  1.26E-17  6.12E-18  1.88E-18  7.08E-19  2.58E-19  6.66E-20  2.37E-20
   477       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.04E-42  1.24E-28  6.57E-21  1.39E-18
             1.20E-17  2.08E-17  1.39E-17  6.79E-18  2.08E-18  7.85E-19  2.87E-19  7.39E-20  2.63E-20
   478       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.63E-42  9.20E-29  4.94E-21  1.06E-18
             9.41E-18  1.65E-17  1.12E-17  5.47E-18  1.68E-18  6.34E-19  2.32E-19  5.97E-20  2.13E-20
   479       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-42  4.98E-29  2.83E-21  6.58E-19
             6.22E-18  1.15E-17  7.94E-18  3.92E-18  1.21E-18  4.59E-19  1.68E-19  4.33E-20  1.54E-20
   480       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.69E-44  1.99E-30  1.71E-22  6.02E-20
             7.31E-19  1.58E-18  1.15E-18  5.80E-19  1.82E-19  6.92E-20  2.54E-20  6.56E-21  2.34E-21
   481       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.43E-40  1.70E-27  7.79E-20  1.74E-17
             1.60E-16  2.91E-16  1.99E-16  9.78E-17  3.02E-17  1.14E-17  4.17E-18  1.08E-18  3.83E-19
   482       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.72E-40  1.27E-27  5.84E-20  1.34E-17
             1.26E-16  2.33E-16  1.61E-16  7.94E-17  2.45E-17  9.28E-18  3.39E-18  8.75E-19  3.12E-19
   483       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.19E-40  3.66E-28  1.57E-20  3.75E-18
             3.67E-17  6.99E-17  4.86E-17  2.41E-17  7.49E-18  2.84E-18  1.04E-18  2.68E-19  9.53E-20
   484       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-41  4.92E-29  2.45E-21  5.33E-19
             4.79E-18  8.53E-18  5.79E-18  2.84E-18  8.74E-19  3.30E-19  1.21E-19  3.11E-20  1.11E-20
   485       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.72E-41  1.08E-28  5.54E-21  1.21E-18
             1.08E-17  1.92E-17  1.31E-17  6.40E-18  1.97E-18  7.44E-19  2.72E-19  7.01E-20  2.49E-20
   486       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.99E-42  8.13E-29  4.27E-21  9.34E-19
             8.38E-18  1.49E-17  1.01E-17  4.96E-18  1.53E-18  5.76E-19  2.10E-19  5.43E-20  1.93E-20
   487       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.68E-42  3.77E-29  2.15E-21  5.02E-19
             4.76E-18  8.85E-18  6.10E-18  3.02E-18  9.33E-19  3.53E-19  1.29E-19  3.33E-20  1.19E-20
   488       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.33E-42  4.89E-29  2.81E-21  6.62E-19
             6.32E-18  1.18E-17  8.14E-18  4.03E-18  1.25E-18  4.71E-19  1.72E-19  4.45E-20  1.58E-20
   489       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.74E-42  4.18E-29  2.35E-21  5.34E-19
             4.95E-18  9.05E-18  6.21E-18  3.06E-18  9.46E-19  3.58E-19  1.31E-19  3.37E-20  1.20E-20
   490       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.85E-43  1.60E-29  8.99E-22  2.01E-19
             1.83E-18  3.30E-18  2.26E-18  1.11E-18  3.42E-19  1.29E-19  4.72E-20  1.22E-20  4.33E-21
   491       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.89E-43  5.87E-30  3.53E-22  8.79E-20
             8.83E-19  1.72E-18  1.21E-18  6.07E-19  1.89E-19  7.16E-20  2.62E-20  6.77E-21  2.41E-21
   492       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.65E-43  1.90E-29  2.03E-21  7.86E-19
             9.99E-18  2.22E-17  1.62E-17  8.24E-18  2.59E-18  9.86E-19  3.62E-19  9.35E-20  3.33E-20
   493       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.16E-41  4.01E-28  2.76E-20  6.97E-18
             6.94E-17  1.33E-16  9.27E-17  4.61E-17  1.43E-17  5.41E-18  1.98E-18  5.11E-19  1.82E-19
   494       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.77E-42  1.61E-28  1.12E-20  2.90E-18
             2.94E-17  5.71E-17  4.00E-17  1.99E-17  6.20E-18  2.35E-18  8.59E-19  2.22E-19  7.90E-20
   495       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.99E-42  1.71E-28  1.21E-20  3.19E-18
             3.28E-17  6.43E-17  4.52E-17  2.25E-17  7.02E-18  2.66E-18  9.73E-19  2.51E-19  8.94E-20
   496       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.44E-43  1.82E-29  1.27E-21  3.35E-19
             3.44E-18  6.73E-18  4.73E-18  2.36E-18  7.34E-19  2.78E-19  1.02E-19  2.63E-20  9.35E-21
   497       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-42  4.79E-29  3.61E-21  1.03E-18
             1.12E-17  2.28E-17  1.62E-17  8.15E-18  2.55E-18  9.65E-19  3.54E-19  9.14E-20  3.25E-20
   498       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.30E-42  1.80E-28  1.29E-20  3.46E-18
             3.60E-17  7.13E-17  5.02E-17  2.51E-17  7.82E-18  2.96E-18  1.08E-18  2.80E-19  9.98E-20
   499       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.48E-42  5.31E-29  6.60E-21  2.74E-18
             3.56E-17  7.98E-17  5.85E-17  2.98E-17  9.39E-18  3.57E-18  1.31E-18  3.39E-19  1.21E-19
   500       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.03E-42  1.11E-28  7.41E-21  1.74E-18
             1.62E-17  2.94E-17  2.01E-17  9.87E-18  3.05E-18  1.15E-18  4.20E-19  1.08E-19  3.86E-20
   501       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.37E-42  2.34E-28  1.55E-20  3.55E-18
             3.24E-17  5.80E-17  3.94E-17  1.93E-17  5.94E-18  2.24E-18  8.19E-19  2.11E-19  7.52E-20
   502       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.16E-45  5.88E-32  1.59E-23  8.37E-21
             1.18E-19  2.74E-19  2.03E-19  1.04E-19  3.29E-20  1.25E-20  4.59E-21  1.19E-21  4.23E-22
   503       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.35E-42  8.65E-29  5.65E-21  1.28E-18
             1.15E-17  2.04E-17  1.38E-17  6.74E-18  2.07E-18  7.82E-19  2.86E-19  7.37E-20  2.62E-20
   504       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.80E-42  2.51E-28  1.71E-20  4.16E-18
             3.99E-17  7.44E-17  5.14E-17  2.54E-17  7.86E-18  2.97E-18  1.09E-18  2.80E-19  9.98E-20
   505       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-42  5.53E-29  1.17E-20  5.79E-18
             7.98E-17  1.83E-16  1.35E-16  6.92E-17  2.18E-17  8.32E-18  3.05E-18  7.89E-19  2.81E-19
   506       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.33E-42  1.13E-28  8.68E-21  2.52E-18
             2.77E-17  5.68E-17  4.05E-17  2.04E-17  6.36E-18  2.41E-18  8.84E-19  2.28E-19  8.13E-20
   507       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-41  5.49E-28  6.03E-20  2.35E-17
             2.99E-16  6.64E-16  4.86E-16  2.47E-16  7.78E-17  2.96E-17  1.08E-17  2.80E-18  9.99E-19
   508       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.97E-43  3.27E-29  1.22E-20  6.65E-18
             9.41E-17  2.19E-16  1.62E-16  8.28E-17  2.62E-17  9.96E-18  3.65E-18  9.45E-19  3.37E-19
   509       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.17E-42  1.53E-28  1.05E-20  2.56E-18
             2.47E-17  4.62E-17  3.19E-17  1.58E-17  4.89E-18  1.85E-18  6.76E-19  1.75E-19  6.22E-20
   510       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.52E-42  1.29E-28  8.79E-21  2.15E-18
             2.07E-17  3.88E-17  2.69E-17  1.33E-17  4.11E-18  1.56E-18  5.69E-19  1.47E-19  5.23E-20
   511       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.03E-42  1.11E-28  7.43E-21  1.76E-18
             1.65E-17  3.03E-17  2.08E-17  1.02E-17  3.16E-18  1.20E-18  4.37E-19  1.13E-19  4.01E-20
   512       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.76E-42  1.01E-28  6.62E-21  1.51E-18
             1.37E-17  2.45E-17  1.66E-17  8.14E-18  2.50E-18  9.45E-19  3.45E-19  8.91E-20  3.17E-20
   513       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.18E-42  4.16E-29  2.94E-21  7.61E-19
             7.70E-18  1.49E-17  1.05E-17  5.21E-18  1.62E-18  6.13E-19  2.24E-19  5.79E-20  2.06E-20
   514       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.05E-42  2.21E-28  1.52E-20  3.74E-18
             3.63E-17  6.83E-17  4.73E-17  2.34E-17  7.26E-18  2.74E-18  1.00E-18  2.59E-19  9.22E-20
   515       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.76E-43  1.74E-29  1.15E-21  2.71E-19
             2.52E-18  4.57E-18  3.13E-18  1.54E-18  4.75E-19  1.79E-19  6.55E-20  1.69E-20  6.02E-21
   516       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.95E-42  1.08E-28  7.09E-21  1.62E-18
             1.47E-17  2.63E-17  1.78E-17  8.74E-18  2.69E-18  1.02E-18  3.71E-19  9.57E-20  3.40E-20
   517       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-41  5.20E-28  6.50E-20  2.71E-17
             3.55E-16  7.99E-16  5.86E-16  2.99E-16  9.41E-17  3.58E-17  1.31E-17  3.40E-18  1.21E-18
   518       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.05E-43  2.85E-30  2.91E-21  1.75E-18
             2.56E-17  6.04E-17  4.50E-17  2.31E-17  7.30E-18  2.78E-18  1.02E-18  2.64E-19  9.40E-20
   519       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.26E-44  4.64E-31  3.14E-23  7.49E-21
             7.07E-20  1.30E-19  8.95E-20  4.42E-20  1.36E-20  5.16E-21  1.89E-21  4.87E-22  1.73E-22
   520       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.47E-42  5.41E-29  3.59E-21  8.31E-19
             7.62E-18  1.37E-17  9.33E-18  4.58E-18  1.41E-18  5.33E-19  1.95E-19  5.02E-20  1.79E-20
   521       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.62E-43  1.32E-30  8.46E-23  2.44E-20
             2.67E-19  5.46E-19  3.89E-19  1.96E-19  6.12E-20  2.32E-20  8.50E-21  2.20E-21  7.82E-22
   522       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.86E-42  1.38E-28  1.02E-20  2.76E-18
             2.89E-17  5.74E-17  4.05E-17  2.03E-17  6.31E-18  2.39E-18  8.76E-19  2.26E-19  8.05E-20
   523       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-41  3.66E-28  5.24E-20  2.33E-17
             3.12E-16  7.09E-16  5.22E-16  2.66E-16  8.40E-17  3.20E-17  1.17E-17  3.03E-18  1.08E-18
   524       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-42  4.15E-29  2.72E-21  6.19E-19
             5.59E-18  9.91E-18  6.71E-18  3.28E-18  1.01E-18  3.81E-19  1.39E-19  3.59E-20  1.28E-20
   525       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.65E-42  6.05E-29  4.05E-21  9.54E-19
             8.89E-18  1.62E-17  1.11E-17  5.45E-18  1.68E-18  6.36E-19  2.32E-19  5.99E-20  2.13E-20
   526       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-42  7.40E-29  4.93E-21  1.15E-18
             1.07E-17  1.94E-17  1.33E-17  6.51E-18  2.01E-18  7.59E-19  2.77E-19  7.15E-20  2.55E-20
   527       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-42  4.47E-29  3.02E-21  7.25E-19
             6.88E-18  1.27E-17  8.74E-18  4.31E-18  1.33E-18  5.04E-19  1.84E-19  4.75E-20  1.69E-20
   528       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.72E-42  5.91E-29  3.95E-21  9.31E-19
             8.69E-18  1.58E-17  1.08E-17  5.33E-18  1.65E-18  6.22E-19  2.27E-19  5.86E-20  2.09E-20
   529       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.01E-42  7.19E-29  4.88E-21  1.18E-18
             1.12E-17  2.08E-17  1.43E-17  7.07E-18  2.19E-18  8.26E-19  3.02E-19  7.80E-20  2.77E-20
   530       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.93E-43  1.01E-29  6.74E-22  1.64E-19
             1.58E-18  2.97E-18  2.06E-18  1.02E-18  3.15E-19  1.19E-19  4.36E-20  1.12E-20  4.00E-21
   531       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.15E-42  7.60E-29  5.24E-21  1.29E-18
             1.26E-17  2.37E-17  1.64E-17  8.14E-18  2.52E-18  9.54E-19  3.49E-19  9.01E-20  3.21E-20
   532       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.28E-42  8.27E-29  5.59E-21  1.34E-18
             1.27E-17  2.34E-17  1.61E-17  7.95E-18  2.46E-18  9.29E-19  3.40E-19  8.76E-20  3.12E-20
   533       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.10E-43  1.13E-29  7.68E-22  1.95E-19
             1.94E-18  3.73E-18  2.60E-18  1.29E-18  4.02E-19  1.52E-19  5.57E-20  1.44E-20  5.12E-21
   534       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.12E-43  1.01E-29  9.38E-22  3.31E-19
             4.04E-18  8.78E-18  6.38E-18  3.24E-18  1.02E-18  3.86E-19  1.42E-19  3.66E-20  1.30E-20
   535       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.62E-43  2.28E-29  2.65E-21  1.07E-18
             1.38E-17  3.09E-17  2.27E-17  1.15E-17  3.63E-18  1.38E-18  5.07E-19  1.31E-19  4.67E-20
   536       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-42  4.89E-29  6.22E-21  2.64E-18
             3.48E-17  7.84E-17  5.76E-17  2.94E-17  9.26E-18  3.52E-18  1.29E-18  3.34E-19  1.19E-19
   537       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.51E-42  1.93E-28  1.39E-20  3.77E-18
             3.96E-17  7.88E-17  5.57E-17  2.79E-17  8.69E-18  3.29E-18  1.21E-18  3.11E-19  1.11E-19
   538       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.41E-42  1.45E-28  1.35E-20  4.76E-18
             5.82E-17  1.27E-16  9.22E-17  4.68E-17  1.47E-17  5.59E-18  2.05E-18  5.30E-19  1.89E-19
   539       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.94E-42  1.72E-28  2.14E-20  8.95E-18
             1.18E-16  2.65E-16  1.95E-16  9.93E-17  3.13E-17  1.19E-17  4.37E-18  1.13E-18  4.02E-19
   540       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.37E-40  1.40E-27  8.75E-20  2.39E-17
             2.54E-16  5.12E-16  3.63E-16  1.82E-16  5.68E-17  2.15E-17  7.89E-18  2.04E-18  7.26E-19
   541       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.75E-41  8.93E-28  5.39E-20  1.31E-17
             1.28E-16  2.43E-16  1.69E-16  8.37E-17  2.60E-17  9.83E-18  3.59E-18  9.28E-19  3.30E-19
   542       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.16E-40  1.63E-27  1.12E-19  3.32E-17
             3.74E-16  7.78E-16  5.58E-16  2.81E-16  8.81E-17  3.34E-17  1.22E-17  3.16E-18  1.13E-18
   543       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.23E-40  2.50E-27  1.43E-19  3.89E-17
             4.13E-16  8.29E-16  5.88E-16  2.94E-16  9.18E-17  3.48E-17  1.27E-17  3.29E-18  1.17E-18
   544       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.26E-40  2.47E-27  1.50E-19  4.38E-17
             4.86E-16  1.00E-15  7.17E-16  3.61E-16  1.13E-16  4.28E-17  1.57E-17  4.06E-18  1.44E-18
   545       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.21E-40  1.11E-27  8.29E-20  3.30E-17
             4.26E-16  9.51E-16  6.97E-16  3.55E-16  1.12E-16  4.25E-17  1.56E-17  4.03E-18  1.43E-18
   546       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.24E-43  2.70E-29  2.19E-21  5.46E-19
             5.21E-18  9.62E-18  6.61E-18  3.26E-18  1.01E-18  3.80E-19  1.39E-19  3.59E-20  1.28E-20
   547       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.47E-42  7.38E-29  5.91E-21  1.44E-18
             1.34E-17  2.42E-17  1.65E-17  8.11E-18  2.50E-18  9.43E-19  3.45E-19  8.89E-20  3.17E-20
   548       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.91E-44  1.48E-30  1.56E-22  5.45E-20
             6.67E-19  1.46E-18  1.07E-18  5.42E-19  1.70E-19  6.48E-20  2.38E-20  6.14E-21  2.19E-21
   549       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.53E-42  2.01E-28  2.21E-20  7.61E-18
             9.16E-17  1.98E-16  1.44E-16  7.29E-17  2.29E-17  8.70E-18  3.19E-18  8.25E-19  2.94E-19
   550       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.03E-42  4.59E-28  5.24E-20  1.88E-17
             2.31E-16  5.05E-16  3.68E-16  1.87E-16  5.88E-17  2.23E-17  8.19E-18  2.12E-18  7.54E-19
   551       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.51E-42  2.64E-28  3.73E-20  1.58E-17
             2.10E-16  4.79E-16  3.54E-16  1.81E-16  5.71E-17  2.17E-17  7.98E-18  2.06E-18  7.35E-19
   552       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-42  8.02E-29  7.67E-21  2.03E-18
             2.01E-17  3.86E-17  2.69E-17  1.34E-17  4.17E-18  1.58E-18  5.78E-19  1.49E-19  5.31E-20
