SEQ='MG'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 112584757.8   NPRNTI= 3   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   313       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-40  2.04E-28  2.00E-21  2.39E-19
             1.56E-18  2.27E-18  1.44E-18  6.79E-19  2.05E-19  7.67E-20  2.79E-20  7.19E-21  2.56E-21
   314       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.55E-39  6.18E-27  5.72E-20  6.74E-18
             4.36E-17  6.30E-17  3.99E-17  1.88E-17  5.68E-18  2.13E-18  7.74E-19  1.99E-19  7.09E-20
   315       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.48E-37  2.30E-25  2.26E-18  2.70E-16
             1.76E-15  2.56E-15  1.62E-15  7.67E-16  2.31E-16  8.66E-17  3.15E-17  8.11E-18  2.89E-18
   316       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.06E-39  1.10E-26  1.09E-19  1.30E-17
             8.50E-17  1.24E-16  7.83E-17  3.70E-17  1.12E-17  4.18E-18  1.52E-18  3.92E-19  1.39E-19
   317       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.16E-39  9.71E-27  9.63E-20  1.16E-17
             7.55E-17  1.10E-16  6.96E-17  3.29E-17  9.92E-18  3.72E-18  1.35E-18  3.49E-19  1.24E-19
   318       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.18E-37  1.88E-25  1.87E-18  2.25E-16
             1.47E-15  2.13E-15  1.35E-15  6.40E-16  1.93E-16  7.23E-17  2.63E-17  6.77E-18  2.41E-18
   319       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.15E-41  7.96E-29  7.84E-22  9.41E-20
             6.14E-19  8.93E-19  5.65E-19  2.68E-19  8.06E-20  3.02E-20  1.10E-20  2.83E-21  1.01E-21
   320       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-40  1.42E-28  1.30E-21  1.53E-19
             9.85E-19  1.42E-18  9.00E-19  4.25E-19  1.28E-19  4.80E-20  1.75E-20  4.50E-21  1.60E-21
   321       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.57E-39  4.81E-27  4.42E-20  5.21E-18
             3.36E-17  4.87E-17  3.08E-17  1.45E-17  4.38E-18  1.64E-18  5.97E-19  1.54E-19  5.47E-20
   322       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.64E-39  7.49E-27  6.88E-20  8.11E-18
             5.24E-17  7.58E-17  4.79E-17  2.27E-17  6.83E-18  2.56E-18  9.31E-19  2.40E-19  8.52E-20
   323       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.07E-37  4.70E-25  4.59E-18  5.49E-16
             3.57E-15  5.18E-15  3.28E-15  1.55E-15  4.68E-16  1.75E-16  6.38E-17  1.64E-17  5.84E-18
   324       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.62E-38  3.97E-26  3.88E-19  4.66E-17
             3.04E-16  4.42E-16  2.80E-16  1.33E-16  3.99E-17  1.50E-17  5.45E-18  1.40E-18  4.99E-19
   325       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.84E-37  3.41E-26  2.76E-19  3.49E-17
             2.36E-16  3.51E-16  2.24E-16  1.06E-16  3.21E-17  1.21E-17  4.39E-18  1.13E-18  4.02E-19
   326       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.83E-37  3.74E-26  2.81E-19  3.60E-17
             2.46E-16  3.69E-16  2.36E-16  1.12E-16  3.40E-17  1.28E-17  4.65E-18  1.20E-18  4.26E-19
   327       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.59E-36  4.18E-26  2.32E-19  2.90E-17
             1.97E-16  2.97E-16  1.91E-16  9.11E-17  2.76E-17  1.04E-17  3.77E-18  9.71E-19  3.45E-19
   328       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.04E-39  8.63E-27  9.26E-20  1.16E-17
             7.77E-17  1.15E-16  7.36E-17  3.49E-17  1.06E-17  3.96E-18  1.44E-18  3.71E-19  1.32E-19
   329       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-38  2.63E-26  2.98E-19  3.78E-17
             2.54E-16  3.78E-16  2.41E-16  1.14E-16  3.46E-17  1.30E-17  4.72E-18  1.22E-18  4.33E-19
   330       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.42E-37  5.19E-27  7.75E-21  7.91E-19
             5.11E-18  7.52E-18  4.79E-18  2.28E-18  6.87E-19  2.58E-19  9.39E-20  2.42E-20  8.60E-21
   331       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.47E-37  1.31E-26  6.80E-20  8.46E-18
             5.70E-17  8.49E-17  5.43E-17  2.58E-17  7.79E-18  2.92E-18  1.06E-18  2.74E-19  9.75E-20
   332       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.87E-37  2.24E-26  1.76E-19  2.27E-17
             1.56E-16  2.34E-16  1.50E-16  7.13E-17  2.16E-17  8.09E-18  2.95E-18  7.59E-19  2.70E-19
   333       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.94E-39  1.48E-26  1.71E-19  2.24E-17
             1.56E-16  2.37E-16  1.53E-16  7.30E-17  2.21E-17  8.31E-18  3.03E-18  7.80E-19  2.77E-19
   334       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.70E-39  1.58E-26  1.78E-19  2.27E-17
             1.54E-16  2.30E-16  1.47E-16  7.01E-17  2.12E-17  7.95E-18  2.89E-18  7.45E-19  2.65E-19
   335       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.75E-38  1.75E-25  2.01E-18  2.55E-16
             1.71E-15  2.53E-15  1.61E-15  7.66E-16  2.31E-16  8.67E-17  3.16E-17  8.13E-18  2.89E-18
   336       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.67E-38  1.53E-25  1.76E-18  2.23E-16
             1.50E-15  2.21E-15  1.41E-15  6.70E-16  2.02E-16  7.58E-17  2.76E-17  7.11E-18  2.53E-18
   337       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-37  2.09E-25  2.33E-18  2.93E-16
             1.96E-15  2.89E-15  1.84E-15  8.72E-16  2.63E-16  9.87E-17  3.59E-17  9.25E-18  3.29E-18
   338       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.03E-38  4.19E-26  4.94E-19  6.33E-17
             4.27E-16  6.35E-16  4.05E-16  1.93E-16  5.82E-17  2.18E-17  7.94E-18  2.05E-18  7.27E-19
   339       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.07E-38  1.05E-25  1.24E-18  1.58E-16
             1.07E-15  1.58E-15  1.01E-15  4.80E-16  1.45E-16  5.44E-17  1.98E-17  5.10E-18  1.81E-18
   340       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.61E-38  1.61E-25  1.79E-18  2.25E-16
             1.50E-15  2.22E-15  1.41E-15  6.69E-16  2.02E-16  7.58E-17  2.76E-17  7.10E-18  2.53E-18
   341       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.60E-38  1.37E-25  1.62E-18  2.08E-16
             1.40E-15  2.09E-15  1.33E-15  6.33E-16  1.91E-16  7.17E-17  2.61E-17  6.72E-18  2.39E-18
   342       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.49E-38  1.45E-25  1.79E-18  2.32E-16
             1.57E-15  2.34E-15  1.50E-15  7.12E-16  2.15E-16  8.06E-17  2.94E-17  7.56E-18  2.69E-18
   343       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-37  2.37E-25  2.84E-18  3.64E-16
             2.46E-15  3.65E-15  2.33E-15  1.11E-15  3.34E-16  1.25E-16  4.56E-17  1.17E-17  4.18E-18
   344       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.80E-38  3.91E-26  4.74E-19  6.11E-17
             4.14E-16  6.17E-16  3.94E-16  1.87E-16  5.65E-17  2.12E-17  7.72E-18  1.99E-18  7.07E-19
   345       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.34E-38  2.24E-25  2.88E-18  3.78E-16
             2.58E-15  3.86E-15  2.47E-15  1.17E-15  3.55E-16  1.33E-16  4.84E-17  1.25E-17  4.44E-18
   346       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.14E-38  1.63E-25  2.03E-18  2.65E-16
             1.80E-15  2.70E-15  1.72E-15  8.20E-16  2.48E-16  9.30E-17  3.39E-17  8.72E-18  3.10E-18
   347       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.24E-38  9.86E-26  1.25E-18  1.64E-16
             1.12E-15  1.67E-15  1.07E-15  5.07E-16  1.53E-16  5.75E-17  2.09E-17  5.39E-18  1.92E-18
   348       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-37  2.45E-25  3.06E-18  3.99E-16
             2.72E-15  4.06E-15  2.59E-15  1.23E-15  3.72E-16  1.40E-16  5.08E-17  1.31E-17  4.66E-18
   349       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.70E-38  1.65E-25  2.16E-18  2.86E-16
             1.96E-15  2.94E-15  1.89E-15  8.97E-16  2.71E-16  1.02E-16  3.71E-17  9.54E-18  3.39E-18
   350       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.41E-38  1.31E-25  1.71E-18  2.28E-16
             1.57E-15  2.37E-15  1.52E-15  7.25E-16  2.19E-16  8.23E-17  3.00E-17  7.73E-18  2.75E-18
   351       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.10E-38  1.65E-25  2.10E-18  2.77E-16
             1.90E-15  2.85E-15  1.83E-15  8.69E-16  2.63E-16  9.86E-17  3.59E-17  9.25E-18  3.29E-18
   352       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.68E-38  1.14E-25  1.50E-18  1.99E-16
             1.37E-15  2.06E-15  1.32E-15  6.29E-16  1.90E-16  7.13E-17  2.60E-17  6.69E-18  2.38E-18
   353       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.20E-38  8.19E-26  1.10E-18  1.47E-16
             1.01E-15  1.52E-15  9.77E-16  4.65E-16  1.41E-16  5.28E-17  1.92E-17  4.95E-18  1.76E-18
   354       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-37  2.80E-25  3.74E-18  4.98E-16
             3.42E-15  5.15E-15  3.30E-15  1.57E-15  4.74E-16  1.78E-16  6.48E-17  1.67E-17  5.94E-18
   355       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-38  2.69E-26  3.58E-19  4.77E-17
             3.28E-16  4.93E-16  3.16E-16  1.50E-16  4.55E-17  1.71E-17  6.22E-18  1.60E-18  5.69E-19
   356       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.17E-39  1.97E-26  2.55E-19  3.35E-17
             2.29E-16  3.42E-16  2.19E-16  1.04E-16  3.15E-17  1.18E-17  4.30E-18  1.11E-18  3.94E-19
   357       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.18E-38  5.31E-26  6.99E-19  9.30E-17
             6.41E-16  9.65E-16  6.19E-16  2.94E-16  8.91E-17  3.34E-17  1.22E-17  3.14E-18  1.12E-18
   358       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.17E-39  1.27E-26  1.66E-19  2.20E-17
             1.51E-16  2.26E-16  1.45E-16  6.89E-17  2.08E-17  7.81E-18  2.85E-18  7.33E-19  2.61E-19
   359       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-38  4.00E-26  5.40E-19  7.20E-17
             4.95E-16  7.44E-16  4.76E-16  2.27E-16  6.85E-17  2.57E-17  9.36E-18  2.41E-18  8.57E-19
   360       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.19E-39  5.59E-27  7.51E-20  1.01E-17
             6.94E-17  1.04E-16  6.69E-17  3.19E-17  9.63E-18  3.61E-18  1.32E-18  3.39E-19  1.21E-19
   361       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.82E-39  1.52E-26  2.05E-19  2.72E-17
             1.87E-16  2.80E-16  1.79E-16  8.52E-17  2.58E-17  9.66E-18  3.52E-18  9.06E-19  3.22E-19
   362       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.62E-39  6.50E-27  8.54E-20  1.13E-17
             7.73E-17  1.16E-16  7.40E-17  3.52E-17  1.06E-17  3.99E-18  1.45E-18  3.74E-19  1.33E-19
   363       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.85E-40  9.23E-28  1.19E-20  1.56E-18
             1.07E-17  1.60E-17  1.02E-17  4.85E-18  1.47E-18  5.50E-19  2.00E-19  5.15E-20  1.83E-20
   364       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-38  2.80E-26  3.78E-19  5.04E-17
             3.46E-16  5.20E-16  3.33E-16  1.58E-16  4.78E-17  1.79E-17  6.53E-18  1.68E-18  5.98E-19
   365       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.98E-41  1.41E-28  1.80E-21  2.36E-19
             1.61E-18  2.40E-18  1.54E-18  7.30E-19  2.21E-19  8.28E-20  3.01E-20  7.76E-21  2.76E-21
   366       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.90E-41  7.47E-29  9.95E-22  1.32E-19
             9.05E-19  1.36E-18  8.67E-19  4.12E-19  1.25E-19  4.68E-20  1.70E-20  4.39E-21  1.56E-21
   367       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.88E-40  2.34E-27  3.15E-20  4.19E-18
             2.88E-17  4.31E-17  2.76E-17  1.31E-17  3.97E-18  1.49E-18  5.42E-19  1.40E-19  4.97E-20
   368       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-39  2.87E-27  3.85E-20  5.11E-18
             3.51E-17  5.26E-17  3.36E-17  1.60E-17  4.83E-18  1.81E-18  6.60E-19  1.70E-19  6.05E-20
   369       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.36E-39  1.48E-26  1.88E-19  2.47E-17
             1.69E-16  2.53E-16  1.62E-16  7.69E-17  2.32E-17  8.72E-18  3.18E-18  8.18E-19  2.91E-19
   370       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-38  3.82E-26  5.09E-19  6.77E-17
             4.65E-16  6.97E-16  4.46E-16  2.12E-16  6.42E-17  2.41E-17  8.77E-18  2.26E-18  8.03E-19
   371       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.83E-38  1.00E-25  1.35E-18  1.80E-16
             1.24E-15  1.86E-15  1.19E-15  5.67E-16  1.71E-16  6.43E-17  2.34E-17  6.03E-18  2.15E-18
   372       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.48E-39  1.26E-26  1.59E-19  2.09E-17
             1.42E-16  2.13E-16  1.36E-16  6.48E-17  1.96E-17  7.34E-18  2.67E-18  6.89E-19  2.45E-19
   373       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.49E-39  8.23E-27  1.06E-19  1.39E-17
             9.54E-17  1.43E-16  9.14E-17  4.35E-17  1.31E-17  4.93E-18  1.80E-18  4.62E-19  1.64E-19
   374       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.24E-39  7.95E-27  1.04E-19  1.37E-17
             9.39E-17  1.40E-16  8.98E-17  4.27E-17  1.29E-17  4.84E-18  1.76E-18  4.54E-19  1.61E-19
   375       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.64E-39  1.71E-26  2.29E-19  3.05E-17
             2.09E-16  3.14E-16  2.01E-16  9.56E-17  2.89E-17  1.08E-17  3.95E-18  1.02E-18  3.62E-19
   376       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.14E-39  5.65E-27  7.71E-20  1.03E-17
             7.13E-17  1.07E-16  6.88E-17  3.27E-17  9.90E-18  3.71E-18  1.35E-18  3.48E-19  1.24E-19
   377       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.91E-40  7.66E-28  1.03E-20  1.38E-18
             9.46E-18  1.42E-17  9.08E-18  4.32E-18  1.31E-18  4.90E-19  1.78E-19  4.60E-20  1.63E-20
   378       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.63E-40  1.24E-27  1.70E-20  2.27E-18
             1.56E-17  2.34E-17  1.50E-17  7.14E-18  2.16E-18  8.10E-19  2.95E-19  7.60E-20  2.70E-20
   379       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-39  3.23E-27  4.09E-20  5.35E-18
             3.65E-17  5.45E-17  3.48E-17  1.65E-17  5.00E-18  1.87E-18  6.83E-19  1.76E-19  6.25E-20
   380       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.93E-40  1.85E-27  2.18E-20  2.79E-18
             1.87E-17  2.78E-17  1.77E-17  8.41E-18  2.54E-18  9.52E-19  3.47E-19  8.93E-20  3.18E-20
   381       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.32E-41  2.41E-28  3.25E-21  4.34E-19
             2.99E-18  4.48E-18  2.87E-18  1.37E-18  4.13E-19  1.55E-19  5.64E-20  1.45E-20  5.17E-21
   382       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.36E-41  1.13E-28  1.53E-21  2.04E-19
             1.40E-18  2.11E-18  1.35E-18  6.43E-19  1.94E-19  7.29E-20  2.65E-20  6.84E-21  2.43E-21
   383       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.88E-38  4.85E-26  6.49E-19  8.64E-17
             5.93E-16  8.89E-16  5.69E-16  2.71E-16  8.18E-17  3.07E-17  1.12E-17  2.88E-18  1.02E-18
   384       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.80E-39  4.79E-27  6.52E-20  8.72E-18
             6.00E-17  9.01E-17  5.77E-17  2.74E-17  8.29E-18  3.11E-18  1.13E-18  2.92E-19  1.04E-19
   385       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.56E-39  4.18E-27  5.73E-20  7.68E-18
             5.29E-17  7.94E-17  5.08E-17  2.42E-17  7.31E-18  2.74E-18  9.99E-19  2.57E-19  9.15E-20
   386       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-38  4.10E-26  5.66E-19  7.60E-17
             5.24E-16  7.87E-16  5.04E-16  2.40E-16  7.26E-17  2.72E-17  9.92E-18  2.55E-18  9.08E-19
   387       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.82E-41  4.93E-29  6.80E-22  9.14E-20
             6.30E-19  9.48E-19  6.07E-19  2.89E-19  8.74E-20  3.28E-20  1.19E-20  3.08E-21  1.09E-21
   388       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.63E-41  1.03E-28  1.29E-21  1.69E-19
             1.15E-18  1.71E-18  1.09E-18  5.20E-19  1.57E-19  5.90E-20  2.15E-20  5.53E-21  1.97E-21
   389       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.77E-40  1.43E-27  1.70E-20  2.18E-18
             1.47E-17  2.18E-17  1.39E-17  6.60E-18  1.99E-18  7.48E-19  2.72E-19  7.01E-20  2.49E-20
   390       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-39  2.10E-27  2.42E-20  3.07E-18
             2.06E-17  3.05E-17  1.94E-17  9.21E-18  2.78E-18  1.04E-18  3.80E-19  9.78E-20  3.48E-20
   391       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-38  3.75E-26  5.04E-19  6.73E-17
             4.63E-16  6.95E-16  4.45E-16  2.12E-16  6.40E-17  2.40E-17  8.75E-18  2.25E-18  8.01E-19
   392       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.81E-39  6.70E-27  8.72E-20  1.16E-17
             7.95E-17  1.19E-16  7.64E-17  3.64E-17  1.10E-17  4.12E-18  1.50E-18  3.87E-19  1.38E-19
   393       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.76E-40  5.43E-28  9.66E-21  1.51E-18
             1.15E-17  1.86E-17  1.22E-17  5.91E-18  1.80E-18  6.78E-19  2.47E-19  6.37E-20  2.27E-20
   394       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.59E-40  1.41E-27  2.78E-20  4.40E-18
             3.36E-17  5.41E-17  3.56E-17  1.71E-17  5.22E-18  1.96E-18  7.16E-19  1.85E-19  6.57E-20
   395       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.11E-40  1.50E-27  2.94E-20  4.93E-18
             3.99E-17  6.76E-17  4.52E-17  2.20E-17  6.76E-18  2.55E-18  9.30E-19  2.40E-19  8.54E-20
   396       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.60E-40  1.52E-27  2.50E-20  3.85E-18
             2.94E-17  4.78E-17  3.15E-17  1.52E-17  4.65E-18  1.75E-18  6.38E-19  1.65E-19  5.85E-20
   397       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.65E-38  5.59E-26  8.82E-19  1.24E-16
             8.79E-16  1.34E-15  8.65E-16  4.13E-16  1.25E-16  4.70E-17  1.71E-17  4.41E-18  1.57E-18
   398       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-38  3.79E-26  5.86E-19  8.23E-17
             5.81E-16  8.89E-16  5.73E-16  2.73E-16  8.28E-17  3.11E-17  1.13E-17  2.92E-18  1.04E-18
   399       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-38  3.66E-26  5.72E-19  8.07E-17
             5.72E-16  8.76E-16  5.64E-16  2.69E-16  8.16E-17  3.06E-17  1.12E-17  2.88E-18  1.02E-18
   400       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.19E-39  1.76E-26  2.79E-19  3.95E-17
             2.80E-16  4.29E-16  2.77E-16  1.32E-16  4.00E-17  1.50E-17  5.48E-18  1.41E-18  5.02E-19
   401       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.51E-39  3.22E-26  5.14E-19  7.30E-17
             5.19E-16  7.97E-16  5.14E-16  2.45E-16  7.44E-17  2.79E-17  1.02E-17  2.62E-18  9.32E-19
   402       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.85E-39  2.33E-26  3.76E-19  5.39E-17
             3.87E-16  6.00E-16  3.88E-16  1.86E-16  5.64E-17  2.12E-17  7.72E-18  1.99E-18  7.07E-19
   403       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-38  4.50E-26  7.43E-19  1.07E-16
             7.65E-16  1.18E-15  7.63E-16  3.65E-16  1.11E-16  4.15E-17  1.51E-17  3.90E-18  1.39E-18
   404       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-38  7.01E-26  1.16E-18  1.67E-16
             1.19E-15  1.82E-15  1.18E-15  5.62E-16  1.70E-16  6.39E-17  2.33E-17  6.00E-18  2.13E-18
   405       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-38  3.63E-26  5.81E-19  8.27E-17
             5.89E-16  9.06E-16  5.85E-16  2.80E-16  8.47E-17  3.18E-17  1.16E-17  2.99E-18  1.06E-18
   406       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.61E-39  8.74E-27  1.40E-19  2.00E-17
             1.43E-16  2.20E-16  1.42E-16  6.81E-17  2.06E-17  7.75E-18  2.83E-18  7.28E-19  2.59E-19
   407       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.20E-38  1.21E-25  2.04E-18  2.94E-16
             2.10E-15  3.22E-15  2.08E-15  9.93E-16  3.01E-16  1.13E-16  4.12E-17  1.06E-17  3.77E-18
   408       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-38  7.08E-26  1.15E-18  1.63E-16
             1.16E-15  1.79E-15  1.15E-15  5.50E-16  1.67E-16  6.26E-17  2.28E-17  5.87E-18  2.09E-18
   409       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-38  3.94E-26  6.55E-19  9.40E-17
             6.71E-16  1.03E-15  6.67E-16  3.18E-16  9.65E-17  3.62E-17  1.32E-17  3.40E-18  1.21E-18
   410       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.57E-38  1.24E-25  2.00E-18  2.83E-16
             2.01E-15  3.08E-15  1.98E-15  9.46E-16  2.87E-16  1.08E-16  3.92E-17  1.01E-17  3.59E-18
   411       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.72E-39  1.02E-26  1.70E-19  2.44E-17
             1.74E-16  2.67E-16  1.72E-16  8.23E-17  2.49E-17  9.36E-18  3.41E-18  8.79E-19  3.13E-19
   412       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.25E-38  8.61E-26  1.46E-18  2.11E-16
             1.52E-15  2.33E-15  1.51E-15  7.20E-16  2.18E-16  8.20E-17  2.99E-17  7.70E-18  2.74E-18
   413       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.86E-38  6.96E-26  1.18E-18  1.71E-16
             1.23E-15  1.90E-15  1.23E-15  5.89E-16  1.79E-16  6.71E-17  2.45E-17  6.30E-18  2.24E-18
