SEQ='SI'     NUCCHG=14                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  63496278.1   NPRNTI= 5   NPRNTF= 5
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2 3P1             (2)1( 2.5)        0.0 
     2          3S1 3P2             (4)1( 5.5)    39975.6 
     3          3S1 3P2             (2)2( 4.5)    55707.8 
     4          3S1 3P2             (2)0( 0.5)    73644.4 
     5          3S1 3P2             (2)1( 2.5)    80374.1 

   LS RESOLVED TERM INDEXING            BWNR=  63582352.7   NTRM= 821
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.80E-28  2.35E-20  1.02E-16  1.18E-14  4.53E-14
             5.95E-14  3.52E-14  1.68E-14  6.91E-15  1.92E-15  6.99E-16  2.51E-16  6.41E-17  2.27E-17
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.95E-28  1.16E-20  4.44E-17  4.39E-15  1.64E-14
             2.25E-14  1.43E-14  7.03E-15  2.95E-15  8.29E-16  3.04E-16  1.09E-16  2.79E-17  9.91E-18
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.20E-30  1.35E-21  1.13E-17  2.85E-15  1.53E-14
             2.41E-14  1.62E-14  8.09E-15  3.42E-15  9.62E-16  3.53E-16  1.27E-16  3.25E-17  1.15E-17
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.60E-29  5.66E-21  3.58E-17  6.09E-15  2.96E-14
             4.70E-14  3.30E-14  1.68E-14  7.16E-15  2.03E-15  7.46E-16  2.69E-16  6.89E-17  2.44E-17
    53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.68E-28  1.70E-20  1.02E-16  9.85E-15  3.71E-14
             7.34E-14  6.68E-14  3.73E-14  1.67E-14  4.86E-15  1.80E-15  6.52E-16  1.67E-16  5.94E-17
    54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.96E-29  8.21E-21  5.14E-17  7.24E-15  3.06E-14
             4.32E-14  2.72E-14  1.33E-14  5.55E-15  1.55E-15  5.69E-16  2.04E-16  5.23E-17  1.85E-17
    55       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.37E-28  2.45E-20  1.50E-16  1.70E-14  5.92E-14
             7.27E-14  4.09E-14  1.91E-14  7.77E-15  2.14E-15  7.79E-16  2.79E-16  7.13E-17  2.53E-17
    56       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.79E-29  2.66E-21  1.02E-17  1.02E-15  3.88E-15
             5.38E-15  3.44E-15  1.70E-15  7.13E-16  2.00E-16  7.34E-17  2.64E-17  6.76E-18  2.40E-18
    57       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.14E-28  2.17E-20  1.30E-16  1.18E-14  4.25E-14
             8.55E-14  7.97E-14  4.49E-14  2.01E-14  5.87E-15  2.18E-15  7.89E-16  2.03E-16  7.19E-17
    58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.88E-28  2.98E-20  1.80E-16  1.70E-14  4.81E-14
             5.35E-14  2.97E-14  1.40E-14  5.75E-15  1.60E-15  5.82E-16  2.09E-16  5.34E-17  1.89E-17
    59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.67E-29  9.98E-21  6.06E-17  5.85E-15  1.73E-14
             2.05E-14  1.21E-14  5.85E-15  2.44E-15  6.81E-16  2.49E-16  8.96E-17  2.29E-17  8.13E-18
    60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.15E-29  6.34E-21  3.95E-17  5.25E-15  2.19E-14
             3.27E-14  2.22E-14  1.12E-14  4.78E-15  1.35E-15  4.97E-16  1.79E-16  4.58E-17  1.62E-17
    61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.83E-28  1.89E-20  1.16E-16  1.28E-14  4.37E-14
             5.42E-14  3.12E-14  1.48E-14  6.07E-15  1.68E-15  6.13E-16  2.20E-16  5.62E-17  1.99E-17
    62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.11E-29  7.18E-21  4.37E-17  5.08E-15  2.06E-14
             3.50E-14  2.77E-14  1.48E-14  6.47E-15  1.86E-15  6.89E-16  2.49E-16  6.38E-17  2.26E-17
    63       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.18E-28  1.19E-20  7.16E-17  6.84E-15  2.91E-14
             6.89E-14  6.84E-14  3.90E-14  1.76E-14  5.15E-15  1.91E-15  6.94E-16  1.78E-16  6.33E-17
    64       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.95E-29  3.99E-21  2.48E-17  3.72E-15  2.02E-14
             4.29E-14  3.83E-14  2.12E-14  9.40E-15  2.73E-15  1.01E-15  3.66E-16  9.38E-17  3.33E-17
    65       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.25E-30  1.10E-21  1.27E-17  2.65E-15  1.41E-14
             2.68E-14  2.22E-14  1.20E-14  5.27E-15  1.52E-15  5.62E-16  2.03E-16  5.21E-17  1.85E-17
    66       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.19E-31  5.76E-23  2.17E-18  3.14E-15  2.10E-14
             3.23E-14  1.99E-14  9.45E-15  3.87E-15  1.07E-15  3.90E-16  1.40E-16  3.58E-17  1.27E-17
    67       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.60E-30  3.30E-21  3.90E-17  6.42E-15  2.89E-14
             5.28E-14  4.38E-14  2.37E-14  1.05E-14  3.02E-15  1.12E-15  4.04E-16  1.04E-16  3.68E-17
    68       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.85E-30  2.63E-21  3.06E-17  4.16E-15  1.70E-14
             3.59E-14  3.43E-14  1.94E-14  8.73E-15  2.55E-15  9.48E-16  3.43E-16  8.82E-17  3.13E-17
    69       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.55E-30  1.21E-21  1.49E-17  4.89E-15  3.00E-14
             5.47E-14  4.22E-14  2.22E-14  9.63E-15  2.76E-15  1.02E-15  3.67E-16  9.40E-17  3.34E-17
    70       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.87E-30  1.66E-21  2.00E-17  5.95E-15  3.26E-14
             4.99E-14  3.20E-14  1.57E-14  6.52E-15  1.82E-15  6.67E-16  2.40E-16  6.12E-17  2.17E-17
    71       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.79E-30  7.37E-22  9.05E-18  1.60E-15  7.56E-15
             1.41E-14  1.17E-14  6.39E-15  2.82E-15  8.17E-16  3.02E-16  1.09E-16  2.80E-17  9.95E-18
    72       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.04E-30  2.13E-21  2.40E-17  3.60E-15  1.60E-14
             3.25E-14  2.96E-14  1.65E-14  7.40E-15  2.16E-15  8.00E-16  2.90E-16  7.43E-17  2.64E-17
    73       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.57E-30  1.26E-21  1.42E-17  2.02E-15  7.77E-15
             1.33E-14  1.09E-14  5.97E-15  2.64E-15  7.65E-16  2.83E-16  1.02E-16  2.63E-17  9.33E-18
    74       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-30  4.11E-22  4.65E-18  7.18E-16  3.71E-15
             8.96E-15  8.92E-15  5.11E-15  2.31E-15  6.76E-16  2.51E-16  9.11E-17  2.34E-17  8.31E-18
    75       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.15E-29  4.42E-21  5.28E-17  9.58E-15  4.07E-14
             5.60E-14  3.39E-14  1.62E-14  6.69E-15  1.86E-15  6.79E-16  2.44E-16  6.23E-17  2.21E-17
    76       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.76E-30  1.13E-21  1.41E-17  2.77E-15  1.29E-14
             1.98E-14  1.35E-14  6.80E-15  2.89E-15  8.16E-16  3.00E-16  1.08E-16  2.76E-17  9.80E-18
    77       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.14E-30  7.99E-22  1.33E-17  4.10E-15  2.43E-14
             4.25E-14  3.15E-14  1.63E-14  7.03E-15  2.00E-15  7.38E-16  2.66E-16  6.81E-17  2.42E-17
    78       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.42E-30  2.40E-21  3.79E-17  6.56E-15  3.28E-14
             8.04E-14  8.21E-14  4.74E-14  2.15E-14  6.32E-15  2.35E-15  8.52E-16  2.19E-16  7.78E-17
    79       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.93E-31  2.44E-22  3.04E-18  6.28E-16  3.05E-15
             4.78E-15  3.28E-15  1.66E-15  7.05E-16  2.00E-16  7.33E-17  2.64E-17  6.76E-18  2.40E-18
    80       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.66E-30  1.18E-21  1.94E-17  4.87E-15  2.49E-14
             3.87E-14  2.58E-14  1.29E-14  5.42E-15  1.52E-15  5.59E-16  2.01E-16  5.14E-17  1.82E-17
    81       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.95E-30  3.52E-21  5.67E-17  1.13E-14  4.74E-14
             6.40E-14  3.81E-14  1.81E-14  7.46E-15  2.07E-15  7.54E-16  2.71E-16  6.92E-17  2.45E-17
    82       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.00E-30  1.42E-21  2.26E-17  3.60E-15  1.12E-14
             1.20E-14  5.98E-15  2.67E-15  1.06E-15  2.88E-16  1.04E-16  3.73E-17  9.51E-18  3.37E-18
    83       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.01E-30  4.27E-21  6.78E-17  1.08E-14  3.34E-14
             3.56E-14  1.77E-14  7.88E-15  3.13E-15  8.49E-16  3.07E-16  1.10E-16  2.80E-17  9.92E-18
    84       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.38E-30  3.07E-21  4.83E-17  7.88E-15  3.43E-14
             7.63E-14  7.55E-14  4.34E-14  1.96E-14  5.77E-15  2.14E-15  7.77E-16  1.99E-16  7.09E-17
    85       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.09E-30  5.04E-21  8.00E-17  1.29E-14  4.11E-14
             4.49E-14  2.27E-14  1.02E-14  4.05E-15  1.10E-15  3.99E-16  1.43E-16  3.64E-17  1.29E-17
    86       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.36E-30  1.68E-21  2.67E-17  4.31E-15  1.38E-14
             1.51E-14  7.68E-15  3.45E-15  1.38E-15  3.75E-16  1.36E-16  4.86E-17  1.24E-17  4.39E-18
    87       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.03E-30  4.28E-21  6.82E-17  1.14E-14  3.87E-14
             4.74E-14  2.80E-14  1.35E-14  5.62E-15  1.57E-15  5.74E-16  2.06E-16  5.27E-17  1.87E-17
    88       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.91E-30  3.49E-21  5.54E-17  8.88E-15  2.79E-14
             3.01E-14  1.51E-14  6.70E-15  2.66E-15  7.23E-16  2.62E-16  9.36E-17  2.38E-17  8.45E-18
    89       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.64E-30  1.16E-21  1.85E-17  2.96E-15  9.33E-15
             1.01E-14  5.09E-15  2.28E-15  9.07E-16  2.47E-16  8.93E-17  3.20E-17  8.14E-18  2.89E-18
    90       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-30  1.44E-21  2.29E-17  3.92E-15  1.40E-14
             1.82E-14  1.14E-14  5.64E-15  2.37E-15  6.69E-16  2.45E-16  8.82E-17  2.26E-17  8.01E-18
    91       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.29E-30  9.14E-22  1.49E-17  3.53E-15  1.77E-14
             2.87E-14  2.04E-14  1.05E-14  4.49E-15  1.28E-15  4.69E-16  1.69E-16  4.33E-17  1.54E-17
    92       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.83E-30  2.72E-21  4.38E-17  8.54E-15  3.51E-14
             4.79E-14  2.95E-14  1.43E-14  5.93E-15  1.66E-15  6.05E-16  2.17E-16  5.56E-17  1.97E-17
    93       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-30  1.02E-21  1.63E-17  3.43E-15  1.70E-14
             3.18E-14  2.65E-14  1.44E-14  6.37E-15  1.85E-15  6.83E-16  2.47E-16  6.33E-17  2.25E-17
    94       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.42E-30  1.69E-21  2.68E-17  4.62E-15  2.87E-14
             8.76E-14  9.73E-14  5.73E-14  2.62E-14  7.74E-15  2.88E-15  1.05E-15  2.69E-16  9.55E-17
    95       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.09E-31  5.66E-22  9.28E-18  2.51E-15  1.67E-14
             3.88E-14  3.66E-14  2.06E-14  9.24E-15  2.70E-15  1.00E-15  3.63E-16  9.31E-17  3.31E-17
    96       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.20E-31  6.10E-22  1.38E-17  2.76E-15  1.30E-14
             3.09E-14  3.16E-14  1.83E-14  8.31E-15  2.45E-15  9.10E-16  3.30E-16  8.48E-17  3.01E-17
    97       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.61E-31  8.15E-22  1.88E-17  4.62E-15  2.39E-14
             4.71E-14  4.10E-14  2.26E-14  1.01E-14  2.92E-15  1.08E-15  3.92E-16  1.01E-16  3.57E-17
    98       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.33E-34  1.08E-24  6.82E-19  2.00E-15  1.61E-14
             2.73E-14  1.78E-14  8.60E-15  3.56E-15  9.91E-16  3.61E-16  1.30E-16  3.32E-17  1.18E-17
    99       1.66E-33  2.74E-22  6.98E-16  5.33E-14  2.77E-13  3.52E-13  2.51E-13  3.16E-13  4.22E-13  3.76E-13
             2.82E-13  1.39E-13  6.49E-14  2.66E-14  7.40E-15  2.70E-15  9.70E-16  2.48E-16  8.79E-17
   100       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.13E-31  3.78E-22  8.55E-18  3.73E-15  2.57E-14
             5.02E-14  4.04E-14  2.15E-14  9.40E-15  2.70E-15  9.98E-16  3.61E-16  9.24E-17  3.28E-17
   101       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.21E-31  5.09E-22  1.13E-17  4.48E-15  2.75E-14
             4.49E-14  3.00E-14  1.49E-14  6.25E-15  1.75E-15  6.42E-16  2.31E-16  5.91E-17  2.10E-17
   102       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-31  1.83E-22  4.46E-18  1.19E-15  6.49E-15
             1.30E-14  1.13E-14  6.26E-15  2.78E-15  8.09E-16  3.00E-16  1.09E-16  2.78E-17  9.89E-18
   103       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.43E-31  5.07E-22  1.17E-17  2.68E-15  1.30E-14
             2.59E-14  2.33E-14  1.30E-14  5.84E-15  1.70E-15  6.32E-16  2.29E-16  5.87E-17  2.09E-17
   104       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.04E-31  3.01E-22  6.93E-18  1.51E-15  6.71E-15
             1.23E-14  1.06E-14  5.86E-15  2.61E-15  7.60E-16  2.82E-16  1.02E-16  2.62E-17  9.30E-18
   105       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.71E-32  9.92E-23  2.29E-18  5.42E-16  3.18E-15
             8.12E-15  8.38E-15  4.86E-15  2.21E-15  6.50E-16  2.42E-16  8.77E-17  2.25E-17  8.00E-18
   106       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.22E-31  1.05E-21  2.43E-17  6.70E-15  3.34E-14
             4.99E-14  3.19E-14  1.56E-14  6.49E-15  1.81E-15  6.63E-16  2.38E-16  6.09E-17  2.16E-17
   107       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.79E-31  2.91E-22  7.16E-18  2.12E-15  1.13E-14
             1.84E-14  1.30E-14  6.66E-15  2.85E-15  8.08E-16  2.97E-16  1.07E-16  2.74E-17  9.73E-18
   108       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.79E-32  3.38E-23  7.97E-19  4.57E-16  4.52E-15
             1.30E-14  1.35E-14  7.76E-15  3.52E-15  1.03E-15  3.84E-16  1.39E-16  3.58E-17  1.27E-17
   109       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-31  2.45E-22  7.33E-18  3.22E-15  2.15E-14
             4.00E-14  3.07E-14  1.61E-14  6.98E-15  2.00E-15  7.36E-16  2.66E-16  6.81E-17  2.42E-17
   110       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.75E-32  6.07E-23  1.50E-18  4.74E-16  2.65E-15
             4.45E-15  3.19E-15  1.64E-15  7.00E-16  1.99E-16  7.31E-17  2.64E-17  6.75E-18  2.40E-18
   111       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.26E-31  7.35E-22  2.08E-17  5.10E-15  2.87E-14
             7.51E-14  7.96E-14  4.66E-14  2.13E-14  6.28E-15  2.34E-15  8.48E-16  2.18E-16  7.74E-17
   112       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.61E-31  3.66E-22  1.07E-17  3.81E-15  2.18E-14
             3.57E-14  2.46E-14  1.24E-14  5.23E-15  1.48E-15  5.42E-16  1.95E-16  4.99E-17  1.77E-17
   113       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.80E-31  1.09E-21  3.14E-17  8.76E-15  4.04E-14
             5.73E-14  3.52E-14  1.69E-14  7.01E-15  1.95E-15  7.12E-16  2.56E-16  6.53E-17  2.32E-17
   114       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.97E-31  4.48E-22  1.27E-17  2.88E-15  1.01E-14
             1.16E-14  6.03E-15  2.73E-15  1.09E-15  2.99E-16  1.08E-16  3.88E-17  9.89E-18  3.51E-18
   115       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.90E-31  1.34E-21  3.81E-17  8.62E-15  3.02E-14
             3.44E-14  1.78E-14  8.04E-15  3.21E-15  8.76E-16  3.17E-16  1.14E-16  2.90E-17  1.03E-17
   116       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.84E-32  2.24E-22  6.35E-18  1.41E-15  4.77E-15
             5.23E-15  2.61E-15  1.16E-15  4.59E-16  1.24E-16  4.50E-17  1.61E-17  4.10E-18  1.45E-18
   117       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.95E-31  6.71E-22  1.90E-17  4.22E-15  1.43E-14
             1.57E-14  7.84E-15  3.48E-15  1.38E-15  3.73E-16  1.35E-16  4.82E-17  1.23E-17  4.35E-18
   118       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.19E-31  9.42E-22  2.66E-17  6.16E-15  3.01E-14
             7.08E-14  7.25E-14  4.21E-14  1.92E-14  5.65E-15  2.10E-15  7.63E-16  1.96E-16  6.97E-17
   119       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.40E-31  7.74E-22  2.20E-17  4.88E-15  1.66E-14
             1.82E-14  9.12E-15  4.05E-15  1.60E-15  4.35E-16  1.57E-16  5.62E-17  1.43E-17  5.07E-18
   120       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-31  2.58E-22  7.32E-18  1.63E-15  5.53E-15
             6.07E-15  3.04E-15  1.35E-15  5.35E-16  1.45E-16  5.24E-17  1.87E-17  4.78E-18  1.69E-18
   121       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.97E-31  1.59E-21  4.51E-17  1.04E-14  3.75E-14
             4.38E-14  2.31E-14  1.05E-14  4.22E-15  1.15E-15  4.17E-16  1.50E-16  3.81E-17  1.35E-17
   122       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.32E-31  5.29E-22  1.50E-17  3.47E-15  1.26E-14
             1.47E-14  7.84E-15  3.57E-15  1.44E-15  3.93E-16  1.43E-16  5.11E-17  1.30E-17  4.62E-18
   123       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.50E-31  5.68E-22  1.61E-17  3.57E-15  1.21E-14
             1.33E-14  6.65E-15  2.95E-15  1.17E-15  3.17E-16  1.15E-16  4.10E-17  1.04E-17  3.70E-18
   124       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.32E-32  1.89E-22  5.37E-18  1.19E-15  4.04E-15
             4.44E-15  2.22E-15  9.84E-16  3.90E-16  1.06E-16  3.82E-17  1.37E-17  3.48E-18  1.23E-18
   125       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.54E-32  1.94E-22  6.81E-18  1.80E-15  1.01E-14
             2.73E-14  2.97E-14  1.75E-14  8.00E-15  2.37E-15  8.82E-16  3.20E-16  8.22E-17  2.92E-17
   126       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.85E-31  1.33E-21  3.79E-17  8.90E-15  3.39E-14
             4.38E-14  2.68E-14  1.31E-14  5.48E-15  1.54E-15  5.63E-16  2.02E-16  5.17E-17  1.84E-17
   127       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.82E-31  1.10E-21  3.12E-17  7.12E-15  2.54E-14
             2.92E-14  1.52E-14  6.89E-15  2.76E-15  7.52E-16  2.73E-16  9.76E-17  2.49E-17  8.81E-18
   128       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.61E-31  3.66E-22  1.04E-17  2.38E-15  8.49E-15
             9.83E-15  5.18E-15  2.35E-15  9.44E-16  2.58E-16  9.36E-17  3.35E-17  8.54E-18  3.03E-18
   129       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.96E-31  4.46E-22  1.27E-17  3.07E-15  1.22E-14
             1.68E-14  1.09E-14  5.43E-15  2.30E-15  6.50E-16  2.39E-16  8.59E-17  2.20E-17  7.80E-18
   130       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.74E-31  1.62E-22  3.14E-18  1.09E-15  6.63E-15
             1.15E-14  8.33E-15  4.29E-15  1.84E-15  5.23E-16  1.92E-16  6.93E-17  1.77E-17  6.30E-18
   131       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-31  2.84E-22  8.29E-18  2.76E-15  1.54E-14
             2.63E-14  1.92E-14  9.94E-15  4.27E-15  1.22E-15  4.48E-16  1.62E-16  4.14E-17  1.47E-17
   132       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.72E-31  8.46E-22  2.43E-17  6.62E-15  3.01E-14
             4.31E-14  2.73E-14  1.33E-14  5.57E-15  1.56E-15  5.71E-16  2.05E-16  5.25E-17  1.86E-17
   133       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.39E-31  3.14E-22  9.03E-18  2.71E-15  1.52E-14
             3.01E-14  2.60E-14  1.43E-14  6.35E-15  1.84E-15  6.83E-16  2.47E-16  6.34E-17  2.25E-17
   134       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.32E-31  5.22E-22  1.48E-17  3.61E-15  2.54E-14
             8.29E-14  9.56E-14  5.70E-14  2.62E-14  7.77E-15  2.90E-15  1.05E-15  2.70E-16  9.61E-17
   135       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.74E-32  1.74E-22  5.13E-18  1.98E-15  1.47E-14
             3.64E-14  3.55E-14  2.02E-14  9.11E-15  2.67E-15  9.91E-16  3.59E-16  9.22E-17  3.28E-17
   136       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.76E-32  2.71E-22  9.70E-18  3.27E-15  1.96E-14
             4.21E-14  3.85E-14  2.16E-14  9.64E-15  2.81E-15  1.04E-15  3.78E-16  9.70E-17  3.45E-17
   137       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.22E-32  1.56E-22  5.50E-18  3.07E-15  2.29E-14
             4.61E-14  3.76E-14  2.02E-14  8.83E-15  2.54E-15  9.39E-16  3.39E-16  8.70E-17  3.09E-17
   138       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.02E-32  2.10E-22  7.29E-18  3.65E-15  2.43E-14
             4.12E-14  2.81E-14  1.40E-14  5.88E-15  1.65E-15  6.06E-16  2.18E-16  5.57E-17  1.98E-17
   139       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.55E-32  4.62E-23  1.60E-18  7.80E-16  6.78E-15
             1.84E-14  1.89E-14  1.09E-14  4.93E-15  1.45E-15  5.39E-16  1.95E-16  5.02E-17  1.78E-17
   140       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.99E-32  3.49E-22  1.26E-17  4.84E-15  2.78E-14
             4.47E-14  2.99E-14  1.49E-14  6.24E-15  1.75E-15  6.42E-16  2.31E-16  5.90E-17  2.09E-17
   141       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.37E-32  1.14E-22  4.98E-18  2.75E-15  1.99E-14
             3.84E-14  3.02E-14  1.60E-14  6.95E-15  1.99E-15  7.36E-16  2.66E-16  6.81E-17  2.42E-17
   142       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.10E-32  3.41E-22  1.41E-17  4.32E-15  2.60E-14
             7.02E-14  7.61E-14  4.48E-14  2.05E-14  6.07E-15  2.26E-15  8.21E-16  2.11E-16  7.50E-17
   143       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.53E-32  1.71E-22  7.32E-18  3.22E-15  1.98E-14
             3.35E-14  2.35E-14  1.19E-14  5.07E-15  1.43E-15  5.26E-16  1.89E-16  4.85E-17  1.72E-17
   144       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-31  5.10E-22  2.14E-17  7.32E-15  3.57E-14
             5.19E-14  3.24E-14  1.57E-14  6.51E-15  1.81E-15  6.63E-16  2.38E-16  6.08E-17  2.16E-17
   145       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.32E-32  2.09E-22  8.67E-18  2.46E-15  9.30E-15
             1.10E-14  5.87E-15  2.68E-15  1.08E-15  2.94E-16  1.07E-16  3.82E-17  9.75E-18  3.46E-18
   146       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.30E-31  6.28E-22  2.60E-17  7.37E-15  2.78E-14
             3.28E-14  1.73E-14  7.87E-15  3.16E-15  8.62E-16  3.13E-16  1.12E-16  2.85E-17  1.01E-17
   147       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.77E-32  1.34E-22  5.54E-18  1.54E-15  5.65E-15
             6.43E-15  3.29E-15  1.47E-15  5.84E-16  1.59E-16  5.74E-17  2.05E-17  5.23E-18  1.85E-18
