SEQ='SI'     NUCCHG=14                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  63496278.1   NPRNTI= 5   NPRNTF= 5
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2 3P1             (2)1( 2.5)        0.0 
     2          3S1 3P2             (4)1( 5.5)    39975.6 
     3          3S1 3P2             (2)2( 4.5)    55707.8 
     4          3S1 3P2             (2)0( 0.5)    73644.4 
     5          3S1 3P2             (2)1( 2.5)    80374.1 

   LS RESOLVED TERM INDEXING            BWNR=  63582352.7   NTRM= 821
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
   696     5    3S1 3P2 6P1         (1)2( 2.0)   161349.6*     4.71E+13  0.00E+00  2.02E+13  0.00E+00
   697     5    3S1 3P2 6P1         (1)1( 1.0)   161577.0*     2.45E+13  0.00E+00  2.44E+13  7.95E+12
   698     5    3S1 3P2 6D1         (3)2( 7.0)   161976.5*     5.23E+14  1.23E+15  5.60E+13  6.51E+14
   699     5    3S1 3P2 5F1         (3)2( 7.0)   161996.6*     3.70E+09  3.24E+10  3.84E+09  0.00E+00
   700     5    3S1 3P2 5F1         (1)2( 2.0)   162000.2*     1.04E+10  0.00E+00  2.97E+11  0.00E+00
   701     5    3S1 3P2 5F1         (3)4(13.0)   162008.3*     2.77E+12  3.44E+11  5.99E+10  0.00E+00
   702     5    3S1 3P2 5F1         (1)4( 4.0)   162024.3*     2.75E+12  0.00E+00  7.67E+11  0.00E+00
   703     5    3S1 3P2 5G1         (1)3( 3.0)   162036.4*     5.21E+09  0.00E+00  3.60E+10  0.00E+00
   704     5    3S1 3P2 5G1         (3)3(10.0)   162036.5*     1.05E+10  2.72E+09  9.80E+09  0.00E+00
   705     5    3S1 3P2 5G1         (3)5(16.0)   162047.5*     5.49E+10  1.17E+08  2.41E+09  0.00E+00
   706     5    3S1 3P2 5G1         (1)5( 5.0)   162047.7*     5.56E+10  0.00E+00  3.57E+09  0.00E+00
   707     5    3S1 3P2 5G1         (3)4(13.0)   162090.8*     4.43E+10  2.22E+08  3.15E+09  1.04E+06
   708     5    3S1 3P2 5G1         (1)4( 4.0)   162091.0*     4.56E+10  0.00E+00  4.42E+09  5.25E+06
   709     5    3S1 3P2 5F1         (3)3(10.0)   162107.5*     1.86E+12  3.72E+11  3.38E+10  2.59E+10
   710     5    3S1 3P2 5F1         (1)3( 3.0)   162132.1*     1.65E+12  0.00E+00  2.72E+11  1.33E+11
   711     5    3S1 3P2 7S1         (1)1( 1.0)   162147.9*     1.52E+13  0.00E+00  2.03E+14  0.00E+00
   712     5    3S1 3P2 7S1         (3)1( 4.0)   162245.4*     9.01E+12  3.09E+11  8.30E+12  0.00E+00
   713     5    3S1 3P2 6D1         (3)1( 4.0)   162398.7*     4.39E+09  5.10E+13  2.71E+11  0.00E+00
   714     5    3S1 3P2 6D1         (1)1( 1.0)   162461.1*     9.83E+10  0.00E+00  2.69E+14  0.00E+00
   715     5    3S1 3P2 6D1         (1)3( 3.0)   162478.1*     4.45E+12  0.00E+00  5.32E+13  0.00E+00
   716     5    3S1 3P2 6D1         (1)2( 2.0)   162521.0*     4.02E+13  0.00E+00  9.12E+13  7.00E+13
   717     5    3S1 3P2 7P1         (1)0( 0.0)   162728.8*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   718     5    3S1 3P2 7P1         (3)2( 7.0)   162882.3*     1.15E+13  3.05E+11  7.10E+11  0.00E+00
   719     5    3S1 3P2 6D1         (3)3(10.0)   162908.3*     6.40E+13  8.64E+12  3.62E+13  0.00E+00
   720     5    3S1 3P2 7P1         (3)1( 4.0)   162948.6*     6.91E+12  3.53E+11  5.37E+11  3.43E+11
   721     5    3S1 3P2 7P1         (3)0( 1.0)   162949.1*     0.00E+00  6.29E+12  0.00E+00  0.00E+00
   722     5    3S1 3P2 7P1         (1)2( 2.0)   163000.4*     2.53E+13  0.00E+00  1.05E+13  0.00E+00
   723     5    3S1 3P2 7P1         (1)1( 1.0)   163120.0*     1.35E+13  0.00E+00  1.27E+13  3.85E+12
   724     4    3S1 3P2 3D1         (3)2( 7.0)   163261.3*     1.89E+15  5.60E+15  2.25E+14
   725     5    3S1 3P2 6F1         (3)2( 7.0)   163363.2*     1.28E+09  2.31E+10  2.56E+09  0.00E+00
   726     5    3S1 3P2 6F1         (1)2( 2.0)   163365.7*     5.00E+09  0.00E+00  2.15E+11  0.00E+00
   727     5    3S1 3P2 6F1         (3)4(13.0)   163367.4*     1.95E+12  2.70E+11  4.26E+10  0.00E+00
   728     5    3S1 3P2 6F1         (1)4( 4.0)   163378.7*     1.93E+12  0.00E+00  5.61E+11  0.00E+00
   729     5    3S1 3P2 6G1         (1)3( 3.0)   163387.2*     6.99E+09  0.00E+00  4.16E+10  0.00E+00
   730     5    3S1 3P2 6G1         (3)3(10.0)   163387.3*     7.14E+09  1.60E+09  6.84E+09  0.00E+00
   731     5    3S1 3P2 6G1         (3)5(16.0)   163393.6*     5.77E+10  1.29E+08  2.24E+09  0.00E+00
   732     5    3S1 3P2 6G1         (1)5( 5.0)   163393.8*     5.85E+10  0.00E+00  3.49E+09  0.00E+00
   733     5    3S1 3P2 6H1         (3)4(13.0)   163393.8*     2.99E+06  3.00E+04  1.26E+07  0.00E+00
   734     5    3S1 3P2 6H1         (1)4( 4.0)   163393.8*     3.82E+06  0.00E+00  1.42E+07  0.00E+00
   735     5    3S1 3P2 6H1         (3)6(19.0)   163396.6*     7.90E+08  7.37E+04  9.99E+07  0.00E+00
   736     5    3S1 3P2 6H1         (1)6( 6.0)   163396.6*     7.90E+08  0.00E+00  1.03E+08  0.00E+00
   737     5    3S1 3P2 6H1         (3)5(16.0)   163410.5*     6.70E+08  1.31E+05  1.36E+08  2.43E+02
   738     5    3S1 3P2 6H1         (1)5( 5.0)   163410.5*     6.73E+08  0.00E+00  1.40E+08  1.25E+03
   739     5    3S1 3P2 6G1         (3)4(13.0)   163418.6*     4.66E+10  2.47E+08  2.93E+09  1.31E+06
   740     5    3S1 3P2 6G1         (1)4( 4.0)   163418.9*     4.80E+10  0.00E+00  4.13E+09  7.44E+06
   741     5    3S1 3P2 6F1         (3)3(10.0)   163425.8*     1.31E+12  2.71E+11  2.11E+10  1.99E+10
   742     5    3S1 3P2 8S1         (1)1( 1.0)   163432.5*     8.33E+12  0.00E+00  1.61E+14  0.00E+00
   743     5    3S1 3P2 6F1         (1)3( 3.0)   163442.9*     1.15E+12  0.00E+00  1.93E+11  1.02E+11
   744     5    3S1 3P2 8S1         (3)1( 4.0)   163509.6*     5.26E+12  1.16E+11  4.17E+12  0.00E+00
   745     5    3S1 3P2 7D1         (3)1( 4.0)   163519.1*     1.18E+10  4.51E+13  6.61E+10  0.00E+00
   746     5    3S1 3P2 7D1         (1)2( 2.0)   163566.0*     5.79E+13  0.00E+00  1.33E+14  1.51E+14
   747     5    3S1 3P2 7D1         (1)1( 1.0)   163579.5*     1.51E+11  0.00E+00  2.51E+14  0.00E+00
   748     5    3S1 3P2 7D1         (1)3( 3.0)   163595.6*     4.92E+12  0.00E+00  4.61E+13  0.00E+00
   749     5    3S1 3P2 8P1         (1)0( 0.0)   163799.9*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   750     5    3S1 3P2 8P1         (3)2( 7.0)   163891.2*     7.00E+12  1.84E+11  4.21E+11  0.00E+00
   751     5    3S1 3P2 7D1         (3)3(10.0)   163909.8*     3.70E+13  3.67E+12  1.95E+13  0.00E+00
   752     5    3S1 3P2 8P1         (3)1( 4.0)   163930.5*     4.20E+12  2.08E+11  3.17E+11  2.03E+11
   753     5    3S1 3P2 8P1         (3)0( 1.0)   163930.6*     0.00E+00  3.70E+12  0.00E+00  0.00E+00
   754     5    3S1 3P2 8P1         (1)2( 2.0)   163961.6*     1.52E+13  0.00E+00  6.21E+12  0.00E+00
   755     5    3S1 3P2 8P1         (1)1( 1.0)   164032.6*     8.15E+12  0.00E+00  7.47E+12  2.19E+12
   756     5    3S1 3P2 7F1         (3)2( 7.0)   164185.3*     5.11E+08  1.62E+10  1.73E+09  0.00E+00
   757     5    3S1 3P2 7F1         (3)4(13.0)   164186.9*     1.36E+12  2.03E+11  3.02E+10  0.00E+00
   758     5    3S1 3P2 7F1         (1)2( 2.0)   164187.1*     2.68E+09  0.00E+00  1.53E+11  0.00E+00
   759     5    3S1 3P2 7F1         (1)4( 4.0)   164194.9*     1.35E+12  0.00E+00  4.02E+11  0.00E+00
   760     5    3S1 3P2 7G1         (1)3( 3.0)   164200.8*     6.75E+09  0.00E+00  3.70E+10  0.00E+00
   761     5    3S1 3P2 7G1         (3)3(10.0)   164200.9*     4.70E+09  9.60E+08  4.60E+09  0.00E+00
   762     5    3S1 3P2 7G1         (3)5(16.0)   164204.8*     4.80E+10  1.11E+08  1.72E+09  0.00E+00
   763     5    3S1 3P2 7G1         (1)5( 5.0)   164205.0*     4.87E+10  0.00E+00  2.79E+09  0.00E+00
   764     5    3S1 3P2 7H1         (3)4(13.0)   164205.0*     3.95E+06  5.70E+04  1.62E+07  0.00E+00
   765     5    3S1 3P2 7H1         (1)4( 4.0)   164205.0*     5.07E+06  0.00E+00  1.84E+07  0.00E+00
   766     5    3S1 3P2 7H1         (3)6(19.0)   164206.7*     1.04E+09  1.02E+05  1.27E+08  0.00E+00
   767     5    3S1 3P2 7H1         (1)6( 6.0)   164206.7*     1.04E+09  0.00E+00  1.31E+08  0.00E+00
   768     5    3S1 3P2 7I1         (3)5(16.0)   164206.7*     4.76E+04  3.86E+02  1.35E+05  0.00E+00
   769     5    3S1 3P2 7I1         (1)5( 5.0)   164206.7*     4.89E+04  0.00E+00  1.40E+05  0.00E+00
   770     5    3S1 3P2 7I1         (3)7(22.0)   164207.6*     9.17E+06  4.17E+01  2.65E+06  0.00E+00
   771     5    3S1 3P2 7I1         (1)7( 7.0)   164207.6*     9.16E+06  0.00E+00  2.65E+06  0.00E+00
   772     5    3S1 3P2 7I1         (3)6(19.0)   164213.0*     7.98E+06  7.20E+01  3.93E+06  5.99E-02
   773     5    3S1 3P2 7I1         (1)6( 6.0)   164213.0*     7.98E+06  0.00E+00  3.94E+06  1.40E-02
   774     5    3S1 3P2 7H1         (3)5(16.0)   164215.5*     8.83E+08  1.82E+05  1.72E+08  3.38E+02
   775     5    3S1 3P2 7H1         (1)5( 5.0)   164215.5*     8.87E+08  0.00E+00  1.77E+08  2.20E+03
   776     5    3S1 3P2 7G1         (3)4(13.0)   164220.6*     3.88E+10  2.12E+08  2.26E+09  1.21E+06
   777     5    3S1 3P2 7G1         (1)4( 4.0)   164220.8*     4.00E+10  0.00E+00  3.20E+09  7.30E+06
   778     5    3S1 3P2 7F1         (3)3(10.0)   164224.1*     9.15E+11  1.95E+11  1.38E+10  1.46E+10
   779     5    3S1 3P2 7F1         (1)3( 3.0)   164236.0*     8.02E+11  0.00E+00  1.36E+11  7.52E+10
   780     5    3S1 3P2 8D1         (1)2( 2.0)   164240.1*     7.98E+13  0.00E+00  1.91E+14  2.71E+14
   781     5    3S1 3P2 8D1         (3)1( 4.0)   164246.1*     1.49E+10  3.73E+13  1.38E+10  0.00E+00
   782     5    3S1 3P2 8D1         (1)1( 1.0)   164293.9*     1.70E+11  0.00E+00  2.16E+14  0.00E+00
   783     5    3S1 3P2 8D1         (1)3( 3.0)   164310.9*     4.50E+12  0.00E+00  3.68E+13  0.00E+00
   784     5    3S1 3P2 8D1         (3)3(10.0)   164537.8*     2.33E+13  1.90E+12  1.18E+13  0.00E+00
   785     5    3S1 3P2 8F1         (3)2( 7.0)   164717.9*     2.30E+08  1.16E+10  1.21E+09  0.00E+00
   786     5    3S1 3P2 8F1         (3)4(13.0)   164718.5*     9.76E+11  1.52E+11  2.19E+10  0.00E+00
   787     5    3S1 3P2 8F1         (1)2( 2.0)   164719.2*     1.59E+09  0.00E+00  1.11E+11  0.00E+00
   788     5    3S1 3P2 8F1         (1)4( 4.0)   164724.3*     9.60E+11  0.00E+00  2.92E+11  0.00E+00
   789     5    3S1 3P2 8G1         (1)3( 3.0)   164728.4*     5.85E+09  0.00E+00  3.05E+10  0.00E+00
   790     5    3S1 3P2 8G1         (3)3(10.0)   164728.5*     3.20E+09  6.17E+08  3.19E+09  0.00E+00
   791     5    3S1 3P2 8G1         (3)5(16.0)   164731.1*     3.77E+10  8.86E+07  1.28E+09  0.00E+00
   792     5    3S1 3P2 8G1         (1)5( 5.0)   164731.2*     3.83E+10  0.00E+00  2.13E+09  0.00E+00
   793     5    3S1 3P2 8H1         (3)4(13.0)   164731.2*     3.83E+06  6.91E+04  1.55E+07  0.00E+00
   794     5    3S1 3P2 8H1         (1)4( 4.0)   164731.2*     4.94E+06  0.00E+00  1.77E+07  0.00E+00
   795     5    3S1 3P2 8H1         (3)6(19.0)   164732.4*     1.01E+09  1.02E+05  1.18E+08  0.00E+00
   796     5    3S1 3P2 8H1         (1)6( 6.0)   164732.4*     1.01E+09  0.00E+00  1.22E+08  0.00E+00
   797     5    3S1 3P2 8I1         (3)5(16.0)   164732.4*     7.63E+04  6.24E+02  2.26E+05  0.00E+00
   798     5    3S1 3P2 8I1         (1)5( 5.0)   164732.4*     7.85E+04  0.00E+00  2.36E+05  0.00E+00
   799     5    3S1 3P2 8I1         (3)7(22.0)   164733.0*     1.45E+07  6.93E+01  4.70E+06  0.00E+00
   800     5    3S1 3P2 8I1         (1)7( 7.0)   164733.0*     1.45E+07  0.00E+00  4.71E+06  0.00E+00
   801     5    3S1 3P2 8J1         (3)6(19.0)   164733.0*     3.81E+02  0.00E+00  5.46E+02  0.00E+00
   802     5    3S1 3P2 8J1         (1)6( 6.0)   164733.0*     3.80E+02  0.00E+00  5.48E+02  0.00E+00
   803     5    3S1 3P2 8J1         (3)8(25.0)   164733.4*     8.86E+04  0.00E+00  1.98E+04  0.00E+00
   804     5    3S1 3P2 8J1         (1)8( 8.0)   164733.4*     8.85E+04  0.00E+00  1.98E+04  0.00E+00
   805     5    3S1 3P2 8J1         (3)7(22.0)   164735.7*     7.85E+04  0.00E+00  3.07E+04  0.00E+00
   806     5    3S1 3P2 8J1         (1)7( 7.0)   164735.7*     7.85E+04  0.00E+00  3.07E+04  0.00E+00
   807     5    3S1 3P2 8I1         (3)6(19.0)   164736.6*     1.27E+07  1.20E+02  6.99E+06  4.88E-02
   808     5    3S1 3P2 8I1         (1)6( 6.0)   164736.6*     1.27E+07  0.00E+00  7.00E+06  1.00E-01
   809     5    3S1 3P2 8H1         (3)5(16.0)   164738.3*     8.56E+08  1.82E+05  1.61E+08  3.48E+02
   810     5    3S1 3P2 8H1         (1)5( 5.0)   164738.3*     8.60E+08  0.00E+00  1.66E+08  2.52E+03
   811     5    3S1 3P2 8G1         (3)4(13.0)   164741.7*     3.05E+10  1.70E+08  1.68E+09  1.02E+06
   812     5    3S1 3P2 8G1         (1)4( 4.0)   164741.9*     3.14E+10  0.00E+00  2.39E+09  6.35E+06
   813     5    3S1 3P2 8F1         (3)3(10.0)   164743.6*     6.53E+11  1.41E+11  9.39E+09  1.08E+10
   814     5    3S1 3P2 8F1         (1)3( 3.0)   164752.1*     5.72E+11  0.00E+00  9.76E+10  5.54E+10
   815     5    3S1 3P2 7D1         (3)2( 7.0)   164793.4*     8.90E+14  1.21E+15  9.65E+13  7.33E+14
   816     5    3S1 3P2 8D1         (3)2( 7.0)   165024.2*     5.22E+14  6.65E+14  5.63E+13  4.10E+14
   817     4    3S1 3P2 3D1         (1)2( 2.0)   165689.9*     9.40E+14  0.00E+00  3.78E+15
   818     3    3S1 3P2 3D1         (1)0( 0.0)   166499.3*     2.15E+14  0.00E+00
   819     5    3S1 3P2 3D1         (1)1( 1.0)   171350.4*     1.10E+13  0.00E+00  1.35E+16  0.00E+00
   820     5    3S1 3P2 3D1         (3)1( 4.0)   173654.9*     2.84E+12  2.48E+15  2.69E+13  0.00E+00
   821     5    3S1 3P2 3D1         (1)3( 3.0)   179455.0*     2.01E+15  0.00E+00  5.83E+15  0.00E+00

   N-SHELL INDEXING & AUGER RATES                       NREP= 74
   ------------------------------
   IREP    N  M'-M =        2-1       3-1       4-1       5-1       3-2       4-2       5-2       4-3
   -----   -  ----          5-3       5-4
     1     1           0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
                       0.00E+00  0.00E+00
     2     2           0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
                       0.00E+00  0.00E+00
     3     3           2.24E+13  2.39E+15  1.57E+15  1.66E+15  1.96E+15  3.11E+15  1.38E+15  2.22E+15
                       1.13E+16  2.22E+15
     4     4           2.33E+14  2.21E+14  3.76E+13  1.89E+14  8.89E+13  4.63E+13  1.01E+14  9.61E+13
                       1.56E+14  6.02E+10
     5     5           2.67E+13  2.43E+14  2.33E+13  9.91E+13  2.10E+14  2.65E+13  1.48E+14  5.28E+14
                       1.13E+14  6.46E+13
     6     6           6.59E+12  9.35E+13  1.67E+13  9.92E+13  5.09E+14  7.54E+11  1.81E+14  3.10E+14
                       8.17E+13  1.01E+14
     7     7           2.33E+12  4.79E+13  7.19E+12  1.06E+14  2.25E+14  3.21E+11  1.29E+14  1.06E+14
                       6.16E+13  9.04E+13
     8     8           1.01E+12  3.11E+13  3.90E+12  5.14E+13  1.17E+14  5.72E+11  5.53E+13  4.75E+13
                       4.34E+13  5.33E+13
     9     9           5.02E+11  2.43E+13  2.34E+12  2.82E+13  7.25E+13  5.83E+11  2.51E+13  2.47E+13
                       3.44E+13  4.20E+13
    10    10           2.74E+11  1.99E+13  1.49E+12  1.86E+13  4.84E+13  4.95E+11  1.26E+13  1.41E+13
                       3.10E+13  4.23E+13
    11    11           1.60E+11  1.31E+13  9.90E+11  1.49E+13  3.36E+13  3.91E+11  6.89E+12  8.62E+12
                       3.11E+13  4.83E+13
    12    12           9.88E+10  8.77E+12  6.76E+11  1.38E+13  2.40E+13  3.00E+11  4.05E+12  5.52E+12
                       3.34E+13  5.74E+13
    13    13           6.37E+10  5.96E+12  4.73E+11  1.39E+13  1.75E+13  2.28E+11  2.53E+12  3.67E+12
                       3.66E+13  6.74E+13
    14    14           4.27E+10  4.11E+12  3.39E+11  1.04E+13  1.30E+13  1.74E+11  1.65E+12  2.52E+12
                       3.02E+13  6.29E+13
    15    15           2.87E+10  2.89E+12  2.47E+11  6.73E+12  9.77E+12  1.33E+11  1.12E+12  1.78E+12
                       1.97E+13  4.09E+13
    16    16           2.05E+10  2.09E+12  1.86E+11  4.37E+12  7.50E+12  1.02E+11  7.79E+11  1.30E+12
                       1.28E+13  2.66E+13
    17    17           1.49E+10  1.52E+12  1.40E+11  2.87E+12  5.79E+12  7.92E+10  5.59E+11  9.55E+11
                       8.41E+12  1.74E+13
    18    18           1.10E+10  1.12E+12  1.07E+11  1.93E+12  4.52E+12  6.20E+10  4.10E+11  7.15E+11
                       5.68E+12  1.16E+13
    19    19           8.31E+09  8.40E+11  8.25E+10  1.33E+12  3.56E+12  4.90E+10  3.06E+11  5.44E+11
                       3.94E+12  7.99E+12
    20    20           6.36E+09  6.39E+11  6.46E+10  9.48E+11  2.83E+12  3.90E+10  2.33E+11  4.20E+11
                       2.81E+12  5.64E+12
    21    21           4.93E+09  4.93E+11  5.11E+10  6.91E+11  2.27E+12  3.13E+10  1.80E+11  3.28E+11
                       2.05E+12  4.08E+12
    22    22           3.87E+09  3.85E+11  4.08E+10  5.14E+11  1.84E+12  2.53E+10  1.40E+11  2.60E+11
                       1.53E+12  3.01E+12
    23    23           3.07E+09  3.04E+11  3.29E+10  3.90E+11  1.50E+12  2.06E+10  1.11E+11  2.08E+11
                       1.16E+12  2.27E+12
    24    24           2.47E+09  2.43E+11  2.67E+10  3.01E+11  1.23E+12  1.69E+10  8.90E+10  1.67E+11
                       9.00E+11  1.74E+12
    25    25           2.00E+09  1.96E+11  2.19E+10  2.35E+11  1.02E+12  1.40E+10  7.19E+10  1.36E+11
                       7.06E+11  1.36E+12
    26    26           1.63E+09  1.59E+11  1.81E+10  1.87E+11  8.49E+11  1.16E+10  5.86E+10  1.12E+11
                       5.61E+11  1.07E+12
    27    27           1.34E+09  1.31E+11  1.50E+10  1.50E+11  7.11E+11  9.74E+09  4.82E+10  9.25E+10
                       4.51E+11  8.55E+11
    28    28           1.11E+09  1.08E+11  1.26E+10  1.22E+11  5.99E+11  8.20E+09  3.99E+10  7.70E+10
                       3.67E+11  6.91E+11
    29    29           9.29E+08  8.98E+10  1.06E+10  9.95E+10  5.07E+11  6.93E+09  3.33E+10  6.45E+10
                       3.01E+11  5.63E+11
    30    30           7.80E+08  7.53E+10  8.96E+09  8.21E+10  4.32E+11  5.90E+09  2.80E+10  5.44E+10
                       2.49E+11  4.63E+11
    31    31           6.59E+08  6.34E+10  7.63E+09  6.84E+10  3.69E+11  5.04E+09  2.36E+10  4.61E+10
                       2.07E+11  3.84E+11
    32    32           5.60E+08  5.38E+10  6.52E+09  5.73E+10  3.17E+11  4.32E+09  2.01E+10  3.93E+10
                       1.74E+11  3.21E+11
    33    33           4.78E+08  4.58E+10  5.60E+09  4.83E+10  2.73E+11  3.73E+09  1.71E+10  3.37E+10
                       1.47E+11  2.70E+11
    34    34           4.10E+08  3.93E+10  4.83E+09  4.10E+10  2.37E+11  3.22E+09  1.47E+10  2.90E+10
                       1.25E+11  2.29E+11
    35    35           3.54E+08  3.38E+10  4.19E+09  3.50E+10  2.06E+11  2.80E+09  1.27E+10  2.50E+10
                       1.07E+11  1.95E+11
    36    36           3.06E+08  2.92E+10  3.64E+09  3.01E+10  1.80E+11  2.44E+09  1.10E+10  2.17E+10
                       9.17E+10  1.67E+11
    37    37           2.66E+08  2.54E+10  3.18E+09  2.59E+10  1.57E+11  2.14E+09  9.54E+09  1.89E+10
                       7.91E+10  1.44E+11
    38    38           2.32E+08  2.21E+10  2.78E+09  2.25E+10  1.38E+11  1.88E+09  8.32E+09  1.66E+10
                       6.86E+10  1.24E+11
    39    39           2.04E+08  1.93E+10  2.45E+09  1.95E+10  1.22E+11  1.65E+09  7.29E+09  1.45E+10
                       5.97E+10  1.08E+11
    40    40           1.79E+08  1.70E+10  2.16E+09  1.71E+10  1.08E+11  1.46E+09  6.41E+09  1.28E+10
                       5.22E+10  9.42E+10
    41    41           1.58E+08  1.49E+10  1.91E+09  1.50E+10  9.53E+10  1.29E+09  5.65E+09  1.13E+10
                       4.58E+10  8.24E+10
    42    42           1.39E+08  1.32E+10  1.69E+09  1.32E+10  8.47E+10  1.15E+09  5.00E+09  1.00E+10
                       4.03E+10  7.24E+10
    43    43           1.24E+08  1.17E+10  1.51E+09  1.16E+10  7.55E+10  1.02E+09  4.44E+09  8.89E+09
                       3.56E+10  6.39E+10
    44    44           1.10E+08  1.04E+10  1.34E+09  1.03E+10  6.74E+10  9.15E+08  3.95E+09  7.92E+09
                       3.16E+10  5.65E+10
    45    45           9.81E+07  9.27E+09  1.20E+09  9.15E+09  6.04E+10  8.19E+08  3.52E+09  7.07E+09
                       2.81E+10  5.02E+10
    46    46           8.77E+07  8.29E+09  1.08E+09  8.15E+09  5.42E+10  7.35E+08  3.15E+09  6.33E+09
                       2.50E+10  4.46E+10
    47    47           7.86E+07  7.42E+09  9.67E+08  7.28E+09  4.88E+10  6.61E+08  2.82E+09  5.68E+09
                       2.24E+10  3.98E+10
    48    48           7.07E+07  6.67E+09  8.71E+08  6.52E+09  4.40E+10  5.96E+08  2.54E+09  5.11E+09
                       2.00E+10  3.56E+10
    49    49           6.36E+07  6.00E+09  7.86E+08  5.86E+09  3.97E+10  5.38E+08  2.29E+09  4.61E+09
                       1.80E+10  3.20E+10
    50    50           5.74E+07  5.41E+09  7.11E+08  5.27E+09  3.60E+10  4.87E+08  2.06E+09  4.16E+09
                       1.62E+10  2.88E+10
    51    51           5.19E+07  4.89E+09  6.44E+08  4.75E+09  3.26E+10  4.42E+08  1.87E+09  3.77E+09
                       1.46E+10  2.59E+10
    52    52           4.70E+07  4.43E+09  5.84E+08  4.30E+09  2.96E+10  4.01E+08  1.69E+09  3.42E+09
                       1.32E+10  2.34E+10
    53    53           4.27E+07  4.02E+09  5.31E+08  3.89E+09  2.70E+10  3.65E+08  1.54E+09  3.11E+09
                       1.20E+10  2.12E+10
    54    54           3.88E+07  3.66E+09  4.84E+08  3.53E+09  2.46E+10  3.33E+08  1.40E+09  2.83E+09
                       1.09E+10  1.92E+10
    55    55           3.54E+07  3.33E+09  4.42E+08  3.21E+09  2.25E+10  3.04E+08  1.27E+09  2.58E+09
                       9.90E+09  1.75E+10
    56    56           3.23E+07  3.04E+09  4.04E+08  2.93E+09  2.05E+10  2.78E+08  1.16E+09  2.36E+09
                       9.02E+09  1.59E+10
    57    60           2.28E+07  2.14E+09  2.86E+08  2.05E+09  1.46E+10  1.97E+08  8.20E+08  1.67E+09
                       6.32E+09  1.11E+10
    58    66           1.40E+07  1.32E+09  1.78E+08  1.26E+09  9.10E+09  1.23E+08  5.07E+08  1.03E+09
                       3.88E+09  6.80E+09
    59    72           9.05E+06  8.50E+08  1.15E+08  8.05E+08  5.90E+09  7.97E+07  3.27E+08  6.67E+08
                       2.49E+09  4.35E+09
    60    80           5.31E+06  4.99E+08  6.79E+07  4.71E+08  3.49E+09  4.72E+07  1.92E+08  3.93E+08
                       1.46E+09  2.54E+09
    61    88           3.28E+06  3.08E+08  4.21E+07  2.90E+08  2.17E+09  2.93E+07  1.19E+08  2.44E+08
                       8.98E+08  1.56E+09
    62   100           1.72E+06  1.62E+08  2.22E+07  1.52E+08  1.15E+09  1.55E+07  6.26E+07  1.28E+08
                       4.70E+08  8.17E+08
    63   115           8.52E+05  8.02E+07  1.10E+07  7.49E+07  5.71E+08  7.71E+06  3.10E+07  6.37E+07
                       2.32E+08  4.03E+08
    64   140           3.17E+05  2.98E+07  4.12E+06  2.78E+07  2.14E+08  2.88E+06  1.16E+07  2.38E+07
                       8.63E+07  1.49E+08
    65   162           1.52E+05  1.43E+07  1.99E+06  1.33E+07  1.03E+08  1.39E+06  5.56E+06  1.14E+07
                       4.14E+07  7.16E+07
    66   200           5.28E+04  4.98E+06  6.91E+05  4.63E+06  3.59E+07  4.84E+05  1.93E+06  3.98E+06
                       1.44E+07  2.48E+07
    67   235           2.35E+04  2.22E+06  3.08E+05  2.06E+06  1.60E+07  2.16E+05  8.63E+05  1.77E+06
                       6.40E+06  1.11E+07
    68   300           6.90E+03  6.54E+05  9.08E+04  6.06E+05  4.72E+06  6.37E+04  2.54E+05  5.22E+05
                       1.88E+06  3.25E+06
    69   353           3.05E+03  2.89E+05  4.02E+04  2.68E+05  2.09E+06  2.82E+04  1.12E+05  2.31E+05
                       8.34E+05  1.44E+06
    70   450           9.05E+02  8.59E+04  1.19E+04  7.96E+04  6.21E+05  8.38E+03  3.34E+04  6.87E+04
                       2.47E+05  4.26E+05
    71   535           3.80E+02  3.61E+04  5.03E+03  3.35E+04  2.61E+05  3.52E+03  1.40E+04  2.89E+04
                       1.04E+05  1.79E+05
    72   700           9.90E+01  9.41E+03  1.31E+03  8.72E+03  6.81E+04  9.19E+02  3.66E+03  7.53E+03
                       2.71E+04  4.67E+04
    73   811           4.74E+01  4.51E+03  6.27E+02  4.18E+03  3.26E+04  4.40E+02  1.75E+03  3.61E+03
                       1.30E+04  2.24E+04
    74   999           1.67E+01  1.59E+03  2.21E+02  1.47E+03  1.15E+04  1.55E+02  6.17E+02  1.27E+03
                       4.57E+03  7.88E+03



 --------------------------------
 PRTI= 1  TRMPRT= (2P)  SPNPRT= 2

