SEQ='MG'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  85995131.5   NPRNTI= 3   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   251     3    3P1 6H1             (3)6( 5.0)   611893.8*     2.12E+13  0.00E+00
   252     3    3P1 6H1             (3)6( 6.0)   611897.7*     2.14E+13  0.00E+00
   253     3    3P1 6F1             (3)2( 1.0)   611918.6*     2.96E+13  0.00E+00
   254     3    3P1 6H1             (3)4( 5.0)   612055.3*     1.11E+11  0.00E+00
   255     3    3P1 6H1             (1)4( 4.0)   612058.0*     2.07E+11  0.00E+00
   256     3    3P1 6G1             (3)3( 4.0)   612093.1*     1.86E+11  0.00E+00
   257     3    3P1 6G1             (3)5( 6.0)   612143.6*     1.27E+14  0.00E+00
   258     3    3P1 6G1             (3)3( 3.0)   612175.6*     1.08E+12  0.00E+00
   259     3    3P1 6H1             (3)6( 7.0)   612230.6*     3.56E+13  0.00E+00
   260     3    3P1 6H1             (1)6( 6.0)   612236.1*     3.58E+13  0.00E+00
   261     3    3P1 6G1             (1)5( 5.0)   612341.9*     1.36E+14  0.00E+00
   262     3    3P1 6H1             (3)4( 3.0)   612352.7*     1.49E+11  0.00E+00
   263     3    3P1 6H1             (3)4( 4.0)   612356.9*     2.57E+11  0.00E+00
   264     3    3P1 6G1             (3)3( 2.0)   612467.4*     2.11E+11  0.00E+00
   265     3    3P1 6G1             (1)3( 3.0)   612586.3*     2.39E+12  0.00E+00
   266     3    3P1 6F1             (1)2( 2.0)   613536.2*     2.15E+13  0.00E+00
   267     3    3P1 6F1             (1)4( 4.0)   613608.7*     3.22E+14  0.00E+00
   268     2    3P1 7S1             (3)1( 0.0)   616330.7*     2.32E+13
   269     2    3P1 7S1             (3)1( 1.0)   616443.4*     4.30E+13
   270     3    3P1 7S1             (3)1( 2.0)   617291.6*     2.29E+13  0.00E+00
   271     3    3P1 7S1             (1)1( 1.0)   617639.3*     1.17E+14  0.00E+00
   272     2    3P1 7P1             (1)1( 1.0)   620907.1*     2.48E+13
   273     2    3P1 7P1             (3)2( 1.0)   621262.1*     2.70E+13
   274     2    3P1 7P1             (3)2( 2.0)   621338.2*     5.52E+13
   275     2    3P1 7P1             (3)1( 0.0)   621572.9*     3.82E+12
   276     3    3P1 7P1             (3)1( 1.0)   621960.4*     1.17E+13  0.00E+00
   277     3    3P1 7P1             (3)2( 3.0)   622065.5*     5.69E+13  0.00E+00
   278     3    3P1 7P1             (3)1( 2.0)   622251.7*     1.07E+13  0.00E+00
   279     3    3P1 7P1             (3)0( 1.0)   622623.8*     3.18E+13  0.00E+00
   280     3    3P1 7P1             (1)2( 2.0)   622994.1*     1.21E+14  0.00E+00
   281     3    3P1 7P1             (1)0( 0.0)   624273.9*     1.14E+14  0.00E+00
   282     2    3P1 7D1             (1)2( 2.0)   628338.7*     4.27E+12
   283     2    3P1 7D1             (3)2( 2.0)   628439.4*     5.01E+12
   284     2    3P1 7D1             (3)2( 1.0)   628508.0*     5.33E+12
   285     2    3P1 7D1             (3)3( 3.0)   628540.3*     7.93E+12
   286     3    3P1 7D1             (3)3( 2.0)   629194.6*     3.78E+12  0.00E+00
   287     3    3P1 7D1             (3)2( 3.0)   629290.7*     4.70E+12  0.00E+00
   288     3    3P1 7D1             (3)3( 4.0)   629465.4*     8.97E+12  0.00E+00
   289     3    3P1 7D1             (3)1( 2.0)   629657.6*     1.86E+13  0.00E+00
   290     3    3P1 7D1             (3)1( 1.0)   629787.1*     2.24E+13  0.00E+00
   291     3    3P1 7D1             (3)1( 0.0)   629909.1*     2.28E+13  0.00E+00
   292     3    3P1 7D1             (1)3( 3.0)   629967.1*     3.42E+13  0.00E+00
   293     3    3P1 7D1             (1)1( 1.0)   630295.7*     5.15E+13  0.00E+00
   294     2    3P1 7F1             (1)3( 3.0)   630439.2*     4.04E+13
   295     2    3P1 7F1             (3)3( 3.0)   630666.8*     1.86E+13
   296     2    3P1 7F1             (3)4( 4.0)   630758.5*     5.48E+13
   297     2    3P1 7F1             (3)3( 2.0)   630836.6*     2.33E+12
   298     2    3P1 7G1             (1)4( 4.0)   631119.5*     5.31E+12
   299     2    3P1 7G1             (3)4( 4.0)   631146.1*     3.15E+13
   300     2    3P1 7G1             (3)4( 3.0)   631152.9*     2.88E+11
   301     2    3P1 7G1             (3)4( 5.0)   631191.7*     3.51E+13
   302     2    3P1 7H1             (3)5( 5.0)   631274.9*     6.93E+10
   303     2    3P1 7H1             (3)5( 4.0)   631276.7*     1.16E+11
   304     2    3P1 7H1             (3)6( 5.0)   631291.1*     1.65E+13
   305     2    3P1 7H1             (3)6( 6.0)   631295.1*     1.65E+13
   306     2    3P1 7I1             (3)6( 5.0)   631311.9*     1.59E+10
   307     2    3P1 7I1             (3)6( 6.0)   631312.1*     1.49E+10
   308     2    3P1 7I1             (3)7( 6.0)   631318.0*     3.11E+12
   309     2    3P1 7I1             (3)7( 7.0)   631318.4*     3.11E+12
   310     3    3P1 7F1             (3)4( 3.0)   631352.6*     3.08E+13  0.00E+00
   311     3    3P1 7F1             (3)3( 4.0)   631476.2*     3.67E+13  0.00E+00
   312     3    3P1 7F1             (3)4( 5.0)   631526.3*     8.59E+13  0.00E+00
   313     3    3P1 7F1             (3)2( 3.0)   631858.6*     1.46E+13  0.00E+00
   314     3    3P1 7G1             (3)5( 4.0)   631994.9*     4.32E+13  0.00E+00
   315     3    3P1 7F1             (3)2( 2.0)   632007.3*     1.63E+13  0.00E+00
   316     3    3P1 7G1             (3)5( 5.0)   632041.3*     4.83E+13  0.00E+00
   317     3    3P1 7F1             (3)2( 1.0)   632149.7*     1.83E+13  0.00E+00
   318     3    3P1 7H1             (1)5( 5.0)   632154.1*     1.41E+13  0.00E+00
   319     3    3P1 7H1             (3)5( 6.0)   632157.6*     1.43E+13  0.00E+00
   320     3    3P1 7I1             (1)6( 6.0)   632205.3*     2.00E+12  0.00E+00
   321     3    3P1 7I1             (3)6( 7.0)   632205.7*     2.01E+12  0.00E+00
   322     3    3P1 7G1             (3)3( 4.0)   632226.2*     1.28E+11  0.00E+00
   323     3    3P1 7H1             (3)4( 5.0)   632249.4*     1.01E+11  0.00E+00
   324     3    3P1 7I1             (1)5( 5.0)   632250.2*     1.74E+10  0.00E+00
   325     3    3P1 7I1             (3)5( 6.0)   632250.5*     1.62E+10  0.00E+00
   326     3    3P1 7H1             (1)4( 4.0)   632252.3*     1.93E+11  0.00E+00
   327     3    3P1 7G1             (3)3( 3.0)   632281.8*     6.77E+11  0.00E+00
   328     3    3P1 7G1             (3)5( 6.0)   632309.1*     7.97E+13  0.00E+00
   329     3    3P1 7I1             (1)7( 7.0)   632356.5*     5.04E+12  0.00E+00
   330     3    3P1 7I1             (3)7( 8.0)   632356.7*     5.03E+12  0.00E+00
   331     3    3P1 7H1             (3)6( 7.0)   632386.3*     3.03E+13  0.00E+00
   332     3    3P1 7H1             (1)6( 6.0)   632393.0*     3.06E+13  0.00E+00
   333     3    3P1 7I1             (3)5( 4.0)   632395.0*     3.06E+10  0.00E+00
   334     3    3P1 7I1             (3)5( 5.0)   632395.4*     3.25E+10  0.00E+00
   335     3    3P1 7G1             (1)5( 5.0)   632451.1*     8.62E+13  0.00E+00
   336     3    3P1 7H1             (3)4( 3.0)   632464.0*     1.60E+11  0.00E+00
   337     3    3P1 7H1             (3)4( 4.0)   632468.6*     2.84E+11  0.00E+00
   338     3    3P1 7G1             (3)3( 2.0)   632516.7*     1.55E+11  0.00E+00
   339     3    3P1 7G1             (1)3( 3.0)   632600.6*     1.52E+12  0.00E+00
   340     3    3P1 7F1             (1)4( 4.0)   633027.9*     1.84E+14  0.00E+00
   341     3    3P1 7F1             (1)2( 2.0)   633032.7*     1.49E+13  0.00E+00
   342     2    3P1 8S1             (3)1( 0.0)   634660.8*     1.50E+13
   343     2    3P1 8S1             (3)1( 1.0)   634739.1*     3.05E+13
   344     3    3P1 8S1             (3)1( 2.0)   635621.7*     1.48E+13  0.00E+00
   345     3    3P1 8S1             (1)1( 1.0)   635829.1*     6.90E+13  0.00E+00
   346     2    3P1 8P1             (3)2( 1.0)   637637.5*     2.06E+13
   347     2    3P1 8P1             (3)1( 1.0)   637870.5*     1.32E+13
   348     2    3P1 8P1             (3)2( 2.0)   637922.3*     3.63E+13
   349     2    3P1 8P1             (3)1( 0.0)   638086.3*     4.76E+12
   350     3    3P1 8P1             (1)1( 1.0)   638599.7*     8.10E+12  0.00E+00
   351     3    3P1 8P1             (3)2( 3.0)   638705.6*     3.62E+13  0.00E+00
   352     3    3P1 8P1             (3)1( 2.0)   638812.3*     8.65E+12  0.00E+00
   353     3    3P1 8P1             (3)0( 1.0)   639046.0*     2.00E+13  0.00E+00
   354     3    3P1 8P1             (1)2( 2.0)   639258.3*     7.17E+13  0.00E+00
   355     3    3P1 8P1             (1)0( 0.0)   640035.4*     7.23E+13  0.00E+00
   356     2    3P1 8D1             (3)3( 2.0)   642480.4*     3.70E+12
   357     2    3P1 8D1             (3)2( 2.0)   642541.7*     4.27E+12
   358     2    3P1 8D1             (3)2( 1.0)   642608.6*     5.91E+12
   359     2    3P1 8D1             (3)3( 3.0)   642611.9*     6.36E+12
   360     3    3P1 8D1             (1)2( 2.0)   643341.5*     2.07E+12  0.00E+00
   361     3    3P1 8D1             (3)2( 3.0)   643405.9*     2.59E+12  0.00E+00
   362     3    3P1 8D1             (3)3( 4.0)   643530.6*     5.86E+12  0.00E+00
   363     3    3P1 8D1             (3)1( 2.0)   643624.0*     1.17E+13  0.00E+00
   364     3    3P1 8D1             (3)1( 1.0)   643713.2*     1.50E+13  0.00E+00
   365     3    3P1 8D1             (3)1( 0.0)   643815.6*     1.59E+13  0.00E+00
   366     3    3P1 8D1             (1)3( 3.0)   643830.1*     1.96E+13  0.00E+00
   367     2    3P1 8F1             (3)4( 3.0)   643867.8*     3.18E+13
   368     2    3P1 8F1             (3)3( 3.0)   644030.5*     8.51E+12
   369     3    3P1 8D1             (1)1( 1.0)   644037.6*     3.30E+13  0.00E+00
   370     2    3P1 8F1             (3)4( 4.0)   644103.9*     3.88E+13
   371     2    3P1 8F1             (3)3( 2.0)   644169.4*     2.52E+12
   372     2    3P1 8G1             (1)4( 4.0)   644331.6*     1.66E+13
   373     2    3P1 8G1             (3)4( 4.0)   644343.3*     1.35E+13
   374     2    3P1 8G1             (3)4( 3.0)   644364.8*     2.89E+11
   375     2    3P1 8G1             (3)5( 5.0)   644379.6*     2.99E+13
