SEQ='MG'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  85995587.8   NPRNTI= 3   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S1                 (2)0( 0.5)        0.0 
     2          3P1                 (2)1( 0.5)   104925.8 
     3          3P1                 (2)1( 1.5)   105886.2 
     4          3D1                 (2)2( 1.5)   246131.8*
     5          3D1                 (2)2( 2.5)   246189.3*

   IC RESOLVED LEVEL INDEXING           BWNR=  86268068.1   NLVL= 424
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
   205     3    3P1 6S1             (3)1( 2.0)   277119.4*     0.00E+00  0.00E+00
   206     3    3P1 6S1             (1)1( 1.0)   277484.2*     0.00E+00  0.00E+00
   207     2    3P1 6P1             (1)1( 1.0)   284025.8*     0.00E+00
   208     2    3P1 6P1             (3)2( 1.0)   284748.8*     0.00E+00
   209     2    3P1 6P1             (3)2( 2.0)   284943.9*     0.00E+00
   210     2    3P1 6P1             (3)1( 0.0)   285151.9*     0.00E+00
   211     3    3P1 6P1             (3)1( 1.0)   285437.5*     0.00E+00  0.00E+00
   212     3    3P1 6P1             (3)2( 3.0)   285599.6*     0.00E+00  0.00E+00
   213     3    3P1 6P1             (3)1( 2.0)   285808.4*     0.00E+00  0.00E+00
   214     3    3P1 6P1             (3)0( 1.0)   286419.0*     0.00E+00  0.00E+00
   215     3    3P1 6P1             (1)2( 2.0)   288174.5*     0.00E+00  0.00E+00
   216     3    3P1 6P1             (1)0( 0.0)   289283.3*     0.00E+00  0.00E+00
   217     2    3P1 6D1             (1)3( 3.0)   290297.6*     0.00E+00
   218     2    3P1 6D1             (1)1( 1.0)   293547.7*     0.00E+00
   219     2    3P1 6D1             (1)2( 2.0)   296325.4*     0.00E+00
   220     2    3P1 6D1             (3)3( 2.0)   297111.2*     0.00E+00
   221     3    3P1 6D1             (3)3( 3.0)   297346.5*     0.00E+00  0.00E+00
   222     3    3P1 6D1             (3)2( 1.0)   297576.6*     0.00E+00  0.00E+00
   223     3    3P1 6D1             (3)2( 2.0)   297737.1*     0.00E+00  0.00E+00
   224     3    3P1 6D1             (3)3( 4.0)   297909.8*     0.00E+00  0.00E+00
   225     3    3P1 6D1             (3)2( 3.0)   298046.0*     0.00E+00  0.00E+00
   226     3    3P1 6D1             (3)1( 2.0)   298388.4*     0.00E+00  0.00E+00
   227     3    3P1 6D1             (3)1( 1.0)   298543.4*     0.00E+00  0.00E+00
   228     3    3P1 6D1             (3)1( 0.0)   298619.0*     0.00E+00  0.00E+00
   229     2    3P1 6F1             (1)3( 3.0)   299877.8*     0.00E+00
   230     2    3P1 6F1             (3)3( 3.0)   300183.9*     0.00E+00
   231     2    3P1 6F1             (3)3( 4.0)   300298.1*     0.00E+00
   232     2    3P1 6F1             (3)3( 2.0)   300313.5*     0.00E+00
   233     2    3P1 6G1             (1)4( 4.0)   300542.1*     0.00E+00
   234     2    3P1 6G1             (3)4( 5.0)   300553.2*     0.00E+00
   235     2    3P1 6G1             (3)4( 4.0)   300650.9*     0.00E+00
   236     2    3P1 6G1             (3)4( 3.0)   300673.8*     0.00E+00
   237     3    3P1 6F1             (3)4( 3.0)   300841.5*     0.00E+00  0.00E+00
   238     3    3P1 6F1             (3)4( 4.0)   300995.0*     0.00E+00  0.00E+00
   239     2    3P1 6H1             (3)5( 5.0)   301076.4*     0.00E+00
   240     2    3P1 6H1             (3)5( 4.0)   301077.7*     0.00E+00
   241     2    3P1 6H1             (1)5( 5.0)   301112.4*     0.00E+00
   242     2    3P1 6H1             (3)5( 6.0)   301115.2*     0.00E+00
   243     3    3P1 6F1             (3)4( 5.0)   301157.4*     0.00E+00  0.00E+00
   244     3    3P1 6G1             (3)5( 4.0)   301384.8*     0.00E+00  0.00E+00
   245     3    3P1 6G1             (3)5( 5.0)   301396.9*     0.00E+00  0.00E+00
   246     3    3P1 6G1             (3)5( 6.0)   301686.0*     0.00E+00  0.00E+00
   247     3    3P1 6G1             (1)5( 5.0)   301708.0*     0.00E+00  0.00E+00
   248     3    3P1 6F1             (3)2( 3.0)   301927.3*     0.00E+00  0.00E+00
   249     3    3P1 6H1             (3)6( 5.0)   301985.7*     0.00E+00  0.00E+00
   250     3    3P1 6H1             (3)6( 6.0)   301989.1*     0.00E+00  0.00E+00
   251     3    3P1 6F1             (3)2( 2.0)   302135.6*     0.00E+00  0.00E+00
   252     3    3P1 6H1             (3)4( 5.0)   302144.7*     0.00E+00  0.00E+00
   253     3    3P1 6H1             (1)4( 4.0)   302148.9*     0.00E+00  0.00E+00
   254     3    3P1 6H1             (3)6( 7.0)   302318.2*     0.00E+00  0.00E+00
   255     3    3P1 6F1             (3)2( 1.0)   302321.9*     0.00E+00  0.00E+00
