SEQ='O '     NUCCHG=10                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  27265597.8   NPRNTI= 5   NPRNTF= 9
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   259     2    2S2 2P3 4D1         (3)2( 2.0)   467552.9 
   260     2    2S2 2P3 4D1         (3)2( 1.0)   467553.4 
   261     1    2S2 2P3 8S1         (5)0( 2.0)   468066.9 
   262     1    2S2 2P3 8S1         (3)0( 1.0)   468305.6 
   263     2    2S2 2P3 4D1         (1)1( 1.0)   468427.6 
   264     3    2S2 2P3 4D1         (3)1( 2.0)   468579.2 
   265     3    2S2 2P3 4D1         (3)1( 1.0)   468610.1 
   266     3    2S2 2P3 4D1         (3)1( 0.0)   468615.0 
   267     3    2S2 2P3 4D1         (3)0( 1.0)   468641.5 
   268     4    2S2 2P3 4P1         (3)0( 1.0)   468670.4 
   269     3    2S2 2P3 4D1         (1)2( 2.0)   468948.6 
   270     5    2S2 2P3 4P1         (3)2( 3.0)   469060.3 
   271     4    2S2 2P3 4P1         (3)2( 1.0)   469063.8 
   272     4    2S2 2P3 4P1         (3)2( 2.0)   469066.5 
   273     1    2S2 2P3 8P1         (5)1( 1.0)   469320.6 
   274     1    2S2 2P3 8P1         (5)1( 2.0)   469321.6 
   275     1    2S2 2P3 8P1         (5)1( 3.0)   469323.1 
   276     5    2S2 2P3 4P1         (1)1( 1.0)   469440.2 
   277     2    2S2 2P3 4F1         (3)4( 3.0)   469467.0 
   278     2    2S2 2P3 4F1         (3)4( 4.0)   469475.2 
   279     3    2S2 2P3 4D1         (1)3( 3.0)   469475.3 
   280     2    2S2 2P3 4F1         (3)2( 2.0)   469485.5 
   281     2    2S2 2P3 4F1         (3)2( 3.0)   469485.9 
   282     2    2S2 2P3 4F1         (3)5( 4.0)   469501.3 
   283     2    2S2 2P3 4F1         (3)5( 5.0)   469503.4 
   284     2    2S2 2P3 4F1         (1)1( 1.0)   469516.5 
   285     3    2S2 2P3 4F1         (3)3( 4.0)   469526.8 
   286     3    2S2 2P3 4F1         (3)4( 5.0)   469527.9 
   287     3    2S2 2P3 4F1         (3)3( 3.0)   469530.1 
   288     2    2S2 2P3 4F1         (3)1( 2.0)   469532.1 
   289     3    2S2 2P3 4F1         (3)5( 6.0)   469532.1 
   290     3    2S2 2P3 4F1         (1)5( 5.0)   469532.6 
   291     3    2S2 2P3 4F1         (3)3( 2.0)   469534.9 
   292     3    2S2 2P3 4F1         (3)2( 1.0)   469541.2 
   293     3    2S2 2P3 4F1         (1)2( 2.0)   469547.8 
   294     3    2S2 2P3 4F1         (3)1( 1.0)   469548.1 
   295     3    2S2 2P3 4F1         (3)1( 0.0)   469550.6 
   296     3    2S2 2P3 4F1         (1)4( 4.0)   469558.7 
   297     3    2S2 2P3 4F1         (1)3( 3.0)   469560.5 
   298     1    2S2 2P3 8P1         (3)1( 0.0)   469715.4 
   299     1    2S2 2P3 8P1         (3)1( 1.0)   469715.8 
   300     1    2S2 2P3 8P1         (3)1( 2.0)   469717.2 
   301     5    2S2 2P3 4P1         (3)1( 2.0)   470845.7 
   302     5    2S2 2P3 4P1         (3)1( 1.0)   470883.7 
   303     4    2S2 2P3 4P1         (3)1( 0.0)   470902.7 
   304     1    2S2 2P3 8D1         (5)2( 0.0)   470989.2 
   305     1    2S2 2P3 8D1         (5)2( 1.0)   470989.2 
   306     1    2S2 2P3 8D1         (5)2( 2.0)   470989.4 
   307     1    2S2 2P3 8D1         (5)2( 3.0)   470989.5 
   308     1    2S2 2P3 8D1         (5)2( 4.0)   470989.7 
   309     1    2S2 2P3 8D1         (3)2( 1.0)   471249.5 
   310     1    2S2 2P3 8D1         (3)2( 2.0)   471250.1 
   311     1    2S2 2P3 8D1         (3)2( 3.0)   471251.1 
   312     1    2S2 2P3 8F1         (5)3( 1.0)   471354.3 
   313     1    2S2 2P3 8F1         (5)3( 2.0)   471354.3 
   314     1    2S2 2P3 8F1         (5)3( 3.0)   471354.3 
   315     1    2S2 2P3 8F1         (5)3( 4.0)   471354.4 
   316     1    2S2 2P3 8F1         (5)3( 5.0)   471354.5 
   317     1    2S2 2P3 8F1         (3)3( 4.0)   471364.2 
   318     1    2S2 2P3 8F1         (3)3( 3.0)   471364.2 
   319     1    2S2 2P3 8F1         (3)3( 2.0)   471364.2 
   320     1    2S2 2P3 8G1         (5)4( 2.0)   471367.7 
   321     1    2S2 2P3 8G1         (5)4( 3.0)   471367.8 
   322     1    2S2 2P3 8G1         (5)4( 4.0)   471367.8 
   323     1    2S2 2P3 8G1         (5)4( 5.0)   471367.8 
   324     1    2S2 2P3 8G1         (5)4( 6.0)   471367.9 
   325     1    2S2 2P3 8G1         (3)4( 5.0)   471368.0 
   326     1    2S2 2P3 8G1         (3)4( 4.0)   471368.0 
   327     1    2S2 2P3 8G1         (3)4( 3.0)   471368.1 
   328     1    2S2 2P3 8H1         (5)5( 3.0)   471368.1 
   329     1    2S2 2P3 8H1         (5)5( 4.0)   471368.1 
   330     1    2S2 2P3 8H1         (5)5( 5.0)   471368.1 
   331     1    2S2 2P3 8H1         (3)5( 6.0)   471368.1 
   332     1    2S2 2P3 8I1         (5)6( 6.0)   471368.1 
   333     1    2S2 2P3 8I1         (5)6( 5.0)   471368.1 
   334     1    2S2 2P3 8I1         (5)6( 4.0)   471368.1 
   335     1    2S2 2P3 8I1         (3)6( 7.0)   471368.1 
   336     1    2S2 2P3 8J1         (5)7( 7.0)   471368.2 
   337     1    2S2 2P3 8J1         (5)7( 6.0)   471368.2 
   338     1    2S2 2P3 8J1         (3)7( 8.0)   471368.2 
   339     1    2S2 2P3 8J1         (5)7( 5.0)   471368.2 
   340     1    2S2 2P3 8H1         (5)5( 7.0)   471368.2 
   341     1    2S2 2P3 8H1         (5)5( 6.0)   471368.2 
   342     1    2S2 2P3 8H1         (3)5( 5.0)   471368.2 
   343     1    2S2 2P3 8H1         (3)5( 4.0)   471368.2 
   344     1    2S2 2P3 8I1         (5)6( 7.0)   471368.2 
   345     1    2S2 2P3 8I1         (3)6( 6.0)   471368.2 
   346     1    2S2 2P3 8I1         (5)6( 8.0)   471368.2 
   347     1    2S2 2P3 8I1         (3)6( 5.0)   471368.2 
   348     1    2S2 2P3 8J1         (5)7( 8.0)   471368.2 
   349     1    2S2 2P3 8J1         (3)7( 7.0)   471368.2 
   350     1    2S2 2P3 8J1         (5)7( 9.0)   471368.2 
   351     1    2S2 2P3 8J1         (3)7( 6.0)   471368.2 
   352     5    2S2 2P3 4P1         (1)2( 2.0)   471898.6 
   353     6    2S1 2P4 3S1         (5)1( 3.0)   474580.6 
   354     6    2S1 2P4 3S1         (5)1( 2.0)   475099.5 
   355     7    2S1 2P4 3S1         (5)1( 1.0)   475443.8 
   356     2    2S2 2P3 5S1         (3)2( 1.0)   477062.7 
   357     2    2S2 2P3 5S1         (3)2( 2.0)   477074.6 
   358     3    2S2 2P3 5S1         (3)2( 3.0)   477094.7 
   359     3    2S2 2P3 5S1         (1)2( 2.0)   477672.1 
   360     5    2S2 2P3 4P1         (1)0( 0.0)   478386.9 
   361     2    2S2 2P3 5P1         (3)2( 1.0)   482766.6 
   362     2    2S2 2P3 5P1         (3)2( 2.0)   482799.1 
   363     2    2S2 2P3 5P1         (3)2( 3.0)   482828.4 
   364     2    2S2 2P3 5P1         (1)1( 1.0)   482897.2 
   365     2    2S2 2P3 5P1         (3)3( 2.0)   482948.9 
   366     3    2S2 2P3 5P1         (3)3( 3.0)   482965.6 
   367     3    2S2 2P3 5P1         (3)3( 4.0)   482988.9 
   368     3    2S2 2P3 5P1         (1)3( 3.0)   483179.1 
   369     2    2S2 2P3 5P1         (3)1( 0.0)   484353.9 
   370     3    2S2 2P3 5P1         (3)1( 1.0)   484364.5 
   371     3    2S2 2P3 5P1         (3)1( 2.0)   484389.9 
   372     5    2S2 2P3 4D1         (3)3( 4.0)   484902.8 
   373     4    2S2 2P3 4D1         (3)3( 3.0)   484924.9 
   374     4    2S2 2P3 4D1         (3)3( 2.0)   484938.8 
   375     5    2S2 2P3 4D1         (3)1( 0.0)   485236.0 
   376     4    2S2 2P3 4D1         (3)1( 1.0)   485251.0 
   377     4    2S2 2P3 4D1         (3)1( 2.0)   485277.4 
   378     5    2S2 2P3 4D1         (1)2( 2.0)   485337.3 
   379     5    2S2 2P3 4D1         (3)2( 1.0)   485617.6 
   380     5    2S2 2P3 4D1         (3)2( 2.0)   485631.9 
   381     5    2S2 2P3 4D1         (3)2( 3.0)   485636.1 
   382     3    2S2 2P3 5P1         (1)2( 2.0)   486061.3 
   383     5    2S2 2P3 4D1         (1)3( 3.0)   486191.2 
   384     5    2S2 2P3 4F1         (3)2( 1.0)   487292.9*     1.08E+07  0.00E+00  0.00E+00  0.00E+00
   385     4    2S2 2P3 4F1         (3)2( 2.0)   487301.4*     1.34E+09  0.00E+00  0.00E+00
   386     5    2S2 2P3 4F1         (3)4( 5.0)   487304.2*     5.87E+05  0.00E+00  0.00E+00  0.00E+00
   387     4    2S2 2P3 4F1         (3)4( 3.0)   487304.2*     2.64E+08  0.00E+00  0.00E+00
