SEQ='AL'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 113539305.5   NPRNTI= 4   NPRNTF=18
   ---------------------
   INDP         CODE                 S L   WI        WNP
             1.11E-21  4.92E-21  4.52E-21  2.57E-21  8.67E-22  3.37E-22  1.25E-22  3.26E-23  1.16E-23
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.35E-39  2.94E-27  1.43E-23
             5.94E-22  2.63E-21  2.42E-21  1.38E-21  4.64E-22  1.80E-22  6.69E-23  1.74E-23  6.22E-24

                                                                                     --------------------------
                                                                                     PRTF= 2  LVLPRT= (3P  0.0)
   ILREP
   -----
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.92E-36  2.68E-24  1.28E-17  1.31E-15
             8.54E-15  1.31E-14  8.55E-15  4.12E-15  1.26E-15  4.72E-16  1.72E-16  4.44E-17  1.58E-17
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.35E-39  2.47E-26  1.21E-18  2.68E-16
             2.44E-15  4.41E-15  3.01E-15  1.48E-15  4.56E-16  1.72E-16  6.30E-17  1.63E-17  5.78E-18
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.91E-43  5.52E-29  1.26E-20  4.33E-18
             4.78E-17  9.55E-17  6.73E-17  3.36E-17  1.05E-17  3.96E-18  1.45E-18  3.74E-19  1.33E-19
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.58E-43  4.92E-28  1.98E-19  8.23E-17
             1.00E-15  2.12E-15  1.52E-15  7.66E-16  2.40E-16  9.10E-17  3.33E-17  8.61E-18  3.07E-18
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.66E-44  1.82E-28  1.59E-19  8.50E-17
             1.17E-15  2.67E-15  1.96E-15  1.00E-15  3.16E-16  1.20E-16  4.40E-17  1.14E-17  4.06E-18
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.23E-45  5.95E-30  7.30E-21  4.38E-18
             6.38E-17  1.50E-16  1.12E-16  5.74E-17  1.82E-17  6.91E-18  2.54E-18  6.56E-19  2.34E-19
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.85E-47  8.33E-31  1.42E-21  9.55E-19
             1.47E-17  3.60E-17  2.71E-17  1.40E-17  4.45E-18  1.70E-18  6.22E-19  1.61E-19  5.74E-20
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.40E-29  7.52E-20  5.49E-17
             8.83E-16  2.21E-15  1.68E-15  8.68E-16  2.76E-16  1.05E-16  3.87E-17  1.00E-17  3.57E-18
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.00E-29  6.22E-20  5.09E-17
             8.66E-16  2.24E-15  1.72E-15  8.95E-16  2.86E-16  1.09E-16  4.01E-17  1.04E-17  3.70E-18
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.48E-31  2.39E-21  2.07E-18
             3.63E-17  9.55E-17  7.37E-17  3.85E-17  1.23E-17  4.71E-18  1.73E-18  4.48E-19  1.60E-19
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.37E-32  9.19E-23  8.09E-20
             1.43E-18  3.78E-18  2.92E-18  1.53E-18  4.88E-19  1.87E-19  6.86E-20  1.78E-20  6.33E-21
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.83E-32  3.82E-22  3.49E-19
             6.29E-18  1.69E-17  1.31E-17  6.86E-18  2.20E-18  8.41E-19  3.09E-19  8.01E-20  2.85E-20
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.28E-30  3.67E-20  3.53E-17
             6.51E-16  1.77E-15  1.38E-15  7.24E-16  2.32E-16  8.88E-17  3.27E-17  8.47E-18  3.02E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.23E-30  3.18E-20  3.25E-17
             6.19E-16  1.71E-15  1.34E-15  7.08E-16  2.27E-16  8.71E-17  3.20E-17  8.30E-18  2.96E-18
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-31  1.34E-21  1.42E-18
             2.74E-17  7.66E-17  6.03E-17  3.18E-17  1.02E-17  3.92E-18  1.44E-18  3.74E-19  1.33E-19
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.41E-32  1.68E-22  1.80E-19
             3.50E-18  9.81E-18  7.73E-18  4.08E-18  1.31E-18  5.03E-19  1.85E-19  4.80E-20  1.71E-20
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.85E-35  1.28E-25  1.38E-22
             2.72E-21  7.72E-21  6.12E-21  3.24E-21  1.04E-21  4.00E-22  1.47E-22  3.82E-23  1.36E-23
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.31E-32  1.64E-22  1.77E-19
             3.48E-18  9.79E-18  7.73E-18  4.09E-18  1.32E-18  5.04E-19  1.86E-19  4.81E-20  1.71E-20
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.75E-30  2.22E-20  2.50E-17
             4.99E-16  1.42E-15  1.12E-15  5.95E-16  1.92E-16  7.35E-17  2.71E-17  7.01E-18  2.50E-18
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.61E-30  1.46E-20  1.70E-17
             3.46E-16  9.96E-16  7.92E-16  4.20E-16  1.36E-16  5.20E-17  1.91E-17  4.96E-18  1.77E-18
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.20E-32  7.02E-22  8.39E-19
             1.73E-17  5.00E-17  3.99E-17  2.12E-17  6.83E-18  2.62E-18  9.65E-19  2.50E-19  8.92E-20
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.65E-33  2.61E-23  3.14E-20
             6.47E-19  1.88E-18  1.50E-18  7.96E-19  2.57E-19  9.86E-20  3.63E-20  9.41E-21  3.35E-21
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.27E-35  1.23E-25  1.48E-22
             3.09E-21  9.09E-21  7.29E-21  3.88E-21  1.26E-21  4.82E-22  1.77E-22  4.60E-23  1.64E-23
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.77E-33  9.32E-23  1.11E-19
             2.29E-18  6.65E-18  5.30E-18  2.82E-18  9.09E-19  3.49E-19  1.28E-19  3.33E-20  1.19E-20
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-30  1.29E-20  1.61E-17
             3.36E-16  9.86E-16  7.89E-16  4.20E-16  1.36E-16  5.20E-17  1.92E-17  4.97E-18  1.77E-18
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.90E-31  9.28E-21  1.18E-17
             2.51E-16  7.42E-16  5.95E-16  3.17E-16  1.03E-16  3.93E-17  1.45E-17  3.76E-18  1.34E-18
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.33E-32  4.17E-22  5.43E-19
             1.17E-17  3.47E-17  2.79E-17  1.49E-17  4.81E-18  1.85E-18  6.80E-19  1.76E-19  6.29E-20
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.16E-33  1.41E-23  1.83E-20
             3.92E-19  1.16E-18  9.35E-19  4.98E-19  1.61E-19  6.19E-20  2.28E-20  5.91E-21  2.11E-21
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.99E-36  9.61E-26  1.25E-22
             2.70E-21  8.14E-21  6.58E-21  3.52E-21  1.14E-21  4.38E-22  1.62E-22  4.19E-23  1.49E-23
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.24E-33  6.07E-23  7.73E-20
             1.64E-18  4.87E-18  3.91E-18  2.08E-18  6.74E-19  2.59E-19  9.53E-20  2.47E-20  8.81E-21
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.02E-31  7.98E-21  1.06E-17
             2.29E-16  6.85E-16  5.52E-16  2.94E-16  9.54E-17  3.66E-17  1.35E-17  3.50E-18  1.25E-18
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.13E-31  5.76E-21  7.76E-18
             1.70E-16  5.10E-16  4.12E-16  2.20E-16  7.12E-17  2.74E-17  1.01E-17  2.61E-18  9.32E-19
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-32  2.07E-22  2.82E-19
             6.19E-18  1.87E-17  1.51E-17  8.06E-18  2.61E-18  1.00E-18  3.70E-19  9.58E-20  3.42E-20
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.34E-34  8.96E-24  1.22E-20
             2.67E-19  8.06E-19  6.51E-19  3.48E-19  1.13E-19  4.33E-20  1.60E-20  4.14E-21  1.48E-21
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.26E-36  7.33E-26  1.00E-22
             2.23E-21  6.85E-21  5.58E-21  2.99E-21  9.74E-22  3.74E-22  1.38E-22  3.58E-23  1.28E-23
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.25E-33  4.31E-23  5.74E-20
             1.25E-18  3.75E-18  3.03E-18  1.62E-18  5.24E-19  2.01E-19  7.41E-20  1.92E-20  6.85E-21
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.48E-31  5.30E-21  7.35E-18
             1.63E-16  4.94E-16  4.00E-16  2.14E-16  6.94E-17  2.67E-17  9.82E-18  2.55E-18  9.08E-19
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.45E-31  3.86E-21  5.42E-18
             1.21E-16  3.68E-16  2.98E-16  1.60E-16  5.18E-17  1.99E-17  7.33E-18  1.90E-18  6.77E-19
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.45E-33  1.18E-22  1.66E-19
             3.70E-18  1.13E-17  9.14E-18  4.89E-18  1.59E-18  6.10E-19  2.25E-19  5.83E-20  2.08E-20
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.93E-34  6.17E-24  8.68E-21
             1.94E-19  5.92E-19  4.80E-19  2.57E-19  8.34E-20  3.21E-20  1.18E-20  3.06E-21  1.09E-21
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.64E-36  5.63E-26  8.00E-23
             1.82E-21  5.65E-21  4.62E-21  2.49E-21  8.10E-22  3.11E-22  1.15E-22  2.98E-23  1.06E-23

   INREP
   -----
     3       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.93E-36  2.71E-24  1.40E-17  1.58E-15
             1.10E-14  1.75E-14  1.16E-14  5.60E-15  1.71E-15  6.45E-16  2.35E-16  6.07E-17  2.16E-17
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.16E-43  7.35E-28  3.77E-19  1.76E-16
             2.28E-15  5.03E-15  3.66E-15  1.86E-15  5.84E-16  2.22E-16  8.14E-17  2.10E-17  7.49E-18
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.85E-47  5.54E-29  1.41E-19  1.09E-16
             1.80E-15  4.58E-15  3.50E-15  1.82E-15  5.79E-16  2.21E-16  8.12E-17  2.10E-17  7.49E-18
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-29  7.05E-20  6.98E-17
             1.31E-15  3.58E-15  2.80E-15  1.47E-15  4.73E-16  1.81E-16  6.67E-17  1.73E-17  6.15E-18
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.45E-30  3.77E-20  4.31E-17
             8.66E-16  2.48E-15  1.97E-15  1.04E-15  3.36E-16  1.29E-16  4.74E-17  1.23E-17  4.38E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-30  2.27E-20  2.85E-17
             6.02E-16  1.77E-15  1.42E-15  7.55E-16  2.44E-16  9.36E-17  3.45E-17  8.94E-18  3.19E-18
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.04E-30  1.40E-20  1.87E-17
             4.07E-16  1.22E-15  9.83E-16  5.25E-16  1.70E-16  6.53E-17  2.40E-17  6.24E-18  2.22E-18
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.05E-31  9.32E-21  1.30E-17
             2.89E-16  8.78E-16  7.11E-16  3.80E-16  1.23E-16  4.74E-17  1.75E-17  4.53E-18  1.61E-18
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.80E-31  6.42E-21  9.24E-18
             2.09E-16  6.39E-16  5.19E-16  2.78E-16  9.03E-17  3.47E-17  1.28E-17  3.32E-18  1.18E-18
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.55E-31  4.60E-21  6.78E-18
             1.55E-16  4.78E-16  3.89E-16  2.09E-16  6.78E-17  2.60E-17  9.60E-18  2.49E-18  8.88E-19
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.81E-31  3.46E-21  5.19E-18
             1.20E-16  3.71E-16  3.03E-16  1.63E-16  5.28E-17  2.03E-17  7.49E-18  1.94E-18  6.92E-19
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.31E-31  2.60E-21  3.95E-18
             9.16E-17  2.85E-16  2.33E-16  1.25E-16  4.07E-17  1.57E-17  5.77E-18  1.50E-18  5.34E-19
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.98E-32  2.05E-21  3.15E-18
             7.34E-17  2.30E-16  1.88E-16  1.01E-16  3.28E-17  1.26E-17  4.65E-18  1.21E-18  4.30E-19
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.40E-32  1.56E-21  2.42E-18
             5.66E-17  1.78E-16  1.45E-16  7.82E-17  2.54E-17  9.79E-18  3.61E-18  9.36E-19  3.34E-19
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.94E-32  1.28E-21  2.00E-18
             4.71E-17  1.48E-16  1.21E-16  6.52E-17  2.12E-17  8.17E-18  3.01E-18  7.81E-19  2.79E-19
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.85E-32  1.07E-21  1.67E-18
             3.95E-17  1.24E-16  1.02E-16  5.49E-17  1.79E-17  6.87E-18  2.53E-18  6.58E-19  2.34E-19
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.02E-32  8.97E-22  1.42E-18
             3.35E-17  1.06E-16  8.67E-17  4.67E-17  1.52E-17  5.85E-18  2.16E-18  5.59E-19  1.99E-19
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.39E-32  7.68E-22  1.22E-18
             2.89E-17  9.13E-17  7.49E-17  4.04E-17  1.31E-17  5.05E-18  1.86E-18  4.84E-19  1.72E-19
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.89E-32  6.63E-22  1.06E-18
             2.51E-17  7.94E-17  6.52E-17  3.51E-17  1.14E-17  4.40E-18  1.62E-18  4.21E-19  1.50E-19
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.49E-32  5.76E-22  9.21E-19
             2.19E-17  6.94E-17  5.70E-17  3.07E-17  1.00E-17  3.85E-18  1.42E-18  3.68E-19  1.31E-19
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.15E-32  5.03E-22  8.07E-19
             1.92E-17  6.10E-17  5.01E-17  2.70E-17  8.79E-18  3.38E-18  1.25E-18  3.24E-19  1.15E-19
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.88E-32  4.42E-22  7.11E-19
             1.70E-17  5.39E-17  4.43E-17  2.39E-17  7.77E-18  2.99E-18  1.10E-18  2.86E-19  1.02E-19
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.65E-32  3.91E-22  6.30E-19
             1.51E-17  4.78E-17  3.93E-17  2.12E-17  6.90E-18  2.65E-18  9.79E-19  2.54E-19  9.06E-20
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.45E-32  3.47E-22  5.60E-19
             1.34E-17  4.26E-17  3.50E-17  1.89E-17  6.15E-18  2.37E-18  8.73E-19  2.26E-19  8.07E-20
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-32  2.72E-22  4.41E-19
             1.06E-17  3.36E-17  2.77E-17  1.49E-17  4.86E-18  1.87E-18  6.89E-19  1.79E-19  6.38E-20
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.97E-33  2.18E-22  3.55E-19
             8.53E-18  2.71E-17  2.23E-17  1.20E-17  3.92E-18  1.51E-18  5.57E-19  1.44E-19  5.15E-20
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.27E-33  1.78E-22  2.91E-19
             6.99E-18  2.23E-17  1.83E-17  9.88E-18  3.22E-18  1.24E-18  4.57E-19  1.19E-19  4.23E-20
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.53E-33  1.37E-22  2.24E-19
             5.38E-18  1.72E-17  1.41E-17  7.62E-18  2.48E-18  9.55E-19  3.52E-19  9.14E-20  3.26E-20
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.98E-33  9.93E-23  1.63E-19
             3.92E-18  1.25E-17  1.03E-17  5.56E-18  1.81E-18  6.97E-19  2.57E-19  6.67E-20  2.38E-20
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.58E-33  6.48E-23  1.07E-19
             2.57E-18  8.21E-18  6.76E-18  3.65E-18  1.19E-18  4.58E-19  1.69E-19  4.38E-20  1.56E-20
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.99E-33  5.02E-23  8.27E-20
             2.00E-18  6.38E-18  5.25E-18  2.83E-18  9.24E-19  3.56E-19  1.31E-19  3.40E-20  1.21E-20
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-33  3.55E-23  5.86E-20
             1.42E-18  4.52E-18  3.73E-18  2.01E-18  6.55E-19  2.52E-19  9.30E-20  2.41E-20  8.61E-21
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-33  2.60E-23  4.29E-20
             1.04E-18  3.32E-18  2.73E-18  1.48E-18  4.81E-19  1.85E-19  6.83E-20  1.77E-20  6.32E-21
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.74E-34  1.72E-23  2.84E-20
             6.88E-19  2.20E-18  1.81E-18  9.77E-19  3.19E-19  1.23E-19  4.52E-20  1.17E-20  4.18E-21
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.33E-34  1.11E-23  1.83E-20
             4.44E-19  1.42E-18  1.17E-18  6.31E-19  2.06E-19  7.91E-20  2.92E-20  7.58E-21  2.70E-21
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.29E-34  5.88E-24  9.72E-21
             2.35E-19  7.53E-19  6.21E-19  3.35E-19  1.09E-19  4.20E-20  1.55E-20  4.02E-21  1.43E-21
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.50E-34  3.86E-24  6.39E-21
             1.55E-19  4.95E-19  4.08E-19  2.20E-19  7.18E-20  2.76E-20  1.02E-20  2.65E-21  9.43E-22
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.32E-35  2.14E-24  3.54E-21
             8.58E-20  2.75E-19  2.26E-19  1.22E-19  3.98E-20  1.53E-20  5.65E-21  1.47E-21  5.23E-22
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.37E-35  1.38E-24  2.29E-21
             5.55E-20  1.77E-19  1.46E-19  7.89E-20  2.57E-20  9.90E-21  3.65E-21  9.48E-22  3.38E-22
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.85E-35  7.34E-25  1.22E-21
             2.95E-20  9.43E-20  7.77E-20  4.19E-20  1.37E-20  5.26E-21  1.94E-21  5.03E-22  1.79E-22
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.76E-35  4.52E-25  7.49E-22
             1.81E-20  5.81E-20  4.78E-20  2.58E-20  8.42E-21  3.24E-21  1.20E-21  3.10E-22  1.11E-22
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.42E-36  2.17E-25  3.59E-22
             8.71E-21  2.79E-20  2.30E-20  1.24E-20  4.04E-21  1.56E-21  5.74E-22  1.49E-22  5.31E-23
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.17E-36  1.33E-25  2.21E-22
             5.35E-21  1.71E-20  1.41E-20  7.61E-21  2.48E-21  9.55E-22  3.52E-22  9.14E-23  3.26E-23
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.49E-36  6.42E-26  1.06E-22
             2.58E-21  8.25E-21  6.80E-21  3.67E-21  1.20E-21  4.61E-22  1.70E-22  4.41E-23  1.57E-23
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.48E-36  3.82E-26  6.33E-23
             1.53E-21  4.91E-21  4.04E-21  2.18E-21  7.12E-22  2.74E-22  1.01E-22  2.62E-23  9.35E-24
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.61E-37  1.70E-26  2.82E-23
             6.84E-22  2.19E-21  1.80E-21  9.74E-22  3.18E-22  1.22E-22  4.51E-23  1.17E-23  4.17E-24
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.25E-37  1.10E-26  1.82E-23
             4.40E-22  1.41E-21  1.16E-21  6.26E-22  2.04E-22  7.86E-23  2.90E-23  7.52E-24  2.68E-24
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.27E-37  5.86E-27  9.71E-24
             2.35E-22  7.53E-22  6.21E-22  3.35E-22  1.09E-22  4.20E-23  1.55E-23  4.02E-24  1.43E-24

                                                                                     --------------------------
                                                                                     PRTF= 3  LVLPRT= (3P  1.0)
   ILREP
   -----
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.09E-35  5.28E-24  2.04E-17  2.47E-15
             2.00E-14  3.65E-14  2.53E-14  1.26E-14  3.91E-15  1.48E-15  5.42E-16  1.40E-16  4.98E-17
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.21E-40  1.89E-26  1.12E-18  2.54E-16
             2.30E-15  4.09E-15  2.78E-15  1.36E-15  4.19E-16  1.58E-16  5.78E-17  1.49E-17  5.30E-18
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.12E-42  2.76E-28  5.81E-20  1.95E-17
             2.14E-16  4.26E-16  3.00E-16  1.50E-16  4.65E-17  1.76E-17  6.45E-18  1.67E-18  5.93E-19
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.29E-42  1.81E-27  7.55E-19  3.16E-16
             3.86E-15  8.18E-15  5.88E-15  2.96E-15  9.27E-16  3.52E-16  1.29E-16  3.33E-17  1.19E-17
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.27E-43  6.25E-28  5.51E-19  2.96E-16
             4.09E-15  9.33E-15  6.87E-15  3.50E-15  1.10E-15  4.20E-16  1.54E-16  3.99E-17  1.42E-17
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.71E-45  3.85E-29  4.77E-20  2.87E-17
             4.19E-16  9.89E-16  7.36E-16  3.78E-16  1.19E-16  4.55E-17  1.67E-17  4.32E-18  1.54E-18
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.52E-46  5.76E-30  9.26E-21  6.12E-18
             9.38E-17  2.28E-16  1.72E-16  8.85E-17  2.81E-17  1.07E-17  3.93E-18  1.02E-18  3.63E-19
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.04E-28  2.33E-19  1.70E-16
             2.74E-15  6.87E-15  5.21E-15  2.70E-15  8.59E-16  3.28E-16  1.20E-16  3.12E-17  1.11E-17
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.04E-29  2.18E-19  1.78E-16
             3.02E-15  7.82E-15  6.00E-15  3.12E-15  9.97E-16  3.81E-16  1.40E-16  3.63E-17  1.29E-17
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.12E-29  4.17E-20  3.61E-17
             6.33E-16  1.67E-15  1.29E-15  6.71E-16  2.15E-16  8.21E-17  3.02E-17  7.81E-18  2.78E-18
