SEQ='SI'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  63496462.9   NPRNTI=10   NPRNTF=12
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
    23       2.63E-13  1.81E-13  1.06E-13  6.77E-14  4.10E-14  1.91E-14  9.92E-15  4.83E-15  1.73E-15  7.67E-16
             3.44E-16  1.32E-16  6.97E-17  3.84E-17  1.79E-17  1.05E-17  6.26E-18  3.08E-18  1.66E-18
    24       2.52E-13  1.73E-13  1.01E-13  6.40E-14  3.85E-14  1.77E-14  9.14E-15  4.42E-15  1.57E-15  6.93E-16
             3.10E-16  1.17E-16  6.19E-17  3.40E-17  1.58E-17  9.18E-18  5.48E-18  2.69E-18  1.44E-18
    25       2.42E-13  1.65E-13  9.61E-14  6.06E-14  3.62E-14  1.65E-14  8.44E-15  4.06E-15  1.43E-15  6.29E-16
             2.79E-16  1.05E-16  5.51E-17  3.01E-17  1.40E-17  8.09E-18  4.83E-18  2.36E-18  1.26E-18
    26       2.32E-13  1.58E-13  9.16E-14  5.75E-14  3.40E-14  1.54E-14  7.82E-15  3.74E-15  1.31E-15  5.72E-16
             2.53E-16  9.46E-17  4.94E-17  2.69E-17  1.24E-17  7.18E-18  4.27E-18  2.08E-18  1.11E-18
    27       2.23E-13  1.52E-13  8.74E-14  5.46E-14  3.21E-14  1.44E-14  7.26E-15  3.45E-15  1.20E-15  5.23E-16
             2.30E-16  8.55E-17  4.44E-17  2.41E-17  1.11E-17  6.39E-18  3.80E-18  1.85E-18  9.83E-19
    28       2.15E-13  1.46E-13  8.35E-14  5.18E-14  3.03E-14  1.35E-14  6.75E-15  3.19E-15  1.10E-15  4.78E-16
             2.10E-16  7.75E-17  4.01E-17  2.17E-17  9.93E-18  5.72E-18  3.39E-18  1.65E-18  8.74E-19
    29       2.07E-13  1.40E-13  7.99E-14  4.93E-14  2.86E-14  1.26E-14  6.29E-15  2.96E-15  1.02E-15  4.39E-16
             1.92E-16  7.05E-17  3.63E-17  1.96E-17  8.94E-18  5.14E-18  3.05E-18  1.48E-18  7.81E-19
    30       2.00E-13  1.35E-13  7.65E-14  4.70E-14  2.71E-14  1.18E-14  5.87E-15  2.75E-15  9.39E-16  4.04E-16
             1.76E-16  6.43E-17  3.30E-17  1.77E-17  8.08E-18  4.64E-18  2.74E-18  1.33E-18  7.01E-19
    31       1.93E-13  1.30E-13  7.33E-14  4.48E-14  2.57E-14  1.11E-14  5.49E-15  2.56E-15  8.69E-16  3.73E-16
             1.62E-16  5.89E-17  3.01E-17  1.61E-17  7.33E-18  4.20E-18  2.48E-18  1.20E-18  6.32E-19
    32       1.87E-13  1.26E-13  7.03E-14  4.27E-14  2.44E-14  1.05E-14  5.14E-15  2.38E-15  8.07E-16  3.45E-16
             1.49E-16  5.41E-17  2.75E-17  1.47E-17  6.67E-18  3.81E-18  2.25E-18  1.09E-18  5.71E-19
    33       1.80E-13  1.21E-13  6.75E-14  4.08E-14  2.31E-14  9.87E-15  4.82E-15  2.23E-15  7.50E-16  3.20E-16
             1.38E-16  4.98E-17  2.53E-17  1.35E-17  6.09E-18  3.47E-18  2.05E-18  9.86E-19  5.18E-19
    34       1.75E-13  1.17E-13  6.48E-14  3.90E-14  2.20E-14  9.31E-15  4.52E-15  2.08E-15  6.99E-16  2.97E-16
             1.28E-16  4.59E-17  2.32E-17  1.24E-17  5.57E-18  3.17E-18  1.87E-18  8.98E-19  4.70E-19
    35       1.69E-13  1.13E-13  6.23E-14  3.73E-14  2.09E-14  8.80E-15  4.25E-15  1.95E-15  6.52E-16  2.77E-16
             1.19E-16  4.24E-17  2.14E-17  1.14E-17  5.11E-18  2.91E-18  1.71E-18  8.20E-19  4.29E-19
    36       1.64E-13  1.09E-13  6.00E-14  3.57E-14  1.99E-14  8.32E-15  4.01E-15  1.83E-15  6.09E-16  2.58E-16
             1.10E-16  3.93E-17  1.98E-17  1.05E-17  4.69E-18  2.67E-18  1.57E-18  7.50E-19  3.92E-19
    37       1.59E-13  1.06E-13  5.77E-14  3.42E-14  1.90E-14  7.88E-15  3.78E-15  1.72E-15  5.71E-16  2.41E-16
             1.03E-16  3.65E-17  1.83E-17  9.66E-18  4.32E-18  2.45E-18  1.44E-18  6.88E-19  3.59E-19
    38       1.55E-13  1.02E-13  5.56E-14  3.28E-14  1.81E-14  7.47E-15  3.57E-15  1.62E-15  5.35E-16  2.26E-16
             9.60E-17  3.39E-17  1.70E-17  8.94E-18  3.99E-18  2.26E-18  1.33E-18  6.33E-19  3.29E-19
    39       1.50E-13  9.92E-14  5.36E-14  3.14E-14  1.73E-14  7.09E-15  3.37E-15  1.53E-15  5.03E-16  2.11E-16
             8.98E-17  3.16E-17  1.58E-17  8.30E-18  3.70E-18  2.09E-18  1.22E-18  5.84E-19  3.03E-19
    40       1.46E-13  9.61E-14  5.17E-14  3.02E-14  1.65E-14  6.73E-15  3.19E-15  1.44E-15  4.73E-16  1.98E-16
             8.41E-17  2.95E-17  1.47E-17  7.71E-18  3.43E-18  1.94E-18  1.13E-18  5.39E-19  2.79E-19
    41       1.42E-13  9.32E-14  4.99E-14  2.90E-14  1.58E-14  6.41E-15  3.03E-15  1.36E-15  4.45E-16  1.87E-16
             7.89E-17  2.76E-17  1.37E-17  7.18E-18  3.19E-18  1.80E-18  1.05E-18  4.99E-19  2.58E-19
    42       1.38E-13  9.05E-14  4.81E-14  2.79E-14  1.51E-14  6.10E-15  2.87E-15  1.29E-15  4.20E-16  1.76E-16
             7.41E-17  2.59E-17  1.28E-17  6.70E-18  2.97E-18  1.68E-18  9.77E-19  4.63E-19  2.39E-19
    43       1.34E-13  8.78E-14  4.65E-14  2.68E-14  1.45E-14  5.81E-15  2.73E-15  1.22E-15  3.96E-16  1.65E-16
             6.97E-17  2.43E-17  1.20E-17  6.27E-18  2.77E-18  1.56E-18  9.10E-19  4.30E-19  2.21E-19
    44       1.31E-13  8.53E-14  4.50E-14  2.58E-14  1.39E-14  5.54E-15  2.59E-15  1.15E-15  3.75E-16  1.56E-16
             6.57E-17  2.28E-17  1.13E-17  5.86E-18  2.59E-18  1.46E-18  8.48E-19  4.00E-19  2.05E-19
    45       1.28E-13  8.29E-14  4.35E-14  2.49E-14  1.33E-14  5.29E-15  2.46E-15  1.10E-15  3.55E-16  1.48E-16
             6.20E-17  2.15E-17  1.06E-17  5.50E-18  2.42E-18  1.36E-18  7.92E-19  3.73E-19  1.91E-19
    46       1.24E-13  8.06E-14  4.21E-14  2.40E-14  1.28E-14  5.05E-15  2.35E-15  1.04E-15  3.36E-16  1.40E-16
             5.85E-17  2.02E-17  9.94E-18  5.16E-18  2.27E-18  1.27E-18  7.41E-19  3.48E-19  1.78E-19
    47       1.21E-13  7.84E-14  4.07E-14  2.31E-14  1.23E-14  4.83E-15  2.24E-15  9.89E-16  3.19E-16  1.32E-16
             5.54E-17  1.91E-17  9.36E-18  4.85E-18  2.13E-18  1.20E-18  6.93E-19  3.25E-19  1.66E-19
    48       1.18E-13  7.63E-14  3.95E-14  2.23E-14  1.18E-14  4.61E-15  2.13E-15  9.41E-16  3.03E-16  1.25E-16
             5.24E-17  1.80E-17  8.82E-18  4.56E-18  2.00E-18  1.12E-18  6.50E-19  3.04E-19  1.55E-19
    49       1.15E-13  7.42E-14  3.82E-14  2.15E-14  1.13E-14  4.42E-15  2.03E-15  8.96E-16  2.87E-16  1.19E-16
             4.96E-17  1.70E-17  8.32E-18  4.30E-18  1.88E-18  1.05E-18  6.11E-19  2.85E-19  1.45E-19
    50       1.13E-13  7.23E-14  3.70E-14  2.08E-14  1.09E-14  4.23E-15  1.94E-15  8.54E-16  2.73E-16  1.13E-16
             4.71E-17  1.61E-17  7.86E-18  4.05E-18  1.77E-18  9.92E-19  5.74E-19  2.67E-19  1.35E-19
    51       1.10E-13  7.04E-14  3.59E-14  2.01E-14  1.05E-14  4.05E-15  1.86E-15  8.15E-16  2.60E-16  1.07E-16
             4.47E-17  1.53E-17  7.43E-18  3.83E-18  1.67E-18  9.35E-19  5.40E-19  2.51E-19  1.27E-19
    52       1.07E-13  6.86E-14  3.48E-14  1.94E-14  1.01E-14  3.89E-15  1.78E-15  7.78E-16  2.48E-16  1.02E-16
             4.25E-17  1.45E-17  7.04E-18  3.62E-18  1.58E-18  8.82E-19  5.09E-19  2.36E-19  1.19E-19
    53       1.05E-13  6.68E-14  3.38E-14  1.87E-14  9.73E-15  3.73E-15  1.70E-15  7.44E-16  2.36E-16  9.73E-17
             4.04E-17  1.37E-17  6.67E-18  3.42E-18  1.49E-18  8.32E-19  4.80E-19  2.22E-19  1.12E-19
    54       1.03E-13  6.51E-14  3.28E-14  1.81E-14  9.38E-15  3.58E-15  1.63E-15  7.11E-16  2.26E-16  9.27E-17
             3.85E-17  1.31E-17  6.33E-18  3.24E-18  1.41E-18  7.87E-19  4.54E-19  2.09E-19  1.05E-19
    55       1.00E-13  6.35E-14  3.18E-14  1.75E-14  9.04E-15  3.44E-15  1.56E-15  6.81E-16  2.16E-16  8.85E-17
             3.66E-17  1.24E-17  6.01E-18  3.08E-18  1.34E-18  7.45E-19  4.29E-19  1.97E-19  9.88E-20
    56       9.81E-14  6.20E-14  3.09E-14  1.70E-14  8.73E-15  3.31E-15  1.50E-15  6.52E-16  2.06E-16  8.45E-17
             3.49E-17  1.18E-17  5.71E-18  2.92E-18  1.27E-18  7.06E-19  4.06E-19  1.86E-19  9.31E-20
    57       9.00E-14  5.62E-14  2.76E-14  1.50E-14  7.60E-15  2.84E-15  1.28E-15  5.52E-16  1.73E-16  7.07E-17
             2.91E-17  9.79E-18  4.71E-18  2.40E-18  1.03E-18  5.74E-19  3.29E-19  1.49E-19  7.40E-20
    58       7.96E-14  4.90E-14  2.35E-14  1.25E-14  6.26E-15  2.30E-15  1.02E-15  4.37E-16  1.36E-16  5.53E-17
             2.26E-17  7.55E-18  3.60E-18  1.82E-18  7.81E-19  4.32E-19  2.46E-19  1.10E-19  5.38E-20
    59       7.09E-14  4.31E-14  2.02E-14  1.06E-14  5.22E-15  1.89E-15  8.31E-16  3.53E-16  1.09E-16  4.41E-17
             1.80E-17  5.94E-18  2.82E-18  1.42E-18  6.04E-19  3.33E-19  1.88E-19  8.29E-20  4.01E-20
    60       6.14E-14  3.66E-14  1.67E-14  8.60E-15  4.17E-15  1.48E-15  6.45E-16  2.72E-16  8.32E-17  3.34E-17
             1.36E-17  4.45E-18  2.09E-18  1.05E-18  4.43E-19  2.43E-19  1.36E-19  5.88E-20  2.80E-20
    61       5.36E-14  3.14E-14  1.40E-14  7.09E-15  3.39E-15  1.18E-15  5.12E-16  2.14E-16  6.51E-17  2.60E-17
             1.05E-17  3.42E-18  1.60E-18  7.96E-19  3.35E-19  1.83E-19  1.04E-19  4.84E-20  2.47E-20
    62       4.44E-14  2.54E-14  1.10E-14  5.45E-15  2.55E-15  8.76E-16  3.74E-16  1.55E-16  4.67E-17  1.86E-17
             7.46E-18  2.41E-18  1.12E-18  5.51E-19  2.30E-19  1.25E-19  7.11E-20  3.25E-20  1.64E-20
    63       3.58E-14  2.00E-14  8.36E-15  4.04E-15  1.86E-15  6.25E-16  2.64E-16  1.08E-16  3.24E-17  1.28E-17
             5.12E-18  1.63E-18  7.52E-19  3.68E-19  1.52E-19  8.27E-20  4.66E-20  2.09E-20  1.04E-20
    64       2.59E-14  1.39E-14  5.58E-15  2.62E-15  1.18E-15  3.86E-16  1.61E-16  6.53E-17  1.93E-17  7.57E-18
             3.00E-18  9.47E-19  4.31E-19  2.09E-19  8.57E-20  4.61E-20  2.57E-20  1.12E-20  5.41E-21
    65       2.01E-14  1.05E-14  4.08E-15  1.88E-15  8.31E-16  2.68E-16  1.11E-16  4.46E-17  1.31E-17  5.11E-18
             2.02E-18  6.31E-19  2.85E-19  1.37E-19  5.58E-20  2.99E-20  1.65E-20  6.99E-21  3.31E-21
    66       1.37E-14  6.90E-15  2.56E-15  1.15E-15  4.98E-16  1.57E-16  6.41E-17  2.56E-17  7.43E-18  2.89E-18
             1.13E-18  3.51E-19  1.57E-19  7.48E-20  3.01E-20  1.60E-20  8.94E-21  4.04E-21  2.02E-21
    67       1.00E-14  4.92E-15  1.78E-15  7.83E-16  3.34E-16  1.04E-16  4.21E-17  1.67E-17  4.81E-18  1.86E-18
             7.26E-19  2.23E-19  9.92E-20  4.69E-20  1.88E-20  9.95E-21  5.51E-21  2.44E-21  1.20E-21
    68       6.11E-15  2.89E-15  1.00E-15  4.32E-16  1.81E-16  5.53E-17  2.21E-17  8.68E-18  2.48E-18  9.53E-19
             3.70E-19  1.13E-19  4.95E-20  2.32E-20  9.16E-21  4.82E-21  2.63E-21  1.12E-21  5.35E-22
    69       4.32E-15  2.00E-15  6.77E-16  2.88E-16  1.19E-16  3.61E-17  1.43E-17  5.60E-18  1.59E-18  6.09E-19
             2.36E-19  7.13E-20  3.12E-20  1.45E-20  5.69E-21  2.98E-21  1.61E-21  6.64E-22  3.09E-22
    70       2.53E-15  1.13E-15  3.73E-16  1.56E-16  6.36E-17  1.89E-17  7.45E-18  2.90E-18  8.17E-19  3.12E-19
             1.20E-19  3.59E-20  1.56E-20  7.19E-21  2.79E-21  1.46E-21  7.97E-22  3.51E-22  1.73E-22
    71       1.70E-15  7.49E-16  2.42E-16  9.97E-17  4.04E-17  1.19E-17  4.67E-18  1.80E-18  5.07E-19  1.93E-19
             7.39E-20  2.20E-20  9.50E-21  4.36E-21  1.68E-21  8.74E-22  4.74E-22  2.04E-22  9.82E-23
    72       8.96E-16  3.85E-16  1.21E-16  4.93E-17  1.97E-17  5.76E-18  2.24E-18  8.60E-19  2.40E-19  9.09E-20
             3.47E-20  1.03E-20  4.40E-21  2.00E-21  7.64E-22  3.94E-22  2.10E-22  8.60E-23  4.00E-23
    73       6.23E-16  2.65E-16  8.24E-17  3.33E-17  1.33E-17  3.85E-18  1.49E-18  5.71E-19  1.59E-19  6.01E-20
             2.29E-20  6.75E-21  2.88E-21  1.30E-21  4.96E-22  2.54E-22  1.34E-22  5.33E-23  2.43E-23
    74       3.65E-16  1.53E-16  4.71E-17  1.89E-17  7.47E-18  2.15E-18  8.31E-19  3.18E-19  8.81E-20  3.32E-20
             1.26E-20  3.71E-21  1.57E-21  7.10E-22  2.68E-22  1.38E-22  7.41E-23  3.19E-23  1.55E-23

                                                                                     --------------------------
                                                                                     PRTF= 4  LVLPRT= (4P  1.5)
   ILREP
   -----
     7       5.06E-17  3.56E-17  2.21E-17  1.52E-17  1.02E-17  5.49E-18  3.02E-18  1.58E-18  2.90E-18  8.41E-18
             1.96E-17  4.48E-17  7.05E-17  9.74E-17  1.21E-16  1.24E-16  1.14E-16  8.75E-17  6.14E-17
     8       4.10E-13  2.90E-13  1.83E-13  1.29E-13  9.13E-14  5.73E-14  4.00E-14  2.76E-14  1.63E-14  1.04E-14
             6.15E-15  2.72E-15  1.46E-15  1.03E-15  1.04E-15  1.01E-15  8.35E-16  4.89E-16  2.69E-16
     9       7.66E-14  5.42E-14  3.45E-14  2.46E-14  1.77E-14  1.17E-14  8.94E-15  7.20E-15  6.04E-15  5.69E-15
             5.45E-15  4.72E-15  3.65E-15  2.40E-15  1.08E-15  5.15E-16  2.24E-16  6.77E-17  2.61E-17
    10       5.30E-14  3.74E-14  2.35E-14  1.65E-14  1.15E-14  6.95E-15  4.59E-15  2.89E-15  1.40E-15  7.29E-16
             3.47E-16  1.15E-16  4.65E-17  1.80E-17  4.91E-18  1.79E-18  6.45E-19  1.65E-19  5.87E-20
    11       1.15E-16  8.09E-17  5.06E-17  3.51E-17  2.38E-17  1.34E-17  7.89E-18  4.07E-18  2.14E-18  3.85E-18
             7.88E-18  1.51E-17  2.13E-17  2.75E-17  3.27E-17  3.29E-17  2.99E-17  2.29E-17  1.60E-17
    12       1.66E-13  1.17E-13  7.39E-14  5.22E-14  3.68E-14  2.31E-14  1.61E-14  1.11E-14  6.50E-15  4.09E-15
             2.39E-15  1.04E-15  5.38E-16  3.58E-16  3.41E-16  3.28E-16  2.69E-16  1.57E-16  8.63E-17
    13       1.20E-14  8.53E-15  5.46E-15  3.94E-15  2.89E-15  2.05E-15  1.71E-15  1.58E-15  1.66E-15  1.81E-15
             1.90E-15  1.74E-15  1.37E-15  9.10E-16  4.14E-16  1.97E-16  8.60E-17  2.61E-17  1.01E-17
    14       1.59E-14  1.12E-14  7.08E-15  4.97E-15  3.46E-15  2.10E-15  1.39E-15  8.75E-16  4.26E-16  2.23E-16
             1.06E-16  3.53E-17  1.43E-17  5.55E-18  1.51E-18  5.53E-19  1.99E-19  5.10E-20  1.81E-20
    16       1.04E-16  7.31E-17  4.57E-17  3.16E-17  2.15E-17  1.21E-17  7.09E-18  3.67E-18  1.59E-18  1.98E-18
             3.48E-18  6.07E-18  8.17E-18  1.02E-17  1.20E-17  1.19E-17  1.08E-17  8.27E-18  5.80E-18
    17       7.16E-14  5.06E-14  3.20E-14  2.26E-14  1.59E-14  9.99E-15  6.96E-15  4.78E-15  2.78E-15  1.73E-15
             1.00E-15  4.25E-16  2.17E-16  1.40E-16  1.29E-16  1.23E-16  1.01E-16  5.89E-17  3.24E-17
    18       2.44E-15  1.74E-15  1.12E-15  8.19E-16  6.18E-16  4.73E-16  4.43E-16  4.81E-16  6.17E-16  7.42E-16
             8.26E-16  7.85E-16  6.25E-16  4.17E-16  1.90E-16  9.08E-17  3.96E-17  1.20E-17  4.63E-18
    19       3.88E-15  2.74E-15  1.72E-15  1.21E-15  8.45E-16  5.13E-16  3.41E-16  2.16E-16  1.06E-16  5.54E-17
             2.65E-17  8.81E-18  3.57E-18  1.38E-18  3.77E-19  1.38E-19  4.96E-20  1.27E-20  4.51E-21
    22       7.15E-17  5.03E-17  3.14E-17  2.17E-17  1.47E-17  8.17E-18  4.77E-18  2.46E-18  9.94E-19  1.02E-18
             1.61E-18  2.60E-18  3.38E-18  4.16E-18  4.84E-18  4.83E-18  4.37E-18  3.34E-18  2.34E-18
    23       3.61E-14  2.55E-14  1.61E-14  1.14E-14  8.04E-15  5.04E-15  3.51E-15  2.41E-15  1.39E-15  8.58E-16
             4.92E-16  2.07E-16  1.04E-16  6.62E-17  5.99E-17  5.71E-17  4.66E-17  2.71E-17  1.49E-17
    24       9.07E-16  6.44E-16  4.13E-16  2.99E-16  2.23E-16  1.72E-16  1.71E-16  2.07E-16  3.05E-16  3.91E-16
             4.50E-16  4.36E-16  3.49E-16  2.33E-16  1.07E-16  5.09E-17  2.22E-17  6.75E-18  2.60E-18
    25       1.12E-15  7.90E-16  4.98E-16  3.50E-16  2.45E-16  1.49E-16  9.94E-17  6.32E-17  3.11E-17  1.63E-17
             7.83E-18  2.61E-18  1.06E-18  4.11E-19  1.12E-19  4.10E-20  1.48E-20  3.78E-21  1.34E-21
    29       4.26E-17  3.00E-17  1.87E-17  1.29E-17  8.67E-18  4.78E-18  2.76E-18  1.41E-18  5.46E-19  4.94E-19
             7.16E-19  1.12E-18  1.44E-18  1.75E-18  2.01E-18  1.99E-18  1.80E-18  1.38E-18  9.70E-19
    30       1.61E-14  1.14E-14  7.18E-15  5.07E-15  3.57E-15  2.24E-15  1.56E-15  1.06E-15  6.07E-16  3.72E-16
             2.12E-16  8.81E-17  4.41E-17  2.75E-17  2.46E-17  2.33E-17  1.90E-17  1.11E-17  6.07E-18
    31       9.01E-16  6.36E-16  4.00E-16  2.82E-16  2.00E-16  1.38E-16  1.28E-16  1.56E-16  2.46E-16  3.28E-16
             3.86E-16  3.78E-16  3.04E-16  2.04E-16  9.35E-17  4.47E-17  1.95E-17  5.93E-18  2.29E-18
    32       3.71E-16  2.62E-16  1.65E-16  1.16E-16  8.13E-17  4.98E-17  3.34E-17  2.13E-17  1.05E-17  5.56E-18
             2.67E-18  8.90E-19  3.61E-19  1.40E-19  3.83E-20  1.40E-20  5.03E-21  1.29E-21  4.58E-22
    37       2.32E-17  1.63E-17  1.01E-17  6.98E-18  4.68E-18  2.56E-18  1.46E-18  7.41E-19  2.80E-19  2.34E-19
             3.20E-19  4.82E-19  6.12E-19  7.40E-19  8.49E-19  8.46E-19  7.69E-19  5.87E-19  4.11E-19
    38       4.70E-15  3.32E-15  2.10E-15  1.48E-15  1.05E-15  6.57E-16  4.56E-16  3.11E-16  1.77E-16  1.08E-16
             6.08E-17  2.52E-17  1.25E-17  7.77E-18  6.88E-18  6.54E-18  5.34E-18  3.11E-18  1.71E-18
    39       8.15E-16  5.73E-16  3.57E-16  2.46E-16  1.68E-16  1.03E-16  8.41E-17  9.42E-17  1.48E-16  2.00E-16
             2.38E-16  2.35E-16  1.89E-16  1.27E-16  5.81E-17  2.78E-17  1.21E-17  3.69E-18  1.42E-18
    40       1.36E-16  9.61E-17  6.06E-17  4.27E-17  3.00E-17  1.85E-17  1.24E-17  7.99E-18  3.97E-18  2.10E-18
             1.01E-18  3.37E-19  1.37E-19  5.31E-20  1.45E-20  5.28E-21  1.90E-21  4.87E-22  1.73E-22
    46       1.20E-17  8.43E-18  5.24E-18  3.59E-18  2.40E-18  1.30E-18  7.39E-19  3.71E-19  1.38E-19  1.09E-19
             1.43E-19  2.11E-19  2.65E-19  3.20E-19  3.69E-19  3.65E-19  3.30E-19  2.51E-19  1.75E-19
    47       1.25E-15  8.81E-16  5.57E-16  3.94E-16  2.78E-16  1.75E-16  1.22E-16  8.31E-17  4.72E-17  2.87E-17
             1.62E-17  6.69E-18  3.33E-18  2.06E-18  1.82E-18  1.73E-18  1.41E-18  8.16E-19  4.48E-19
    48       3.15E-16  2.21E-16  1.37E-16  9.39E-17  6.28E-17  3.62E-17  2.66E-17  2.69E-17  4.09E-17  5.56E-17
             6.65E-17  6.58E-17  5.31E-17  3.57E-17  1.64E-17  7.87E-18  3.44E-18  1.04E-18  4.03E-19
    49       5.41E-17  3.82E-17  2.42E-17  1.71E-17  1.20E-17  7.47E-18  5.06E-18  3.27E-18  1.63E-18  8.64E-19
             4.16E-19  1.39E-19  5.65E-20  2.20E-20  6.02E-21  2.20E-21  7.94E-22  2.04E-22  7.23E-23

   INREP
   -----
     4       5.40E-13  3.82E-13  2.41E-13  1.71E-13  1.20E-13  7.60E-14  5.36E-14  3.77E-14  2.37E-14  1.68E-14
             1.19E-14  7.57E-15  5.23E-15  3.54E-15  2.22E-15  1.62E-15  1.15E-15  6.38E-16  3.57E-16
     5       1.94E-13  1.37E-13  8.65E-14  6.11E-14  4.32E-14  2.73E-14  1.92E-14  1.36E-14  8.57E-15  6.10E-15
             4.38E-15  2.81E-15  1.94E-15  1.30E-15  7.78E-16  5.47E-16  3.77E-16  2.03E-16  1.12E-16
     6       7.80E-14  5.51E-14  3.49E-14  2.46E-14  1.74E-14  1.10E-14  7.75E-15  5.48E-15  3.49E-15  2.52E-15
             1.84E-15  1.22E-15  8.51E-16  5.68E-16  3.28E-16  2.22E-16  1.48E-16  7.82E-17  4.28E-17
     7       3.82E-14  2.70E-14  1.71E-14  1.21E-14  8.52E-15  5.37E-15  3.79E-15  2.67E-15  1.72E-15  1.26E-15
             9.40E-16  6.41E-16  4.56E-16  3.03E-16  1.70E-16  1.11E-16  7.16E-17  3.67E-17  1.98E-17
     8       1.74E-14  1.23E-14  7.76E-15  5.48E-15  3.86E-15  2.43E-15  1.72E-15  1.24E-15  8.57E-16  6.96E-16
             5.91E-16  4.63E-16  3.48E-16  2.33E-16  1.19E-16  6.91E-17  3.96E-17  1.81E-17  9.34E-18
     9       5.68E-15  4.01E-15  2.53E-15  1.78E-15  1.25E-15  7.81E-16  5.54E-16  4.12E-16  3.25E-16  3.05E-16
             2.96E-16  2.58E-16  2.01E-16  1.35E-16  6.57E-17  3.49E-17  1.80E-17  7.29E-18  3.54E-18
    10       1.63E-15  1.15E-15  7.23E-16  5.08E-16  3.56E-16  2.20E-16  1.54E-16  1.13E-16  8.87E-17  8.39E-17
             8.20E-17  7.22E-17  5.65E-17  3.80E-17  1.86E-17  9.87E-18  5.10E-18  2.09E-18  1.03E-18
    11       5.74E-16  4.06E-16  2.56E-16  1.80E-16  1.26E-16  7.77E-17  5.41E-17  3.89E-17  2.90E-17  2.64E-17
             2.52E-17  2.19E-17  1.71E-17  1.15E-17  5.70E-18  3.08E-18  1.63E-18  6.93E-19  3.51E-19
    12       2.50E-16  1.77E-16  1.11E-16  7.83E-17  5.48E-17  3.37E-17  2.33E-17  1.67E-17  1.25E-17  1.15E-17
             1.11E-17  9.73E-18  7.62E-18  5.14E-18  2.53E-18  1.36E-18  7.13E-19  3.02E-19  1.52E-19
    13       1.20E-16  8.47E-17  5.35E-17  3.76E-17  2.63E-17  1.62E-17  1.11E-17  7.93E-18  5.96E-18  5.57E-18
             5.43E-18  4.81E-18  3.77E-18  2.54E-18  1.24E-18  6.60E-19  3.44E-19  1.44E-19  7.25E-20
    14       6.08E-17  4.30E-17  2.72E-17  1.92E-17  1.34E-17  8.26E-18  5.67E-18  4.03E-18  3.04E-18  2.87E-18
             2.84E-18  2.53E-18  1.99E-18  1.34E-18  6.53E-19  3.46E-19  1.78E-19  7.36E-20  3.67E-20
    15       3.18E-17  2.25E-17  1.43E-17  1.01E-17  7.06E-18  4.35E-18  2.97E-18  2.10E-18  1.60E-18  1.53E-18
             1.53E-18  1.37E-18  1.08E-18  7.35E-19  3.59E-19  1.89E-19  9.65E-20  3.92E-20  1.94E-20
    16       1.62E-17  1.15E-17  7.35E-18  5.23E-18  3.71E-18  2.32E-18  1.61E-18  1.16E-18  8.93E-19  8.52E-19
             8.47E-19  7.58E-19  5.97E-19  4.02E-19  1.95E-19  1.03E-19  5.23E-20  2.13E-20  1.05E-20
    17       8.87E-18  6.32E-18  4.08E-18  2.94E-18  2.10E-18  1.32E-18  9.22E-19  6.63E-19  5.14E-19  4.95E-19
             4.95E-19  4.46E-19  3.52E-19  2.37E-19  1.15E-19  6.00E-20  3.04E-20  1.22E-20  5.82E-21
    18       4.97E-18  3.55E-18  2.30E-18  1.68E-18  1.22E-18  7.77E-19  5.43E-19  3.91E-19  3.05E-19  2.96E-19
             2.98E-19  2.70E-19  2.13E-19  1.43E-19  6.92E-20  3.61E-20  1.82E-20  7.22E-21  3.42E-21
    19       2.85E-18  2.04E-18  1.34E-18  9.81E-19  7.22E-19  4.68E-19  3.29E-19  2.37E-19  1.86E-19  1.82E-19
             1.84E-19  1.67E-19  1.32E-19  8.87E-20  4.27E-20  2.22E-20  1.12E-20  4.39E-21  2.06E-21
    20       1.66E-18  1.19E-18  7.88E-19  5.86E-19  4.38E-19  2.89E-19  2.04E-19  1.48E-19  1.16E-19  1.14E-19
             1.16E-19  1.06E-19  8.35E-20  5.62E-20  2.71E-20  1.40E-20  7.02E-21  2.74E-21  1.27E-21
    21       9.73E-19  7.04E-19  4.71E-19  3.56E-19  2.71E-19  1.81E-19  1.29E-19  9.38E-20  7.40E-20  7.31E-20
             7.47E-20  6.82E-20  5.40E-20  3.64E-20  1.75E-20  9.06E-21  4.51E-21  1.77E-21  8.50E-22
    22       5.70E-19  4.17E-19  2.84E-19  2.19E-19  1.70E-19  1.16E-19  8.34E-20  6.08E-20  4.82E-20  4.78E-20
             4.91E-20  4.49E-20  3.56E-20  2.40E-20  1.15E-20  5.96E-21  2.96E-21  1.15E-21  5.52E-22
    23       3.33E-19  2.46E-19  1.73E-19  1.36E-19  1.08E-19  7.54E-20  5.47E-20  4.01E-20  3.20E-20  3.19E-20
             3.28E-20  3.01E-20  2.39E-20  1.61E-20  7.73E-21  3.99E-21  1.97E-21  7.65E-22  3.64E-22
    24       1.93E-19  1.45E-19  1.05E-19  8.54E-20  6.95E-20  4.99E-20  3.66E-20  2.69E-20  2.16E-20  2.16E-20
