SEQ='MG'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  63070713.4   NPRNTI= 3   NPRNTF= 3
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S1                 (2)0( 0.5)        0.0 
     2          3P1                 (2)1( 0.5)    69579.9 
     3          3P1                 (2)1( 1.5)    69898.0 

   IC RESOLVED LEVEL INDEXING           BWNR=  63336716.2   NLVL= 440
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
   214     3    3P1 5G1             (3)3( 3.0)   296632.0*     1.85E+12  0.00E+00
   215     3    3P1 5F1             (3)2( 2.0)   296677.4*     1.85E+13  0.00E+00
   216     3    3P1 5F1             (3)2( 1.0)   296750.3*     1.85E+13  0.00E+00
   217     3    3P1 5G1             (3)3( 2.0)   296756.2*     5.00E+09  0.00E+00
   218     3    3P1 5G1             (1)3( 3.0)   296798.2*     3.66E+12  0.00E+00
   219     3    3P1 5D1             (1)1( 1.0)   297003.4*     7.84E+13  0.00E+00
   220     3    3P1 5F1             (3)3( 2.0)   297922.4*     1.50E+11  0.00E+00
   221     3    3P1 5F1             (3)3( 3.0)   297944.7*     2.70E+11  0.00E+00
   222     3    3P1 5F1             (3)3( 4.0)   297965.0*     2.49E+11  0.00E+00
   223     2    3P1 6P1             (1)1( 1.0)   299534.9*     4.89E+12
   224     2    3P1 6P1             (3)2( 1.0)   299895.6*     5.95E+13
   225     2    3P1 6P1             (3)2( 2.0)   299963.6*     6.47E+13
   226     3    3P1 6P1             (3)2( 3.0)   300161.3*     6.58E+13  0.00E+00
   227     2    3P1 6P1             (3)1( 0.0)   300281.0*     4.57E+11
   228     3    3P1 6P1             (3)1( 1.0)   300339.2*     2.91E+12  0.00E+00
   229     3    3P1 6P1             (3)1( 2.0)   300469.2*     3.30E+12  0.00E+00
   230     3    3P1 6P1             (3)0( 1.0)   300778.5*     1.85E+13  0.00E+00
   231     3    3P1 6P1             (1)2( 2.0)   301181.1*     1.15E+14  0.00E+00
   232     3    3P1 6P1             (1)0( 0.0)   302691.9*     1.03E+14  0.00E+00
   233     2    3P1 6D1             (1)2( 2.0)   306124.5*     4.16E+12
   234     2    3P1 6D1             (3)3( 2.0)   306336.8*     1.65E+13
   235     2    3P1 6D1             (3)3( 3.0)   306386.3*     2.20E+13
   236     2    3P1 6D1             (3)2( 1.0)   306485.8*     3.29E+11
   237     3    3P1 6D1             (3)2( 2.0)   306573.2*     4.67E+12  0.00E+00
   238     3    3P1 6D1             (3)3( 4.0)   306592.5*     2.52E+13  0.00E+00
   239     3    3P1 6D1             (3)2( 3.0)   306648.5*     5.37E+12  0.00E+00
   240     3    3P1 6D1             (3)1( 2.0)   307042.0*     3.79E+12  0.00E+00
   241     3    3P1 6D1             (3)1( 1.0)   307118.9*     4.00E+12  0.00E+00
   242     3    3P1 6D1             (3)1( 0.0)   307160.2*     4.03E+12  0.00E+00
   243     2    3P1 6F1             (1)3( 3.0)   307518.1*     1.07E+13
   244     2    3P1 6F1             (3)4( 3.0)   307836.1*     9.08E+13
   245     2    3P1 6F1             (3)4( 4.0)   307904.5*     1.00E+14
   246     3    3P1 6D1             (1)3( 3.0)   307932.4*     2.47E+14  0.00E+00
   247     2    3P1 7S1             (3)1( 0.0)   307961.1*     1.51E+13
   248     2    3P1 6G1             (1)4( 4.0)   307962.0*     1.32E+11
   249     2    3P1 6G1             (3)4( 3.0)   307969.6*     1.62E+11
   250     2    3P1 6G1             (3)4( 4.0)   307993.4*     7.80E+12
   251     2    3P1 6G1             (3)4( 5.0)   308002.7*     7.33E+12
   252     2    3P1 7S1             (3)1( 1.0)   308017.4*     2.48E+13
   253     3    3P1 6F1             (3)4( 5.0)   308065.6*     1.07E+14  0.00E+00
   254     2    3P1 6H1             (3)5( 5.0)   308085.3*     8.25E+09
