SEQ='MG'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  63072537.3   NPRNTI= 3   NPRNTF= 3
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2P6 3S1             (2)0( 0.5)        0.0 
     2          2P6 3P1             (2)1( 0.5)    71752.5 
     3          2P6 3P1             (2)1( 1.5)    72254.9 

   IC RESOLVED LEVEL INDEXING           BWNR=  63334747.9   NLVL= 398
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
     1     2    2P6 3S2             (1)0( 0.0)        0.0 
     2     1    2P6 3S1 3P1         (3)1( 0.0)    51748.7 
     3     1    2P6 3S1 3P1         (3)1( 1.0)    51902.2 
     4     1    2P6 3S1 3P1         (3)1( 2.0)    52213.1 
     5     1    2P6 3S1 3P1         (1)1( 1.0)    88120.4 
     6     2    2P6 3P2             (1)2( 2.0)   121303.9 
     7     1    2P6 3S1 4S1         (3)0( 1.0)   122087.5 
     8     1    2P6 3S1 4S1         (1)0( 0.0)   127436.7 
     9     2    2P6 3P2             (3)1( 0.0)   131218.1 
    10     2    2P6 3P2             (3)1( 1.0)   131378.7 
    11     2    2P6 3P2             (3)1( 2.0)   131691.3 
    12     1    2P6 3S1 3D1         (3)2( 1.0)   145089.6 
    13     1    2P6 3S1 3D1         (3)2( 2.0)   145105.5 
    14     1    2P6 3S1 3D1         (3)2( 3.0)   145129.4 
    15     3    2P6 3P2             (1)0( 0.0)   161575.2 
    16     1    2P6 3S1 4P1         (3)1( 0.0)   170664.3 
    17     1    2P6 3S1 4P1         (3)1( 1.0)   170694.1 
    18     1    2P6 3S1 4P1         (3)1( 2.0)   170754.8 
    19     1    2P6 3S1 4P1         (1)1( 1.0)   176503.6 
    20     2    2P6 3S1 3D1         (1)2( 2.0)   182273.0 
    21     1    2P6 3S1 5S1         (3)0( 1.0)   188275.1 
    22     1    2P6 3S1 5S1         (1)0( 0.0)   192581.4 
    23     2    2P6 3P1 4S1         (3)1( 0.0)   195957.8 
    24     2    2P6 3P1 4S1         (3)1( 1.0)   196089.4 
    25     3    2P6 3P1 4S1         (3)1( 2.0)   196386.5 
    26     1    2P6 3S1 4F1         (3)3( 2.0)   198549.0 
    27     1    2P6 3S1 4F1         (3)3( 3.0)   198572.6 
    28     1    2P6 3S1 4D1         (3)2( 1.0)   198594.6 
    29     1    2P6 3S1 4D1         (3)2( 2.0)   198599.3 
    30     1    2P6 3S1 4F1         (3)3( 4.0)   198603.4 
    31     1    2P6 3S1 4D1         (3)2( 3.0)   198606.3 
    32     1    2P6 3S1 4F1         (1)3( 3.0)   199351.7 
    33     3    2P6 3P1 4S1         (1)1( 1.0)   200394.5 
    34     2    2P6 3P1 3D1         (3)3( 2.0)   201522.1 
    35     2    2P6 3P1 3D1         (3)3( 3.0)   201701.7 
    36     3    2P6 3P1 3D1         (3)3( 4.0)   201933.4 
    37     2    2P6 3P1 3D1         (1)2( 2.0)   204721.9 
    38     1    2P6 3S1 5P1         (3)1( 0.0)   208684.0 
    39     1    2P6 3S1 5P1         (3)1( 1.0)   208697.2 
    40     1    2P6 3S1 5P1         (3)1( 2.0)   208724.4 
    41     1    2P6 3S1 5P1         (1)1( 1.0)   210248.7 
    42     1    2P6 3S1 4D1         (1)2( 2.0)   213767.0 
    43     1    2P6 3S1 6S1         (3)0( 1.0)   216629.8 
    44     1    2P6 3S1 6S1         (1)0( 0.0)   218422.6 
    45     3    2P6 3P1 3D1         (3)1( 2.0)   219632.9 
    46     3    2P6 3P1 3D1         (3)1( 1.0)   219766.5 
    47     3    2P6 3P1 3D1         (3)1( 0.0)   219844.9 
    48     3    2P6 3P1 3D1         (3)2( 1.0)   220990.3 
    49     3    2P6 3P1 3D1         (3)2( 2.0)   221064.7 
    50     3    2P6 3P1 3D1         (3)2( 3.0)   221141.4 
    51     1    2P6 3S1 5D1         (3)2( 1.0)   221208.5 
    52     1    2P6 3S1 5D1         (3)2( 2.0)   221210.6 
    53     1    2P6 3S1 5D1         (3)2( 3.0)   221213.7 
    54     1    2P6 3S1 5F1         (1)3( 3.0)   221470.9 
    55     1    2P6 3S1 5G1         (3)4( 3.0)   222695.1 
    56     1    2P6 3S1 5G1         (3)4( 4.0)   222695.3 
    57     1    2P6 3S1 5G1         (3)4( 5.0)   222695.7 
    58     1    2P6 3S1 5G1         (1)4( 4.0)   222702.6 
    59     1    2P6 3S1 5F1         (3)3( 2.0)   223323.6 
    60     1    2P6 3S1 5F1         (3)3( 3.0)   223335.0 
    61     1    2P6 3S1 5F1         (3)3( 4.0)   223351.2 
