   13   33       5430.174      5.044e-01      2.850e+07      3s2.3p2(3P)4s 4P0.5 -       3s2.3p2(3P)4p 4D1.5
   14   33       5511.246      8.136e-01      4.470e+07      3s2.3p2(3P)4s 4P1.5 -       3s2.3p2(3P)4p 4D1.5
   15   33       5647.258      3.932e-02      2.060e+06      3s2.3p2(3P)4s 4P2.5 -       3s2.3p2(3P)4p 4D1.5
   16   33       5618.202      1.528e-01      8.070e+06      3s2.3p2(3P)3d 4F1.5 -       3s2.3p2(3P)4p 4D1.5
   17   33       5661.582      6.006e-01      3.120e+07      3s2.3p2(3P)3d 4F2.5 -       3s2.3p2(3P)4p 4D1.5
   20   33       6649.492      3.368e-03      1.270e+05      3s2.3p2(3P)4s 2P0.5 -       3s2.3p2(3P)4p 4D1.5
   21   33       6889.532      4.456e-04      1.570e+04      3s2.3p2(3P)4s 2P1.5 -       3s2.3p2(3P)4p 4D1.5
   22   33       7239.025      2.366e-02      7.530e+05      3s2.3p2(3P)3d 4D0.5 -       3s2.3p2(3P)4p 4D1.5
   23   33       7259.120      2.700e-02      8.540e+05      3s2.3p2(3P)3d 4D1.5 -       3s2.3p2(3P)4p 4D1.5
   24   33       7275.227      1.075e-02      3.390e+05      3s2.3p2(3P)3d 4D2.5 -       3s2.3p2(3P)4p 4D1.5
   26   33       7591.893      2.821e-03      8.160e+04      3s2.3p2(3P)3d 2F2.5 -       3s2.3p2(3P)4p 4D1.5
   28   33      12206.204      9.872e-07      1.110e+01             3s.3p4 2S0.5 -       3s2.3p2(3P)4p 4D1.5
   29   33      15509.627      2.385e-05      1.650e+02      3s2.3p2(1D)4s 2D1.5 -       3s2.3p2(3P)4p 4D1.5
   30   33      15512.755      1.004e-04      6.960e+02      3s2.3p2(1D)4s 2D2.5 -       3s2.3p2(3P)4p 4D1.5
    7   34       2062.865      6.336e-04      1.660e+05             3s.3p4 4P1.5 -       3s2.3p2(3P)4p 4D2.5
    8   34       2047.598      9.918e-05      2.630e+04             3s.3p4 4P2.5 -       3s2.3p2(3P)4p 4D2.5
    9   34       3295.718      8.520e-07      8.720e+01             3s.3p4 2D1.5 -       3s2.3p2(3P)4p 4D2.5
   10   34       3298.775      2.456e-05      2.510e+03             3s.3p4 2D2.5 -       3s2.3p2(3P)4p 4D2.5
   12   34       4418.105      4.160e-06      2.370e+02      3s2.3p2(3P)3d 2P1.5 -       3s2.3p2(3P)4p 4D2.5
   14   34       5434.317      1.334e+00      5.020e+07      3s2.3p2(3P)4s 4P1.5 -       3s2.3p2(3P)4p 4D2.5
   15   34       5566.513      7.926e-01      2.840e+07      3s2.3p2(3P)4s 4P2.5 -       3s2.3p2(3P)4p 4D2.5
   16   34       5538.280      1.233e-02      4.470e+05      3s2.3p2(3P)3d 4F1.5 -       3s2.3p2(3P)4p 4D2.5
   17   34       5580.430      2.060e-01      7.350e+06      3s2.3p2(3P)3d 4F2.5 -       3s2.3p2(3P)4p 4D2.5
   18   34       5641.922      9.128e-01      3.190e+07      3s2.3p2(3P)3d 4F3.5 -       3s2.3p2(3P)4p 4D2.5
   21   34       6769.732      7.340e-03      1.780e+05      3s2.3p2(3P)4s 2P1.5 -       3s2.3p2(3P)4p 4D2.5
   23   34       7126.246      3.419e-02      7.480e+05      3s2.3p2(3P)3d 4D1.5 -       3s2.3p2(3P)4p 4D2.5
   24   34       7141.768      5.546e-02      1.210e+06      3s2.3p2(3P)3d 4D2.5 -       3s2.3p2(3P)4p 4D2.5
   25   34       7166.484      2.943e-03      6.370e+04      3s2.3p2(3P)3d 4D3.5 -       3s2.3p2(3P)4p 4D2.5
   26   34       7446.679      9.228e-03      1.850e+05      3s2.3p2(3P)3d 2F2.5 -       3s2.3p2(3P)4p 4D2.5
   27   34       7723.459      1.244e-03      2.320e+04      3s2.3p2(3P)3d 2F3.5 -       3s2.3p2(3P)4p 4D2.5
   29   34      14915.427      4.560e-06      2.280e+01      3s2.3p2(1D)4s 2D1.5 -       3s2.3p2(3P)4p 4D2.5
   30   34      14918.320      2.459e-04      1.230e+03      3s2.3p2(1D)4s 2D2.5 -       3s2.3p2(3P)4p 4D2.5
   39   34      90407.905      3.794e-06      5.160e-01      3s2.3p2(1D)3d 2G3.5 -       3s2.3p2(3P)4p 4D2.5
    8   35       2032.368      3.121e-04      6.300e+04             3s.3p4 4P2.5 -       3s2.3p2(3P)4p 4D3.5
   10   35       3259.427      2.879e-05      2.260e+03             3s.3p4 2D2.5 -       3s2.3p2(3P)4p 4D3.5
   15   35       5455.381      2.863e+00      8.020e+07      3s2.3p2(3P)4s 4P2.5 -       3s2.3p2(3P)4p 4D3.5
   17   35       5468.746      9.990e-03      2.780e+05      3s2.3p2(3P)3d 4F2.5 -       3s2.3p2(3P)4p 4D3.5
   18   35       5527.789      1.730e-01      4.720e+06      3s2.3p2(3P)3d 4F3.5 -       3s2.3p2(3P)4p 4D3.5
   19   35       5607.718      1.339e+00      3.550e+07      3s2.3p2(3P)3d 4F4.5 -       3s2.3p2(3P)4p 4D3.5
   24   35       6959.866      2.795e-02      4.810e+05      3s2.3p2(3P)3d 4D2.5 -       3s2.3p2(3P)4p 4D3.5
   25   35       6983.336      1.565e-01      2.680e+06      3s2.3p2(3P)3d 4D3.5 -       3s2.3p2(3P)4p 4D3.5
   26   35       7249.127      4.496e-03      7.130e+04      3s2.3p2(3P)3d 2F2.5 -       3s2.3p2(3P)4p 4D3.5
   27   35       7511.158      2.254e-02      3.330e+05      3s2.3p2(3P)3d 2F3.5 -       3s2.3p2(3P)4p 4D3.5
   30   35      14146.018      1.431e-07      5.960e-01      3s2.3p2(1D)4s 2D2.5 -       3s2.3p2(3P)4p 4D3.5
   39   35      67932.139      1.328e-06      2.400e-01      3s2.3p2(1D)3d 2G3.5 -       3s2.3p2(3P)4p 4D3.5
    6   36       2007.019      4.756e-03      3.940e+06             3s.3p4 4P0.5 -       3s2.3p2(3P)4p 4P0.5
    7   36       1998.764      2.526e-02      2.110e+07             3s.3p4 4P1.5 -       3s2.3p2(3P)4p 4P0.5
