  1     1     2s2.2p2     3  1 P  0.0  1          0.000       0.000000          0.000       0.000000
  2     1     2s2.2p2     3  1 P  1.0  3       2546.000       0.023201       2567.000       0.023392
  3     1     2s2.2p2     3  1 P  2.0  5       6415.000       0.058458       6458.000       0.058850
  4     1     2s2.2p2     1  2 D  2.0  5      52927.000       0.482306      55598.000       0.506646
  5     1     2s2.2p2     1  0 S  0.0  1     107792.000       0.982273     104063.000       0.948292
  6     2     2s.2p3      5  0 S  2.0  5     150320.000       1.368997     138482.000       1.261941
  7     2     2s.2p3      3  2 D  2.0  5     292300.000       2.663634     293060.000       2.670559
  8     2     2s.2p3      3  2 D  1.0  3     292440.000       2.664910     293110.000       2.671015
  9     2     2s.2p3      3  2 D  3.0  7     292244.000       2.663123     293353.000       2.673229
 10     2     2s.2p3      3  1 P  0.0  1     344066.000       3.135360     344163.000       3.136244
 11     2     2s.2p3      3  1 P  1.0  3     344013.000       3.134877     344269.000       3.137210
 12     2     2s.2p3      3  1 P  2.0  5     344124.000       3.135889     344461.000       3.138960
 13     2     2s.2p3      1  2 D  2.0  5     440401.000       4.013229     454782.000       4.144279
 14     2     2s.2p3      3  0 S  1.0  3     446941.000       4.072826     461461.000       4.205142
 15     2     2s.2p3      1  1 P  1.0  3     492755.000       4.490314     505953.000       4.610583
 16     3     2p4         3  1 P  2.0  5     674750.000       6.148775     687200.000       6.262228
 17     3     2p4         3  1 P  1.0  3     679302.000       6.190256     691715.000       6.303371
 18     3     2p4         3  1 P  0.0  1     681085.000       6.206504     693621.000       6.320740
 19     3     2p4         1  2 D  2.0  5     719510.000       6.556658     740179.000       6.745008
 20     3     2p4         1  0 S  0.0  1     819717.000       7.469994     843432.000       7.685918
 21     4     2s2.2p3s    3  1 P  0.0  1          0.000       0.000000    1645067.000      14.990954
 22     4     2s2.2p3s    3  1 P  1.0  3    1623380.000      14.793369    1646720.000      15.006018
 23     4     2s2.2p3s    3  1 P  2.0  5    1628500.000      14.840027    1651726.000      15.051635
 24     4     2s2.2p3s    1  1 P  1.0  3    1640850.000      14.952568    1664792.000      15.170701
 25     5     2s2.2p3p    1  1 P  1.0  3          0.000       0.000000    1718773.000      15.662613
 26     5     2s2.2p3p    3  2 D  1.0  3          0.000       0.000000    1724599.000      15.715703
 27     5     2s2.2p3p    3  2 D  2.0  5          0.000       0.000000    1725917.000      15.727714
 28     5     2s2.2p3p    3  2 D  3.0  7          0.000       0.000000    1730226.000      15.766980
 29     5     2s2.2p3p    3  0 S  1.0  3          0.000       0.000000    1738094.000      15.838678
 30     5     2s2.2p3p    3  1 P  0.0  1          0.000       0.000000    1751939.000      15.964844
 31     5     2s2.2p3p    3  1 P  1.0  3          0.000       0.000000    1753923.000      15.982923
 32     5     2s2.2p3p    3  1 P  2.0  5          0.000       0.000000    1756186.000      16.003546
 33     5     2s2.2p3p    1  2 D  2.0  5          0.000       0.000000    1773180.000      16.158405
 34     5     2s2.2p3p    1  0 S  0.0  1          0.000       0.000000    1800525.000      16.407591
 35     6     2s2.2p3d    3  3 F  2.0  5          0.000       0.000000    1810726.000      16.500549
 36     6     2s2.2p3d    3  3 F  3.0  7          0.000       0.000000    1813918.000      16.529638
 37     6     2s2.2p3d    1  2 D  2.0  5    1794050.000      16.348633    1816279.000      16.551153
 38     6     2s2.2p3d    3  3 F  4.0  9          0.000       0.000000    1817429.000      16.561632
 39     6     2s2.2p3d    3  2 D  1.0  3    1808160.000      16.477213    1831771.000      16.692326
 40     6     2s2.2p3d    3  2 D  2.0  5    1809040.000      16.485233    1832478.000      16.698769
 41     6     2s2.2p3d    3  2 D  3.0  7    1811430.000      16.507011    1834889.000      16.720739
 42     6     2s2.2p3d    3  1 P  2.0  5    1815650.000      16.545467    1838389.000      16.752634
 43     6     2s2.2p3d    3  1 P  1.0  3    1816900.000      16.556858    1839405.000      16.761892
 44     6     2s2.2p3d    3  1 P  0.0  1    1817630.000      16.563511    1839920.000      16.766584
 45     6     2s2.2p3d    1  1 P  1.0  3    1838560.000      16.754240    1864210.000      16.987932
 46     6     2s2.2p3d    1  3 F  3.0  7    1837780.000      16.747131    1865343.000      16.998257
qq -1
%filename: si_9.elvlc
%energy levels (n=2): Edlen, B., 1985, Physica Scripta, 31, 345
%energy levels (n=3): Martin, W.C., Sugar, J., Musgrove, A., Dalton, G.R., 1995, 
   NIST Database for Atomic Spectroscopy, Version 1.0, NIST Standard Reference Database 61
%Theoretical energy levels: Bhatia, A.K., Doschek, G.A., 1993, ADNDT, 55, 281
% produced as part of the Arcetri/Cambridge/NRL 'CHIANTI' atomic data base collaboration
%
%   E.Landi 2000
 -1


qq
    1    2      39277.371      0.000e+00      3.030e-01            2s2.2p2 3P0.0 -             2s2.2p2 3P1.0
    1    3      15588.493      0.000e+00      5.640e-06            2s2.2p2 3P0.0 -             2s2.2p2 3P2.0
    1    4       1889.398      0.000e+00      1.030e-03            2s2.2p2 3P0.0 -             2s2.2p2 1D2.0
    1    8        341.951      8.310e-02      1.590e+09            2s2.2p2 3P0.0 -              2s.2p3 3D1.0
    1   11        290.687      8.260e-02      2.180e+09            2s2.2p2 3P0.0 -              2s.2p3 3P1.0
    1   14        223.744      9.750e-02      4.620e+09            2s2.2p2 3P0.0 -              2s.2p3 3S1.0
    1   15        202.941      1.640e-05      9.320e+05            2s2.2p2 3P0.0 -              2s.2p3 1P1.0
    1   22         61.600      5.360e-02      3.230e+10            2s2.2p2 3P0.0 -            2s2.2p3s 3P1.0
    1   24         60.944      7.840e-04      4.830e+08            2s2.2p2 3P0.0 -            2s2.2p3s 1P1.0
    1   27        -57.940      0.000e+00      8.510e+06            2s2.2p2 3P0.0 -            2s2.2p3p 3D2.0
    1   32        -56.942      0.000e+00      2.390e+06            2s2.2p2 3P0.0 -            2s2.2p3p 3P2.0
    1   33        -56.396      0.000e+00      1.130e+04            2s2.2p2 3P0.0 -            2s2.2p3p 1D2.0
    1   39         55.305      1.040e+00      7.780e+11            2s2.2p2 3P0.0 -            2s2.2p3d 3D1.0
    1   43         55.039      6.120e-02      4.610e+10            2s2.2p2 3P0.0 -            2s2.2p3d 3P1.0
    1   45         54.390      2.290e-03      1.770e+09            2s2.2p2 3P0.0 -            2s2.2p3d 1P1.0
    2    3      25846.520      0.000e+00      7.910e-01            2s2.2p2 3P1.0 -             2s2.2p2 3P2.0
    2    4       1984.879      0.000e+00      8.120e+00            2s2.2p2 3P1.0 -             2s2.2p2 1D2.0
    2    5        950.157      0.000e+00      2.070e+02            2s2.2p2 3P1.0 -             2s2.2p2 1S0.0
    2    6        676.710      2.230e-05      5.480e+04            2s2.2p2 3P1.0 -              2s.2p3 5S2.0
    2    7        345.121      1.840e-01      2.070e+09            2s2.2p2 3P1.0 -              2s.2p3 3D2.0
    2    8        344.954      4.870e-02      9.150e+08            2s2.2p2 3P1.0 -              2s.2p3 3D1.0
    2   10        292.809      8.890e-02      6.920e+09            2s2.2p2 3P1.0 -              2s.2p3 3P0.0
    2   11        292.855      7.980e-02      2.070e+09            2s2.2p2 3P1.0 -              2s.2p3 3P1.0
    2   12        292.759      8.940e-02      1.390e+09            2s2.2p2 3P1.0 -              2s.2p3 3P2.0
    2   13        228.387      1.130e-04      3.090e+06            2s2.2p2 3P1.0 -              2s.2p3 1D2.0
    2   14        225.025      2.960e-01      1.380e+10            2s2.2p2 3P1.0 -              2s.2p3 3S1.0
    2   15        203.995      1.680e-03      9.490e+07            2s2.2p2 3P1.0 -              2s.2p3 1P1.0
    2   21        -60.883      5.500e-02      9.900e+10            2s2.2p2 3P1.0 -            2s2.2p3s 3P0.0
    2   22         61.697      3.960e-02      2.380e+10            2s2.2p2 3P1.0 -            2s2.2p3s 3P1.0
    2   23         61.502      6.830e-02      2.480e+10            2s2.2p2 3P1.0 -            2s2.2p3s 3P2.0
    2   24         61.039      1.210e-03      7.450e+08            2s2.2p2 3P1.0 -            2s2.2p3s 1P1.0
    2   25        -58.268      0.000e+00      3.970e+06            2s2.2p2 3P1.0 -            2s2.2p3p 1P1.0
    2   26        -58.071      0.000e+00      1.480e+07            2s2.2p2 3P1.0 -            2s2.2p3p 3D1.0
    2   27        -58.027      0.000e+00      2.400e+06            2s2.2p2 3P1.0 -            2s2.2p3p 3D2.0
    2   28        -57.882      0.000e+00      7.980e+06            2s2.2p2 3P1.0 -            2s2.2p3p 3D3.0
    2   29        -57.619      0.000e+00      7.240e+03            2s2.2p2 3P1.0 -            2s2.2p3p 3S1.0
    2   31        -57.099      0.000e+00      2.980e+06            2s2.2p2 3P1.0 -            2s2.2p3p 3P1.0
    2   32        -57.025      0.000e+00      6.010e+06            2s2.2p2 3P1.0 -            2s2.2p3p 3P2.0
    2   33        -56.478      0.000e+00      1.090e+05            2s2.2p2 3P1.0 -            2s2.2p3p 1D2.0
    2   35        -55.305      2.710e-03      1.180e+09            2s2.2p2 3P1.0 -            2s2.2p3d 3F2.0
    2   37         55.819      3.790e-02      1.670e+10            2s2.2p2 3P1.0 -            2s2.2p3d 1D2.0
    2   39         55.383      4.040e-01      3.000e+11            2s2.2p2 3P1.0 -            2s2.2p3d 3D1.0
    2   40         55.356      2.170e+00      9.710e+11            2s2.2p2 3P1.0 -            2s2.2p3d 3D2.0
