26 13   4 17  1 1.040E+00 3.560E+00 5.000E+00 2.711E+00 1.882E+00 1.494E+00 1.368E+00 1.174E+00
26 13   4 18  2 0.000E+00 3.651E+00 8.000E+00 9.366E-02 6.174E-02 3.900E-02 1.989E-02 7.022E-05
26 13   4 19  1 9.560E-01 3.998E+00 5.000E+00 2.073E+00 1.480E+00 1.198E+00 1.108E+00 9.602E-01
26 13   4 20  1 1.700E-02 4.073E+00 4.000E+00 5.013E-02 3.265E-02 2.297E-02 1.881E-02 1.679E-02
26 13   4 21  1 1.480E+00 4.112E+00 4.000E+00 3.301E+00 2.387E+00 1.866E+00 1.646E+00 1.446E+00
26 13   4 22  2 0.000E+00 4.147E+00 8.000E+00 7.318E-03 4.607E-03 2.806E-03 1.380E-03 5.688E-06
26 13   4 23  4 4.650E-02 4.180E+00 5.000E+00 7.151E-02 6.233E-02 5.365E-02 4.861E-02 4.465E-02
26 13   4 24  1 1.560E-01 4.195E+00 5.000E+00 3.480E-01 2.373E-01 1.875E-01 1.737E-01 1.495E-01
26 13   4 25  1 4.190E-01 4.203E+00 5.000E+00 8.714E-01 6.119E-01 4.964E-01 4.666E-01 4.006E-01
26 13   4 26  1 3.540E+00 4.639E+00 5.000E+00 6.126E+00 4.470E+00 3.705E+00 3.497E+00 3.064E+00
26 13   4 27  1 2.260E-02 4.760E+00 5.000E+00 6.500E-02 4.363E-02 3.080E-02 2.304E-02 1.903E-02
26 13   5  6  2 0.000E+00 1.137E+00 3.000E+01 1.000E-05 1.000E-05 1.000E-05 1.000E-05 1.000E-05
26 13   5  7  4 2.890E-04 1.786E+00 7.000E+00 1.291E-03 1.068E-03 9.071E-04 8.417E-04 6.497E-04
26 13   5  8  2 0.000E+00 1.787E+00 2.000E+01 5.971E-04 3.689E-04 2.245E-04 1.255E-04 4.478E-05
26 13   5  9  2 0.000E+00 1.815E+00 1.500E+01 4.965E-04 3.249E-04 2.015E-04 9.893E-05 3.862E-07
26 13   5 10  2 0.000E+00 2.159E+00 1.500E+01 6.945E-03 4.466E-03 2.766E-03 1.349E-03 5.407E-06
26 13   5 11  4 2.610E-03 2.166E+00 8.000E+00 1.724E-02 1.063E-02 6.744E-03 5.511E-03 4.853E-03
26 13   5 12  2 0.000E+00 2.171E+00 1.500E+01 2.341E-02 1.460E-02 8.927E-03 4.275E-03 1.826E-05
26 13   5 13  2 0.000E+00 2.466E+00 1.500E+01 4.308E-03 2.615E-03 1.571E-03 7.267E-04 3.371E-06
26 13   5 14  4 2.590E-02 2.947E+00 5.000E+00 6.473E-02 5.370E-02 4.573E-02 4.182E-02 3.530E-02
26 13   5 15  2 0.000E+00 3.093E+00 1.000E+01 4.776E-03 3.009E-03 1.876E-03 9.761E-04 1.104E-04
26 13   5 16  2 0.000E+00 3.158E+00 1.000E+01 9.152E-03 5.869E-03 3.685E-03 1.896E-03 9.222E-05
26 13   5 17  1 2.180E-01 3.164E+00 5.000E+00 7.367E-01 4.746E-01 3.678E-01 3.464E-01 2.773E-01
26 13   5 18  2 0.000E+00 3.255E+00 1.000E+01 1.650E-02 1.041E-02 6.399E-03 3.125E-03 1.264E-05
26 13   5 19  2 0.000E+00 3.602E+00 8.000E+00 3.165E-03 1.971E-03 1.234E-03 6.607E-04 1.449E-04
26 13   5 20  4 1.980E-03 3.677E+00 5.000E+00 4.333E-03 3.477E-03 2.681E-03 2.165E-03 2.160E-03
26 13   5 21  2 0.000E+00 3.716E+00 8.000E+00 3.728E-03 2.286E-03 1.384E-03 6.452E-04 2.879E-06
26 13   5 22  2 0.000E+00 3.751E+00 8.000E+00 2.407E-03 1.462E-03 9.250E-04 5.422E-04 2.277E-04
26 13   5 23  4 3.620E-04 3.784E+00 5.000E+00 3.334E-03 1.715E-03 7.514E-04 4.250E-04 3.896E-04
26 13   5 24  2 0.000E+00 3.807E+00 8.000E+00 4.295E-03 2.602E-03 1.555E-03 7.111E-04 3.371E-06
26 13   5 25  2 0.000E+00 3.807E+00 8.000E+00 5.579E-03 3.427E-03 2.084E-03 1.002E-03 5.386E-05
26 13   5 26  2 0.000E+00 4.243E+00 5.000E+00 1.881E-02 1.900E-02 1.884E-02 1.810E-02 1.638E-02
