SEQ='SI'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 114332270.4   NPRNTI=10   NPRNTF=55
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   349  9999    3S1 3P1 3D2         (5)2( 0.0)   542960.8 
   350  9999    3S1 3P1 3D2         (3)3( 2.0)   543022.2 
   351     3    3S1 3P2 4F1         (5)4( 4.0)   543042.0 
   352    10    3S1 3P2 4P1         (3)1( 2.0)   543258.2 
   353  9999    3S1 3P1 3D2         (3)3( 3.0)   543361.8 
   354     4    3S1 3P2 4F1         (5)4( 5.0)   543442.5 
   355    10    3S1 3P2 4P1         (3)0( 1.0)   543518.7 
   356  9999    3S1 3P1 3D2         (3)3( 4.0)   543847.6 
   357     5    3S1 3P2 4F1         (5)4( 6.0)   543951.2 
   358     4    3S1 3P2 4F1         (5)2( 4.0)   544018.1 
   359     3    3S1 3P2 4F1         (5)2( 3.0)   544394.2 
   360     4    3S1 3P2 4F1         (5)2( 2.0)   544724.7 
   361     4    3S1 3P2 4F1         (5)2( 1.0)   544974.6 
   362     5    3S1 3P2 4F1         (5)2( 0.0)   545111.7 
   363     4    3S1 3P2 4F1         (3)2( 3.0)   545664.5 
   364     1    3S2 3P1 6F1         (3)4( 3.0)   545860.6 
   365     4    3S1 3P2 4F1         (3)2( 2.0)   546202.7 
   366     1    3S2 3P1 6F1         (3)3( 3.0)   546207.4 
   367     1    3S2 3P1 6F1         (3)4( 4.0)   546346.3 
   368     1    3S2 3P1 6F1         (3)3( 2.0)   546460.1 
   369     5    3S1 3P2 4F1         (3)2( 1.0)   546548.1 
   370    10    3S1 3P2 4P1         (1)2( 2.0)   547073.2 
   371     2    3S2 3P1 6F1         (1)3( 3.0)   547553.0 
   372     1    3S2 3P1 6G1         (1)*( 3.0)   547695.8 
   373     1    3S2 3P1 6G1         (1)*( 4.0)   547695.8 
   374     1    3S2 3P1 6G1         (1)*( 4.0)   547695.8 
   375     1    3S2 3P1 6G1         (1)*( 5.0)   547695.8 
   376     2    3S2 3P1 6F1         (3)3( 4.0)   547762.0 
   377     2    3S2 3P1 6F1         (3)4( 5.0)   547875.9 
   378     1    3S2 3P1 6H1         (1)*( 4.0)   547933.1 
   379     1    3S2 3P1 6H1         (1)*( 5.0)   547933.1 
   380     1    3S2 3P1 6H1         (1)*( 5.0)   547933.1 
   381     1    3S2 3P1 6H1         (1)*( 6.0)   547933.1 
   382     5    3S1 3P2 4F1         (5)3( 1.0)   548091.0 
   383     5    3S1 3P2 4F1         (5)3( 2.0)   548156.1 
   384    11    3S2 3D1 4S1         (3)2( 1.0)   548183.0 
   385     4    3S1 3P2 4F1         (5)3( 3.0)   548209.8 
   386    11    3S2 3D1 4S1         (3)2( 2.0)   548237.2 
   387     2    3S2 3P1 6F1         (3)2( 3.0)   548291.9 
   388     4    3S1 3P2 4F1         (5)3( 4.0)   548299.2 
   389    12    3S2 3D1 4S1         (3)2( 3.0)   548320.9 
   390     5    3S1 3P2 4F1         (5)3( 5.0)   548346.6 
   391     5    3S1 3P2 4F1         (3)4( 3.0)   548419.7 
   392     2    3S2 3P1 6F1         (3)2( 2.0)   548518.1 
   393     2    3S2 3P1 6F1         (3)2( 1.0)   548776.7 
   394     5    3S1 3P2 4F1         (3)4( 4.0)   548972.8 
   395     1    3S2 3P1 7S1         (3)1( 0.0)   548990.6 
   396     1    3S2 3P1 7S1         (3)1( 1.0)   549125.9 
   397     2    3S2 3P1 6G1         (1)*( 2.0)   549502.4 
   398     2    3S2 3P1 6G1         (1)*( 3.0)   549502.4 
   399     2    3S2 3P1 6G1         (1)*( 4.0)   549502.4 
   400     2    3S2 3P1 6G1         (1)*( 5.0)   549502.4 
   401     2    3S2 3P1 6G1         (1)*( 3.0)   549502.4 
   402     2    3S2 3P1 6G1         (1)*( 4.0)   549502.4 
   403     2    3S2 3P1 6G1         (1)*( 5.0)   549502.4 
   404     2    3S2 3P1 6G1         (1)*( 6.0)   549502.4 
   405     2    3S2 3P1 6F1         (1)4( 4.0)   549511.3 
   406     2    3S2 3P1 6F1         (1)2( 2.0)   549657.5 
   407     5    3S1 3P2 4F1         (3)4( 5.0)   549699.0 
   408     2    3S2 3P1 6H1         (1)*( 3.0)   549739.7 
   409     2    3S2 3P1 6H1         (1)*( 4.0)   549739.7 
   410     2    3S2 3P1 6H1         (1)*( 5.0)   549739.7 
   411     2    3S2 3P1 6H1         (1)*( 6.0)   549739.7 
   412     2    3S2 3P1 6H1         (1)*( 4.0)   549739.7 
   413     2    3S2 3P1 6H1         (1)*( 5.0)   549739.7 
   414     2    3S2 3P1 6H1         (1)*( 6.0)   549739.7 
   415     2    3S2 3P1 6H1         (1)*( 7.0)   549739.7 
   416     6    3S1 3P2 4D1         (3)3( 2.0)   549854.9 
   417     6    3S1 3P2 4D1         (3)3( 3.0)   549863.1 
   418     6    3S1 3P2 4D1         (3)3( 4.0)   549873.1 
   419     6    3S1 3P2 4D1         (3)2( 1.0)   550065.3 
   420     6    3S1 3P2 4D1         (3)2( 2.0)   550102.9 
   421     6    3S1 3P2 4D1         (3)2( 3.0)   550150.3 
   422     7    3S1 3P2 4D1         (1)3( 3.0)   550369.3 
   423     2    3S2 3P1 7S1         (3)1( 2.0)   550797.2 
   424     2    3S2 3P1 7S1         (1)1( 1.0)   551146.1 
   425     3    3S1 3P2 5S1         (5)1( 1.0)   551475.8 
   426  9999    3S1 3P1 3D2         (3)2( 1.0)   552057.1 
   427     4    3S1 3P2 5S1         (5)1( 2.0)   552106.7 
   428  9999    3S1 3P1 3D2         (3)2( 2.0)   552171.8 
   429  9999    3S1 3P1 3D2         (3)2( 3.0)   552328.8 
   430     7    3S1 3P2 4D1         (3)4( 3.0)   552378.7 
   431     7    3S1 3P2 4D1         (3)4( 4.0)   552419.5 
   432     7    3S1 3P2 4D1         (3)4( 5.0)   552471.6 
   433    12    3S2 3D1 4S1         (1)2( 2.0)   552881.8 
   434     5    3S1 3P2 5S1         (5)1( 3.0)   553035.3 
   435    10    3S1 3P2 4P1         (1)1( 1.0)   554162.2 
   436     1    3S2 3P1 7P1         (3)2( 1.0)   554373.1 
   437  9999    3S1 3P1 3D2         (3)5( 4.0)   554509.7 
   438     1    3S2 3P1 7P1         (3)1( 1.0)   554740.7 
   439     7    3S1 3P2 4D1         (1)2( 2.0)   554787.9 
   440     1    3S2 3P1 7P1         (3)2( 2.0)   554843.9 
   441     1    3S2 3P1 7P1         (3)1( 0.0)   555041.0 
   442  9999    3S1 3P1 3D2         (3)5( 5.0)   555122.3 
   443     5    3S1 3P2 4F1         (3)3( 2.0)   555875.8 
   444  9999    3S1 3P1 3D2         (3)5( 6.0)   555908.7 
   445     5    3S1 3P2 4F1         (3)3( 3.0)   556031.5 
   446     2    3S2 3P1 7P1         (1)1( 1.0)   556145.2 
   447     5    3S1 3P2 4F1         (3)3( 4.0)   556196.7 
   448     2    3S2 3P1 7P1         (3)2( 3.0)   556386.8 
   449     3    3S1 3P2 5S1         (3)1( 0.0)   556411.4 
   450     2    3S2 3P1 7P1         (3)1( 2.0)   556469.2 
   451     2    3S2 3P1 7P1         (3)0( 1.0)   556849.0 
   452     4    3S1 3P2 5S1         (3)1( 1.0)   556952.8 
   453     2    3S2 3P1 7P1         (1)2( 2.0)   557128.5 
   454     7    3S1 3P2 4D1         (1)4( 4.0)   557204.6 
   455     6    3S1 3P2 4D1         (3)1( 0.0)   557247.6 
   456     6    3S1 3P2 4D1         (3)1( 1.0)   557277.2 
   457     7    3S1 3P2 4D1         (1)1( 1.0)   557286.2 
   458     7    3S1 3P2 4D1         (3)1( 2.0)   557337.8 
   459     5    3S1 3P2 5S1         (3)1( 2.0)   557970.8 
   460     2    3S2 3P1 7P1         (1)0( 0.0)   558370.9 
   461     7    3S1 3P2 4D1         (3)0( 1.0)   558421.0 
   462  9999    3S1 3P1 3D2         (5)0( 2.0)   561482.5 
   463  9999    3S1 3P1 3D2         (3)0( 1.0)   562384.2 
   464  9999    3S1 3P1 3D2         (3)4( 3.0)   562810.9 
   465  9999    3S1 3P1 3D2         (3)4( 4.0)   562877.2 
   466  9999    3S1 3P1 3D2         (3)4( 5.0)   562947.5 
   467     1    3S2 3P1 7D1         (3)3( 2.0)   562959.3 
   468     1    3S2 3P1 7D1         (3)2( 2.0)   563052.0 
   469     1    3S2 3P1 7D1         (3)2( 1.0)   563156.7 
   470     1    3S2 3P1 7D1         (3)3( 3.0)   563157.2 
   471     7    3S1 3P2 4D1         (1)0( 0.0)   564027.8 
   472     2    3S2 3P1 7D1         (1)2( 2.0)   564595.2 
   473     2    3S2 3P1 7D1         (3)2( 3.0)   564701.2 
   474     2    3S2 3P1 7D1         (3)3( 4.0)   564913.5 
   475     2    3S2 3P1 7D1         (3)1( 2.0)   565001.1 
   476     2    3S2 3P1 7D1         (3)1( 1.0)   565131.6 
   477     2    3S2 3P1 7D1         (1)3( 3.0)   565279.5 
   478     2    3S2 3P1 7D1         (3)1( 0.0)   565303.5 
   479     2    3S2 3P1 7D1         (1)1( 1.0)   565599.6 
   480     1    3S2 3P1 7F1         (3)4( 3.0)   566926.4 
   481     1    3S2 3P1 7F1         (3)3( 3.0)   567162.1 
   482     1    3S2 3P1 7F1         (3)4( 4.0)   567261.3 
   483     1    3S2 3P1 7F1         (3)3( 2.0)   567357.6 
   484     1    3S2 3P1 7G1         (1)*( 3.0)   568095.1 
   485     1    3S2 3P1 7G1         (1)*( 4.0)   568095.1 
   486     1    3S2 3P1 7G1         (1)*( 4.0)   568095.1 
   487     1    3S2 3P1 7G1         (1)*( 5.0)   568095.1 
   488     1    3S2 3P1 7H1         (1)*( 4.0)   568244.4 
   489     1    3S2 3P1 7H1         (1)*( 5.0)   568244.4 
   490     1    3S2 3P1 7H1         (1)*( 5.0)   568244.4 
   491     1    3S2 3P1 7H1         (1)*( 6.0)   568244.4 
   492     1    3S2 3P1 7I1         (1)*( 5.0)   568311.0 
   493     1    3S2 3P1 7I1         (1)*( 6.0)   568311.0 
   494     1    3S2 3P1 7I1         (1)*( 6.0)   568311.0 
   495     1    3S2 3P1 7I1         (1)*( 7.0)   568311.0 
   496     2    3S2 3P1 7F1         (1)3( 3.0)   568628.7 
   497     2    3S2 3P1 7F1         (3)3( 4.0)   568772.7 
   498     2    3S2 3P1 7F1         (3)4( 5.0)   568836.0 
   499     1    3S2 3P1 8S1         (3)1( 0.0)   568949.2 
   500     3    3S1 3P2 5P1         (3)0( 1.0)   568951.3 
   501     1    3S2 3P1 8S1         (3)1( 1.0)   569037.7 
   502     2    3S2 3P1 7F1         (3)2( 3.0)   569047.8 
   503     2    3S2 3P1 7F1         (3)2( 2.0)   569191.2 
   504     3    3S1 3P2 5P1         (5)2( 0.0)   569302.5 
   505     2    3S2 3P1 7F1         (3)2( 1.0)   569382.0 
   506     3    3S1 3P2 5P1         (5)2( 1.0)   569469.5 
   507     3    3S1 3P2 5P1         (5)2( 2.0)   569780.2 
   508     2    3S2 3P1 7F1         (1)4( 4.0)   569785.4 
   509     2    3S2 3P1 7F1         (1)2( 2.0)   569884.8 
   510     2    3S2 3P1 7G1         (1)*( 2.0)   569901.7 
   511     2    3S2 3P1 7G1         (1)*( 3.0)   569901.7 
   512     2    3S2 3P1 7G1         (1)*( 4.0)   569901.7 
   513     2    3S2 3P1 7G1         (1)*( 5.0)   569901.7 
   514     2    3S2 3P1 7G1         (1)*( 3.0)   569901.7 
   515     2    3S2 3P1 7G1         (1)*( 4.0)   569901.7 
   516     2    3S2 3P1 7G1         (1)*( 5.0)   569901.7 
   517     2    3S2 3P1 7G1         (1)*( 6.0)   569901.7 
   518     2    3S2 3P1 7H1         (1)*( 3.0)   570051.0 
   519     2    3S2 3P1 7H1         (1)*( 4.0)   570051.0 
   520     2    3S2 3P1 7H1         (1)*( 5.0)   570051.0 
   521     2    3S2 3P1 7H1         (1)*( 6.0)   570051.0 
   522     2    3S2 3P1 7H1         (1)*( 4.0)   570051.0 
   523     2    3S2 3P1 7H1         (1)*( 5.0)   570051.0 
   524     2    3S2 3P1 7H1         (1)*( 6.0)   570051.0 
   525     2    3S2 3P1 7H1         (1)*( 7.0)   570051.0 
   526     2    3S2 3P1 7I1         (1)*( 4.0)   570117.6 
   527     2    3S2 3P1 7I1         (1)*( 5.0)   570117.6 
   528     2    3S2 3P1 7I1         (1)*( 6.0)   570117.6 
   529     2    3S2 3P1 7I1         (1)*( 7.0)   570117.6 
   530     2    3S2 3P1 7I1         (1)*( 5.0)   570117.6 
   531     2    3S2 3P1 7I1         (1)*( 6.0)   570117.6 
   532     2    3S2 3P1 7I1         (1)*( 7.0)   570117.6 
   533     2    3S2 3P1 7I1         (1)*( 8.0)   570117.6 
   534     4    3S1 3P2 5P1         (5)2( 3.0)   570309.9 
   535     2    3S2 3P1 8S1         (3)1( 2.0)   570755.8 
   536     2    3S2 3P1 8S1         (1)1( 1.0)   570963.4 
   537     4    3S1 3P2 5P1         (5)0( 2.0)   571025.9 
   538     5    3S1 3P2 5P1         (5)2( 4.0)   571069.0 
   539     4    3S1 3P2 5P1         (5)1( 1.0)   571705.6 
   540     4    3S1 3P2 5P1         (5)1( 2.0)   572306.3 
   541     1    3S2 3P1 8P1         (3)2( 1.0)   572391.6 
   542     5    3S1 3P2 5P1         (5)1( 3.0)   572533.0 
   543     1    3S2 3P1 8P1         (3)1( 1.0)   572624.0 
   544     1    3S2 3P1 8P1         (3)2( 2.0)   572694.6 
   545     1    3S2 3P1 8P1         (3)1( 0.0)   572849.6 
   546     4    3S1 3P2 5P1         (3)2( 1.0)   573535.7 
   547     5    3S1 3P2 5P1         (3)2( 2.0)   574023.4 
   548     2    3S2 3P1 8P1         (1)1( 1.0)   574149.8 
   549     2    3S2 3P1 8P1         (3)2( 3.0)   574318.4 
   550     2    3S2 3P1 8P1         (3)1( 2.0)   574363.4 
   551     2    3S2 3P1 8P1         (3)0( 1.0)   574596.3 
   552     2    3S2 3P1 8P1         (1)2( 2.0)   574759.0 
   553     5    3S1 3P2 5P1         (3)2( 3.0)   574838.1 
   554     2    3S2 3P1 8P1         (1)0( 0.0)   575497.9 
   555  9999    3S1 3P1 3D2         (3)4( 3.0)   576227.7 
   556  9999    3P3 3D1             (1)1( 1.0)   576602.0 
   557     4    3S1 3P2 5P1         (3)1( 0.0)   576605.5 
   558  9999    3S1 3P1 3D2         (3)4( 4.0)   576851.9 
   559     5    3S1 3P2 5P1         (3)1( 1.0)   576908.4 
   560     6    3S1 3P2 4F1         (3)4( 5.0)   577029.2 
   561     6    3S1 3P2 4F1         (3)4( 4.0)   577037.8 
   562     6    3S1 3P2 4F1         (3)4( 3.0)   577044.2 
   563     6    3S1 3P2 4F1         (3)3( 2.0)   577129.1 
   564     6    3S1 3P2 4F1         (3)3( 3.0)   577150.0 
   565     6    3S1 3P2 4F1         (3)3( 4.0)   577178.1 
   566     5    3S1 3P2 5P1         (3)1( 2.0)   577325.3 
   567  9999    3S1 3P1 3D2         (3)4( 5.0)   577675.1 
   568     7    3S1 3P2 4F1         (1)4( 4.0)   577675.9 
   569     1    3S2 3P1 8D1         (3)3( 2.0)   577935.0 
   570     1    3S2 3P1 8D1         (3)2( 2.0)   577995.9 
   571     1    3S2 3P1 8D1         (3)3( 3.0)   578063.0 
   572     1    3S2 3P1 8D1         (3)2( 1.0)   578079.5 
   573    13    3P3 4S1             (3)2( 1.0)   579468.7 
   574    13    3P3 4S1             (3)2( 2.0)   579525.7 
   575     2    3S2 3P1 8D1         (1)2( 2.0)   579614.6 
   576    14    3P3 4S1             (3)2( 3.0)   579622.5 
   577     2    3S2 3P1 8D1         (3)2( 3.0)   579684.1 
   578     7    3S1 3P2 4F1         (1)3( 3.0)   579684.7 
   579     2    3S2 3P1 8D1         (3)3( 4.0)   579826.5 
   580     2    3S2 3P1 8D1         (3)1( 2.0)   579863.9 
   581     2    3S2 3P1 8D1         (3)1( 1.0)   579947.5 
   582     2    3S2 3P1 8D1         (1)3( 3.0)   580050.8 
   583     2    3S2 3P1 8D1         (3)1( 0.0)   580075.7 
   584     2    3S2 3P1 8D1         (1)1( 1.0)   580252.5 
   585     1    3S2 3P1 8F1         (3)4( 3.0)   580529.3 
   586     7    3S1 3P2 4F1         (3)5( 4.0)   580615.4 
   587     7    3S1 3P2 4F1         (3)5( 5.0)   580643.4 
   588     7    3S1 3P2 4F1         (3)5( 6.0)   580678.2 
   589     1    3S2 3P1 8F1         (3)3( 3.0)   580695.1 
   590     1    3S2 3P1 8F1         (3)4( 4.0)   580770.8 
   591     1    3S2 3P1 8F1         (3)3( 2.0)   580842.6 
   592     1    3S2 3P1 8G1         (1)*( 3.0)   581319.1 
   593     1    3S2 3P1 8G1         (1)*( 4.0)   581319.1 
   594     1    3S2 3P1 8G1         (1)*( 4.0)   581319.1 
   595     1    3S2 3P1 8G1         (1)*( 5.0)   581319.1 
   596     1    3S2 3P1 8H1         (1)*( 4.0)   581419.1 
   597     1    3S2 3P1 8H1         (1)*( 5.0)   581419.1 
   598     1    3S2 3P1 8H1         (1)*( 5.0)   581419.1 
   599     1    3S2 3P1 8H1         (1)*( 6.0)   581419.1 
   600     1    3S2 3P1 8I1         (1)*( 5.0)   581463.6 
   601     1    3S2 3P1 8I1         (1)*( 6.0)   581463.6 
   602     1    3S2 3P1 8I1         (1)*( 6.0)   581463.6 
   603     1    3S2 3P1 8I1         (1)*( 7.0)   581463.6 
   604     1    3S2 3P1 8J1         (1)*( 6.0)   581486.3 
   605     1    3S2 3P1 8J1         (1)*( 7.0)   581486.3 
   606     1    3S2 3P1 8J1         (1)*( 7.0)   581486.3 
   607     1    3S2 3P1 8J1         (1)*( 8.0)   581486.3 
   608    14    3P3 4S1             (5)0( 2.0)   581653.0 
   609     2    3S2 3P1 8F1         (1)3( 3.0)   582256.7 
   610     2    3S2 3P1 8F1         (3)3( 4.0)   582357.1 
   611     6    3S1 3P2 4F1         (3)2( 1.0)   582357.2 
   612     6    3S1 3P2 4F1         (3)2( 2.0)   582384.0 
   613     2    3S2 3P1 8F1         (3)4( 5.0)   582396.4 
   614     7    3S1 3P2 4F1         (3)2( 3.0)   582423.9 
   615     2    3S2 3P1 8F1         (3)2( 3.0)   582519.9 
   616     2    3S2 3P1 8F1         (3)2( 2.0)   582613.8 
   617     2    3S2 3P1 8F1         (3)2( 1.0)   582752.4 
   618  9999    3S1 3P1 3D2         (3)1( 2.0)   582870.2 
   619  9999    3S1 3P1 3D2         (3)3( 4.0)   582983.7 
   620     2    3S2 3P1 8F1         (1)4( 4.0)   582993.3 
   621  9999    3S1 3P1 3D2         (3)3( 3.0)   583014.5 
   622  9999    3S1 3P1 3D2         (3)3( 2.0)   583049.8 
   623     2    3S2 3P1 8F1         (1)2( 2.0)   583065.1 
   624     2    3S2 3P1 8G1         (1)*( 2.0)   583125.7 
   625     2    3S2 3P1 8G1         (1)*( 3.0)   583125.7 
   626     2    3S2 3P1 8G1         (1)*( 4.0)   583125.7 
   627     2    3S2 3P1 8G1         (1)*( 5.0)   583125.7 
   628     2    3S2 3P1 8G1         (1)*( 3.0)   583125.7 
   629     2    3S2 3P1 8G1         (1)*( 4.0)   583125.7 
   630     2    3S2 3P1 8G1         (1)*( 5.0)   583125.7 
   631     2    3S2 3P1 8G1         (1)*( 6.0)   583125.7 
   632     2    3S2 3P1 8H1         (1)*( 3.0)   583225.7 
   633     2    3S2 3P1 8H1         (1)*( 4.0)   583225.7 
   634     2    3S2 3P1 8H1         (1)*( 5.0)   583225.7 
   635     2    3S2 3P1 8H1         (1)*( 6.0)   583225.7 
   636     2    3S2 3P1 8H1         (1)*( 4.0)   583225.7 
   637     2    3S2 3P1 8H1         (1)*( 5.0)   583225.7 
   638     2    3S2 3P1 8H1         (1)*( 6.0)   583225.7 
   639     2    3S2 3P1 8H1         (1)*( 7.0)   583225.7 
   640     2    3S2 3P1 8I1         (1)*( 4.0)   583270.2 
   641     2    3S2 3P1 8I1         (1)*( 5.0)   583270.2 
   642     2    3S2 3P1 8I1         (1)*( 6.0)   583270.2 
   643     2    3S2 3P1 8I1         (1)*( 7.0)   583270.2 
   644     2    3S2 3P1 8I1         (1)*( 5.0)   583270.2 
   645     2    3S2 3P1 8I1         (1)*( 6.0)   583270.2 
   646     2    3S2 3P1 8I1         (1)*( 7.0)   583270.2 
   647     2    3S2 3P1 8I1         (1)*( 8.0)   583270.2 
   648     2    3S2 3P1 8J1         (1)*( 5.0)   583292.9 
   649     2    3S2 3P1 8J1         (1)*( 6.0)   583292.9 
   650     2    3S2 3P1 8J1         (1)*( 7.0)   583292.9 
   651     2    3S2 3P1 8J1         (1)*( 8.0)   583292.9 
   652     2    3S2 3P1 8J1         (1)*( 6.0)   583292.9 
   653     2    3S2 3P1 8J1         (1)*( 7.0)   583292.9 
   654     2    3S2 3P1 8J1         (1)*( 8.0)   583292.9 
   655     2    3S2 3P1 8J1         (1)*( 9.0)   583292.9 
   656  9999    3S1 3P1 3D2         (3)1( 1.0)   583522.4 
   657     7    3S1 3P2 4F1         (1)2( 2.0)   583534.0 
   658     7    3S1 3P2 4F1         (1)5( 5.0)   583763.7 
   659  9999    3S1 3P1 3D2         (3)1( 0.0)   583852.0 
   660     6    3S1 3P2 5S1         (3)2( 1.0)   586393.9 
   661     6    3S1 3P2 5S1         (3)2( 2.0)   586419.1 
   662     7    3S1 3P2 5S1         (3)2( 3.0)   586455.6 
   663    15    3P3 4S1             (1)2( 2.0)   586468.4 
   664     7    3S1 3P2 4F1         (3)1( 2.0)   586482.2 
   665     7    3S1 3P2 4F1         (3)1( 1.0)   586500.5 
   666     7    3S1 3P2 4F1         (3)1( 0.0)   586510.1 
   667     8    3S1 3P2 4D1         (3)2( 1.0)   586596.7 
   668     8    3S1 3P2 4D1         (3)2( 2.0)   586636.3 
   669     8    3S1 3P2 4D1         (3)2( 3.0)   586680.8 
   670  9999    3S1 3P1 3D2         (1)3( 3.0)   587915.9 
   671    11    3S2 3D1 4P1         (1)2( 2.0)   588498.8 
   672     7    3S1 3P2 4F1         (1)1( 1.0)   588771.6 
   673     8    3S1 3P2 4D1         (1)2( 2.0)   589430.2 
   674    11    3S2 3D1 4P1         (3)2( 1.0)   589908.1 
   675     7    3S1 3P2 5S1         (1)2( 2.0)   589910.7 
   676    11    3S2 3D1 4P1         (3)2( 2.0)   589999.4 
   677    11    3S2 3D1 4P1         (3)2( 3.0)   590151.7 
   678    12    3S2 3D1 4P1         (3)3( 2.0)   590924.3 
   679    12    3S2 3D1 4P1         (3)3( 3.0)   591149.2 
   680    12    3S2 3D1 4P1         (3)3( 4.0)   591447.6 
   681  9999    3S1 3P1 3D2         (1)4( 4.0)   591546.4 
   682  9999    3S1 3P1 3D2         (3)2( 1.0)   592940.1 
   683  9999    3S1 3P1 3D2         (3)2( 2.0)   593105.0 
   684  9999    3S1 3P1 3D2         (3)2( 3.0)   593441.7 
   685    15    3P3 4S1             (3)0( 1.0)   593637.0 
   686  9999    3S1 3P1 3D2         (1)2( 2.0)   593665.4 
   687  9999    3S1 3P1 3D2         (3)1( 0.0)   594588.4 
   688  9999    3S1 3P1 3D2         (3)1( 1.0)   595080.0 
   689    12    3S2 3D1 4P1         (3)1( 2.0)   595219.4 
   690    11    3S2 3D1 4P1         (3)1( 1.0)   595299.3 
   691    11    3S2 3D1 4P1         (3)1( 0.0)   595347.4 
   692  9999    3S1 3P1 3D2         (3)1( 2.0)   596073.1 
   693     3    3S1 3P2 5D1         (5)3( 1.0)   596182.6 
   694     3    3S1 3P2 5D1         (5)1( 3.0)   596320.7 
   695     3    3S1 3P2 5D1         (5)3( 2.0)   596327.8 
   696     4    3S1 3P2 5D1         (5)3( 3.0)   596679.0 
   697     3    3S1 3P2 5D1         (5)1( 2.0)   596757.6 
   698     4    3S1 3P2 5D1         (5)3( 4.0)   597050.4 
   699     4    3S1 3P2 5D1         (5)1( 1.0)   597130.4 
   700     4    3S1 3P2 5D1         (3)1( 2.0)   597184.6 
   701     9    3S1 3P2 4D1         (1)1( 1.0)   597346.8 
   702     4    3S1 3P2 5D1         (3)1( 1.0)   597684.2 
   703     5    3S1 3P2 5D1         (5)3( 5.0)   597685.6 
   704    12    3S2 3D1 4P1         (1)3( 3.0)   597840.1 
   705     4    3S1 3P2 5D1         (3)1( 0.0)   597865.8 
   706     9    3S1 3P2 4D1         (3)3( 2.0)   598048.1 
   707     9    3S1 3P2 4D1         (3)3( 3.0)   598355.9 
   708     4    3S1 3P2 5D1         (3)3( 2.0)   598379.7 
   709     9    3S1 3P2 4D1         (3)1( 2.0)   598507.6 
   710     5    3S1 3P2 5D1         (5)2( 0.0)   598771.7 
   711     5    3S1 3P2 5D1         (5)2( 1.0)   598837.9 
   712     4    3S1 3P2 5D1         (3)3( 3.0)   598861.0 
   713    10    3S1 3P2 4D1         (3)1( 1.0)   598986.5 
   714    10    3S1 3P2 4D1         (3)3( 4.0)   598992.1 
   715     5    3S1 3P2 5D1         (5)2( 2.0)   599001.5 
   716    10    3S1 3P2 4D1         (3)1( 0.0)   599126.9 
   717     5    3S1 3P2 5D1         (5)2( 4.0)   599190.1 
   718     5    3S1 3P2 5D1         (5)2( 3.0)   599192.4 
   719     5    3S1 3P2 5D1         (3)3( 4.0)   599723.9 
   720  9999    3S1 3P1 3D2         (1)0( 0.0)   600107.1 
   721    12    3S2 3D1 4P1         (1)1( 1.0)   601224.7 
   722     5    3S1 3P2 5D1         (3)2( 1.0)   601472.5 
   723    10    3S1 3P2 4D1         (1)3( 3.0)   601513.3 
   724     5    3S1 3P2 5D1         (3)2( 2.0)   601706.0 
   725     5    3S1 3P2 5D1         (3)2( 3.0)   601906.6 
   726    10    3S1 3P2 4D1         (3)2( 1.0)   601942.2 
   727    10    3S1 3P2 4D1         (3)2( 2.0)   602058.0 
   728  9999    3S1 3P1 3D2         (3)3( 4.0)   602079.6 
   729  9999    3S1 3P1 3D2         (3)3( 3.0)   602236.6 
   730    10    3S1 3P2 4D1         (3)2( 3.0)   602300.2 
   731  9999    3S1 3P1 3D2         (3)3( 2.0)   602362.0 
   732     6    3S1 3P2 5P1         (3)2( 1.0)   603795.2 
   733     6    3S1 3P2 5P1         (3)2( 2.0)   603831.5 
   734     6    3S1 3P2 5P1         (3)2( 3.0)   603885.0 
   735     6    3S1 3P2 5P1         (3)3( 2.0)   604796.5 
   736     7    3S1 3P2 5P1         (3)3( 3.0)   604942.8 
   737     7    3S1 3P2 5P1         (3)3( 4.0)   605082.4 
   738     7    3S1 3P2 5P1         (1)2( 2.0)   605152.6 
   739  9999    3S1 3P1 3D2         (3)2( 1.0)   605764.1 
   740  9999    3S1 3P1 3D2         (3)2( 2.0)   606130.5 
   741  9999    3S1 3P1 3D2         (3)2( 3.0)   606655.7 
   742     7    3S1 3P2 5P1         (1)3( 3.0)   606785.3 
   743    10    3S1 3P2 4D1         (1)2( 2.0)   606843.3 
   744     6    3S1 3P2 5P1         (3)1( 1.0)   607640.5 
   745     6    3S1 3P2 5P1         (3)1( 0.0)   607646.0 
   746     7    3S1 3P2 5P1         (3)1( 2.0)   607649.3 
   747     3    3S1 3P2 5F1         (5)4( 2.0)   608020.2 
   748     3    3S1 3P2 5F1         (5)4( 3.0)   608208.0 
   749     3    3S1 3P2 5F1         (5)4( 4.0)   608476.9 
   750     4    3S1 3P2 5F1         (5)4( 5.0)   608896.2 
   751     7    3S1 3P2 5P1         (1)1( 1.0)   609039.1 
   752     4    3S1 3P2 5F1         (5)2( 4.0)   609067.8 
   753     3    3S1 3P2 5F1         (5)2( 3.0)   609369.5 
   754     5    3S1 3P2 5F1         (5)4( 6.0)   609462.8 
   755     4    3S1 3P2 5F1         (5)2( 2.0)   609683.2 
