 14 14  1  3  1 2.772e-01 1.470e+02 1.050e+00 4.768e-03 4.990e-03 5.574e-03 5.659e-03 7.543e-03
 14 14  1  4  1 5.552e-01 1.470e+02 1.050e+00 9.551e-03 9.997e-03 1.117e-02 1.133e-02 1.511e-02
 14 14  1  5  2 0.000e+00 1.742e+02 1.000e-02 7.685e-04 7.569e-04 8.482e-04 8.935e-04 7.862e-04
 14 14  1  6  1 5.268e-02 1.742e+02 1.050e+00 1.023e-03 1.131e-03 1.153e-03 1.111e-03 1.210e-03
 14 14  1  7  1 1.055e-01 1.742e+02 1.050e+00 2.051e-03 2.266e-03 2.309e-03 2.223e-03 2.422e-03
 14 14  1  8  2 0.000e+00 1.742e+02 1.000e-02 2.411e-04 2.446e-04 3.414e-04 3.938e-04 2.425e-04
 14 14  1  9  2 0.000e+00 1.742e+02 1.000e-02 3.617e-04 3.669e-04 5.122e-04 5.906e-04 3.639e-04
 14 14  1 10  2 0.000e+00 1.838e+02 1.000e-02 3.198e-04 3.495e-04 3.576e-04 3.340e-04 2.868e-04
 14 14  1 11  1 1.931e-02 1.838e+02 1.010e+00 4.303e-04 4.294e-04 4.448e-04 4.338e-04 4.197e-04
 14 14  1 12  1 3.867e-02 1.838e+02 1.010e+00 8.377e-04 8.629e-04 8.894e-04 8.695e-04 8.398e-04
 14 14  1 13  2 0.000e+00 1.838e+02 1.000e-02 1.386e-04 1.804e-04 1.907e-04 1.616e-04 1.023e-04
 14 14  1 14  2 0.000e+00 1.838e+02 1.000e-02 2.076e-04 2.707e-04 2.860e-04 2.424e-04 1.535e-04
 14 14  1 15  2 0.000e+00 1.838e+02 1.000e-02 6.360e-06 6.614e-05 8.142e-05 5.334e-05 7.993e-06
 14 14  1 16  2 0.000e+00 1.838e+02 1.000e-02 8.452e-06 8.803e-05 1.084e-04 7.101e-05 1.059e-05
 14 14  1 17  2 0.000e+00 1.882e+02 1.000e-02 1.889e-04 1.808e-04 1.745e-04 1.656e-04 1.486e-04
 14 14  1 18  1 9.284e-03 1.882e+02 1.020e+00 2.069e-04 2.106e-04 2.118e-04 2.112e-04 1.974e-04
 14 14  1 19  1 1.860e-02 1.882e+02 1.020e+00 4.144e-04 4.218e-04 4.243e-04 4.229e-04 3.954e-04
 14 14  1 20  2 0.000e+00 1.882e+02 1.000e-02 8.269e-05 7.857e-05 7.503e-05 6.967e-05 5.680e-05
 14 14  1 21  2 0.000e+00 1.882e+02 1.000e-02 1.241e-04 1.178e-04 1.125e-04 1.045e-04 8.520e-05
 14 14  1 22  2 0.000e+00 1.882e+02 2.000e-02 1.145e-05 9.571e-06 8.433e-06 6.608e-06 3.402e-06
 14 14  1 23  2 0.000e+00 1.882e+02 2.000e-02 1.522e-05 1.276e-05 1.121e-05 8.797e-06 4.492e-06
 14 14  1 24  2 0.000e+00 1.882e+02 1.000e-02 6.254e-07 4.935e-07 4.084e-07 3.316e-07 2.566e-07
 14 14  1 25  2 0.000e+00 1.882e+02 1.000e-02 7.834e-07 6.180e-07 5.114e-07 4.152e-07 3.215e-07
 14 14  2  5  2 0.000e+00 2.722e+01 4.000e-02 3.764e-02 3.727e-02 3.805e-02 3.982e-02 4.270e-02
 14 14  2  6  1 2.896e-01 2.722e+01 1.310e+00 1.447e-02 1.738e-02 1.805e-02 2.250e-02 4.256e-02
 14 14  2  7  1 5.802e-01 2.722e+01 1.310e+00 2.898e-02 3.482e-02 3.615e-02 4.513e-02 8.526e-02
 14 14  2  8  2 0.000e+00 2.722e+01 4.000e-02 3.405e-02 3.335e-02 3.525e-02 3.920e-02 4.121e-02
 14 14  2  9  2 0.000e+00 2.722e+01 3.000e-02 5.086e-02 5.013e-02 5.140e-02 5.762e-02 6.207e-02
 14 14  2 10  2 0.000e+00 3.675e+01 3.000e-02 7.746e-03 7.590e-03 8.056e-03 8.183e-03 8.217e-03
 14 14  2 11  1 6.846e-02 3.675e+01 1.170e+00 3.984e-03 4.804e-03 4.443e-03 4.726e-03 7.449e-03
 14 14  2 12  1 1.371e-01 3.675e+01 1.160e+00 7.956e-03 9.608e-03 8.958e-03 9.376e-03 1.492e-02
 14 14  2 13  2 0.000e+00 3.675e+01 3.000e-02 6.784e-03 7.001e-03 7.863e-03 7.838e-03 6.561e-03
 14 14  2 14  2 0.000e+00 3.675e+01 3.000e-02 1.018e-02 1.050e-02 1.179e-02 1.175e-02 9.840e-03
 14 14  2 15  2 0.000e+00 3.675e+01 3.000e-02 5.060e-03 5.393e-03 6.310e-03 6.146e-03 4.314e-03
 14 14  2 16  2 0.000e+00 3.675e+01 3.000e-02 6.735e-03 7.177e-03 8.397e-03 8.181e-03 5.740e-03
 14 14  2 17  2 0.000e+00 4.116e+01 3.000e-02 3.009e-03 3.013e-03 3.033e-03 3.062e-03 3.224e-03
 14 14  2 18  1 2.793e-02 4.116e+01 1.150e+00 1.955e-03 1.895e-03 1.864e-03 1.911e-03 2.714e-03
 14 14  2 19  1 5.593e-02 4.116e+01 1.150e+00 3.917e-03 3.795e-03 3.733e-03 3.827e-03 5.435e-03
 14 14  2 20  2 0.000e+00 4.116e+01 3.000e-02 3.067e-03 2.950e-03 2.832e-03 2.727e-03 2.431e-03
 14 14  2 21  2 0.000e+00 4.116e+01 3.000e-02 4.600e-03 4.426e-03 4.247e-03 4.090e-03 3.646e-03
 14 14  2 22  2 0.000e+00 4.116e+01 3.000e-02 2.762e-03 2.377e-03 2.362e-03 2.377e-03 2.113e-03
 14 14  2 23  2 0.000e+00 4.116e+01 3.000e-02 3.677e-03 3.164e-03 3.145e-03 3.164e-03 2.813e-03
 14 14  2 24  2 0.000e+00 4.116e+01 3.000e-02 6.198e-04 5.137e-04 4.023e-04 3.109e-04 2.408e-04
 14 14  2 25  2 0.000e+00 4.116e+01 3.000e-02 7.761e-04 6.433e-04 5.037e-04 3.893e-04 3.015e-04
qq -1
%filename: si_14.splups
%oscillator strengths: Wiese,W.L., Smith,M.W., Glennon,B.M., 1966, Atomic Transition Probabilities, NSRDS-NBS-4 (hydrogenic)
%effective collision strengths: Aggarwal,K.M., Kingston,A.E., 1992, Phys. Scripta, 46, 193
%note: fine structure collision assumes LS coupling or distribution according to statistical weights
%comment: effective collision strengths were produced in the temperature range 4.0 < Log T < 6.4
%produced as part of the Arcetri/Cambridge/NRL 'CHIANTI' atomic data base collaboration
%  
% Ken Dere - Aug 6 1998
 -1
