SEQ='SI'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  87051892.1   NPRNTI= 5   NPRNTF=10
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2 3P1             (2)1( 0.5)        0.0 
     2          3S2 3P1             (2)1( 1.5)      777.3 
   111     2    3S2 3P1 6D1         (3)1( 2.0)   106562.0*     0.00E+00
   112     2    3S2 3P1 6D1         (1)1( 1.0)   106562.9*     0.00E+00
   113     2    3S2 3P1 6D1         (3)1( 1.0)   106780.2*     0.00E+00
   114     2    3S2 3P1 6D1         (3)1( 0.0)   106799.0*     0.00E+00
   115     1    3S2 3P1 7S1         (3)1( 0.0)   106862.3*
   116     1    3S2 3P1 7S1         (3)1( 1.0)   106943.3*
   117     2    3S2 3P1 6D1         (3)3( 2.0)   106990.7*     0.00E+00
   118     2    3S2 3P1 6D1         (3)3( 3.0)   107245.3*     0.00E+00
   119     2    3S2 3P1 6D1         (3)3( 4.0)   107512.6*     0.00E+00
   120     2    3S2 3P1 7S1         (3)1( 2.0)   107690.9*     0.00E+00
   121     2    3S2 3P1 7S1         (1)1( 1.0)   107911.4*     0.00E+00
   122     1    3S2 3P1 6F1         (1)3( 3.0)   108657.8*
   123     1    3S2 3P1 6F1         (3)3( 3.0)   108860.2*
   124     1    3S2 3P1 6F1         (3)4( 4.0)   108945.7*
   125     1    3S2 3P1 6F1         (3)3( 2.0)   108995.4*
   126     1    3S2 3P1 6G1         (1)4( 4.0)   109044.8*
   127     1    3S2 3P1 6G1         (3)4( 3.0)   109059.1*
   128     1    3S2 3P1 6G1         (3)5( 4.0)   109064.8*
   129     1    3S2 3P1 6G1         (3)4( 5.0)   109078.9*
   130     1    3S2 3P1 6H1         (3)5( 5.0)   109156.2*
   131     1    3S2 3P1 6H1         (3)5( 4.0)   109156.7*
   132     1    3S2 3P1 6H1         (3)6( 5.0)   109160.4*
   133     1    3S2 3P1 6H1         (3)6( 6.0)   109160.8*
   134     2    3S2 3P1 6F1         (3)4( 3.0)   109442.8*     0.00E+00
   135     1    3S2 3P1 7P1         (1)1( 1.0)   109481.3*
   136     2    3S2 3P1 6F1         (3)3( 4.0)   109552.9*     0.00E+00
   137     2    3S2 3P1 6F1         (3)4( 5.0)   109634.4*     0.00E+00
   138     2    3S2 3P1 6G1         (3)4( 4.0)   109797.7*     0.00E+00
   139     2    3S2 3P1 6G1         (3)5( 5.0)   109810.9*     0.00E+00
   140     1    3S2 3P1 7P1         (3)2( 1.0)   109833.6*
   141     2    3S2 3P1 6H1         (1)5( 5.0)   109926.5*     0.00E+00
   142     2    3S2 3P1 6H1         (3)5( 6.0)   109926.9*     0.00E+00
   143     2    3S2 3P1 6G1         (3)3( 4.0)   109933.6*     0.00E+00
   144     2    3S2 3P1 6G1         (3)3( 3.0)   109954.0*     0.00E+00
   145     1    3S2 3P1 7P1         (3)2( 2.0)   109962.0*
   146     2    3S2 3P1 6H1         (3)4( 5.0)   109970.3*     0.00E+00
   147     2    3S2 3P1 6H1         (1)4( 4.0)   109970.9*     0.00E+00
   148     2    3S2 3P1 6F1         (3)2( 3.0)   109995.3*     0.00E+00
   149     2    3S2 3P1 6G1         (3)5( 6.0)   110031.5*     0.00E+00
   150     2    3S2 3P1 6H1         (3)6( 7.0)   110048.5*     0.00E+00
   151     2    3S2 3P1 6H1         (1)6( 6.0)   110048.8*     0.00E+00
   152     2    3S2 3P1 6G1         (1)5( 5.0)   110061.5*     0.00E+00
   153     2    3S2 3P1 6H1         (3)4( 3.0)   110087.6*     0.00E+00
   154     2    3S2 3P1 6H1         (3)4( 4.0)   110088.7*     0.00E+00
   155     2    3S2 3P1 6F1         (3)2( 2.0)   110142.5*     0.00E+00
   156     2    3S2 3P1 6G1         (3)3( 2.0)   110146.3*     0.00E+00
   157     1    3S2 3P1 7P1         (3)1( 0.0)   110156.4*
   158     2    3S2 3P1 6G1         (1)3( 3.0)   110171.6*     0.00E+00
   159     2    3S2 3P1 6F1         (3)2( 1.0)   110280.3*     0.00E+00
   160     2    3S2 3P1 7P1         (3)0( 1.0)   110368.8*     0.00E+00
   161     2    3S2 3P1 7P1         (3)2( 3.0)   110583.7*     0.00E+00
   162     2    3S2 3P1 7P1         (3)1( 1.0)   110699.7*     0.00E+00
   163     2    3S2 3P1 7P1         (3)1( 2.0)   110763.0*     0.00E+00
   164     2    3S2 3P1 6F1         (1)4( 4.0)   111017.2*     0.00E+00
   165     2    3S2 3P1 6F1         (1)2( 2.0)   111164.0*     0.00E+00
   166     2    3S2 3P1 7P1         (1)2( 2.0)   111376.6*     0.00E+00
   167     2    3S2 3P1 7P1         (1)0( 0.0)   111863.9*     0.00E+00
   168     1    3S2 3P1 7D1         (1)2( 2.0)   114401.4*
   169     1    3S2 3P1 7D1         (3)2( 3.0)   114450.5*
   170     1    3S2 3P1 7D1         (3)2( 1.0)   114556.2*
   171     1    3S2 3P1 7D1         (3)2( 2.0)   114644.0*
   172     1    3S2 3P1 8S1         (3)1( 0.0)   114976.8*
   173     1    3S2 3P1 8S1         (3)1( 1.0)   115042.3*
   174     2    3S2 3P1 7D1         (3)3( 2.0)   115081.1*     0.00E+00
   175     2    3S2 3P1 7D1         (3)3( 3.0)   115125.0*     0.00E+00
   176     2    3S2 3P1 7D1         (3)3( 4.0)   115389.3*     0.00E+00
   177     2    3S2 3P1 7D1         (1)3( 3.0)   115585.4*     0.00E+00
   178     2    3S2 3P1 8S1         (3)1( 2.0)   115839.4*     0.00E+00
   179     2    3S2 3P1 7D1         (3)1( 2.0)   115967.6*     0.00E+00
   180     2    3S2 3P1 7D1         (3)1( 1.0)   116002.3*     0.00E+00
   181     2    3S2 3P1 8S1         (1)1( 1.0)   116019.7*     0.00E+00
   182     2    3S2 3P1 7D1         (3)1( 0.0)   116075.3*     0.00E+00
   183     1    3S2 3P1 7F1         (3)4( 3.0)   116163.7*
   184     1    3S2 3P1 7F1         (3)3( 3.0)   116314.4*
   185     2    3S2 3P1 7D1         (1)1( 1.0)   116324.3*     0.00E+00
   186     1    3S2 3P1 7F1         (3)4( 4.0)   116376.7*
   187     1    3S2 3P1 7G1         (1)4( 4.0)   116377.0*
   188     1    3S2 3P1 7G1         (3)5( 4.0)   116384.2*
   189     1    3S2 3P1 7G1         (3)4( 3.0)   116386.5*
   190     1    3S2 3P1 7G1         (3)5( 5.0)   116396.6*
   191     1    3S2 3P1 7F1         (3)3( 2.0)   116435.9*
   192     1    3S2 3P1 7H1         (3)4( 5.0)   116443.5*
   193     1    3S2 3P1 7H1         (1)4( 4.0)   116444.1*
   194     1    3S2 3P1 7H1         (3)6( 5.0)   116444.5*
   195     1    3S2 3P1 7H1         (3)6( 6.0)   116445.0*
   196     1    3S2 3P1 7I1         (1)5( 5.0)   116445.0*
   197     1    3S2 3P1 7I1         (3)5( 6.0)   116445.1*
   198     1    3S2 3P1 7I1         (3)7( 6.0)   116445.7*
   199     1    3S2 3P1 7I1         (3)7( 7.0)   116445.7*
   200     1    3S2 3P1 8P1         (1)1( 1.0)   116628.3*
   201     1    3S2 3P1 8P1         (3)2( 1.0)   116887.6*
   202     2    3S2 3P1 7F1         (1)3( 3.0)   116938.6*     0.00E+00
   203     1    3S2 3P1 8P1         (3)2( 2.0)   116943.7*
   204     2    3S2 3P1 7F1         (3)3( 4.0)   117021.9*     0.00E+00
   205     1    3S2 3P1 8P1         (3)1( 0.0)   117048.3*
   206     2    3S2 3P1 7F1         (3)4( 5.0)   117066.3*     0.00E+00
   207     2    3S2 3P1 7G1         (3)4( 4.0)   117132.7*     0.00E+00
   208     2    3S2 3P1 7G1         (3)4( 5.0)   117141.9*     0.00E+00
   209     2    3S2 3P1 7G1         (3)3( 4.0)   117211.8*     0.00E+00
   210     2    3S2 3P1 7G1         (1)3( 3.0)   117222.9*     0.00E+00
   211     2    3S2 3P1 7H1         (1)5( 5.0)   117229.4*     0.00E+00
   212     2    3S2 3P1 7H1         (3)5( 6.0)   117229.7*     0.00E+00
   213     2    3S2 3P1 7I1         (1)6( 6.0)   117247.9*     0.00E+00
   214     2    3S2 3P1 7I1         (3)6( 7.0)   117247.9*     0.00E+00
   215     2    3S2 3P1 7H1         (3)5( 5.0)   117256.3*     0.00E+00
   216     2    3S2 3P1 7H1         (3)5( 4.0)   117256.8*     0.00E+00
   217     2    3S2 3P1 7F1         (3)2( 3.0)   117258.7*     0.00E+00
   218     2    3S2 3P1 7I1         (3)6( 5.0)   117260.1*     0.00E+00
   219     2    3S2 3P1 7I1         (3)6( 6.0)   117260.2*     0.00E+00
   220     2    3S2 3P1 7G1         (3)5( 6.0)   117289.5*     0.00E+00
   221     2    3S2 3P1 7I1         (1)7( 7.0)   117295.6*     0.00E+00
   222     2    3S2 3P1 7I1         (3)7( 8.0)   117295.6*     0.00E+00
   223     2    3S2 3P1 7I1         (3)5( 4.0)   117307.1*     0.00E+00
   224     2    3S2 3P1 7I1         (3)5( 5.0)   117307.2*     0.00E+00
   225     2    3S2 3P1 7H1         (3)6( 7.0)   117309.0*     0.00E+00
   226     2    3S2 3P1 7H1         (1)6( 6.0)   117309.5*     0.00E+00
   227     2    3S2 3P1 7G1         (1)5( 5.0)   117313.4*     0.00E+00
   228     2    3S2 3P1 7H1         (3)4( 3.0)   117334.5*     0.00E+00
   229     2    3S2 3P1 7H1         (3)4( 4.0)   117335.5*     0.00E+00
   230     2    3S2 3P1 7G1         (3)3( 2.0)   117361.1*     0.00E+00
   231     2    3S2 3P1 7F1         (3)2( 2.0)   117362.9*     0.00E+00
   232     2    3S2 3P1 7G1         (3)3( 3.0)   117375.9*     0.00E+00
   233     2    3S2 3P1 8P1         (3)1( 1.0)   117457.6*     0.00E+00
   234     2    3S2 3P1 7F1         (3)2( 1.0)   117475.2*     0.00E+00
   235     2    3S2 3P1 8P1         (3)2( 3.0)   117641.2*     0.00E+00
   236     2    3S2 3P1 8P1         (3)1( 2.0)   117711.6*     0.00E+00
   237     2    3S2 3P1 7F1         (1)4( 4.0)   117896.8*     0.00E+00
   238     2    3S2 3P1 8P1         (3)0( 1.0)   117899.4*     0.00E+00
   239     2    3S2 3P1 7F1         (1)2( 2.0)   117986.0*     0.00E+00
   240     2    3S2 3P1 8P1         (1)2( 2.0)   118011.0*     0.00E+00
   241     2    3S2 3P1 8P1         (1)0( 0.0)   118349.2*     0.00E+00
   242     1    3S2 3P1 8D1         (3)2( 2.0)   119759.8*
   243     1    3S2 3P1 8D1         (3)3( 2.0)   119805.8*
   244     1    3S2 3P1 8D1         (3)2( 1.0)   119822.9*
   245     1    3S2 3P1 8D1         (3)3( 3.0)   119850.9*
   246     2    3S2 3P1 8D1         (1)2( 2.0)   120510.8*     0.00E+00
   247     2    3S2 3P1 8D1         (3)2( 3.0)   120539.4*     0.00E+00
   248     2    3S2 3P1 8D1         (3)1( 2.0)   120675.2*     0.00E+00
   249     2    3S2 3P1 8D1         (3)3( 4.0)   120716.1*     0.00E+00
   250     2    3S2 3P1 8D1         (3)1( 1.0)   120746.1*     0.00E+00
   251     2    3S2 3P1 8D1         (3)1( 0.0)   120822.3*     0.00E+00
   252     2    3S2 3P1 8D1         (1)3( 3.0)   120827.6*     0.00E+00
   253     1    3S2 3P1 8F1         (3)4( 3.0)   120987.5*
   254     2    3S2 3P1 8D1         (1)1( 1.0)   121074.3*     0.00E+00
   255     1    3S2 3P1 8F1         (3)3( 3.0)   121098.4*
   256     1    3S2 3P1 8G1         (1)4( 4.0)   121126.2*
   257     1    3S2 3P1 8G1         (3)5( 4.0)   121129.0*
   258     1    3S2 3P1 8G1         (3)4( 3.0)   121134.1*
   259     1    3S2 3P1 8G1         (3)5( 5.0)   121138.7*
   260     1    3S2 3P1 8F1         (3)4( 4.0)   121147.5*
