    2   16        -69.678      0.000e+00      5.298e+06              2s.2p 3P0.0 -               2s.3p 3P2.0
    3   16        -69.734      0.000e+00      1.193e+07              2s.2p 3P1.0 -               2s.3p 3P2.0
    4   16        -69.855      0.000e+00      9.282e+06              2s.2p 3P2.0 -               2s.3p 3P2.0
    7   16        -82.866      1.948e-03      3.926e+08                2p2 3P1.0 -               2s.3p 3P2.0
    8   16        -83.015      5.407e-03      1.086e+09                2p2 3P2.0 -               2s.3p 3P2.0
    9   16        -86.169      5.750e-06      1.089e+06                2p2 1D2.0 -               2s.3p 3P2.0
   11   16      -1169.733      4.884e-01      2.671e+08              2s.3s 3S1.0 -               2s.3p 3P2.0
    2   17         67.090      7.222e-01      3.568e+11              2s.2p 3P0.0 -               2s.3d 3D1.0
    3   17         67.141      5.419e-01      2.673e+11              2s.2p 3P1.0 -               2s.3d 3D1.0
    4   17         67.252      3.617e-02      1.778e+10              2s.2p 3P2.0 -               2s.3d 3D1.0
    5   17         73.565      8.023e-05      3.296e+07              2s.2p 1P1.0 -               2s.3d 3D1.0
   14   17      -2021.809      6.767e-02      1.900e+07              2s.3p 3P0.0 -               2s.3d 3D1.0
   15   17      -2054.631      4.868e-02      1.337e+07              2s.3p 3P1.0 -               2s.3d 3D1.0
    3   18         67.135      1.625e+00      4.809e+11              2s.2p 3P1.0 -               2s.3d 3D2.0
    4   18         67.246      5.423e-01      1.600e+11              2s.2p 3P2.0 -               2s.3d 3D2.0
    5   18         73.558      1.103e-04      2.720e+07              2s.2p 1P1.0 -               2s.3d 3D2.0
   15   18      -2054.631      1.464e-01      2.430e+07              2s.3p 3P1.0 -               2s.3d 3D2.0
   16   18      -2095.451      4.948e-02      7.947e+06              2s.3p 3P2.0 -               2s.3d 3D2.0
    4   19         67.239      3.034e+00      6.395e+11              2s.2p 3P2.0 -               2s.3d 3D3.0
   16   19      -2028.288      2.789e-01      3.228e+07              2s.3p 3P2.0 -               2s.3d 3D3.0
    1   20         60.438      0.000e+00      1.152e+08                2s2 1S0.0 -               2s.3d 1D2.0
    3   20         66.096      7.832e-05      2.391e+07              2s.2p 3P1.0 -               2s.3d 1D2.0
    5   20         72.312      1.759e+00      4.488e+11              2s.2p 1P1.0 -               2s.3d 1D2.0
   13   20       1639.885      3.356e-01      1.665e+08              2s.3p 1P1.0 -               2s.3d 1D2.0
   15   20      -1176.258      1.030e-02      4.732e+06              2s.3p 3P1.0 -               2s.3d 1D2.0
    3   21        -60.634      8.433e-02      1.505e+11              2s.2p 3P1.0 -               2p.3p 3P0.0
    5   21        -66.375      5.235e-05      7.917e+07              2s.2p 1P1.0 -               2p.3p 3P0.0
    8   21        -70.431      0.000e+00      9.634e+06                2p2 3P2.0 -               2p.3p 3P0.0
   13   21       -456.584      1.738e-03      3.921e+07              2s.3p 1P1.0 -               2p.3p 3P0.0
   15   21       -462.592      4.719e-02      1.039e+09              2s.3p 3P1.0 -               2p.3p 3P0.0
   34   21      -1150.593      1.224e-01      3.589e+08              2p.3s 3P1.0 -               2p.3p 3P0.0
    3   22        -58.021      6.387e-05      1.218e+08              2s.2p 3P1.0 -               2p.3p 1S0.0
    5   22        -63.257      6.572e-02      1.068e+11              2s.2p 1P1.0 -               2p.3p 1S0.0
    9   22        -68.965      0.000e+00      3.444e+07                2p2 1D2.0 -               2p.3p 1S0.0
   13   22       -340.962      2.136e-02      8.154e+08              2s.3p 1P1.0 -               2p.3p 1S0.0
   15   22       -344.301      1.166e-03      4.366e+07              2s.3p 3P1.0 -               2p.3p 1S0.0
   34   22       -620.417      2.061e-04      2.031e+06              2p.3s 3P1.0 -               2p.3p 1S0.0
   35   22       -811.314      2.509e-01      1.348e+09              2p.3s 1P1.0 -               2p.3p 1S0.0
    4   23         61.924      3.616e-01      8.984e+10              2s.2p 3P2.0 -               2p.3p 3D3.0
    7   23         71.849      0.000e+00      5.312e+06                2p2 3P1.0 -               2p.3p 3D3.0
    8   23         71.961      0.000e+00      1.066e+07                2p2 3P2.0 -               2p.3p 3D3.0
   16   23       -517.861      3.578e-01      9.003e+08              2s.3p 3P2.0 -               2p.3p 3D3.0
   39   23       2218.775      5.370e-01      1.039e+08              2p.3s 3P2.0 -               2p.3p 3D3.0
    7   24         74.461      8.937e-02      1.075e+11                2p2 3P1.0 -               2p.3s 3P0.0
   11   24        562.779      4.054e-02      8.538e+08              2s.3s 3S1.0 -               2p.3s 3P0.0
   17   24       1264.225      3.093e-03      1.291e+07              2s.3d 3D1.0 -               2p.3s 3P0.0
    4   25         59.786      0.000e+00      5.631e+07              2s.2p 3P2.0 -               2p.3d 3P0.0
    7   25         68.986      3.044e-01      4.266e+11                2p2 3P1.0 -               2p.3d 3P0.0
   11   25        351.767      6.603e-04      3.559e+07              2s.3s 3S1.0 -               2p.3d 3P0.0
   17   25        538.533      7.219e-02      1.660e+09              2s.3d 3D1.0 -               2p.3d 3P0.0
   28   25       1632.390      1.749e-02      4.378e+07              2p.3p 3D1.0 -               2p.3d 3P0.0
   29   25       2157.501      3.960e-02      5.674e+07              2p.3p 3S1.0 -               2p.3d 3P0.0
   30   25       2628.817      2.357e-02      2.275e+07              2p.3p 3P1.0 -               2p.3d 3P0.0
    4   26        -59.920      0.000e+00      6.307e+07              2s.2p 3P2.0 -               2p.3d 3F4.0
    9   26        -71.538      0.000e+00      8.793e+03                2p2 1D2.0 -               2p.3d 3F4.0
   19   26       -531.786      1.751e-01      3.293e+08              2s.3d 3D3.0 -               2p.3d 3F4.0
   23   26      -2260.089      4.490e-01      3.330e+07              2p.3p 3D3.0 -               2p.3d 3F4.0
    2   27         62.204      1.755e-03      1.008e+09              2s.2p 3P0.0 -               2p.3p 1P1.0
    3   27         62.248      6.020e-03      3.454e+09              2s.2p 3P1.0 -               2p.3p 1P1.0
    4   27         62.343      8.620e-06      4.931e+06              2s.2p 3P2.0 -               2p.3p 1P1.0
    5   27         67.731      4.126e-01      2.000e+11              2s.2p 1P1.0 -               2p.3p 1P1.0
    9   27         74.459      0.000e+00      2.368e+07                2p2 1D2.0 -               2p.3p 1P1.0
   13   27        647.167      3.175e-01      1.686e+09              2s.3p 1P1.0 -               2p.3p 1P1.0
   14   27       -558.540      2.766e-03      1.433e+07              2s.3p 3P0.0 -               2p.3p 1P1.0
   15   27       -561.016      1.521e-03      7.836e+06              2s.3p 3P1.0 -               2p.3p 1P1.0
   34   27       2712.237      8.185e-03      2.474e+06              2p.3s 3P1.0 -               2p.3p 1P1.0
    2   28         61.921      8.790e-02      5.097e+10              2s.2p 3P0.0 -               2p.3p 3D1.0
    3   28         61.964      5.433e-02      3.146e+10              2s.2p 3P1.0 -               2p.3p 3D1.0
    4   28         62.059      3.773e-03      2.178e+09              2s.2p 3P2.0 -               2p.3p 3D1.0
    5   28         67.395      1.726e-02      8.450e+09              2s.2p 1P1.0 -               2p.3p 3D1.0
    7   28         72.030      0.000e+00      1.184e+07                2p2 3P1.0 -               2p.3p 3D1.0
    8   28         72.143      0.000e+00      3.394e+06                2p2 3P2.0 -               2p.3p 3D1.0
    9   28         74.054      0.000e+00      1.126e+06                2p2 1D2.0 -               2p.3p 3D1.0
   13   28        617.781      4.616e-03      2.689e+07              2s.3p 1P1.0 -               2p.3p 3D1.0
   14   28       -530.449      7.898e-02      4.494e+08              2s.3p 3P0.0 -               2p.3p 3D1.0
   15   28       -532.682      6.912e-02      3.913e+08              2s.3p 3P1.0 -               2p.3p 3D1.0
   16   28       -535.386      5.732e-03      3.222e+07              2s.3p 3P2.0 -               2p.3p 3D1.0
   24   28       2206.049      1.320e-01      6.032e+07              2p.3s 3P0.0 -               2p.3p 3D1.0
   34   28       2261.424      8.100e-02      3.521e+07              2p.3s 3P1.0 -               2p.3p 3D1.0
   39   28       2405.585      5.165e-03      1.984e+06              2p.3s 3P2.0 -               2p.3p 3D1.0
    2   29         61.354      4.134e-02      2.442e+10              2s.2p 3P0.0 -               2p.3p 3S1.0
    3   29         61.397      1.084e-01      6.395e+10              2s.2p 3P1.0 -               2p.3p 3S1.0
    4   29         61.490      1.190e-01      6.999e+10              2s.2p 3P2.0 -               2p.3p 3S1.0
    5   29         66.725      1.814e-03      9.056e+08              2s.2p 1P1.0 -               2p.3p 3S1.0
   14   29       -474.738      1.341e-02      9.120e+07              2s.3p 3P0.0 -               2p.3p 3S1.0
   15   29       -476.525      5.404e-02      3.657e+08              2s.3p 3P1.0 -               2p.3p 3S1.0
   16   29       -478.688      1.230e-01      8.270e+08              2s.3p 3P2.0 -               2p.3p 3S1.0
   24   29       1660.030      4.745e-02      3.829e+07              2p.3s 3P0.0 -               2p.3p 3S1.0
   34   29       1691.192      1.205e-01      9.367e+07              2p.3s 3P1.0 -               2p.3p 3S1.0
   39   29       1770.542      1.204e-01      8.537e+07              2p.3s 3P2.0 -               2p.3p 3S1.0
    2   30         61.043      6.728e-02      4.014e+10              2s.2p 3P0.0 -               2p.3p 3P1.0
    3   30         61.085      4.812e-02      2.867e+10              2s.2p 3P1.0 -               2p.3p 3P1.0
    4   30         61.177      1.378e-01      8.183e+10              2s.2p 3P2.0 -               2p.3p 3P1.0
    5   30         66.357      1.878e-04      9.484e+07              2s.2p 1P1.0 -               2p.3p 3P1.0
    7   30         70.845      0.000e+00      2.112e+06                2p2 3P1.0 -               2p.3p 3P1.0
    8   30         70.954      0.000e+00      7.303e+06                2p2 3P2.0 -               2p.3p 3P1.0
   13   30        540.279      2.059e-03      1.568e+07              2s.3p 1P1.0 -               2p.3p 3P1.0
   14   30       -454.290      6.053e-02      4.516e+08              2s.3p 3P0.0 -               2p.3p 3P1.0
   15   30       -455.926      4.452e-02      3.307e+08              2s.3p 3P1.0 -               2p.3p 3P1.0
   16   30       -457.906      4.140e-02      3.056e+08              2s.3p 3P2.0 -               2p.3p 3P1.0
   24   30       1458.792      1.011e-01      1.056e+08              2p.3s 3P0.0 -               2p.3p 3P1.0
   34   30       1482.802      7.306e-02      7.388e+07              2p.3s 3P1.0 -               2p.3p 3P1.0
   39   30       1543.451      1.918e-01      1.790e+08              2p.3s 3P2.0 -               2p.3p 3P1.0
    3   31         61.926      2.006e-01      6.977e+10              2s.2p 3P1.0 -               2p.3p 3D2.0
    4   31         62.020      5.518e-02      1.914e+10              2s.2p 3P2.0 -               2p.3p 3D2.0
    5   31         67.350      2.856e-04      8.400e+07              2s.2p 1P1.0 -               2p.3p 3D2.0
    6   31         71.911      0.000e+00      5.520e+06                2p2 3P0.0 -               2p.3p 3D2.0
    7   31         71.978      0.000e+00      1.492e+06                2p2 3P1.0 -               2p.3p 3D2.0
    8   31         72.091      0.000e+00      8.985e+06                2p2 3P2.0 -               2p.3p 3D2.0
   13   31        613.988      5.567e-03      1.970e+07              2s.3p 1P1.0 -               2p.3p 3D2.0
   15   31       -528.235      1.777e-01      6.112e+08              2s.3p 3P1.0 -               2p.3p 3D2.0
   16   31       -530.894      6.981e-02      2.384e+08              2s.3p 3P2.0 -               2p.3p 3D2.0
   34   31       2211.415      3.006e-01      8.199e+07              2p.3s 3P1.0 -               2p.3p 3D2.0
   39   31       2349.076      7.995e-02      1.933e+07              2p.3s 3P2.0 -               2p.3p 3D2.0
    3   32         61.037      9.491e-02      3.399e+10              2s.2p 3P1.0 -               2p.3p 3P2.0
    4   32         61.129      3.246e-01      1.159e+11              2s.2p 3P2.0 -               2p.3p 3P2.0
    5   32         66.300      2.488e-03      7.552e+08              2s.2p 1P1.0 -               2p.3p 3P2.0
    6   32         70.715      0.000e+00      1.701e+06                2p2 3P0.0 -               2p.3p 3P2.0
    7   32         70.780      0.000e+00      4.115e+06                2p2 3P1.0 -               2p.3p 3P2.0
    8   32         70.889      0.000e+00      3.666e+06                2p2 3P2.0 -               2p.3p 3P2.0
   13   32        536.510      2.954e-03      1.369e+07              2s.3p 1P1.0 -               2p.3p 3P2.0
   15   32       -452.665      6.692e-02      3.025e+08              2s.3p 3P1.0 -               2p.3p 3P2.0
   16   32       -454.616      1.763e-01      7.923e+08              2s.3p 3P2.0 -               2p.3p 3P2.0
   34   32       1454.760      1.417e-01      8.931e+07              2p.3s 3P1.0 -               2p.3p 3P2.0
   39   32       1513.091      4.727e-01      2.754e+08              2p.3s 3P2.0 -               2p.3p 3P2.0
    3   33         60.451      3.912e-04      1.428e+08              2s.2p 3P1.0 -               2p.3p 1D2.0
    4   33         60.541      6.864e-04      2.498e+08              2s.2p 3P2.0 -               2p.3p 1D2.0
    5   33         65.609      7.640e-01      2.368e+11              2s.2p 1P1.0 -               2p.3p 1D2.0
    9   33         71.903      0.000e+00      1.261e+07                2p2 1D2.0 -               2p.3p 1D2.0
   10   33         77.147      0.000e+00      7.247e+06                2p2 1S0.0 -               2p.3p 1D2.0
   13   33        494.390      3.289e-02      1.795e+08              2s.3p 1P1.0 -               2p.3p 1D2.0
   15   33       -403.588      1.126e-03      6.004e+06              2s.3p 3P1.0 -               2p.3p 1D2.0
   16   33       -405.138      1.100e-03      5.835e+06              2s.3p 3P2.0 -               2p.3p 1D2.0
   35   33       1892.867      5.342e-01      1.989e+08              2p.3s 1P1.0 -               2p.3p 1D2.0
    1   34         58.437      1.395e-04      9.083e+07                2s2 1S0.0 -               2p.3s 3P1.0
    6   34         74.328      8.966e-02      3.608e+10                2p2 3P0.0 -               2p.3s 3P1.0
    7   34         74.400      6.626e-02      2.661e+10                2p2 3P1.0 -               2p.3s 3P1.0
    8   34         74.520      1.132e-01      4.530e+10                2p2 3P2.0 -               2p.3s 3P1.0
    9   34         76.561      1.051e-04      3.986e+07                2p2 1D2.0 -               2p.3s 3P1.0
   10   34         82.535      1.252e-04      4.086e+07                2p2 1S0.0 -               2p.3s 3P1.0
   11   34        559.285      1.218e-01      8.661e+08              2s.3s 3S1.0 -               2p.3s 3P1.0
   12   34        652.871      8.408e-04      4.386e+06              2s.3s 1S0.0 -               2p.3s 3P1.0
   17   34       1246.730      2.330e-03      3.333e+06              2s.3d 3D1.0 -               2p.3s 3P1.0
   18   34       1248.754      7.012e-03      9.997e+06              2s.3d 3D2.0 -               2p.3s 3P1.0
    1   35         57.371      2.438e-02      1.647e+10                2s2 1S0.0 -               2p.3s 1P1.0
    6   35         72.612      1.006e-04      4.244e+07                2p2 3P0.0 -               2p.3s 1P1.0
    7   35         72.681      2.064e-04      8.685e+07                2p2 3P1.0 -               2p.3s 1P1.0
    9   35         74.742      2.054e-01      8.175e+10                2p2 1D2.0 -               2p.3s 1P1.0
   10   35         80.424      1.155e-01      3.969e+10                2p2 1S0.0 -               2p.3s 1P1.0
   11   35        474.857      3.852e-04      3.798e+06              2s.3s 3S1.0 -               2p.3s 1P1.0
   12   35        540.658      2.791e-01      2.123e+09              2s.3s 1S0.0 -               2p.3s 1P1.0
   20   35       1130.457      1.627e-02      2.831e+07              2s.3d 1D2.0 -               2p.3s 1P1.0
    1   36         55.331      8.261e-05      5.999e+07                2s2 1S0.0 -               2p.3d 3D1.0
    3   36         60.035      0.000e+00      4.942e+07              2s.2p 3P1.0 -               2p.3d 3D1.0
    4   36         60.124      0.000e+00      9.185e+06              2s.2p 3P2.0 -               2p.3d 3D1.0
    6   36         69.374      1.102e+00      5.090e+11                2p2 3P0.0 -               2p.3d 3D1.0
    7   36         69.437      6.327e-01      2.918e+11                2p2 3P1.0 -               2p.3d 3D1.0
    8   36         69.542      2.142e-02      9.846e+09                2p2 3P2.0 -               2p.3d 3D1.0
    9   36         71.316      3.341e-04      1.460e+08                2p2 1D2.0 -               2p.3d 3D1.0
   10   36         76.471      6.125e-04      2.329e+08                2p2 1S0.0 -               2p.3d 3D1.0
   17   36        567.280      1.179e-01      8.147e+08              2s.3d 3D1.0 -               2p.3d 3D1.0
   18   36        567.699      6.794e-02      4.687e+08              2s.3d 3D2.0 -               2p.3d 3D1.0
   21   36      -2109.414      5.586e-02      1.102e+07              2p.3p 3P0.0 -               2p.3d 3D1.0
   28   36       1928.644      3.096e-02      1.851e+07              2p.3p 3D1.0 -               2p.3d 3D1.0
    1   37         55.060      2.565e-05      1.881e+07                2s2 1S0.0 -               2p.3d 3P1.0
    3   37         59.717      0.000e+00      8.576e+06              2s.2p 3P1.0 -               2p.3d 3P1.0
    4   37         59.804      0.000e+00      4.770e+07              2s.2p 3P2.0 -               2p.3d 3P1.0
    6   37         68.949      1.841e-01      8.608e+10                2p2 3P0.0 -               2p.3d 3P1.0
    7   37         69.011      3.325e-01      1.552e+11                2p2 3P1.0 -               2p.3d 3P1.0
    8   37         69.114      4.079e-01      1.899e+11                2p2 3P2.0 -               2p.3d 3P1.0
    9   37         70.866      4.284e-04      1.896e+08                2p2 1D2.0 -               2p.3d 3P1.0
   10   37         75.955      4.359e-04      1.680e+08                2p2 1S0.0 -               2p.3d 3P1.0
   11   37        352.411      2.036e-03      3.645e+07              2s.3s 3S1.0 -               2p.3d 3P1.0
   17   37        540.045      7.636e-02      5.821e+08              2s.3d 3D1.0 -               2p.3d 3P1.0
   18   37        540.425      1.394e-01      1.061e+09              2s.3d 3D2.0 -               2p.3d 3P1.0
   28   37       1646.365      7.578e-03      6.216e+06              2p.3p 3D1.0 -               2p.3d 3P1.0
   29   37       2181.981      1.252e-01      5.845e+07              2p.3p 3S1.0 -               2p.3d 3P1.0
   30   37       2665.250      3.009e-02      9.418e+06              2p.3p 3P1.0 -               2p.3d 3P1.0
   31   37       1673.923      4.273e-02      3.390e+07              2p.3p 3D2.0 -               2p.3d 3P1.0
   32   37       2760.911      2.256e-02      6.581e+06              2p.3p 3P2.0 -               2p.3d 3P1.0
    1   38         54.302      2.902e-02      2.188e+10                2s2 1S0.0 -               2p.3d 1P1.0
    5   38         63.700      0.000e+00      5.416e+07              2s.2p 1P1.0 -               2p.3d 1P1.0
    6   38         67.764      8.882e-04      4.300e+08                2p2 3P0.0 -               2p.3d 1P1.0
    7   38         67.824      3.444e-04      1.664e+08                2p2 3P1.0 -               2p.3d 1P1.0
    9   38         69.616      7.244e-02      3.323e+10                2p2 1D2.0 -               2p.3d 1P1.0
   10   38         74.520      1.384e+00      5.539e+11                2p2 1S0.0 -               2p.3d 1P1.0
   12   38        352.759      8.385e-03      1.498e+08              2s.3s 1S0.0 -               2p.3d 1P1.0
   20   38        534.818      2.330e-01      1.811e+09              2s.3d 1D2.0 -               2p.3d 1P1.0
   27   38       1070.207      1.883e-01      3.655e+08              2p.3p 1P1.0 -               2p.3d 1P1.0
   28   38       1161.577      9.312e-03      1.534e+07              2p.3p 3D1.0 -               2p.3d 1P1.0
    7   39         74.254      1.142e-01      2.764e+10                2p2 3P1.0 -               2p.3s 3P2.0
    8   39         74.373      3.381e-01      8.155e+10                2p2 3P2.0 -               2p.3s 3P2.0
