SEQ='MG'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 112580517.2   NPRNTI= 3   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S1                 (2)0( 0.5)        0.0 
     2          3P1                 (2)1( 0.5)   139182.0 
     3          3P1                 (2)1( 1.5)   141357.6 
     4          3D1                 (2)2( 1.5)   332144.3*
     5          3D1                 (2)2( 2.5)   332333.0*

   IC RESOLVED LEVEL INDEXING           BWNR= 113581641.6   NLVL= 453
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
    88       2.77E-21  3.55E-17  4.93E-15  1.50E-14  2.41E-14  4.02E-14  5.07E-14  4.23E-14  1.92E-14  8.34E-15
             3.28E-15  8.83E-16  3.19E-16  1.14E-16  2.90E-17  1.03E-17  3.64E-18  9.22E-19  3.26E-19
    89       3.26E-21  3.86E-17  5.10E-15  1.52E-14  2.42E-14  4.72E-14  7.06E-14  6.21E-14  2.85E-14  1.24E-14
             4.87E-15  1.31E-15  4.74E-16  1.69E-16  4.31E-17  1.53E-17  5.40E-18  1.37E-18  4.84E-19
    90       3.78E-21  5.41E-17  7.94E-15  2.45E-14  3.96E-14  7.69E-14  1.14E-13  9.96E-14  4.57E-14  1.99E-14
             7.80E-15  2.10E-15  7.59E-16  2.71E-16  6.90E-17  2.44E-17  8.65E-18  2.19E-18  7.75E-19
    91       7.57E-22  1.08E-17  1.59E-15  4.90E-15  7.94E-15  1.57E-14  2.34E-14  2.05E-14  9.39E-15  4.08E-15
             1.60E-15  4.31E-16  1.56E-16  5.56E-17  1.42E-17  5.01E-18  1.77E-18  4.49E-19  1.59E-19
    92       3.00E-24  1.80E-18  2.49E-15  1.62E-14  3.78E-14  9.86E-14  1.60E-13  1.44E-13  6.68E-14  2.91E-14
             1.14E-14  3.08E-15  1.11E-15  3.98E-16  1.01E-16  3.59E-17  1.27E-17  3.22E-18  1.14E-18
    93       1.13E-24  7.09E-19  1.03E-15  6.80E-15  1.60E-14  3.49E-14  4.77E-14  4.07E-14  1.86E-14  8.12E-15
             3.19E-15  8.61E-16  3.11E-16  1.11E-16  2.83E-17  1.00E-17  3.55E-18  8.99E-19  3.18E-19
    94       1.36E-24  9.75E-19  1.57E-15  1.09E-14  2.70E-14  6.74E-14  1.04E-13  9.17E-14  4.22E-14  1.83E-14
             7.20E-15  1.94E-15  7.01E-16  2.50E-16  6.38E-17  2.26E-17  7.99E-18  2.02E-18  7.16E-19
    95       5.00E-25  4.61E-19  8.62E-16  6.23E-15  1.54E-14  4.15E-14  7.04E-14  6.50E-14  3.06E-14  1.34E-14
             5.28E-15  1.43E-15  5.15E-16  1.84E-16  4.69E-17  1.66E-17  5.88E-18  1.49E-18  5.26E-19
    96       1.36E-24  9.75E-19  1.57E-15  1.08E-14  2.59E-14  6.59E-14  1.08E-13  9.92E-14  4.67E-14  2.04E-14
             8.06E-15  2.18E-15  7.87E-16  2.81E-16  7.16E-17  2.54E-17  8.98E-18  2.27E-18  8.04E-19
    97       7.88E-43  2.86E-27  3.86E-18  2.93E-15  5.13E-14  1.38E-13  1.07E-13  5.64E-14  1.81E-14  6.93E-15
             2.55E-15  6.60E-16  2.35E-16  8.35E-17  2.12E-17  7.49E-18  2.65E-18  6.71E-19  2.37E-19
    98       1.09E-42  4.40E-27  6.33E-18  4.87E-15  8.54E-14  2.29E-13  1.79E-13  9.40E-14  3.02E-14  1.15E-14
             4.25E-15  1.10E-15  3.92E-16  1.39E-16  3.53E-17  1.25E-17  4.42E-18  1.12E-18  3.95E-19
    99       1.38E-42  5.86E-27  8.70E-18  6.78E-15  1.19E-13  3.21E-13  2.50E-13  1.32E-13  4.22E-14  1.62E-14
             5.95E-15  1.54E-15  5.49E-16  1.95E-16  4.94E-17  1.75E-17  6.18E-18  1.56E-18  5.53E-19
   100       1.07E-42  3.89E-27  5.40E-18  4.38E-15  8.05E-14  2.24E-13  1.77E-13  9.35E-14  3.01E-14  1.15E-14
             4.25E-15  1.10E-15  3.92E-16  1.39E-16  3.53E-17  1.25E-17  4.42E-18  1.12E-18  3.95E-19
   101       0.00E+00  1.74E-29  6.80E-19  1.58E-15  4.85E-14  1.83E-13  1.60E-13  8.90E-14  2.96E-14  1.14E-14
             4.23E-15  1.10E-15  3.93E-16  1.39E-16  3.54E-17  1.25E-17  4.43E-18  1.12E-18  3.96E-19
   102       0.00E+00  1.91E-29  8.97E-19  2.18E-15  6.77E-14  2.56E-13  2.24E-13  1.25E-13  4.14E-14  1.60E-14
             5.93E-15  1.54E-15  5.50E-16  1.95E-16  4.95E-17  1.75E-17  6.20E-18  1.57E-18  5.55E-19
   103       0.00E+00  2.01E-29  1.07E-18  2.73E-15  8.63E-14  3.29E-13  2.88E-13  1.60E-13  5.32E-14  2.06E-14
             7.62E-15  1.98E-15  7.07E-16  2.51E-16  6.37E-17  2.25E-17  7.97E-18  2.02E-18  7.14E-19
   104       0.00E+00  4.80E-30  4.97E-19  1.60E-15  5.78E-14  2.40E-13  2.16E-13  1.22E-13  4.09E-14  1.59E-14
             5.88E-15  1.53E-15  5.46E-16  1.94E-16  4.92E-17  1.74E-17  6.16E-18  1.56E-18  5.51E-19
   105       0.00E+00  5.96E-30  6.33E-19  2.06E-15  7.44E-14  3.09E-13  2.78E-13  1.57E-13  5.27E-14  2.05E-14
             7.58E-15  1.97E-15  7.04E-16  2.50E-16  6.34E-17  2.25E-17  7.94E-18  2.01E-18  7.11E-19
   106       0.00E+00  7.16E-30  7.71E-19  2.52E-15  9.12E-14  3.78E-13  3.41E-13  1.93E-13  6.45E-14  2.51E-14
             9.29E-15  2.42E-15  8.62E-16  3.06E-16  7.77E-17  2.75E-17  9.73E-18  2.46E-18  8.70E-19
   107       0.00E+00  4.23E-30  5.50E-19  1.92E-15  7.17E-14  3.03E-13  2.75E-13  1.56E-13  5.23E-14  2.03E-14
             7.53E-15  1.96E-15  6.99E-16  2.48E-16  6.30E-17  2.23E-17  7.89E-18  2.00E-18  7.06E-19
   108       0.00E+00  5.17E-30  6.73E-19  2.35E-15  8.78E-14  3.71E-13  3.37E-13  1.91E-13  6.41E-14  2.49E-14
             9.22E-15  2.40E-15  8.57E-16  3.04E-16  7.72E-17  2.73E-17  9.67E-18  2.45E-18  8.65E-19
   109       0.00E+00  6.10E-30  7.95E-19  2.78E-15  1.04E-13  4.39E-13  3.98E-13  2.26E-13  7.58E-14  2.94E-14
             1.09E-14  2.84E-15  1.01E-15  3.60E-16  9.14E-17  3.23E-17  1.14E-17  2.89E-18  1.02E-18
   110       0.00E+00  1.56E-29  6.25E-19  1.66E-15  5.79E-14  2.40E-13  2.17E-13  1.23E-13  4.13E-14  1.60E-14
             5.95E-15  1.55E-15  5.52E-16  1.96E-16  4.98E-17  1.76E-17  6.23E-18  1.58E-18  5.58E-19
   111       0.00E+00  4.71E-30  6.40E-19  2.26E-15  8.45E-14  3.58E-13  3.24E-13  1.84E-13  6.17E-14  2.40E-14
             8.89E-15  2.31E-15  8.26E-16  2.93E-16  7.44E-17  2.63E-17  9.32E-18  2.36E-18  8.33E-19
   112       0.00E+00  5.53E-30  7.58E-19  2.69E-15  1.01E-13  4.30E-13  3.91E-13  2.21E-13  7.44E-14  2.89E-14
             1.07E-14  2.79E-15  9.95E-16  3.54E-16  8.97E-17  3.17E-17  1.12E-17  2.84E-18  1.00E-18
   113       0.00E+00  6.35E-30  8.73E-19  3.11E-15  1.17E-13  4.96E-13  4.51E-13  2.55E-13  8.58E-14  3.33E-14
             1.24E-14  3.22E-15  1.15E-15  4.08E-16  1.03E-16  3.66E-17  1.29E-17  3.28E-18  1.16E-18
   114       0.00E+00  5.55E-30  7.55E-19  2.66E-15  9.99E-14  4.23E-13  3.83E-13  2.17E-13  7.29E-14  2.83E-14
             1.05E-14  2.73E-15  9.76E-16  3.47E-16  8.79E-17  3.11E-17  1.10E-17  2.79E-18  9.85E-19
   115       0.00E+00  5.09E-30  6.66E-19  2.34E-15  8.76E-14  3.71E-13  3.37E-13  1.91E-13  6.41E-14  2.49E-14
             9.23E-15  2.40E-15  8.57E-16  3.04E-16  7.72E-17  2.73E-17  9.67E-18  2.45E-18  8.65E-19
   116       0.00E+00  5.45E-30  5.74E-19  1.93E-15  7.19E-14  3.05E-13  2.77E-13  1.57E-13  5.27E-14  2.05E-14
             7.59E-15  1.98E-15  7.05E-16  2.51E-16  6.36E-17  2.25E-17  7.96E-18  2.01E-18  7.12E-19
   117       1.14E-25  1.33E-19  2.73E-16  2.02E-15  4.93E-15  1.28E-14  2.18E-14  2.06E-14  9.82E-15  4.32E-15
             1.71E-15  4.62E-16  1.67E-16  5.97E-17  1.52E-17  5.39E-18  1.91E-18  4.83E-19  1.71E-19
   118       0.00E+00  4.43E-43  6.68E-25  4.28E-19  2.05E-16  5.41E-15  1.60E-14  2.03E-14  1.20E-14  5.81E-15
             2.42E-15  6.78E-16  2.48E-16  8.93E-17  2.28E-17  8.10E-18  2.87E-18  7.26E-19  2.57E-19
   119       0.00E+00  2.57E-43  3.95E-25  2.55E-19  1.22E-16  3.48E-15  1.15E-14  1.54E-14  9.49E-15  4.63E-15
             1.94E-15  5.44E-16  1.99E-16  7.18E-17  1.84E-17  6.51E-18  2.31E-18  5.84E-19  2.07E-19
   120       0.00E+00  4.43E-43  6.68E-25  4.28E-19  2.05E-16  5.75E-15  1.88E-14  2.51E-14  1.55E-14  7.60E-15
             3.19E-15  8.99E-16  3.30E-16  1.19E-16  3.04E-17  1.08E-17  3.82E-18  9.67E-19  3.42E-19
   121       0.00E+00  5.89E-43  9.16E-25  5.93E-19  2.85E-16  8.22E-15  2.78E-14  3.83E-14  2.45E-14  1.22E-14
             5.18E-15  1.47E-15  5.40E-16  1.95E-16  4.98E-17  1.77E-17  6.27E-18  1.59E-18  5.61E-19
   122       0.00E+00  2.69E-37  3.91E-22  3.00E-17  5.22E-15  5.55E-14  6.84E-14  4.52E-14  1.66E-14  6.66E-15
             2.51E-15  6.59E-16  2.36E-16  8.39E-17  2.13E-17  7.54E-18  2.67E-18  6.75E-19  2.39E-19
   123       0.00E+00  3.02E-43  5.46E-25  3.83E-19  1.93E-16  5.56E-15  1.92E-14  2.71E-14  1.73E-14  8.59E-15
             3.63E-15  1.02E-15  3.75E-16  1.35E-16  3.46E-17  1.23E-17  4.35E-18  1.10E-18  3.90E-19
   124       0.00E+00  2.69E-43  5.99E-25  4.70E-19  2.52E-16  6.36E-15  1.67E-14  2.06E-14  1.25E-14  6.14E-15
             2.59E-15  7.31E-16  2.68E-16  9.67E-17  2.47E-17  8.78E-18  3.11E-18  7.88E-19  2.79E-19
   125       0.00E+00  6.15E-38  1.02E-22  8.71E-18  1.62E-15  1.79E-14  2.23E-14  1.48E-14  5.48E-15  2.20E-15
             8.28E-16  2.18E-16  7.79E-17  2.77E-17  7.04E-18  2.49E-18  8.82E-19  2.23E-19  7.89E-20
   126       0.00E+00  6.76E-43  1.12E-24  7.45E-19  3.62E-16  1.01E-14  3.38E-14  4.68E-14  3.02E-14  1.51E-14
             6.42E-15  1.82E-15  6.70E-16  2.42E-16  6.18E-17  2.19E-17  7.78E-18  1.97E-18  6.97E-19
   127       0.00E+00  1.04E-40  8.10E-24  2.43E-18  8.52E-16  1.38E-14  1.97E-14  1.39E-14  5.36E-15  2.18E-15
             8.26E-16  2.18E-16  7.81E-17  2.78E-17  7.06E-18  2.50E-18  8.85E-19  2.24E-19  7.92E-20
   128       0.00E+00  2.50E-40  2.35E-23  7.28E-18  2.56E-15  4.16E-14  5.90E-14  4.19E-14  1.61E-14  6.53E-15
             2.48E-15  6.53E-16  2.34E-16  8.34E-17  2.12E-17  7.50E-18  2.65E-18  6.72E-19  2.37E-19
   129       0.00E+00  3.06E-40  3.54E-23  1.17E-17  4.20E-15  6.89E-14  9.82E-14  6.97E-14  2.68E-14  1.09E-14
             4.13E-15  1.09E-15  3.90E-16  1.39E-16  3.53E-17  1.25E-17  4.42E-18  1.12E-18  3.96E-19
   130       0.00E+00  1.19E-43  3.49E-25  3.04E-19  1.72E-16  4.41E-15  1.19E-14  1.49E-14  8.97E-15  4.36E-15
             1.82E-15  5.11E-16  1.87E-16  6.73E-17  1.72E-17  6.11E-18  2.16E-18  5.48E-19  1.94E-19
   131       0.00E+00  1.91E-40  1.87E-23  6.30E-18  2.37E-15  4.03E-14  5.81E-14  4.16E-14  1.61E-14  6.53E-15
             2.48E-15  6.54E-16  2.35E-16  8.35E-17  2.12E-17  7.51E-18  2.66E-18  6.73E-19  2.38E-19
   132       0.00E+00  2.75E-43  4.06E-25  2.59E-19  1.23E-16  3.01E-15  8.43E-15  1.06E-14  6.22E-15  2.99E-15
             1.24E-15  3.47E-16  1.27E-16  4.56E-17  1.17E-17  4.14E-18  1.47E-18  3.71E-19  1.31E-19
   133       0.00E+00  9.32E-44  1.36E-25  8.65E-20  4.11E-17  1.07E-15  3.19E-15  4.06E-15  2.36E-15  1.12E-15
             4.61E-16  1.28E-16  4.66E-17  1.67E-17  4.28E-18  1.52E-18  5.37E-19  1.36E-19  4.81E-20
   134       3.56E-30  1.23E-21  7.99E-17  2.26E-15  1.66E-14  5.13E-14  7.37E-14  7.40E-14  3.92E-14  1.80E-14
             7.27E-15  1.99E-15  7.24E-16  2.60E-16  6.62E-17  2.35E-17  8.31E-18  2.10E-18  7.44E-19
   135       0.00E+00  3.20E-43  6.54E-25  4.92E-19  2.58E-16  6.68E-15  2.03E-14  2.80E-14  1.82E-14  9.15E-15
             3.90E-15  1.11E-15  4.08E-16  1.47E-16  3.77E-17  1.34E-17  4.74E-18  1.20E-18  4.25E-19
   136       8.44E-31  3.95E-22  3.58E-17  1.16E-15  9.14E-15  2.98E-14  4.36E-14  4.38E-14  2.31E-14  1.06E-14
             4.29E-15  1.18E-15  4.27E-16  1.53E-16  3.90E-17  1.38E-17  4.90E-18  1.24E-18  4.38E-19
   137       7.75E-31  5.94E-22  6.03E-17  1.99E-15  1.57E-14  5.01E-14  7.06E-14  6.89E-14  3.58E-14  1.64E-14
             6.59E-15  1.80E-15  6.55E-16  2.35E-16  5.99E-17  2.12E-17  7.51E-18  1.90E-18  6.73E-19
   138       7.99E-31  7.14E-22  7.95E-17  2.70E-15  2.17E-14  6.97E-14  9.82E-14  9.61E-14  5.01E-14  2.29E-14
             9.24E-15  2.53E-15  9.19E-16  3.29E-16  8.40E-17  2.98E-17  1.05E-17  2.67E-18  9.44E-19
   139       7.35E-34  1.68E-23  1.41E-17  9.58E-16  1.09E-14  4.44E-14  7.15E-14  7.47E-14  4.00E-14  1.84E-14
             7.45E-15  2.04E-15  7.43E-16  2.66E-16  6.79E-17  2.41E-17  8.52E-18  2.16E-18  7.63E-19
   140       5.13E-34  1.78E-23  1.81E-17  1.31E-15  1.53E-14  6.21E-14  9.93E-14  1.03E-13  5.52E-14  2.54E-14
             1.03E-14  2.82E-15  1.02E-15  3.67E-16  9.35E-17  3.31E-17  1.17E-17  2.97E-18  1.05E-18
   141       1.10E-33  3.00E-23  2.60E-17  1.73E-15  1.94E-14  7.98E-14  1.32E-13  1.40E-13  7.55E-14  3.48E-14
             1.41E-14  3.86E-15  1.40E-15  5.03E-16  1.28E-16  4.55E-17  1.61E-17  4.08E-18  1.44E-18
   142       0.00E+00  0.00E+00  3.83E-25  9.28E-19  9.13E-16  2.75E-14  4.80E-14  3.77E-14  1.54E-14  6.39E-15
             2.45E-15  6.50E-16  2.33E-16  8.32E-17  2.12E-17  7.49E-18  2.65E-18  6.71E-19  2.37E-19
   143       0.00E+00  0.00E+00  6.30E-25  1.54E-18  1.52E-15  4.58E-14  7.99E-14  6.28E-14  2.57E-14  1.07E-14
             4.08E-15  1.08E-15  3.89E-16  1.39E-16  3.52E-17  1.25E-17  4.41E-18  1.12E-18  3.95E-19
   144       0.00E+00  0.00E+00  8.69E-25  2.15E-18  2.13E-15  6.41E-14  1.12E-13  8.80E-14  3.60E-14  1.49E-14
             5.71E-15  1.52E-15  5.45E-16  1.94E-16  4.93E-17  1.75E-17  6.18E-18  1.57E-18  5.53E-19
   145       0.00E+00  0.00E+00  5.57E-25  1.43E-18  1.46E-15  4.51E-14  7.93E-14  6.26E-14  2.57E-14  1.07E-14
             4.08E-15  1.08E-15  3.89E-16  1.39E-16  3.53E-17  1.25E-17  4.42E-18  1.12E-18  3.95E-19
   146       0.00E+00  2.74E-44  1.62E-25  1.64E-19  9.79E-17  2.61E-15  7.48E-15  1.00E-14  6.30E-15  3.11E-15
             1.31E-15  3.68E-16  1.35E-16  4.87E-17  1.24E-17  4.42E-18  1.56E-18  3.96E-19  1.40E-19
   147       6.25E-35  4.91E-24  8.72E-18  7.65E-16  9.88E-15  4.31E-14  7.33E-14  7.98E-14  4.38E-14  2.03E-14
             8.25E-15  2.27E-15  8.25E-16  2.96E-16  7.55E-17  2.68E-17  9.47E-18  2.40E-18  8.48E-19
   148       5.90E-34  1.16E-23  8.71E-18  5.52E-16  6.07E-15  2.56E-14  4.22E-14  4.49E-14  2.44E-14  1.13E-14
             4.57E-15  1.25E-15  4.56E-16  1.63E-16  4.17E-17  1.48E-17  5.23E-18  1.33E-18  4.69E-19
   149       2.26E-34  4.31E-24  3.13E-18  1.90E-16  2.01E-15  8.32E-15  1.28E-14  1.28E-14  6.69E-15  3.06E-15
             1.24E-15  3.38E-16  1.23E-16  4.40E-17  1.12E-17  3.98E-18  1.41E-18  3.57E-19  1.26E-19
   150       1.92E-34  7.97E-24  1.21E-17  1.01E-15  1.26E-14  5.73E-14  9.99E-14  1.11E-13  6.24E-14  2.92E-14
             1.19E-14  3.28E-15  1.19E-15  4.28E-16  1.09E-16  3.87E-17  1.37E-17  3.47E-18  1.23E-18
   151       0.00E+00  0.00E+00  1.43E-25  7.30E-19  1.05E-15  3.95E-14  7.43E-14  6.07E-14  2.54E-14  1.06E-14
             4.08E-15  1.08E-15  3.90E-16  1.39E-16  3.53E-17  1.25E-17  4.43E-18  1.12E-18  3.96E-19
   152       0.00E+00  0.00E+00  1.93E-25  1.01E-18  1.46E-15  5.53E-14  1.04E-13  8.49E-14  3.55E-14  1.48E-14
             5.71E-15  1.52E-15  5.46E-16  1.95E-16  4.95E-17  1.75E-17  6.20E-18  1.57E-18  5.55E-19
   153       0.00E+00  0.00E+00  2.36E-25  1.28E-18  1.87E-15  7.10E-14  1.34E-13  1.09E-13  4.57E-14  1.91E-14
             7.34E-15  1.95E-15  7.02E-16  2.50E-16  6.36E-17  2.25E-17  7.97E-18  2.02E-18  7.13E-19
   154       1.93E-35  1.68E-24  3.54E-18  3.52E-16  5.02E-15  2.40E-14  4.15E-14  4.57E-14  2.54E-14  1.19E-14
             4.83E-15  1.33E-15  4.84E-16  1.73E-16  4.43E-17  1.57E-17  5.56E-18  1.41E-18  4.97E-19
   155       0.00E+00  0.00E+00  1.30E-25  8.23E-19  1.31E-15  5.27E-14  1.01E-13  8.35E-14  3.51E-14  1.47E-14
             5.66E-15  1.51E-15  5.42E-16  1.93E-16  4.91E-17  1.74E-17  6.16E-18  1.56E-18  5.51E-19
   156       0.00E+00  0.00E+00  1.65E-25  1.06E-18  1.69E-15  6.79E-14  1.30E-13  1.08E-13  4.53E-14  1.90E-14
             7.29E-15  1.94E-15  6.98E-16  2.49E-16  6.33E-17  2.24E-17  7.93E-18  2.01E-18  7.10E-19
   157       0.00E+00  0.00E+00  2.01E-25  1.29E-18  2.07E-15  8.32E-14  1.60E-13  1.32E-13  5.55E-14  2.32E-14
             8.94E-15  2.38E-15  8.56E-16  3.05E-16  7.76E-17  2.75E-17  9.73E-18  2.46E-18  8.70E-19
   158       0.00E+00  0.00E+00  1.42E-25  8.33E-19  1.31E-15  5.30E-14  1.02E-13  8.42E-14  3.54E-14  1.48E-14
             5.72E-15  1.52E-15  5.47E-16  1.95E-16  4.96E-17  1.76E-17  6.22E-18  1.57E-18  5.56E-19
   159       0.00E+00  0.00E+00  1.50E-25  1.01E-18  1.64E-15  6.69E-14  1.29E-13  1.07E-13  4.49E-14  1.88E-14
             7.25E-15  1.93E-15  6.94E-16  2.47E-16  6.29E-17  2.23E-17  7.89E-18  2.00E-18  7.06E-19
   160       0.00E+00  0.00E+00  1.84E-25  1.23E-18  2.01E-15  8.20E-14  1.58E-13  1.31E-13  5.51E-14  2.31E-14
             8.88E-15  2.37E-15  8.51E-16  3.03E-16  7.71E-17  2.73E-17  9.66E-18  2.45E-18  8.65E-19
   161       0.00E+00  0.00E+00  2.18E-25  1.46E-18  2.39E-15  9.72E-14  1.88E-13  1.55E-13  6.53E-14  2.74E-14
             1.05E-14  2.80E-15  1.01E-15  3.60E-16  9.15E-17  3.24E-17  1.15E-17  2.90E-18  1.03E-18
   162       0.00E+00  0.00E+00  1.78E-25  1.20E-18  1.96E-15  8.01E-14  1.55E-13  1.28E-13  5.38E-14  2.25E-14
             8.68E-15  2.31E-15  8.31E-16  2.96E-16  7.53E-17  2.67E-17  9.44E-18  2.39E-18  8.45E-19
   163       0.00E+00  0.00E+00  2.11E-25  1.43E-18  2.34E-15  9.58E-14  1.85E-13  1.53E-13  6.44E-14  2.70E-14
             1.04E-14  2.77E-15  9.95E-16  3.55E-16  9.02E-17  3.20E-17  1.13E-17  2.86E-18  1.01E-18
   164       0.00E+00  0.00E+00  2.43E-25  1.65E-18  2.71E-15  1.11E-13  2.14E-13  1.77E-13  7.44E-14  3.12E-14
             1.20E-14  3.20E-15  1.15E-15  4.10E-16  1.04E-16  3.69E-17  1.31E-17  3.31E-18  1.17E-18
   165       0.00E+00  0.00E+00  2.10E-25  1.42E-18  2.32E-15  9.47E-14  1.83E-13  1.51E-13  6.36E-14  2.67E-14
             1.03E-14  2.73E-15  9.83E-16  3.50E-16  8.91E-17  3.16E-17  1.12E-17  2.83E-18  9.99E-19
   166       0.00E+00  0.00E+00  1.82E-25  1.20E-18  1.93E-15  7.81E-14  1.50E-13  1.24E-13  5.22E-14  2.19E-14
             8.42E-15  2.24E-15  8.06E-16  2.87E-16  7.31E-17  2.59E-17  9.16E-18  2.32E-18  8.19E-19
   167       0.00E+00  0.00E+00  2.09E-25  1.46E-18  2.43E-15  9.99E-14  1.94E-13  1.60E-13  6.75E-14  2.83E-14
             1.09E-14  2.90E-15  1.04E-15  3.72E-16  9.46E-17  3.35E-17  1.19E-17  3.00E-18  1.06E-18
   168       0.00E+00  0.00E+00  2.46E-25  1.70E-18  2.81E-15  1.15E-13  2.23E-13  1.85E-13  7.79E-14  3.26E-14
             1.26E-14  3.35E-15  1.20E-15  4.29E-16  1.09E-16  3.86E-17  1.37E-17  3.46E-18  1.22E-18
   169       0.00E+00  0.00E+00  2.15E-25  1.40E-18  2.26E-15  9.12E-14  1.76E-13  1.45E-13  6.10E-14  2.55E-14
             9.83E-15  2.62E-15  9.41E-16  3.35E-16  8.53E-17  3.02E-17  1.07E-17  2.70E-18  9.57E-19
   170       0.00E+00  0.00E+00  1.82E-25  1.23E-18  2.01E-15  8.20E-14  1.58E-13  1.31E-13  5.51E-14  2.31E-14
             8.89E-15  2.37E-15  8.52E-16  3.04E-16  7.72E-17  2.73E-17  9.68E-18  2.45E-18  8.66E-19
   171       0.00E+00  0.00E+00  1.52E-25  1.01E-18  1.65E-15  6.73E-14  1.30E-13  1.08E-13  4.53E-14  1.90E-14
             7.31E-15  1.95E-15  7.00E-16  2.49E-16  6.34E-17  2.25E-17  7.95E-18  2.01E-18  7.11E-19
   172       2.59E-44  8.70E-29  3.08E-19  5.81E-16  1.63E-14  6.86E-14  9.75E-14  9.98E-14  5.50E-14  2.57E-14
             1.05E-14  2.90E-15  1.05E-15  3.78E-16  9.65E-17  3.42E-17  1.21E-17  3.07E-18  1.08E-18
   173       2.00E-44  7.67E-29  3.00E-19  5.75E-16  1.62E-14  6.84E-14  9.65E-14  9.73E-14  5.30E-14  2.47E-14
             1.00E-14  2.76E-15  1.01E-15  3.61E-16  9.21E-17  3.26E-17  1.16E-17  2.93E-18  1.03E-18
   174       1.67E-44  7.98E-29  3.63E-19  7.20E-16  2.06E-14  8.74E-14  1.21E-13  1.20E-13  6.46E-14  2.99E-14
             1.22E-14  3.35E-15  1.22E-15  4.37E-16  1.11E-16  3.95E-17  1.40E-17  3.54E-18  1.25E-18
   175       1.18E-44  4.98E-29  2.05E-19  3.98E-16  1.13E-14  4.80E-14  6.83E-14  6.99E-14  3.85E-14  1.80E-14
             7.35E-15  2.03E-15  7.38E-16  2.65E-16  6.76E-17  2.40E-17  8.48E-18  2.15E-18  7.60E-19
   176       0.00E+00  2.17E-30  6.93E-20  2.75E-16  1.12E-14  5.91E-14  8.89E-14  9.07E-14  4.94E-14  2.30E-14
             9.34E-15  2.57E-15  9.36E-16  3.36E-16  8.56E-17  3.04E-17  1.08E-17  2.72E-18  9.63E-19
   177       0.00E+00  2.45E-30  8.74E-20  3.52E-16  1.44E-14  7.60E-14  1.14E-13  1.16E-13  6.27E-14  2.91E-14
             1.18E-14  3.26E-15  1.19E-15  4.25E-16  1.08E-16  3.84E-17  1.36E-17  3.45E-18  1.22E-18
   178       0.00E+00  1.82E-30  8.36E-20  3.78E-16  1.65E-14  9.16E-14  1.46E-13  1.54E-13  8.51E-14  3.97E-14
             1.62E-14  4.46E-15  1.62E-15  5.82E-16  1.48E-16  5.26E-17  1.86E-17  4.72E-18  1.67E-18
   179       0.00E+00  2.39E-30  2.19E-19  5.55E-16  1.68E-14  7.15E-14  1.04E-13  1.12E-13  6.45E-14  3.06E-14
             1.26E-14  3.48E-15  1.27E-15  4.55E-16  1.16E-16  4.12E-17  1.46E-17  3.69E-18  1.31E-18
   180       0.00E+00  1.80E-30  1.70E-19  4.32E-16  1.31E-14  5.57E-14  8.11E-14  8.76E-14  5.03E-14  2.38E-14
             9.78E-15  2.71E-15  9.87E-16  3.54E-16  9.05E-17  3.21E-17  1.14E-17  2.88E-18  1.02E-18
   181       0.00E+00  2.34E-30  2.21E-19  5.64E-16  1.71E-14  7.32E-14  1.08E-13  1.18E-13  6.85E-14  3.25E-14
             1.34E-14  3.70E-15  1.35E-15  4.85E-16  1.24E-16  4.39E-17  1.55E-17  3.94E-18  1.39E-18
   182       0.00E+00  2.80E-30  2.68E-19  6.87E-16  2.09E-14  8.91E-14  1.29E-13  1.38E-13  7.94E-14  3.76E-14
             1.54E-14  4.28E-15  1.56E-15  5.60E-16  1.43E-16  5.07E-17  1.79E-17  4.54E-18  1.61E-18
   183       0.00E+00  8.89E-31  5.38E-20  2.44E-16  1.05E-14  5.78E-14  9.38E-14  1.04E-13  5.98E-14  2.83E-14
             1.16E-14  3.22E-15  1.17E-15  4.21E-16  1.07E-16  3.81E-17  1.35E-17  3.41E-18  1.21E-18
   184       0.00E+00  9.08E-31  3.79E-20  1.71E-16  7.44E-15  4.10E-14  6.56E-14  7.16E-14  4.09E-14  1.93E-14
             7.90E-15  2.19E-15  7.97E-16  2.86E-16  7.30E-17  2.59E-17  9.16E-18  2.32E-18  8.21E-19
   185       0.00E+00  5.73E-32  4.99E-20  2.68E-16  1.18E-14  6.35E-14  1.05E-13  1.21E-13  7.16E-14  3.42E-14
             1.41E-14  3.91E-15  1.43E-15  5.13E-16  1.31E-16  4.64E-17  1.64E-17  4.16E-18  1.47E-18
   186       0.00E+00  2.89E-31  1.82E-20  9.18E-17  4.23E-15  2.41E-14  3.85E-14  4.17E-14  2.37E-14  1.12E-14
             4.57E-15  1.26E-15  4.60E-16  1.65E-16  4.22E-17  1.50E-17  5.30E-18  1.34E-18  4.74E-19
