   1.000E+01   1.260E+01   1.580E+01   2.000E+01   2.510E+01   3.160E+01   3.980E+01   5.010E+01   6.310E+01   7.940E+01   1.000E+02   1.260E+02   1.580E+02   2.000E+02   2.510E+02   3.160E+02   3.980E+02   5.010E+02   6.310E+02   7.940E+02   1.000E+03   1.260E+03   1.580E+03   2.000E+03   2.510E+03   3.160E+03   3.980E+03   5.010E+03   6.310E+03   7.940E+03   1.000E+04   1.260E+04   1.580E+04   2.000E+04   2.510E+04   3.160E+04   3.980E+04   5.010E+04   6.310E+04   7.940E+04   1.000E+05   1.260E+05   1.580E+05   2.000E+05   2.510E+05   3.160E+05   3.980E+05   5.010E+05   6.310E+05   7.940E+05   1.000E+06   1.260E+06   1.580E+06   2.000E+06   2.510E+06   3.160E+06   3.980E+06   5.010E+06   6.310E+06   7.940E+06   1.000E+07   1.260E+07   1.580E+07   2.000E+07   2.510E+07   3.160E+07   3.980E+07   5.010E+07   6.310E+07   7.940E+07   1.000E+08   1.260E+08   1.580E+08   2.000E+08   2.510E+08   3.160E+08   3.980E+08   5.010E+08   6.310E+08   7.940E+08   1.000E+09
       1   1.663E-12   1.482E-12   1.321E-12   1.177E-12   1.049E-12   9.351E-13   8.335E-13   7.429E-13   6.622E-13   5.903E-13   5.262E-13   4.691E-13   4.182E-13   3.729E-13   3.325E-13   2.966E-13   2.645E-13   2.360E-13   2.106E-13   1.880E-13   1.679E-13   1.500E-13   1.341E-13   1.199E-13   1.073E-13   9.601E-14   8.582E-14   7.653E-14   6.796E-14   5.998E-14   5.255E-14   4.567E-14   3.936E-14   3.363E-14   2.845E-14   2.380E-14   1.966E-14   1.603E-14   1.285E-14   1.019E-14   7.980E-15   6.148E-15   4.717E-15   3.567E-15   2.680E-15   2.015E-15   1.500E-15   1.122E-15   8.304E-16   6.201E-16   4.639E-16   3.032E-16   2.229E-16   1.640E-16   1.172E-16   8.582E-17   6.292E-17   4.618E-17   3.395E-17   2.501E-17   1.847E-17   1.368E-17   1.018E-17   7.603E-18   5.714E-18   4.324E-18   3.296E-18   2.534E-18   1.966E-18   1.541E-18   1.220E-18   9.763E-19   7.901E-19   6.463E-19   5.342E-19   4.459E-19   3.757E-19   3.191E-19   2.731E-19   2.352E-19   2.038E-19
    2   4.988E-12   4.445E-12   3.962E-12   3.531E-12   3.147E-12   2.805E-12   2.500E-12   2.229E-12   1.987E-12   1.771E-12   1.579E-12   1.407E-12   1.255E-12   1.119E-12   9.976E-13   8.897E-13   7.936E-13   7.081E-13   6.319E-13   5.641E-13   5.037E-13   4.501E-13   4.023E-13   3.598E-13   3.219E-13   2.880E-13   2.575E-13   2.296E-13   2.039E-13   1.799E-13   1.576E-13   1.370E-13   1.181E-13   1.009E-13   8.536E-14   7.141E-14   5.899E-14   4.809E-14   3.855E-14   3.056E-14   2.394E-14   1.844E-14   1.415E-14   1.070E-14   8.039E-15   6.046E-15   4.499E-15   3.365E-15   2.491E-15   1.860E-15   1.392E-15   9.096E-16   6.687E-16   4.919E-16   3.515E-16   2.575E-16   1.888E-16   1.385E-16   1.019E-16   7.503E-17   5.541E-17   4.105E-17   3.054E-17   2.281E-17   1.714E-17   1.297E-17   9.889E-18   7.602E-18   5.898E-18   4.622E-18   3.659E-18   2.929E-18   2.370E-18   1.939E-18   1.603E-18   1.338E-18   1.127E-18   9.574E-19   8.192E-19   7.056E-19   6.113E-19
    3   8.313E-12   7.409E-12   6.603E-12   5.886E-12   5.246E-12   4.676E-12   4.167E-12   3.715E-12   3.311E-12   2.952E-12   2.631E-12   2.346E-12   2.091E-12   1.865E-12   1.663E-12   1.483E-12   1.323E-12   1.180E-12   1.053E-12   9.401E-13   8.396E-13   7.501E-13   6.705E-13   5.997E-13   5.365E-13   4.800E-13   4.291E-13   3.826E-13   3.398E-13   2.999E-13   2.627E-13   2.284E-13   1.968E-13   1.682E-13   1.423E-13   1.190E-13   9.832E-14   8.015E-14   6.426E-14   5.094E-14   3.990E-14   3.074E-14   2.358E-14   1.783E-14   1.340E-14   1.008E-14   7.498E-15   5.608E-15   4.152E-15   3.101E-15   2.319E-15   1.516E-15   1.115E-15   8.198E-16   5.858E-16   4.291E-16   3.146E-16   2.309E-16   1.697E-16   1.250E-16   9.235E-17   6.842E-17   5.089E-17   3.802E-17   2.857E-17   2.162E-17   1.648E-17   1.267E-17   9.830E-18   7.703E-18   6.099E-18   4.881E-18   3.950E-18   3.232E-18   2.671E-18   2.230E-18   1.878E-18   1.596E-18   1.365E-18   1.176E-18   1.019E-18
    4   3.544E-12   3.159E-12   2.816E-12   2.510E-12   2.237E-12   1.994E-12   1.778E-12   1.585E-12   1.413E-12   1.260E-12   1.124E-12   1.002E-12   8.943E-13   7.981E-13   7.125E-13   6.363E-13   5.686E-13   5.085E-13   4.552E-13   4.080E-13   3.664E-13   3.298E-13   2.978E-13   2.702E-13   2.468E-13   2.278E-13   2.134E-13   2.036E-13   1.977E-13   1.939E-13   1.901E-13   1.841E-13   1.748E-13   1.620E-13   1.463E-13   1.288E-13   1.109E-13   9.368E-14   7.751E-14   6.354E-14   5.166E-14   4.145E-14   3.341E-14   2.672E-14   2.144E-14   1.739E-14   1.410E-14   1.158E-14   9.501E-15   7.889E-15   6.569E-15   5.073E-15   4.201E-15   3.461E-15   2.802E-15   2.275E-15   1.833E-15   1.465E-15   1.162E-15   9.150E-16   7.159E-16   5.569E-16   4.309E-16   3.319E-16   2.546E-16   1.947E-16   1.485E-16   1.130E-16   8.584E-17   6.518E-17   4.948E-17   3.759E-17   2.859E-17   2.180E-17   1.667E-17   1.279E-17   9.869E-18   7.656E-18   5.979E-18   4.703E-18   3.730E-18
    5   3.320E-13   2.959E-13   2.637E-13   2.350E-13   2.094E-13   1.866E-13   1.663E-13   1.482E-13   1.320E-13   1.176E-13   1.047E-13   9.329E-14   8.308E-14   7.397E-14   6.584E-14   5.858E-14   5.210E-14   4.631E-14   4.113E-14   3.650E-14   3.235E-14   2.862E-14   2.527E-14   2.223E-14   1.948E-14   1.698E-14   1.482E-14   1.316E-14   1.229E-14   1.236E-14   1.330E-14   1.472E-14   1.616E-14   1.715E-14   1.744E-14   1.696E-14   1.581E-14   1.419E-14   1.227E-14   1.035E-14   8.542E-15   6.858E-15   5.464E-15   4.261E-15   3.291E-15   2.543E-15   1.937E-15   1.482E-15   1.120E-15   8.533E-16   6.506E-16   4.251E-16   3.178E-16   2.375E-16   1.717E-16   1.276E-16   9.478E-17   7.043E-17   5.238E-17   3.900E-17   2.910E-17   2.175E-17   1.632E-17   1.229E-17   9.300E-18   7.071E-18   5.414E-18   4.178E-18   3.250E-18   2.551E-18   2.021E-18   1.618E-18   1.308E-18   1.068E-18   8.817E-19   7.342E-19   6.171E-19   5.229E-19   4.464E-19   3.836E-19   3.316E-19
    6   1.987E-14   1.771E-14   1.578E-14   1.406E-14   1.252E-14   1.116E-14   9.936E-15   8.849E-15   7.879E-15   7.014E-15   6.242E-15   5.553E-15   4.937E-15   4.388E-15   3.897E-15   3.459E-15   3.067E-15   2.717E-15   2.404E-15   2.125E-15   1.876E-15   1.654E-15   1.456E-15   1.281E-15   1.126E-15   9.907E-16   8.735E-16   7.738E-16   6.902E-16   6.209E-16   5.681E-16   5.483E-16   6.026E-16   7.850E-16   1.119E-15   1.557E-15   1.996E-15   2.326E-15   2.474E-15   2.442E-15   2.262E-15   1.986E-15   1.677E-15   1.367E-15   1.085E-15   8.451E-16   6.462E-16   4.889E-16   3.653E-16   2.716E-16   2.009E-16   1.419E-16   1.035E-16   7.527E-17   5.414E-17   3.917E-17   2.830E-17   2.044E-17   1.475E-17   1.065E-17   7.690E-18   5.558E-18   4.023E-18   2.917E-18   2.120E-18   1.546E-18   1.131E-18   8.309E-19   6.138E-19   4.564E-19   3.417E-19   2.580E-19   1.967E-19   1.514E-19   1.179E-19   9.291E-20   7.408E-20   5.979E-20   4.882E-20   4.033E-20   3.367E-20
    7   7.170E-16   6.390E-16   5.695E-16   5.075E-16   4.522E-16   4.029E-16   3.590E-16   3.199E-16   2.850E-16   2.539E-16   2.262E-16   2.014E-16   1.794E-16   1.597E-16   1.421E-16   1.264E-16   1.125E-16   9.996E-17   8.880E-17   7.884E-17   6.993E-17   6.200E-17   5.520E-17   5.052E-17   5.061E-17   5.905E-17   7.754E-17   1.037E-16   1.341E-16   1.763E-16   2.628E-16   4.464E-16   7.616E-16   1.183E-15   1.623E-15   1.977E-15   2.173E-15   2.191E-15   2.060E-15   1.830E-15   1.553E-15   1.270E-15   1.009E-15   7.833E-16   5.968E-16   4.480E-16   3.323E-16   2.443E-16   1.782E-16   1.293E-16   9.332E-17   6.693E-17   4.799E-17   3.432E-17   2.449E-17   1.746E-17   1.243E-17   8.842E-18   6.286E-18   4.467E-18   3.173E-18   2.253E-18   1.600E-18   1.136E-18   8.065E-19   5.727E-19   4.069E-19   2.892E-19   2.056E-19   1.463E-19   1.042E-19   7.433E-20   5.309E-20   3.799E-20   2.725E-20   1.960E-20   1.415E-20   1.026E-20   7.476E-21   5.482E-21   4.049E-21
    8   2.151E-15   1.917E-15   1.708E-15   1.522E-15   1.357E-15   1.209E-15   1.077E-15   9.597E-16   8.550E-16   7.617E-16   6.785E-16   6.043E-16   5.381E-16   4.790E-16   4.263E-16   3.793E-16   3.374E-16   2.999E-16   2.664E-16   2.365E-16   2.098E-16   1.860E-16   1.656E-16   1.516E-16   1.518E-16   1.772E-16   2.326E-16   3.110E-16   4.022E-16   5.288E-16   7.884E-16   1.339E-15   2.285E-15   3.549E-15   4.869E-15   5.932E-15   6.518E-15   6.573E-15   6.179E-15   5.489E-15   4.658E-15   3.811E-15   3.028E-15   2.350E-15   1.790E-15   1.344E-15   9.970E-16   7.328E-16   5.346E-16   3.878E-16   2.800E-16   2.008E-16   1.440E-16   1.030E-16   7.347E-17   5.237E-17   3.729E-17   2.653E-17   1.886E-17   1.340E-17   9.518E-18   6.759E-18   4.799E-18   3.407E-18   2.419E-18   1.718E-18   1.221E-18   8.675E-19   6.169E-19   4.390E-19   3.127E-19   2.230E-19   1.593E-19   1.140E-19   8.176E-20   5.881E-20   4.245E-20   3.078E-20   2.243E-20   1.645E-20   1.215E-20
    9   3.585E-15   3.195E-15   2.847E-15   2.537E-15   2.261E-15   2.015E-15   1.795E-15   1.600E-15   1.425E-15   1.269E-15   1.131E-15   1.007E-15   8.968E-16   7.984E-16   7.106E-16   6.322E-16   5.623E-16   4.998E-16   4.440E-16   3.942E-16   3.497E-16   3.100E-16   2.760E-16   2.526E-16   2.531E-16   2.953E-16   3.877E-16   5.183E-16   6.704E-16   8.813E-16   1.314E-15   2.232E-15   3.808E-15   5.914E-15   8.116E-15   9.886E-15   1.086E-14   1.096E-14   1.030E-14   9.148E-15   7.763E-15   6.351E-15   5.046E-15   3.917E-15   2.984E-15   2.240E-15   1.662E-15   1.221E-15   8.910E-16   6.463E-16   4.666E-16   3.347E-16   2.399E-16   1.716E-16   1.224E-16   8.728E-17   6.215E-17   4.421E-17   3.143E-17   2.233E-17   1.586E-17   1.127E-17   7.998E-18   5.679E-18   4.032E-18   2.864E-18   2.034E-18   1.446E-18   1.028E-18   7.317E-19   5.212E-19   3.717E-19   2.655E-19   1.900E-19   1.363E-19   9.802E-20   7.076E-20   5.130E-20   3.738E-20   2.741E-20   2.024E-20
