SEQ='AL'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  86544137.0   NPRNTI= 4   NPRNTF= 9
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   189     6    2P6 3P2 3D1         (2)0( 0.5)   364590.0*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   190     2    2P6 3S1 3P1 6S1     (4)1( 0.5)   367790.1*     0.00E+00
   191     3    2P6 3S1 3P1 6S1     (4)1( 1.5)   368110.9*     0.00E+00  0.00E+00
   192     2    2P6 3S1 3P1 5D1     (4)3( 1.5)   368541.2*     0.00E+00
   193     2    2P6 3S1 3P1 5D1     (4)2( 2.5)   368588.4*     0.00E+00
   194     3    2P6 3S1 3P1 5D1     (4)2( 0.5)   368692.9*     0.00E+00  0.00E+00
   195     4    2P6 3S1 3P1 6S1     (4)1( 2.5)   368714.5*     0.00E+00  0.00E+00  0.00E+00
   196     3    2P6 3S1 3P1 5D1     (4)2( 3.5)   368801.5*     0.00E+00  0.00E+00
   197     3    2P6 3S1 3P1 5D1     (4)2( 1.5)   368868.1*     0.00E+00  0.00E+00
   198     3    2P6 3S1 3P1 5D1     (4)3( 2.5)   369079.4*     0.00E+00  0.00E+00
   199     4    2P6 3S1 3P1 5D1     (4)3( 3.5)   369409.1*     0.00E+00  0.00E+00  0.00E+00
   200     3    2P6 3S1 3P1 5D1     (2)2( 1.5)   369513.6*     0.00E+00  0.00E+00
   201     3    2P6 3S1 3P1 6S1     (2)1( 0.5)   369534.8*     0.00E+00  0.00E+00
   202     4    2P6 3S1 3P1 5D1     (4)3( 4.5)   369561.0*     0.00E+00  0.00E+00  0.00E+00
   203     3    2P6 3S1 3P1 5D1     (2)2( 2.5)   369640.0*     0.00E+00  0.00E+00
   204     4    2P6 3S1 3P1 6S1     (2)1( 1.5)   370227.1*     0.00E+00  0.00E+00  0.00E+00
   205     4    2P6 3S1 3P1 5D1     (4)1( 2.5)   370314.2*     0.00E+00  0.00E+00  0.00E+00
   206     4    2P6 3S1 3P1 5D1     (4)1( 1.5)   370518.1*     0.00E+00  0.00E+00  0.00E+00
   207     4    2P6 3S1 3P1 5D1     (4)1( 0.5)   370647.9*     0.00E+00  0.00E+00  0.00E+00
   208     4    2P6 3S1 3P1 5D1     (2)3( 2.5)   371540.2*     0.00E+00  0.00E+00  0.00E+00
   209     4    2P6 3S1 3P1 5D1     (2)3( 3.5)   372040.6*     0.00E+00  0.00E+00  0.00E+00
   210     6    2P6 3P2 3D1         (2)2( 1.5)   372282.3*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   211     4    2P6 3S1 3P1 5D1     (2)1( 1.5)   372802.3*     0.00E+00  0.00E+00  0.00E+00
   212     7    2P6 3P2 3D1         (2)2( 2.5)   372919.2*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   213     4    2P6 3S1 3P1 5D1     (2)1( 0.5)   373114.9*     0.00E+00  0.00E+00  0.00E+00
   214     2    2P6 3S1 3P1 5F1     (4)3( 2.5)   374732.9*     0.00E+00
   215     2    2P6 3S1 3P1 5F1     (4)3( 3.5)   374761.1*     0.00E+00
   216     3    2P6 3S1 3P1 5F1     (4)3( 1.5)   374802.6*     0.00E+00  0.00E+00
   217     3    2P6 3S1 3P1 5F1     (2)3( 2.5)   374895.0*     0.00E+00  0.00E+00
   218     3    2P6 3S1 3P1 5F1     (4)3( 4.5)   374924.3*     0.00E+00  0.00E+00
   219     3    2P6 3S1 3P1 5F1     (2)3( 3.5)   375048.9*     0.00E+00  0.00E+00
   220     3    2P6 3S1 3P1 5F1     (4)4( 2.5)   375423.9*     0.00E+00  0.00E+00
   221     8    2P6 3P2 3D1         (2)3( 2.5)   375493.3*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   222     3    2P6 3S1 3P1 5F1     (4)4( 3.5)   375595.4*     0.00E+00  0.00E+00
   223     8    2P6 3P2 3D1         (2)3( 3.5)   375690.2*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   224     4    2P6 3S1 3P1 5F1     (4)4( 4.5)   375808.3*     0.00E+00  0.00E+00  0.00E+00
   225     2    2P6 3S1 3P1 5G1     (4)4( 3.5)   375982.2*     0.00E+00
   226     2    2P6 3S1 3P1 5G1     (4)4( 4.5)   375984.7*     0.00E+00
   227     4    2P6 3S1 3P1 5F1     (4)4( 5.5)   376025.5*     0.00E+00  0.00E+00  0.00E+00
   228     3    2P6 3S1 3P1 5G1     (4)4( 2.5)   376046.9*     0.00E+00  0.00E+00
   229     3    2P6 3S1 3P1 5G1     (2)4( 3.5)   376052.9*     0.00E+00  0.00E+00
   230     9    2P6 3S1 3D2         (4)3( 1.5)   376072.1*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
