   11   15        863.723      2.904e-04      6.491e+05             3s2.3d 2D1.5 -                 3p3 4S1.5
   12   15        878.740      1.250e-05      2.700e+04             3s2.3d 2D2.5 -                 3p3 4S1.5
    3   16       -236.721      5.275e-04      1.527e+07             3s.3p2 4P0.5 -        3s.3p(3P).3d 4F1.5
    4   16       -241.002      4.929e-03      1.375e+08             3s.3p2 4P1.5 -        3s.3p(3P).3d 4F1.5
    5   16       -246.652      2.078e-07      5.529e+03             3s.3p2 4P2.5 -        3s.3p(3P).3d 4F1.5
    6   16       -289.658      2.304e-03      4.510e+07             3s.3p2 2D1.5 -        3s.3p(3P).3d 4F1.5
    7   16       -291.424      2.113e-02      4.081e+08             3s.3p2 2D2.5 -        3s.3p(3P).3d 4F1.5
    8   16       -362.438      4.327e-03      5.542e+07             3s.3p2 2S0.5 -        3s.3p(3P).3d 4F1.5
    9   16       -397.390      1.054e-04      1.127e+06             3s.3p2 2P0.5 -        3s.3p(3P).3d 4F1.5
   10   16       -410.534      5.617e-03      5.636e+07             3s.3p2 2P1.5 -        3s.3p(3P).3d 4F1.5
   11   16       -611.555      6.826e-04      3.236e+06             3s2.3d 2D1.5 -        3s.3p(3P).3d 4F1.5
   12   16       -620.774      2.860e-05      1.324e+05             3s2.3d 2D2.5 -        3s.3p(3P).3d 4F1.5
    3   17        239.772      2.910e-04      1.688e+07             3s.3p2 4P0.5 -                 3p3 2P0.5
    4   17        244.267      4.439e-04      2.481e+07             3s.3p2 4P1.5 -                 3p3 2P0.5
    6   17        291.599      3.077e-01      1.207e+10             3s.3p2 2D1.5 -                 3p3 2P0.5
    8   17        360.380      3.576e-03      9.183e+07             3s.3p2 2S0.5 -                 3p3 2P0.5
    9   17        394.215      1.501e-01      3.222e+09             3s.3p2 2P0.5 -                 3p3 2P0.5
   10   17        407.056      3.367e-02      6.777e+08             3s.3p2 2P1.5 -                 3p3 2P0.5
   11   17        591.873      6.094e-05      5.801e+05             3s2.3d 2D1.5 -                 3p3 2P0.5
    3   18        237.922      7.506e-03      2.212e+08             3s.3p2 4P0.5 -                 3p3 2P1.5
    4   18        242.347      1.458e-02      4.142e+08             3s.3p2 4P1.5 -                 3p3 2P1.5
    5   18        248.119      7.455e-03      2.020e+08             3s.3p2 4P2.5 -                 3p3 2P1.5
    6   18        288.868      6.391e-02      1.278e+09             3s.3p2 2D1.5 -                 3p3 2P1.5
    7   18        290.739      4.601e-01      9.081e+09             3s.3p2 2D2.5 -                 3p3 2P1.5
    8   18        356.217      1.287e-01      1.692e+09             3s.3p2 2S0.5 -                 3p3 2P1.5
    9   18        389.239      3.544e-05      3.903e+05             3s.3p2 2P0.5 -                 3p3 2P1.5
   10   18        401.753      2.478e-01      2.562e+09             3s.3p2 2P1.5 -                 3p3 2P1.5
   11   18        580.727      1.129e-03      5.590e+06             3s2.3d 2D1.5 -                 3p3 2P1.5
   12   18        587.478      5.252e-05      2.540e+05             3s2.3d 2D2.5 -                 3p3 2P1.5
    4   19        242.015      8.418e-03      1.598e+08             3s.3p2 4P1.5 -        3s.3p(3P).3d 4F2.5
    5   19        247.771      4.892e-03      8.858e+07             3s.3p2 4P2.5 -        3s.3p(3P).3d 4F2.5
    6   19        288.396      1.038e-04      1.388e+06             3s.3p2 2D1.5 -        3s.3p(3P).3d 4F2.5
    7   19        290.261      6.387e-03      8.428e+07             3s.3p2 2D2.5 -        3s.3p(3P).3d 4F2.5
   10   19        400.841      8.160e-05      5.646e+05             3s.3p2 2P1.5 -        3s.3p(3P).3d 4F2.5
   11   19        578.824      1.504e-03      4.990e+06             3s2.3d 2D1.5 -        3s.3p(3P).3d 4F2.5
   12   19        585.529      7.917e-05      2.567e+05             3s2.3d 2D2.5 -        3s.3p(3P).3d 4F2.5
    5   20        244.167      2.101e-02      2.939e+08             3s.3p2 4P2.5 -        3s.3p(3P).3d 4F3.5
    7   20        285.327      1.033e-04      1.058e+06             3s.3p2 2D2.5 -        3s.3p(3P).3d 4F3.5
   12   20        565.793      2.398e-03      6.247e+06             3s2.3d 2D2.5 -        3s.3p(3P).3d 4F3.5
    4   22        218.573      1.110e+00      2.584e+10             3s.3p2 4P1.5 -        3s.3p(3P).3d 4P2.5
    5   22        223.257      1.064e-01      2.374e+09             3s.3p2 4P2.5 -        3s.3p(3P).3d 4P2.5
    6   22        255.715      2.885e-03      4.904e+07             3s.3p2 2D1.5 -        3s.3p(3P).3d 4P2.5
    7   22        257.180      6.440e-02      1.082e+09             3s.3p2 2D2.5 -        3s.3p(3P).3d 4P2.5
   10   22        340.378      3.883e-03      3.726e+07             3s.3p2 2P1.5 -        3s.3p(3P).3d 4P2.5
   11   22        460.661      5.215e-04      2.732e+06             3s2.3d 2D1.5 -        3s.3p(3P).3d 4P2.5
   12   22        464.899      5.829e-03      2.998e+07             3s2.3d 2D2.5 -        3s.3p(3P).3d 4P2.5
    3   23        213.883      7.709e-01      2.810e+10             3s.3p2 4P0.5 -        3s.3p(3P).3d 4D1.5
    4   23        217.452      1.875e-01      6.613e+09             3s.3p2 4P1.5 -        3s.3p(3P).3d 4D1.5
    5   23        222.088      2.207e-02      7.461e+08             3s.3p2 4P2.5 -        3s.3p(3P).3d 4D1.5
    6   23        254.182      1.951e-02      5.036e+08             3s.3p2 2D1.5 -        3s.3p(3P).3d 4D1.5
    7   23        255.630      4.879e-06      1.245e+05             3s.3p2 2D2.5 -        3s.3p(3P).3d 4D1.5
    8   23        304.909      1.103e-03      1.979e+07             3s.3p2 2S0.5 -        3s.3p(3P).3d 4D1.5
    9   23        328.784      3.621e-04      5.586e+06             3s.3p2 2P0.5 -        3s.3p(3P).3d 4D1.5
   10   23        337.668      6.196e-04      9.061e+06             3s.3p2 2P1.5 -        3s.3p(3P).3d 4D1.5
   11   23        455.711      1.759e-03      1.412e+07             3s2.3d 2D1.5 -        3s.3p(3P).3d 4D1.5
   12   23        459.857      7.783e-04      6.137e+06             3s2.3d 2D2.5 -        3s.3p(3P).3d 4D1.5
    3   24        213.196      5.509e-01      4.042e+10             3s.3p2 4P0.5 -        3s.3p(3P).3d 4D0.5
    4   24        216.742      1.346e-02      9.557e+08             3s.3p2 4P1.5 -        3s.3p(3P).3d 4D0.5
    6   24        253.213      6.860e-09      3.568e+02             3s.3p2 2D1.5 -        3s.3p(3P).3d 4D0.5
    8   24        303.514      5.371e-04      1.944e+07             3s.3p2 2S0.5 -        3s.3p(3P).3d 4D0.5
    9   24        327.163      5.540e-07      1.726e+04             3s.3p2 2P0.5 -        3s.3p(3P).3d 4D0.5
   10   24        335.959      7.313e-06      2.161e+05             3s.3p2 2P1.5 -        3s.3p(3P).3d 4D0.5
   11   24        452.603      1.228e-03      1.999e+07             3s2.3d 2D1.5 -        3s.3p(3P).3d 4D0.5
    5   25        216.918      2.281e+00      4.042e+10             3s.3p2 4P2.5 -        3s.3p(3P).3d 4D3.5
    7   25        248.804      2.419e-02      3.258e+08             3s.3p2 2D2.5 -        3s.3p(3P).3d 4D3.5
   12   25        438.231      1.828e-03      7.935e+06             3s2.3d 2D2.5 -        3s.3p(3P).3d 4D3.5
    3   26        208.928      1.506e-05      1.151e+06             3s.3p2 4P0.5 -        3s.3p(3P).3d 4P0.5
    4   26        212.333      3.773e-01      2.791e+10             3s.3p2 4P1.5 -        3s.3p(3P).3d 4P0.5
    6   26        247.215      7.856e-04      4.287e+07             3s.3p2 2D1.5 -        3s.3p(3P).3d 4P0.5
    8   26        294.937      2.720e-06      1.043e+05             3s.3p2 2S0.5 -        3s.3p(3P).3d 4P0.5
    9   26        317.220      8.412e-06      2.788e+05             3s.3p2 2P0.5 -        3s.3p(3P).3d 4P0.5
   10   26        325.482      1.799e-04      5.664e+06             3s.3p2 2P1.5 -        3s.3p(3P).3d 4P0.5
   11   26        433.792      7.570e-06      1.342e+05             3s2.3d 2D1.5 -        3s.3p(3P).3d 4P0.5
    4   27        212.169      3.976e-01      9.820e+09             3s.3p2 4P1.5 -        3s.3p(3P).3d 4D2.5
    5   27        216.580      1.149e+00      2.724e+10             3s.3p2 4P2.5 -        3s.3p(3P).3d 4D2.5
    6   27        246.993      6.069e-03      1.106e+08             3s.3p2 2D1.5 -        3s.3p(3P).3d 4D2.5
    7   27        248.359      3.970e-03      7.155e+07             3s.3p2 2D2.5 -        3s.3p(3P).3d 4D2.5
   10   27        325.096      9.114e-04      9.586e+06             3s.3p2 2P1.5 -        3s.3p(3P).3d 4D2.5
   11   27        433.108      1.094e-03      6.481e+06             3s2.3d 2D1.5 -        3s.3p(3P).3d 4D2.5
   12   27        436.851      1.821e-03      1.061e+07             3s2.3d 2D2.5 -        3s.3p(3P).3d 4D2.5
    3   28        208.728      9.486e-06      3.631e+05             3s.3p2 4P0.5 -        3s.3p(3P).3d 4P1.5
    4   28        212.126      5.342e-01      1.979e+10             3s.3p2 4P1.5 -        3s.3p(3P).3d 4P1.5
    5   28        216.535      3.407e-01      1.212e+10             3s.3p2 4P2.5 -        3s.3p(3P).3d 4P1.5
    6   28        246.934      3.700e-03      1.012e+08             3s.3p2 2D1.5 -        3s.3p(3P).3d 4P1.5
    7   28        248.300      3.383e-03      9.150e+07             3s.3p2 2D2.5 -        3s.3p(3P).3d 4P1.5
    8   28        294.538      1.701e-05      3.270e+05             3s.3p2 2S0.5 -        3s.3p(3P).3d 4P1.5
    9   28        316.758      4.124e-04      6.853e+06             3s.3p2 2P0.5 -        3s.3p(3P).3d 4P1.5
   10   28        324.996      9.249e-06      1.460e+05             3s.3p2 2P1.5 -        3s.3p(3P).3d 4P1.5
   11   28        432.929      3.957e-04      3.521e+06             3s2.3d 2D1.5 -        3s.3p(3P).3d 4P1.5
   12   28        436.669      7.785e-05      6.808e+05             3s2.3d 2D2.5 -        3s.3p(3P).3d 4P1.5
    3   29        203.220      1.197e-02      4.833e+08             3s.3p2 4P0.5 -        3s.3p(3P).3d 2D1.5
    4   29        206.439      1.395e-03      5.457e+07             3s.3p2 4P1.5 -        3s.3p(3P).3d 2D1.5
    5   29        210.613      4.288e-04      1.612e+07             3s.3p2 4P2.5 -        3s.3p(3P).3d 2D1.5
    6   29        239.262      1.049e+00      3.054e+10             3s.3p2 2D1.5 -        3s.3p(3P).3d 2D1.5
    7   29        240.544      9.546e-02      2.751e+09             3s.3p2 2D2.5 -        3s.3p(3P).3d 2D1.5
    8   29        283.688      1.686e-02      3.493e+08             3s.3p2 2S0.5 -        3s.3p(3P).3d 2D1.5
    9   29        304.244      5.133e-02      9.248e+08             3s.3p2 2P0.5 -        3s.3p(3P).3d 2D1.5
   10   29        311.836      2.558e-02      4.386e+08             3s.3p2 2P1.5 -        3s.3p(3P).3d 2D1.5
   11   29        409.886      4.102e-02      4.071e+08             3s2.3d 2D1.5 -        3s.3p(3P).3d 2D1.5
   12   29        413.238      1.247e-03      1.218e+07             3s2.3d 2D2.5 -        3s.3p(3P).3d 2D1.5
    4   30        206.156      1.933e-02      5.057e+08             3s.3p2 4P1.5 -        3s.3p(3P).3d 2D2.5
    5   30        210.318      4.090e-03      1.028e+08             3s.3p2 4P2.5 -        3s.3p(3P).3d 2D2.5
    6   30        238.882      1.967e-01      3.833e+09             3s.3p2 2D1.5 -        3s.3p(3P).3d 2D2.5
    7   30        240.160      1.505e+00      2.901e+10             3s.3p2 2D2.5 -        3s.3p(3P).3d 2D2.5
   10   30        311.189      7.357e-02      8.445e+08             3s.3p2 2P1.5 -        3s.3p(3P).3d 2D2.5
   11   30        408.770      1.877e-02      1.249e+08             3s2.3d 2D1.5 -        3s.3p(3P).3d 2D2.5
   12   30        412.103      4.897e-02      3.205e+08             3s2.3d 2D2.5 -        3s.3p(3P).3d 2D2.5
    4   31        195.246      2.525e-03      7.362e+07             3s.3p2 4P1.5 -        3s.3p(3P).3d 2F2.5
    5   31        198.975      1.293e-03      3.631e+07             3s.3p2 4P2.5 -        3s.3p(3P).3d 2F2.5
    6   31        224.355      5.780e-01      1.277e+10             3s.3p2 2D1.5 -        3s.3p(3P).3d 2F2.5
    7   31        225.482      1.259e-01      2.752e+09             3s.3p2 2D2.5 -        3s.3p(3P).3d 2F2.5
   10   31        286.984      1.373e-04      1.853e+06             3s.3p2 2P1.5 -        3s.3p(3P).3d 2F2.5
   11   31        367.999      1.603e-01      1.316e+09             3s2.3d 2D1.5 -        3s.3p(3P).3d 2F2.5
   12   31        370.698      4.125e-02      3.337e+08             3s2.3d 2D2.5 -        3s.3p(3P).3d 2F2.5
    5   32        193.265      1.955e-02      4.364e+08             3s.3p2 4P2.5 -        3s.3p(3P).3d 2F3.5
    7   32        218.177      9.220e-01      1.615e+10             3s.3p2 2D2.5 -        3s.3p(3P).3d 2F3.5
   12   32        351.357      2.885e-01      1.949e+09             3s2.3d 2D2.5 -        3s.3p(3P).3d 2F3.5
    3   33        171.822      5.074e-03      2.866e+08             3s.3p2 4P0.5 -        3s.3p(3P).3d 2P1.5
    4   33        174.118      1.843e-04      1.014e+07             3s.3p2 4P1.5 -        3s.3p(3P).3d 2P1.5
    5   33        177.078      8.310e-05      4.419e+06             3s.3p2 4P2.5 -        3s.3p(3P).3d 2P1.5
    6   33        196.901      6.967e-04      2.997e+07             3s.3p2 2D1.5 -        3s.3p(3P).3d 2P1.5
    7   33        197.768      6.311e-04      2.691e+07             3s.3p2 2D2.5 -        3s.3p(3P).3d 2P1.5
    8   33        226.030      1.235e+00      4.030e+10             3s.3p2 2S0.5 -        3s.3p(3P).3d 2P1.5
    9   33        238.890      1.166e-02      3.407e+08             3s.3p2 2P0.5 -        3s.3p(3P).3d 2P1.5
   10   33        243.546      3.447e-01      9.691e+09             3s.3p2 2P1.5 -        3s.3p(3P).3d 2P1.5
   11   33        299.501      3.503e-02      6.513e+08             3s2.3d 2D1.5 -        3s.3p(3P).3d 2P1.5
   12   33        301.287      1.771e-02      3.253e+08             3s2.3d 2D2.5 -        3s.3p(3P).3d 2P1.5
    3   34        169.489      1.102e-03      1.279e+08             3s.3p2 4P0.5 -        3s.3p(3P).3d 2P0.5
    4   34        171.723      1.219e-04      1.379e+07             3s.3p2 4P1.5 -        3s.3p(3P).3d 2P0.5
    6   34        193.843      2.859e-03      2.538e+08             3s.3p2 2D1.5 -        3s.3p(3P).3d 2P0.5
    8   34        222.010      2.122e-01      1.436e+10             3s.3p2 2S0.5 -        3s.3p(3P).3d 2P0.5
    9   34        234.404      4.433e-01      2.690e+10             3s.3p2 2P0.5 -        3s.3p(3P).3d 2P0.5
   10   34        238.885      6.766e-02      3.954e+09             3s.3p2 2P1.5 -        3s.3p(3P).3d 2P0.5
   11   34        292.483      7.173e-03      2.796e+08             3s2.3d 2D1.5 -        3s.3p(3P).3d 2P0.5
    5   35        173.852      1.172e-02      3.234e+08             3s.3p2 4P2.5 -        3s.3p(1P).3d 2F3.5
    7   35        193.753      1.266e+00      2.811e+10             3s.3p2 2D2.5 -        3s.3p(1P).3d 2F3.5
   12   35        292.065      2.274e+00      2.223e+10             3s2.3d 2D2.5 -        3s.3p(1P).3d 2F3.5
    4   36        170.123      6.495e-04      2.495e+07             3s.3p2 4P1.5 -        3s.3p(1P).3d 2F2.5
    5   36        172.947      3.327e-04      1.237e+07             3s.3p2 4P2.5 -        3s.3p(1P).3d 2F2.5
    6   36        191.807      9.004e-01      2.721e+10             3s.3p2 2D1.5 -        3s.3p(1P).3d 2F2.5
    7   36        192.630      5.018e-02      1.503e+09             3s.3p2 2D2.5 -        3s.3p(1P).3d 2F2.5
   10   36        235.800      1.879e-02      3.756e+08             3s.3p2 2P1.5 -        3s.3p(1P).3d 2F2.5
   11   36        287.872      1.684e+00      2.259e+10             3s2.3d 2D1.5 -        3s.3p(1P).3d 2F2.5
   12   36        289.521      5.967e-02      7.914e+08             3s2.3d 2D2.5 -        3s.3p(1P).3d 2F2.5
    3   37        162.767      8.074e-06      1.016e+06             3s.3p2 4P0.5 -        3s.3p(1P).3d 2P0.5
    4   37        164.826      4.130e-06      5.070e+05             3s.3p2 4P1.5 -        3s.3p(1P).3d 2P0.5
    6   37        185.100      5.662e-04      5.511e+07             3s.3p2 2D1.5 -        3s.3p(1P).3d 2P0.5
    8   37        210.616      2.081e-01      1.565e+10             3s.3p2 2S0.5 -        3s.3p(1P).3d 2P0.5
    9   37        221.739      1.335e-01      9.055e+09             3s.3p2 2P0.5 -        3s.3p(1P).3d 2P0.5
   10   37        225.744      1.639e-01      1.073e+10             3s.3p2 2P1.5 -        3s.3p(1P).3d 2P0.5
   11   37        273.025      6.137e-01      2.746e+10             3s2.3d 2D1.5 -        3s.3p(1P).3d 2P0.5
    3   38        162.428      7.229e-06      4.569e+05             3s.3p2 4P0.5 -        3s.3p(1P).3d 2D1.5
    4   38        164.478      3.613e-04      2.227e+07             3s.3p2 4P1.5 -        3s.3p(1P).3d 2D1.5
    5   38        167.117      7.563e-06      4.516e+05             3s.3p2 4P2.5 -        3s.3p(1P).3d 2D1.5
    6   38        184.662      8.708e-04      4.258e+07             3s.3p2 2D1.5 -        3s.3p(1P).3d 2D1.5
    7   38        185.424      5.733e-03      2.781e+08             3s.3p2 2D2.5 -        3s.3p(1P).3d 2D1.5
    8   38        210.049      2.160e-03      8.165e+07             3s.3p2 2S0.5 -        3s.3p(1P).3d 2D1.5
    9   38        221.110      1.324e+00      4.517e+10             3s.3p2 2P0.5 -        3s.3p(1P).3d 2D1.5
   10   38        225.093      4.939e-03      1.625e+08             3s.3p2 2P1.5 -        3s.3p(1P).3d 2D1.5
   11   38        272.072      2.006e-01      4.520e+09             3s2.3d 2D1.5 -        3s.3p(1P).3d 2D1.5
   12   38        273.544      7.875e-01      1.755e+10             3s2.3d 2D2.5 -        3s.3p(1P).3d 2D1.5
    3   39        161.671      1.662e-05      1.061e+06             3s.3p2 4P0.5 -        3s.3p(1P).3d 2P1.5
    4   39        163.703      4.776e-05      2.972e+06             3s.3p2 4P1.5 -        3s.3p(1P).3d 2P1.5
    5   39        166.316      2.607e-04      1.572e+07             3s.3p2 4P2.5 -        3s.3p(1P).3d 2P1.5
    6   39        183.684      6.793e-03      3.357e+08             3s.3p2 2D1.5 -        3s.3p(1P).3d 2P1.5
    7   39        184.439      2.629e-03      1.289e+08             3s.3p2 2D2.5 -        3s.3p(1P).3d 2P1.5
    8   39        208.785      1.602e-01      6.130e+09             3s.3p2 2S0.5 -        3s.3p(1P).3d 2P1.5
    9   39        219.710      8.716e-02      3.011e+09             3s.3p2 2P0.5 -        3s.3p(1P).3d 2P1.5
   10   39        223.642      9.767e-01      3.256e+10             3s.3p2 2P1.5 -        3s.3p(1P).3d 2P1.5
   11   39        269.956      7.215e-01      1.651e+10             3s2.3d 2D1.5 -        3s.3p(1P).3d 2P1.5
   12   39        271.406      4.423e-01      1.001e+10             3s2.3d 2D2.5 -        3s.3p(1P).3d 2P1.5
    4   40        163.483      6.297e-04      2.619e+07             3s.3p2 4P1.5 -        3s.3p(1P).3d 2D2.5
    5   40        166.089      8.993e-04      3.624e+07             3s.3p2 4P2.5 -        3s.3p(1P).3d 2D2.5
    6   40        183.408      6.947e-05      2.296e+06             3s.3p2 2D1.5 -        3s.3p(1P).3d 2D2.5
