  1     1  3s2.3p2        3  1 P  0.0  1            0.0       0.000000            0.0       0.000000
  2     1  3s2.3p2        3  1 P  1.0  3          298.5       0.002720          252.4       0.002300
  3     1  3s2.3p2        3  1 P  2.0  5          833.1       0.007592          724.3       0.006600
  4     1  3s2.3p2        1  2 D  2.0  5        11323.8       0.103190        13739.1       0.125200
  5     1  3s2.3p2        1  0 S  0.0  1        27162.5       0.247523        29288.9       0.266900
  6     2  3s.3p3         5  0 S  2.0  5        58671.8       0.534657        55329.6       0.504200
  7     2  3s.3p3         3  2 D  1.0  3        84019.7       0.765644        83005.3       0.756400
  8     2  3s.3p3         3  2 D  2.0  5        84047.3       0.765895        83016.3       0.756500
  9     2  3s.3p3         3  2 D  3.0  7        84099.9       0.766375        83060.2       0.756900
 10     2  3s.3p3         3  1 P  0.0  1        98772.5       0.900081        96810.3       0.882200
 11     2  3s.3p3         3  1 P  1.0  3        98766.2       0.900024        96810.3       0.882200
 12     2  3s.3p3         3  1 P  2.0  5        98745.5       0.899835        96799.3       0.882100
 13     3  3s2.3p.3d      1  2 D  2.0  5       104159.6       0.949172       104854.0       0.955500
 14     3  3s2.3p.3d      3  3 F  2.0  5       122118.7       1.112827       134768.4       1.228100
 15     3  3s2.3p.3d      3  3 F  3.0  7       122404.2       1.115429       123476.4       1.125200
 16     3  3s2.3p.3d      3  3 F  4.0  9       122798.8       1.119025       123827.6       1.128400
 17     2  3s.3p3         1  1 P  1.0  3       136843.9       1.247013       141221.0       1.286900
 18     2  3s.3p3         3  0 S  1.0  3       138066.5       1.258155       141967.2       1.293700
 19     3  3s2.3p.3d      3  1 P  0.0  1       143097.3       1.303998       147882.0       1.347600
 20     3  3s2.3p.3d      3  1 P  1.0  3       143117.6       1.304183       147882.0       1.347600
 21     3  3s2.3p.3d      3  1 P  2.0  5       143125.5       1.304255       148002.7       1.348700
 22     4  3s2.3p.4s      3  1 P  0.0  1       146697.6       1.336807       143657.1       1.309100
 23     4  3s2.3p.4s      3  1 P  1.0  3       146737.7       1.337172       143766.9       1.310100
 24     4  3s2.3p.4s      3  1 P  2.0  5       147147.3       1.340905       143942.4       1.311700
 25     3  3s2.3p.3d      3  2 D  1.0  3       147551.8       1.344591       150416.9       1.370700
 26     3  3s2.3p.3d      3  2 D  2.0  5       147692.4       1.345872       150526.7       1.371700
 27     3  3s2.3p.3d      3  2 D  3.0  7       147745.9       1.346360       150614.5       1.372500
 28     4  3s2.3p.4s      1  1 P  1.0  3       148399.2       1.352313       150779.1       1.374000
 29     2  3s.3p3         1  2 D  2.0  5       151978.7       1.384932       156255.0       1.423900
 30     3  3s2.3p.3d      1  3 F  3.0  7       157610.5       1.436252       163464.7       1.489600
 31     3  3s2.3p.3d      1  1 P  1.0  3       164141.1       1.495764       170586.7       1.554500
 32     5  3s2.3p.4p      1  1 P  1.0  3       167553.4       1.526859       168874.8       1.538900
 33     5  3s2.3p.4p      3  2 D  1.0  3       169771.6       1.547073       172880.2       1.575400
 34     5  3s2.3p.4p      3  2 D  2.0  5       170068.9       1.549782       173165.5       1.578000
 35     5  3s2.3p.4p      3  2 D  3.0  7       170650.7       1.555084       173812.9       1.583900
 36     5  3s2.3p.4p      3  1 P  0.0  1       172632.9       1.573147       173033.8       1.576800
 37     5  3s2.3p.4p      3  1 P  1.0  3       172787.4       1.574555       173242.3       1.578700
 38     5  3s2.3p.4p      3  1 P  2.0  5       173193.3       1.578253       173648.3       1.582400
 39     5  3s2.3p.4p      3  0 S  1.0  3       174037.9       1.585950       174054.4       1.586100
 40     5  3s2.3p.4p      1  2 D  2.0  5       176984.6       1.612802       181417.7       1.653200
 41     5  3s2.3p.4p      1  0 S  0.0  1       182759.3       1.665425       184040.5       1.677100
 42     6  3s2.3p.4d      1  2 D  2.0  5       205148.0       1.869446       207129.2       1.887500
 43     6  3s2.3p.4d      3  2 D  1.0  3       206540.5       1.882135       207535.2       1.891200
 44     6  3s2.3p.4d      3  2 D  2.0  5       206673.3       1.883346       207688.9       1.892600
 45     6  3s2.3p.4d      3  2 D  3.0  7       206912.8       1.885528       207908.3       1.894600
 46     6  3s2.3p.4d      3  1 P  0.0  1       208212.1       1.897368       208215.6       1.897400
 47     6  3s2.3p.4d      3  1 P  1.0  3       208104.9       1.896391       208182.7       1.897100
 48     6  3s2.3p.4d      3  1 P  2.0  5       207893.2       1.894462       208127.8       1.896600
 49     6  3s2.3p.4d      1  1 P  1.0  3       213542.7       1.945944       215952.1       1.967900
qq -1
%filename: s_3.elvlc
%observed energy levels: Johansson L., Magnusson C.E., Joelsson I., Zetterberg P.O., Physica Scripta 46, 221, 1992
%theoretical energy levels: Tayal S.S., Gupta G.P., ApJ 526, 544, 1999
%comment Level ordering is from Tayal & Gupta.
%comment: Note that Tayal & Gupta do not include the 3F and 1F terms from the 
          3p.4d configuration in their S III model.
%Produced as part of the Arcetri/Cambridge/NRL 'CHIANTI' atomic data base collaboration
%
% P.R. Young, Dec-99
 -1

qq
    1    2     335009.000      0.000e+00      8.429e-04            3s2.3p2 3P0.0 -             3s2.3p2 3P1.0
    1    3     120033.836      0.000e+00      5.008e-08            3s2.3p2 3P0.0 -             3s2.3p2 3P2.0
    2    3     187056.094      0.000e+00      1.877e-03            3s2.3p2 3P1.0 -             3s2.3p2 3P2.0
    1    4       8830.975      0.000e+00      2.570e-04            3s2.3p2 3P0.0 -             3s2.3p2 1D2.0
    2    4       9070.064      0.000e+00      3.107e-02            3s2.3p2 3P1.0 -             3s2.3p2 1D2.0
    3    4       9532.270      0.000e+00      1.856e-01            3s2.3p2 3P2.0 -             3s2.3p2 1D2.0
    2    5       3722.461      0.000e+00      1.016e+00            3s2.3p2 3P1.0 -             3s2.3p2 1S0.0
    3    5       3798.042      0.000e+00      1.408e-03            3s2.3p2 3P2.0 -             3s2.3p2 1S0.0
    4    5       6313.661      0.000e+00      3.045e+00            3s2.3p2 1D2.0 -             3s2.3p2 1S0.0
    2    6       1713.115      9.630e-06      4.376e+03            3s2.3p2 3P1.0 -              3s.3p3 5S2.0
    3    6       1728.949      2.735e-05      1.222e+04            3s2.3p2 3P2.0 -              3s.3p3 5S2.0
    4    6       2112.026      9.800e-09      2.944e+00            3s2.3p2 1D2.0 -              3s.3p3 5S2.0
    1    7       1190.199      1.430e-02      2.243e+07            3s2.3p2 3P0.0 -              3s.3p3 3D1.0
    2    7       1194.443      9.300e-03      1.452e+07            3s2.3p2 3P1.0 -              3s.3p3 3D1.0
    3    7       1202.119      4.790e-04      7.375e+05            3s2.3p2 3P2.0 -              3s.3p3 3D1.0
    4    7       1375.596      4.975e-05      5.861e+04            3s2.3p2 1D2.0 -              3s.3p3 3D1.0
    5    7       1758.795      9.380e-07      6.748e+02            3s2.3p2 1S0.0 -              3s.3p3 3D1.0
    2    8       1194.049      2.994e-02      2.807e+07            3s2.3p2 3P1.0 -              3s.3p3 3D2.0
    3    8       1201.720      7.350e-03      6.823e+06            3s2.3p2 3P2.0 -              3s.3p3 3D2.0
    4    8       1375.074      4.050e-06      2.870e+03            3s2.3p2 1D2.0 -              3s.3p3 3D2.0
    3    9       1200.961      5.500e-02      3.642e+07            3s2.3p2 3P2.0 -              3s.3p3 3D3.0
    4    9       1374.080      7.950e-05      4.029e+04            3s2.3p2 1D2.0 -              3s.3p3 3D3.0
    2   10       1015.498      3.240e-02      2.100e+08            3s2.3p2 3P1.0 -              3s.3p3 3P0.0
    1   11       1012.494      3.340e-02      7.278e+07            3s2.3p2 3P0.0 -              3s.3p3 3P1.0
    2   11       1015.563      2.718e-02      5.886e+07            3s2.3p2 3P1.0 -              3s.3p3 3P1.0
    3   11       1021.107      3.825e-02      8.189e+07            3s2.3p2 3P2.0 -              3s.3p3 3P1.0
    4   11       1143.612      4.630e-05      7.917e+04            3s2.3p2 1D2.0 -              3s.3p3 3P1.0
    5   11       1396.578      2.210e-05      2.537e+04            3s2.3p2 1S0.0 -              3s.3p3 3P1.0
    2   12       1015.777      4.230e-02      5.498e+07            3s2.3p2 3P1.0 -              3s.3p3 3P2.0
    3   12       1021.323      1.355e-01      1.738e+08            3s2.3p2 3P2.0 -              3s.3p3 3P2.0
    4   12       1143.883      2.790e-03      2.857e+06            3s2.3p2 1D2.0 -              3s.3p3 3P2.0
    2   13        962.826      5.910e-04      8.155e+05            3s2.3p2 3P1.0 -           3s2.3p.3d 1D2.0
    3   13        967.808      2.260e-04      3.082e+05            3s2.3p2 3P2.0 -           3s2.3p.3d 1D2.0
    4   13       1077.173      3.795e-01      4.159e+08            3s2.3p2 1D2.0 -           3s2.3p.3d 1D2.0
    2   14        820.883      2.007e-04      3.978e+05            3s2.3p2 3P1.0 -           3s2.3p.3d 3F2.0
    3   14        824.502      7.350e-05      1.449e+05            3s2.3p2 3P2.0 -           3s2.3p.3d 3F2.0
    4   14        902.570      3.160e-04      5.193e+05            3s2.3p2 1D2.0 -           3s2.3p.3d 3F2.0
    3   15        822.565      5.550e-04      7.819e+05            3s2.3p2 3P2.0 -           3s2.3p.3d 3F3.0
    4   15        900.250      3.720e-04      4.380e+05            3s2.3p2 1D2.0 -           3s2.3p.3d 3F3.0
    1   17        730.761      6.840e-03      2.838e+07            3s2.3p2 3P0.0 -              3s.3p3 1P1.0
    2   17        732.358      3.330e-02      1.375e+08            3s2.3p2 3P1.0 -              3s.3p3 1P1.0
    3   17        735.237      8.950e-02      3.667e+08            3s2.3p2 3P2.0 -              3s.3p3 1P1.0
    4   17        796.687      1.400e+00      4.883e+09            3s2.3p2 1D2.0 -              3s.3p3 1P1.0
    5   17        911.733      2.120e-02      5.653e+07            3s2.3p2 1S0.0 -              3s.3p3 1P1.0
    1   18        724.290      3.860e-01      1.639e+09            3s2.3p2 3P0.0 -              3s.3p3 3S1.0
    2   18        725.859      1.080e+00      4.572e+09            3s2.3p2 3P1.0 -              3s.3p3 3S1.0
